prob_cancel,n_replications,early_limit,late_limit,cancelled_blocks
0.3,15,120,180,"[[887302, 887702, 896202, 897302, 898502, 899102, 907902, 908102], [887702, 887802, 896202, 897302, 897602, 907402, 907802, 907902], [887702, 887802, 887902, 892202, 897302, 897402, 897502, 897602, 899602, 906302, 907603, 907802], [882902, 887702, 887902, 892202, 896202, 898502, 899102, 899602, 906302, 907402], [882902, 887702, 897402, 898403, 906302, 907002, 907603, 907802, 907902, 908102], [882902, 887302, 898403, 906302, 908102], [896202, 897402, 897602, 899503, 908102], [892202, 898502, 907802], [882902, 892202, 897302, 897402, 897602, 899602, 907603, 908102], [887902, 892202, 897502, 898403, 906302, 907603, 907902], [887302, 892202, 899602, 907402], [887902, 892202, 896202, 897402, 897502, 897602, 898502, 899102, 899503, 906302, 907402, 907802], [887702, 892202, 897502, 899503, 907002, 907402, 907802, 908102], [887702, 897402, 899602, 907603, 908102], [892202, 897302, 897402, 897602, 898502]]"
