prob_cancel,n_replications,cancelled_blocks
0.1,15,"[[907402], [], [897302, 897602], [], [907002], [887702, 896202, 899102], [896202], [887802, 896202, 898502], [897402], [887802, 898403], [887902, 899102], [887702, 887802, 887902, 897302, 897602, 898403, 907002], [899602, 906302], [896202, 907002], [887302, 898403, 899503, 899602, 907002]]"
