prob_cancel,n_replications,cancelled_blocks
0.25,15,"[[882902, 887302, 887902, 897302, 907802, 907902, 908102], [882902, 887802, 887902, 896202, 897302, 897402, 897502, 906302, 907002, 907402, 907902], [882902, 892202, 897402, 898502, 899102, 907002], [897402, 897502, 897602, 899602, 907002, 907902], [887702, 887802, 897402], [887702, 892202, 897602, 907603], [887302, 887702, 887802, 898502, 899102, 899602], [882902, 887902, 897302, 897502, 897602, 906302, 907802], [887302, 887702, 887802, 897302, 897402, 907402], [907002, 907603], [887902, 892202, 898502, 899602, 906302], [892202, 907603, 908102], [892202, 896202, 899102], [887302, 887702, 898502, 906302, 907002], [887902, 897502, 897602, 899102, 899503, 899602]]"
