prob_cancel,n_replications,early_limit,late_limit,capacity,cancelled_blocks
0.125,15,120,180,53,"[[1631], [1631], [1595, 1625, 1628, 1631], [1594, 1624, 1626], [1625], [], [1592, 1624, 1631], [1624, 1629, 1631, 1858], [1624], [1631], [1627], [1634, 1858], [1632, 1858], [1595, 1858], [1626]]"
