prob_cancel,n_replications,early_limit,late_limit,capacity,cancelled_blocks
0.25,15,120,180,53,"[[1591, 1624, 1626, 1627, 1631], [1626, 1627, 1632], [1595], [1591, 1594, 1624, 1625, 1628, 1631], [1591, 1592, 1625, 1626, 1632], [1624, 1634], [1592, 1626, 1629], [1628, 1632, 1634], [1591, 1624, 1629, 1858], [1592, 1594, 1626, 1627], [1595, 1624, 1625, 1629], [1592, 1626, 1858], [1595, 1631], [1595, 1629], [1592, 1624, 1628, 1632]]"
