prob_cancel,n_replications,capacity,cancelled_blocks
0.125,20,80,"[[887702, 887902, 906302, 907402], [897402, 907002], [897602, 899102], [897502, 899503], [882902, 896202, 897402, 897602], [899503], [898403, 899503], [887902, 892202, 899602, 908102], [], [892202, 896202, 899503], [887702, 892202, 898502, 899602, 906302, 907802, 908102], [897302, 897402, 897502], [907802], [887802], [899503], [897402, 898403, 907902], [882902, 892202, 898403, 908102], [896202, 897602, 899102, 908102], [896202, 897602, 907802, 908102], [887802, 896202, 897402, 907603]]"
