step,score,eps
76,-75.05780942820623,0.6393250000000006
152,-47.98838585689865,0.6381850000000016
228,-42.38022548631186,0.6370450000000025
304,-36.594043080053204,0.6359050000000035
380,-41.06895852486067,0.6347650000000045
456,-34.858301085949314,0.6336250000000054
532,-60.596246478047306,0.6324850000000064
608,-40.166669711546156,0.6313450000000074
684,-32.762026301295975,0.6302050000000083
760,-46.89821393122963,0.6290650000000093
836,-42.384502715396344,0.6279250000000103
912,-40.156330784201145,0.6267850000000112
988,-43.05146230571652,0.6256450000000122
1064,-46.73003005095404,0.6245050000000132
1140,-32.09711043186734,0.6233650000000142
1216,-48.99748719412668,0.6222250000000151
1292,-51.151213064679254,0.6210850000000161
1368,-55.97613651809033,0.6199450000000171
1444,-59.05496406541323,0.618805000000018
1520,-55.12230793682236,0.617665000000019
1596,-69.38923417781005,0.61652500000002
1672,-41.74796605584751,0.6153850000000209
1748,-55.12574290679028,0.6142450000000219
1824,-49.29864666321052,0.6131050000000229
1900,-57.21124946936728,0.6119650000000239
1976,-55.424890690084275,0.6108250000000248
2052,-30.236463125147647,0.6096850000000258
2128,-44.144896865283,0.6085450000000268
2204,-35.179491949101795,0.6074050000000277
2280,-49.15275724196487,0.6062650000000287
2356,-39.77347308741362,0.6051250000000297
2432,-48.696511335730534,0.6039850000000306
2508,-51.77692518884623,0.6028450000000316
2584,-53.39280354475732,0.6017050000000326
2660,-29.182988705704563,0.6005650000000335
2736,-42.05424092223801,0.5994250000000345
2812,-47.63537352484601,0.5982850000000355
2888,-44.762457977273975,0.5971450000000365
2964,-49.202258366785806,0.5960050000000374
3040,-42.27899324862864,0.5948650000000384
3116,-36.04606167129685,0.5937250000000394
3192,-55.20404309431092,0.5925850000000403
3268,-32.72130386946804,0.5914450000000413
3344,-39.33347563466948,0.5903050000000423
3420,-50.46211145886232,0.5891650000000432
3496,-69.95253966972516,0.5880250000000442
3572,-79.85680245916271,0.5868850000000452
3648,-65.42355813700352,0.5857450000000461
3724,-29.95065399847991,0.5846050000000471
3800,-66.00757316171541,0.5834650000000481
3876,-44.185575742888204,0.582325000000049
3952,-34.66687674385099,0.58118500000005
4028,-51.70586590852829,0.580045000000051
4104,-48.36833024623623,0.578905000000052
4180,-38.00209786241726,0.5777650000000529
4256,-39.591882721327366,0.5766250000000539
4332,-69.54873742335604,0.5754850000000549
4408,-49.308281546624016,0.5743450000000558
4484,-39.65628610230961,0.5732050000000568
4560,-43.417149817729715,0.5720650000000578
4636,-46.984238588110124,0.5709250000000587
4712,-55.24752728487704,0.5697850000000597
