route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,diff,index
20,910043020,1120,63,08:46:16,31576,910043020,2019-09-03 09:02:56,32576.0,1000.0,2120.0
20,910043020,1120,63,08:46:16,31576,910043020,2019-09-04 08:55:58,32158.000000000004,582.0000000000036,2121.0
20,910043020,1120,63,08:46:16,31576,910043020,2019-09-05 08:55:56,118556.0,86980.00000000001,2122.0
20,910043020,1120,63,08:46:16,31576,910043020,2019-09-06 08:54:40,204880.0,173304.0,2123.0
20,910043020,1121,64,08:46:40,31600,910043020,2019-09-03 09:05:11,32711.0,1111.0,2124.0
20,910043020,1121,64,08:46:40,31600,910043020,2019-09-04 08:57:10,32230.000000000004,630.0000000000036,2125.0
20,910043020,1121,64,08:46:40,31600,910043020,2019-09-05 08:57:15,118635.0,87035.00000000001,2126.0
20,910043020,1121,64,08:46:40,31600,910043020,2019-09-06 08:55:56,204956.0,173356.0,2127.0
20,910043020,3953,65,08:47:23,31643,910043020,2019-09-03 09:06:24,32784.0,1141.0,2128.0
20,910043020,3953,65,08:47:23,31643,910043020,2019-09-04 08:58:48,32328.000000000004,685.0000000000036,2129.0
20,910043020,3953,65,08:47:23,31643,910043020,2019-09-05 08:57:50,118670.0,87027.00000000001,2130.0
20,910043020,3953,65,08:47:23,31643,910043020,2019-09-06 08:57:00,205020.0,173377.0,2131.0
20,910043020,3954,66,08:47:40,31660,910043020,2019-09-03 09:06:49,32809.0,1149.0,2132.0
20,910043020,3954,66,08:47:40,31660,910043020,2019-09-04 08:59:10,32350.000000000004,690.0000000000036,2133.0
20,910043020,3954,66,08:47:40,31660,910043020,2019-09-05 08:58:15,118695.0,87035.00000000001,2134.0
20,910043020,3954,66,08:47:40,31660,910043020,2019-09-06 08:57:52,205072.0,173412.0,2135.0
20,910043020,4727,45,08:21:57,30117,910043020,2019-09-03 08:30:31,30631.0,514.0,2136.0
20,910043020,4727,45,08:21:57,30117,910043020,2019-09-04 08:25:40,30340.000000000004,223.00000000000364,2137.0
20,910043020,4727,45,08:21:57,30117,910043020,2019-09-05 08:22:04,116524.0,86407.0,2138.0
20,910043020,4727,45,08:21:57,30117,910043020,2019-09-06 08:23:39,203019.0,172902.0,2139.0
20,910043020,8613,67,08:49:30,31770,910043020,2019-09-03 09:09:06,32946.0,1176.0,2140.0
20,910043020,8613,67,08:49:30,31770,910043020,2019-09-04 09:00:26,32426.000000000004,656.0000000000036,2141.0
20,910043020,8613,67,08:49:30,31770,910043020,2019-09-05 08:59:28,118768.0,86998.00000000001,2142.0
20,910043020,8613,67,08:49:30,31770,910043020,2019-09-06 08:58:47,205127.0,173357.0,2143.0
20,910043020,12754,55,08:31:18,30678,910043020,2019-09-03 08:42:49,31369.0,691.0,2144.0
20,910043020,12754,55,08:31:18,30678,910043020,2019-09-04 08:36:08,30968.000000000004,290.00000000000364,2145.0
20,910043020,12754,55,08:31:18,30678,910043020,2019-09-05 08:36:01,117361.0,86683.00000000001,2146.0
20,910043020,12754,55,08:31:18,30678,910043020,2019-09-06 08:37:27,203847.0,173169.0,2147.0
20,910043020,14500,20,08:02:30,28950,910043020,2019-09-03 08:03:36,29016.0,66.0,2148.0
20,910043020,14500,20,08:02:30,28950,910043020,2019-09-04 07:58:42,28722.0,-228.0,2149.0
20,910043020,14500,20,08:02:30,28950,910043020,2019-09-05 08:01:39,115299.0,86349.0,2150.0
20,910043020,14500,20,08:02:30,28950,910043020,2019-09-06 08:04:23,201863.0,172913.0,2151.0
20,910043020,14647,52,08:28:51,30531,910043020,2019-09-03 08:39:43,31183.0,652.0,2152.0
20,910043020,14647,52,08:28:51,30531,910043020,2019-09-04 08:33:21,30801.000000000004,270.00000000000364,2153.0
20,910043020,14647,52,08:28:51,30531,910043020,2019-09-05 08:30:24,117024.0,86493.00000000001,2154.0
20,910043020,14647,52,08:28:51,30531,910043020,2019-09-06 08:32:21,203541.0,173010.0,2155.0
20,910043020,14764,27,08:09:13,29353,910043020,2019-09-03 08:12:36,29556.0,203.0,2156.0
20,910043020,14764,27,08:09:13,29353,910043020,2019-09-04 08:06:58,29218.000000000004,-134.99999999999636,2157.0
20,910043020,14764,27,08:09:13,29353,910043020,2019-09-05 08:08:30,115710.0,86357.0,2158.0
20,910043020,14764,27,08:09:13,29353,910043020,2019-09-06 08:09:30,202170.0,172817.0,2159.0
20,910043020,14956,6,07:50:31,28231,910043020,2019-09-03 07:51:26,28286.0,55.0,2160.0
20,910043020,14956,6,07:50:31,28231,910043020,2019-09-04 07:49:56,28196.0,-35.0,2161.0
20,910043020,14956,6,07:50:31,28231,910043020,2019-09-05 07:50:31,114631.0,86400.0,2162.0
20,910043020,14956,6,07:50:31,28231,910043020,2019-09-06 07:51:10,201070.0,172839.0,2163.0
20,910043020,14959,14,07:56:30,28590,910043020,2019-09-03 07:59:31,28771.0,181.0,2164.0
20,910043020,14959,14,07:56:30,28590,910043020,2019-09-04 07:54:55,28495.0,-95.0,2165.0
20,910043020,14959,14,07:56:30,28590,910043020,2019-09-05 07:57:34,115054.0,86464.0,2166.0
20,910043020,14959,14,07:56:30,28590,910043020,2019-09-06 07:59:07,201547.0,172957.0,2167.0
20,910043020,15185,31,08:12:07,29527,910043020,2019-09-03 08:16:39,29799.0,272.0,2168.0
20,910043020,15185,31,08:12:07,29527,910043020,2019-09-04 08:11:10,29470.000000000004,-56.99999999999636,2169.0
20,910043020,15185,31,08:12:07,29527,910043020,2019-09-05 08:11:42,115902.0,86375.0,2170.0
20,910043020,15185,31,08:12:07,29527,910043020,2019-09-06 08:12:19,202339.0,172812.0,2171.0
20,910043020,15279,47,08:23:54,30234,910043020,2019-09-03 08:32:48,30768.0,534.0,2172.0
