BOARDING_STOP,INFERRED_ALIGHTING_GTFS_STOP,bin_5,mean,std
386.0,443.0,119,0.0,0.0
386.0,445.0,84,0.0,0.0
386.0,445.0,85,0.0,0.0
386.0,445.0,86,0.0,0.0
386.0,445.0,87,0.0,0.0
386.0,445.0,88,0.25,0.5
386.0,445.0,89,0.0,0.0
386.0,445.0,90,0.0,0.0
386.0,445.0,91,0.0,0.0
386.0,445.0,92,0.0,0.0
386.0,445.0,93,0.0,0.0
386.0,445.0,94,0.0,0.0
386.0,445.0,95,0.0,0.0
386.0,445.0,96,0.0,0.0
386.0,445.0,97,0.0,0.0
386.0,445.0,98,0.0,0.0
386.0,445.0,99,0.0,0.0
386.0,445.0,100,0.0,0.0
386.0,445.0,101,0.0,0.0
386.0,445.0,102,0.0,0.0
386.0,445.0,103,0.0,0.0
386.0,445.0,104,0.0,0.0
386.0,445.0,105,0.0,0.0
386.0,445.0,106,0.0,0.0
386.0,445.0,107,0.0,0.0
386.0,445.0,108,0.0,0.0
386.0,445.0,109,0.0,0.0
386.0,445.0,110,0.0,0.0
386.0,445.0,111,0.0,0.0
386.0,445.0,112,0.0,0.0
386.0,445.0,113,0.0,0.0
386.0,445.0,114,0.0,0.0
386.0,445.0,115,0.0,0.0
386.0,445.0,116,0.0,0.0
386.0,445.0,117,0.0,0.0
386.0,445.0,118,0.0,0.0
386.0,445.0,119,0.0,0.0
386.0,446.0,84,0.0,0.0
386.0,446.0,85,0.0,0.0
386.0,446.0,86,0.0,0.0
386.0,446.0,87,0.0,0.0
386.0,446.0,88,0.0,0.0
386.0,446.0,89,0.0,0.0
386.0,446.0,90,0.0,0.0
386.0,446.0,91,0.0,0.0
386.0,446.0,92,0.0,0.0
386.0,446.0,93,0.0,0.0
386.0,446.0,94,0.0,0.0
386.0,446.0,95,0.0,0.0
386.0,446.0,96,0.0,0.0
386.0,446.0,97,0.0,0.0
386.0,446.0,98,0.0,0.0
386.0,446.0,99,0.0,0.0
386.0,446.0,100,0.0,0.0
386.0,446.0,101,0.0,0.0
386.0,446.0,102,0.0,0.0
386.0,446.0,103,0.0,0.0
386.0,446.0,104,0.0,0.0
386.0,446.0,105,0.0,0.0
386.0,446.0,106,0.0,0.0
386.0,446.0,107,0.0,0.0
386.0,446.0,108,0.0,0.0
386.0,446.0,109,0.0,0.0
386.0,446.0,110,0.0,0.0
386.0,446.0,111,0.0,0.0
386.0,446.0,112,0.0,0.0
386.0,446.0,113,0.5,1.0
386.0,446.0,114,0.0,0.0
386.0,446.0,115,0.0,0.0
386.0,446.0,116,0.0,0.0
386.0,446.0,117,0.0,0.0
386.0,446.0,118,0.0,0.0
386.0,446.0,119,0.0,0.0
386.0,448.0,84,0.0,0.0
386.0,448.0,85,0.5,0.5773502691896257
386.0,448.0,86,0.0,0.0
386.0,448.0,87,0.0,0.0
386.0,448.0,88,0.0,0.0
386.0,448.0,89,0.0,0.0
386.0,448.0,90,0.0,0.0
386.0,448.0,91,0.0,0.0
386.0,448.0,92,0.0,0.0
386.0,448.0,93,0.0,0.0
386.0,448.0,94,0.25,0.5
386.0,448.0,95,0.0,0.0
386.0,448.0,96,0.0,0.0
386.0,448.0,97,0.0,0.0
386.0,448.0,98,0.0,0.0
386.0,448.0,99,0.0,0.0
386.0,448.0,100,0.0,0.0
386.0,448.0,101,0.0,0.0
386.0,448.0,102,0.0,0.0
386.0,448.0,103,0.0,0.0
386.0,448.0,104,0.0,0.0
386.0,448.0,105,0.0,0.0
386.0,448.0,106,0.0,0.0
386.0,448.0,107,0.0,0.0
386.0,448.0,108,0.25,0.5
386.0,448.0,109,0.0,0.0
386.0,448.0,110,0.0,0.0
386.0,448.0,111,0.0,0.0
386.0,448.0,112,0.25,0.5
386.0,448.0,113,0.0,0.0
386.0,448.0,114,0.0,0.0
386.0,448.0,115,0.0,0.0
386.0,448.0,116,0.0,0.0
386.0,448.0,117,0.0,0.0
386.0,448.0,118,0.0,0.0
386.0,448.0,119,0.0,0.0
386.0,4727.0,84,0.0,0.0
386.0,4727.0,85,0.0,0.0
386.0,4727.0,86,0.0,0.0
386.0,4727.0,87,0.0,0.0
386.0,4727.0,88,0.0,0.0
386.0,4727.0,89,0.0,0.0
386.0,4727.0,90,0.0,0.0
386.0,4727.0,91,0.0,0.0
386.0,4727.0,92,0.0,0.0
386.0,4727.0,93,0.0,0.0
386.0,4727.0,94,0.0,0.0
386.0,4727.0,95,0.0,0.0
386.0,4727.0,96,0.0,0.0
386.0,4727.0,97,0.0,0.0
386.0,4727.0,98,0.0,0.0
386.0,4727.0,99,0.0,0.0
386.0,4727.0,100,0.0,0.0
386.0,4727.0,101,0.0,0.0
386.0,4727.0,102,0.0,0.0
386.0,4727.0,103,0.0,0.0
386.0,4727.0,104,0.0,0.0
386.0,4727.0,105,0.0,0.0
386.0,4727.0,106,0.25,0.5
386.0,4727.0,107,0.0,0.0
386.0,4727.0,108,0.0,0.0
386.0,4727.0,109,0.0,0.0
386.0,4727.0,110,0.0,0.0
386.0,4727.0,111,0.0,0.0
386.0,4727.0,112,0.0,0.0
386.0,4727.0,113,0.0,0.0
386.0,4727.0,114,0.0,0.0
386.0,4727.0,115,0.0,0.0
386.0,4727.0,116,0.0,0.0
386.0,4727.0,117,0.0,0.0
386.0,4727.0,118,0.0,0.0
386.0,4727.0,119,0.0,0.0
386.0,14500.0,84,0.0,0.0
386.0,14500.0,85,0.0,0.0
386.0,14500.0,86,0.0,0.0
386.0,14500.0,87,0.0,0.0
386.0,14500.0,88,0.0,0.0
386.0,14500.0,89,0.0,0.0
386.0,14500.0,90,0.0,0.0
386.0,14500.0,91,0.0,0.0
386.0,14500.0,92,0.0,0.0
386.0,14500.0,93,0.0,0.0
386.0,14500.0,94,0.25,0.5
386.0,14500.0,95,0.0,0.0
386.0,14500.0,96,0.0,0.0
386.0,14500.0,97,0.0,0.0
386.0,14500.0,98,0.0,0.0
386.0,14500.0,99,0.0,0.0
386.0,14500.0,100,0.0,0.0
386.0,14500.0,101,0.0,0.0
386.0,14500.0,102,0.0,0.0
386.0,14500.0,103,0.25,0.5
386.0,14500.0,104,0.0,0.0
386.0,14500.0,105,0.0,0.0
386.0,14500.0,106,0.0,0.0
386.0,14500.0,107,0.0,0.0
386.0,14500.0,108,0.5,1.0
386.0,14500.0,109,0.0,0.0
386.0,14500.0,110,0.0,0.0
386.0,14500.0,111,0.0,0.0
386.0,14500.0,112,0.0,0.0
386.0,14500.0,113,0.0,0.0
386.0,14500.0,114,0.0,0.0
386.0,14500.0,115,0.0,0.0
386.0,14500.0,116,0.0,0.0
386.0,14500.0,117,0.0,0.0
386.0,14500.0,118,0.0,0.0
386.0,14500.0,119,0.0,0.0
386.0,14764.0,84,0.0,0.0
386.0,14764.0,85,0.25,0.5
386.0,14764.0,86,0.0,0.0
386.0,14764.0,87,0.0,0.0
