step,score,eps
76,-33.53621123634364,0.5993250000000006
152,-47.26992233551395,0.5981850000000015
228,-47.118731103011655,0.5970450000000025
304,-34.997510970747165,0.5959050000000035
380,-43.591353956478216,0.5947650000000044
456,-50.130416910442634,0.5936250000000054
532,-45.16617749966804,0.5924850000000064
608,-30.0099577604279,0.5913450000000073
684,-40.366884180002785,0.5902050000000083
760,-42.710652505646394,0.5890650000000093
836,-51.14133557459975,0.5879250000000102
912,-51.22050664899932,0.5867850000000112
988,-41.89386719153798,0.5856450000000122
1064,-35.5574453548778,0.5845050000000132
1140,-47.12292343516093,0.5833650000000141
1216,-39.31178677230806,0.5822250000000151
1292,-40.048488633550896,0.5810850000000161
1368,-51.49384419586943,0.579945000000017
1444,-44.53095888837199,0.578805000000018
1520,-58.5461454481687,0.577665000000019
1596,-79.20256716632174,0.5765250000000199
1672,-40.948463324998286,0.5753850000000209
1748,-40.635609338762976,0.5742450000000219
1824,-42.59413113638036,0.5731050000000228
1900,-37.569548343676935,0.5719650000000238
1976,-44.13202604885408,0.5708250000000248
2052,-37.63739806558944,0.5696850000000258
2128,-30.371964840775895,0.5685450000000267
2204,-39.582888062200304,0.5674050000000277
2280,-39.28530985068426,0.5662650000000287
2356,-54.20166564296154,0.5651250000000296
2432,-48.64325486255711,0.5639850000000306
2508,-47.19603268073165,0.5628450000000316
2584,-53.105740122753545,0.5617050000000325
2660,-51.78815571639598,0.5605650000000335
2736,-48.70370972963583,0.5594250000000345
2812,-36.03272835150787,0.5582850000000354
2888,-39.317654663794706,0.5571450000000364
2964,-52.21627069660163,0.5560050000000374
3040,-42.256456620272864,0.5548650000000384
3116,-43.61787313833508,0.5537250000000393
3192,-49.491433306336994,0.5525850000000403
3268,-36.95433794010368,0.5514450000000413
3344,-38.62217795893514,0.5503050000000422
3420,-36.564490742769124,0.5491650000000432
3496,-62.70316332736366,0.5480250000000442
3572,-49.386704769967714,0.5468850000000451
3648,-37.65194090558048,0.5457450000000461
3724,-44.97325810049817,0.5446050000000471
3800,-45.855720309485555,0.543465000000048
3876,-40.629093809495274,0.542325000000049
3952,-30.019286396969235,0.54118500000005
4028,-45.199505773258664,0.540045000000051
4104,-39.04938156208845,0.5389050000000519
4180,-40.63986381652084,0.5377650000000529
4256,-40.54698843873023,0.5366250000000539
4332,-39.073613863377766,0.5354850000000548
4408,-44.43131464536729,0.5343450000000558
4484,-45.84102271643656,0.5332050000000568
4560,-52.267797014538125,0.5320650000000577
4636,-27.911188078929985,0.5309250000000587
4712,-41.42266550545171,0.5297850000000597
4788,-60.82312290708178,0.5286450000000606
4864,-37.934091316805066,0.5275050000000616
4940,-44.85523905147974,0.5263650000000626
5016,-33.799281230571516,0.5252250000000636
5092,-49.56347355410914,0.5240850000000645
5168,-42.71810489944072,0.5229450000000655
5244,-53.359907277930795,0.5218050000000665
5320,-48.65877631714486,0.5206650000000674
5396,-43.85195810661184,0.5195250000000684
5472,-40.9308116399946,0.5183850000000694
5548,-48.53539834677385,0.5172450000000703
5624,-59.23065658549944,0.5161050000000713
5700,-37.89541369954384,0.5149650000000723
5776,-33.47055828170956,0.5138250000000733
5852,-42.9374562960329,0.5126850000000742
5928,-35.82506316488004,0.5115450000000752
6004,-39.24769086812595,0.5104050000000762
6080,-32.17617187847718,0.5092650000000771
6156,-38.88248652584639,0.5081250000000781
6232,-56.87819184473194,0.5069850000000791
6308,-62.86726895790392,0.50584500000008
6384,-52.932115382750936,0.504705000000081
6460,-55.66316405674248,0.503565000000082
6536,-41.05903132675423,0.5024250000000829
6612,-61.550431058585936,0.5012850000000839
6688,-42.95194348887277,0.5001450000000849
6764,-47.051503632546094,0.49900500000008585
6840,-37.84291372807618,0.4978650000000868
6916,-46.156433439701175,0.4967250000000878
6992,-54.0395031813896,0.49558500000008876
7068,-47.70736261000967,0.49444500000008973
7144,-30.19230180777091,0.4933050000000907
7220,-34.709055240187396,0.49216500000009167
7296,-45.97892470644858,0.49102500000009264
7372,-53.20568637736517,0.4898850000000936
7448,-46.269043838347066,0.4887450000000946
7524,-67.65004674832056,0.48760500000009555
7600,-57.036309020160445,0.4864650000000965
7676,-40.92444649614829,0.4853250000000975
7752,-39.63457112166815,0.48418500000009845
7828,-49.41537770939836,0.4830450000000994
7904,-34.389611887864916,0.4819050000001004
7980,-37.85078483115661,0.48076500000010136
8056,-35.055212366371066,0.47962500000010233
8132,-32.87659553637467,0.4784850000001033
8208,-39.96802836701914,0.47734500000010427
8284,-51.476757505577375,0.47620500000010524
8360,-43.4952400027672,0.4750650000001062
8436,-38.200096136187376,0.4739250000001072
8512,-42.92252441347725,0.47278500000010815
8588,-32.41925902870014,0.4716450000001091
8664,-51.596071828363264,0.4705050000001101
8740,-41.97580277465637,0.46936500000011105
8816,-44.167094490091586,0.468225000000112
8892,-58.82480661203749,0.467085000000113
8968,-37.54468529668011,0.46594500000011396
9044,-40.90141909502669,0.46480500000011493
9120,-48.51415514762525,0.4636650000001159
9196,-55.08647228672759,0.46252500000011687
9272,-57.10690180766043,0.46138500000011784
9348,-40.13485980768849,0.4602450000001188
9424,-49.17413537818191,0.4591050000001198
9500,-48.7654436432191,0.45796500000012075
9576,-45.6711635953318,0.4568250000001217
9652,-33.99069972365049,0.4556850000001227
9728,-42.76842563595357,0.45454500000012366
9804,-39.281451734048545,0.4534050000001246
9880,-53.991046648834995,0.4522650000001256
9956,-41.6406932810192,0.45112500000012656
10032,-39.37974527739602,0.44998500000012753
10108,-44.96569080395179,0.4488450000001285
10184,-37.20812480831932,0.44770500000012947
10260,-38.188539320550184,0.44656500000013044
10336,-46.77523823182549,0.4454250000001314
10412,-43.1311322926648,0.4442850000001324
10488,-49.51654531649037,0.44314500000013335
10564,-48.4860216743511,0.4420050000001343
10640,-37.943228487564774,0.4408650000001353
10716,-43.79798732772614,0.43972500000013626
10792,-49.87301811654756,0.4385850000001372
10868,-41.68303846474192,0.4374450000001382
10944,-44.937653808903036,0.43630500000013916
11020,-34.36244632408601,0.43516500000014013
11096,-55.47841021444841,0.4340250000001411
11172,-38.62740760095131,0.4328850000001421
11248,-39.12308478825892,0.43174500000014304
11324,-45.73877638750715,0.430605000000144
11400,-53.17829974784918,0.429465000000145
11476,-31.69932639763339,0.42832500000014595
11552,-37.401660253051595,0.4271850000001469
11628,-37.541301743504,0.4260450000001479
11704,-42.32109809123393,0.42490500000014886
11780,-34.88362866068007,0.4237650000001498
11856,-47.622067246346894,0.4226250000001508
11932,-62.503989748507166,0.42148500000015177
12008,-49.501549043272746,0.42034500000015274
12084,-47.616157249769955,0.4192050000001537
12160,-41.180422067979805,0.4180650000001547
12236,-45.322779710027994,0.41692500000015564
12312,-52.95247102969888,0.4157850000001566
12388,-36.971025859810254,0.4146450000001576
12464,-42.448060326916654,0.41350500000015855
12540,-31.388789039862704,0.4123650000001595
12616,-36.683636758162024,0.4112250000001605
12692,-32.469617334960404,0.41008500000016146
12768,-39.948631957781274,0.40894500000016243
12844,-49.21137411291385,0.4078050000001634
12920,-43.39946565900718,0.40666500000016437
12996,-46.75765244579424,0.40552500000016534
13072,-43.17740168995213,0.4043850000001663
13148,-49.99401577688674,0.4032450000001673
13224,-33.97020280325147,0.40210500000016824
13300,-44.86676340888033,0.4009650000001692
13376,-34.40542418003765,0.3998250000001702
13452,-36.40803093227889,0.39868500000017115
