stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,172.30333333333328,41.880313,-87.774043,0
388,193.80000000000035,41.88000915,-87.7714723,1
389,177.30833333333328,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,180.83999999999978,41.88014676,-87.76661691,4
14956,180.66181818181838,41.88014099,-87.76461188,5
393,188.35000000000036,41.88018349,-87.7632177,6
394,195.25,41.88020276,-87.76191891,7
395,218.60000000000036,41.88019981,-87.75996715,8
396,189.44375000000014,41.88025187,-87.75778965,9
397,189.54218750000013,41.88027,-87.75526,10
17169,178.4375,41.88029685,-87.75221539,11
17162,187.87000000000032,41.88033514,-87.7491367,12
14959,190.6499999999997,41.88039237,-87.74496781,13
402,147.34999999999854,41.880443,-87.742998,14
403,204.79999999999927,41.880475,-87.740705,15
17163,187.3954545454549,41.88048501,-87.73768052,16
15848,185.7100000000004,41.88050398,-87.7352163,17
406,192.63809523809505,41.88053063,-87.7331241,18
14500,186.992105263158,41.88056848,-87.7304601,19
15852,184.1562499999999,41.88059058,-87.72786002,20
409,192.5543478260871,41.88061422,-87.72582347,21
18047,198.72812499999986,41.88070328,-87.72286077,22
17841,197.57499999999996,41.88074353,-87.72045859,23
412,205.35000000000036,41.8808072,-87.7159745,24
413,0.0,41.88081388,-87.71381964,25
14764,206.05454545454532,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,187.3034482758621,41.880902,-87.706333,28
417,181.20499999999956,41.880952,-87.703147,29
15185,200.21428571428623,41.88095403,-87.70088084,30
16110,211.55000000000032,41.88099888,-87.69856203,31
420,203.5333333333333,41.88100858,-87.69600765,32
421,185.04999999999987,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,161.78000000000029,41.88106252,-87.68897646,35
15364,200.23674698795182,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,201.25686274509798,41.88117403,-87.68122249,38
427,202.64811320754703,41.881232,-87.679293,39
428,205.8478260869566,41.881262,-87.67685,40
429,178.84999999999945,41.88129674,-87.67424663,41
430,213.40588235294126,41.8813284,-87.67186305,42
431,181.69999999999928,41.88137,-87.669513,43
4727,200.75588235294134,41.881385,-87.668503,44
432,200.3840425531913,41.88139461,-87.66699977,45
15279,202.05454545454566,41.88143358,-87.66418871,46
16049,215.39216867469887,41.88146881,-87.66201484,47
435,200.40000000000003,41.881525,-87.659765,48
436,222.83114035087732,41.881545,-87.657333,49
437,225.0172727272727,41.881608,-87.654897,50
14647,234.02499999999998,41.88165169,-87.65191235,51
439,222.9760869565216,41.88167775,-87.64983775,52
440,248.12173913043466,41.882,-87.64728,53
12754,241.21999999999971,41.8830708,-87.64669495,54
442,245.38800000000026,41.88311,-87.642848,55
443,258.5432692307694,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,237.92999999999992,41.883137,-87.632625,58
18122,353.60999999999984,41.88314707,-87.63019604,59
448,254.0555555555551,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,0.0,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
