911377020, [0.04477611940298507,  0,  432.42712614927586,  283.3783388372394,  0] ,0,-40.465458698938164, [0.11940298507462686,  0,  454.1015919359088,  264.5873459249342,  0] 
911377020, [0.11940298507462686,  0,  454.1015919359088,  264.5873459249342,  0] ,0,127.99687042630467, [0.19402985074626866,  1,  419.603480030426,  358.08610444575606,  0] 
911377020, [0.19402985074626866,  1,  419.603480030426,  358.08610444575606,  0] ,1,20.605297766764124, [0.2835820895522388,  5,  418.34583425020173,  377.4337564322959,  0] 
911377020, [0.2835820895522388,  5,  418.34583425020173,  377.4337564322959,  0] ,1,6.431100334964867, [0.373134328358209,  7,  459.1762770649111,  424.6952995819702,  0] 
911377020, [0.373134328358209,  7,  459.1762770649111,  424.6952995819702,  0] ,1,16.875232445730944, [0.4626865671641791,  6,  480.21731743696364,  462.61157239975364,  0] 
911377020, [0.4626865671641791,  6,  480.21731743696364,  462.61157239975364,  0] ,1,15.820379179556767, [0.5522388059701493,  8,  441.14787375164815,  442.9332396093014,  0] 
911377020, [0.5522388059701493,  8,  441.14787375164815,  442.9332396093014,  0] ,1,-9.765607490538969, [0.6417910447761194,  12,  469.31931243682266,  457.76833908863046,  1] 
911377020, [0.6417910447761194,  12,  469.31931243682266,  457.76833908863046,  1] ,1,6.074689486304123, [0.7014925373134329,  13,  481.71589469501123,  476.23961083312315,  2] 
911377020, [0.7014925373134329,  13,  481.71589469501123,  476.23961083312315,  2] ,1,-36.48184511650106, [0.835820895522388,  15,  557.3468223992386,  515.3886934208494,  0] 
911283020, [0.04477611940298507,  2,  353.8663109062654,  289.512027930974,  0] ,1,-16.444563073149766, [0.11940298507462686,  2,  352.6930959866877,  271.8942499382465,  0] 
911283020, [0.11940298507462686,  2,  352.6930959866877,  271.8942499382465,  0] ,1,-63.3223837965852, [0.19402985074626866,  1,  402.80764845159865,  258.68641860657226,  0] 
911283020, [0.19402985074626866,  1,  402.80764845159865,  258.68641860657226,  0] ,0,-42.086626066768076, [0.2835820895522388,  1,  437.9038396617252,  251.69598374993075,  1] 
911283020, [0.2835820895522388,  1,  437.9038396617252,  251.69598374993075,  1] ,1,-58.94920439172711, [0.373134328358209,  3,  494.84532112602756,  249.68826082250598,  1] 
911283020, [0.373134328358209,  3,  494.84532112602756,  249.68826082250598,  1] ,1,-4.342554719336476, [0.4626865671641791,  3,  500.7207090390111,  251.22109401615307,  0] 
911283020, [0.4626865671641791,  3,  500.7207090390111,  251.22109401615307,  0] ,0,-20.994293849631504, [0.5522388059701493,  5,  508.8935944943478,  238.39968562185823,  1] 
911283020, [0.5522388059701493,  5,  508.8935944943478,  238.39968562185823,  1] ,1,-19.99412082836352, [0.6417910447761194,  7,  513.1780104858954,  222.68998078504228,  0] 
911283020, [0.6417910447761194,  7,  513.1780104858954,  222.68998078504228,  0] ,1,72.41874014630594, [0.7014925373134329,  9,  487.62822163070086,  269.5589320761537,  2] 
911283020, [0.7014925373134329,  9,  487.62822163070086,  269.5589320761537,  2] ,1,-163.7346983220741, [0.835820895522388,  17,  598.7654936087711,  216.96150573214982,  0] 
910985020, [0.04477611940298507,  0,  279.55357867051134,  369.95844926046266,  0] ,3,39.109653045521554, [0.11940298507462686,  2,  286.8512071667574,  338.14642471118714,  0] 
910985020, [0.11940298507462686,  2,  286.8512071667574,  338.14642471118714,  0] ,3,-37.36505469282929, [0.19402985074626866,  2,  248.48400114437754,  337.1442733816366,  1] 
910985020, [0.19402985074626866,  2,  248.48400114437754,  337.1442733816366,  1] ,5,59.05521011422752, [0.2835820895522388,  5,  265.51978664162743,  295.12484876465896,  1] 
910985020, [0.2835820895522388,  5,  265.51978664162743,  295.12484876465896,  1] ,3,-51.54603638220942, [0.373134328358209,  5,  234.1146926234178,  315.26579112865875,  0] 
910985020, [0.373134328358209,  5,  234.1146926234178,  315.26579112865875,  0] ,5,26.333717463352514, [0.4626865671641791,  5,  246.28987030362623,  301.10725134551467,  0] 
910985020, [0.4626865671641791,  5,  246.28987030362623,  301.10725134551467,  0] ,3,-50.15032653096932, [0.5522388059701493,  2,  217.71840495612923,  322.686112528987,  0] 
910985020, [0.5522388059701493,  2,  217.71840495612923,  322.686112528987,  0] ,5,63.158597233195906, [0.6417910447761194,  3,  223.50389984174035,  265.3130101814022,  0] 
910985020, [0.6417910447761194,  3,  223.50389984174035,  265.3130101814022,  0] ,3,5.06354254803955, [0.7014925373134329,  3,  275.49699220845287,  312.2425600000752,  0] 
910985020, [0.7014925373134329,  3,  275.49699220845287,  312.2425600000752,  0] ,3,-99.95830121473045, [0.835820895522388,  11,  211.62683344961624,  348.330702455969,  0] 
911298020, [0.04477611940298507,  1,  374.5431147730378,  314.3058767521725,  0] ,1,51.356684754377056, [0.11940298507462686,  3,  331.4447741072254,  322.5642208407371,  0] 
911298020, [0.11940298507462686,  3,  331.4447741072254,  322.5642208407371,  0] ,2,6.067880377704569, [0.19402985074626866,  4,  315.22000517355264,  318.03267806233634,  0] 
911298020, [0.19402985074626866,  4,  315.22000517355264,  318.03267806233634,  0] ,2,-4.304368548309867, [0.2835820895522388,  4,  302.90452620819997,  295.7874847711064,  1] 
911298020, [0.2835820895522388,  4,  302.90452620819997,  295.7874847711064,  1] ,1,-3.0465002825039846, [0.373134328358209,  5,  313.5485109051042,  303.38496918550663,  0] 
911298020, [0.373134328358209,  5,  313.5485109051042,  303.38496918550663,  0] ,1,-0.9754469744839298, [0.4626865671641791,  2,  306.628469614574,  317.7674583086555,  1] 
911298020, [0.4626865671641791,  2,  306.628469614574,  317.7674583086555,  1] ,2,-66.6777332870879, [0.5522388059701493,  2,  275.87457676712074,  353.69129874829014,  1] 
911298020, [0.5522388059701493,  2,  275.87457676712074,  353.69129874829014,  1] ,3,45.78333974562702, [0.6417910447761194,  10,  333.9034149077015,  301.87003267215914,  1] 
911298020, [0.6417910447761194,  10,  333.9034149077015,  301.87003267215914,  1] ,1,-51.70651045707564, [0.7014925373134329,  12,  345.31537604039113,  261.5754833477731,  4] 
911298020, [0.7014925373134329,  12,  345.31537604039113,  261.5754833477731,  4] ,1,82.41482223274579, [0.835820895522388,  26,  336.4835194413208,  335.1584489814486,  0] 
910955020, [0.04477611940298507,  0,  320.41252702401835,  353.89334972815413,  0] ,3,20.78775693775242, [0.11940298507462686,  1,  329.93557753717687,  342.62864330356024,  0] 
910955020, [0.11940298507462686,  1,  329.93557753717687,  342.62864330356024,  0] ,2,-35.337361938021786, [0.19402985074626866,  2,  311.2533065442112,  359.2837342486164,  0] 
910955020, [0.19402985074626866,  2,  311.2533065442112,  359.2837342486164,  0] ,3,24.047910356988723, [0.2835820895522388,  2,  321.6676889619521,  345.6502063093685,  0] 
910955020, [0.2835820895522388,  2,  321.6676889619521,  345.6502063093685,  0] ,3,5.800991882733797, [0.373134328358209,  3,  323.2886765777148,  341.47020204239743,  0] 
910955020, [0.373134328358209,  3,  323.2886765777148,  341.47020204239743,  0] ,3,15.28666992665967, [0.4626865671641791,  2,  317.16989879264656,  314.2750432546236,  0] 
910955020, [0.4626865671641791,  2,  317.16989879264656,  314.2750432546236,  0] ,2,-53.3972310692734, [0.5522388059701493,  1,  370.87880304740975,  314.5867164401134,  0] 
910955020, [0.5522388059701493,  1,  370.87880304740975,  314.5867164401134,  0] ,1,33.297297686516686, [0.6417910447761194,  3,  315.84460476322784,  292.84981584244815,  0] 
910955020, [0.6417910447761194,  3,  315.84460476322784,  292.84981584244815,  0] ,1,-62.91287846168416, [0.7014925373134329,  5,  266.5043548171234,  352.4120221995872,  3] 
910955020, [0.7014925373134329,  5,  266.5043548171234,  352.4120221995872,  3] ,5,46.76757742416885, [0.835820895522388,  21,  331.4102648070475,  370.5503547653425,  2] 
911004030, [0.04477611940298507,  0,  344.652006552049,  349.24134317610515,  0] ,2,-35.03263301581683, [0.11940298507462686,  1,  366.1253064717166,  326.5033368318436,  0] 
911004030, [0.11940298507462686,  1,  366.1253064717166,  326.5033368318436,  0] ,1,36.798216276944004, [0.19402985074626866,  3,  354.5000651807277,  351.6763118177987,  1] 
911004030, [0.19402985074626866,  3,  354.5000651807277,  351.6763118177987,  1] ,1,-64.58089973092137, [0.2835820895522388,  6,  371.4401323245802,  304.03547923072983,  1] 
911004030, [0.2835820895522388,  6,  371.4401323245802,  304.03547923072983,  1] ,1,44.91003962912146, [0.373134328358209,  5,  334.1323002842473,  356.6269137489762,  0] 
911004030, [0.373134328358209,  5,  334.1323002842473,  356.6269137489762,  0] ,3,-68.40527629545977, [0.4626865671641791,  4,  311.774220739233,  402.67411049942166,  2] 
911004030, [0.4626865671641791,  4,  311.774220739233,  402.67411049942166,  2] ,5,51.10376353893298, [0.5522388059701493,  7,  328.5888531665878,  368.3849793878435,  0] 
911004030, [0.5522388059701493,  7,  328.5888531665878,  368.3849793878435,  0] ,3,19.74655694438843, [0.6417910447761194,  15,  344.18862260140304,  324.1390533245358,  0] 
911004030, [0.6417910447761194,  15,  344.18862260140304,  324.1390533245358,  0] ,1,-23.967203103075008, [0.7014925373134329,  15,  316.9179643970747,  360.93473677701695,  6] 
911004030, [0.7014925373134329,  15,  316.9179643970747,  360.93473677701695,  6] ,5,-3.212730611117877, [0.835820895522388,  29,  387.07481233024373,  434.3043153213039,  0] 
911457020, [0.04477611940298507,  0,  359.74015365072046,  339.5011895253847,  0] ,1,8.166707923453941, [0.11940298507462686,  2,  349.2877965168627,  337.2155403149809,  1] 
911457020, [0.11940298507462686,  2,  349.2877965168627,  337.2155403149809,  1] ,1,-14.304622715273581, [0.19402985074626866,  5,  355.55532789518475,  381.93220681234016,  0] 
911457020, [0.19402985074626866,  5,  355.55532789518475,  381.93220681234016,  0] ,3,-13.5375311981079, [0.2835820895522388,  3,  344.0735106918728,  383.9879208071361,  0] 
911457020, [0.2835820895522388,  3,  344.0735106918728,  383.9879208071361,  0] ,3,3.8264195462143107, [0.373134328358209,  8,  401.02904632757054,  364.94105575852154,  0] 
911457020, [0.373134328358209,  8,  401.02904632757054,  364.94105575852154,  0] ,1,17.518043727686745, [0.4626865671641791,  5,  377.14253918093164,  358.5725923395694,  0] 
911457020, [0.4626865671641791,  5,  377.14253918093164,  358.5725923395694,  0] ,1,13.575650756058167, [0.5522388059701493,  5,  359.8325238339603,  364.8268199192644,  0] 
911457020, [0.5522388059701493,  5,  359.8325238339603,  364.8268199192644,  0] ,2,-37.59280843942179, [0.6417910447761194,  8,  391.6106482463183,  349.02354372159243,  0] 
911457020, [0.6417910447761194,  8,  391.6106482463183,  349.02354372159243,  0] ,1,35.86221000277874, [0.7014925373134329,  10,  347.01331513207697,  353.7382096540241,  6] 
911457020, [0.7014925373134329,  10,  347.01331513207697,  353.7382096540241,  6] ,1,-184.97725721793904, [0.835820895522388,  28,  456.60682894328784,  264.90467720340166,  0] 
910579020, [0.04477611940298507,  0,  410.12964175074376,  289.37154777464093,  0] ,0,6.74875000859538, [0.11940298507462686,  1,  404.8857019451643,  290.8763579776569,  1] 
910579020, [0.11940298507462686,  1,  404.8857019451643,  290.8763579776569,  1] ,1,-3.4794409712521883, [0.19402985074626866,  4,  403.18553238155437,  285.69674744279473,  0] 
910579020, [0.19402985074626866,  4,  403.18553238155437,  285.69674744279473,  0] ,1,18.146125390863745, [0.2835820895522388,  3,  396.1585422334683,  296.81588268557243,  0] 
910579020, [0.2835820895522388,  3,  396.1585422334683,  296.81588268557243,  0] ,1,94.54366146440225, [0.373134328358209,  3,  357.839806400676,  353.0408083171824,  0] 
910579020, [0.373134328358209,  3,  357.839806400676,  353.0408083171824,  0] ,2,-49.52301656505733, [0.4626865671641791,  1,  388.2475182721173,  333.9255036235663,  1] 
910579020, [0.4626865671641791,  1,  388.2475182721173,  333.9255036235663,  1] ,1,-6.063891503075865, [0.5522388059701493,  3,  378.70754335472884,  318.321637203102,  0] 
910579020, [0.5522388059701493,  3,  378.70754335472884,  318.321637203102,  0] ,1,3.7100910425906477, [0.6417910447761194,  8,  390.40420653176625,  333.72839142273006,  0] 
910579020, [0.6417910447761194,  8,  390.40420653176625,  333.72839142273006,  0] ,1,37.52806896508628, [0.7014925373134329,  10,  352.4751357247478,  371.62288186869773,  4] 
910579020, [0.7014925373134329,  10,  352.4751357247478,  371.62288186869773,  4] ,1,-30.750367103584722, [0.835820895522388,  23,  268.3708001500672,  318.26891339760186,  1] 
911242020, [0.04477611940298507,  0,  296.01962982903206,  372.4562721569346,  0] ,3,30.936773909001204, [0.11940298507462686,  0,  309.51959124509085,  355.01945966399217,  0] 
911242020, [0.11940298507462686,  0,  309.51959124509085,  355.01945966399217,  0] ,3,25.806721058906987, [0.19402985074626866,  0,  318.69377497036476,  338.3869223303591,  0] 
911242020, [0.19402985074626866,  0,  318.69377497036476,  338.3869223303591,  0] ,3,-9.60874049501217, [0.2835820895522388,  3,  347.1470672886171,  317.8451794336106,  0] 
911242020, [0.2835820895522388,  3,  347.1470672886171,  317.8451794336106,  0] ,1,-5.302853763401799, [0.373134328358209,  5,  362.0075407527802,  327.4027991343719,  0] 
911242020, [0.373134328358209,  5,  362.0075407527802,  327.4027991343719,  0] ,1,9.672349907188618, [0.4626865671641791,  6,  321.2737836652159,  296.3413919539962,  0] 
911242020, [0.4626865671641791,  6,  321.2737836652159,  296.3413919539962,  0] ,1,-71.65521035561687, [0.5522388059701493,  4,  297.28389473396237,  393.8714968007989,  0] 
911242020, [0.5522388059701493,  4,  297.28389473396237,  393.8714968007989,  0] ,5,38.23776669064682, [0.6417910447761194,  13,  389.81259394169683,  331.4627585655071,  0] 
911242020, [0.6417910447761194,  13,  389.81259394169683,  331.4627585655071,  0] ,1,29.141125866561197, [0.7014925373134329,  16,  343.8935802996748,  373.10228980930333,  0] 
911242020, [0.7014925373134329,  16,  343.8935802996748,  373.10228980930333,  0] ,3,-25.806716898867307, [0.835820895522388,  20,  342.2684922357039,  397.28391864419973,  0] 
910043020, [0.04477611940298507,  2,  365.3717278936383,  347.08454426329627,  0] ,1,11.245367432169587, [0.11940298507462686,  3,  351.0306379310823,  343.98882173290986,  0] 
910043020, [0.11940298507462686,  3,  351.0306379310823,  343.98882173290986,  0] ,2,-5.06510062525922, [0.19402985074626866,  2,  334.53936193534537,  346.64627875877704,  0] 
910043020, [0.19402985074626866,  2,  334.53936193534537,  346.64627875877704,  0] ,2,-30.28557553527935, [0.2835820895522388,  2,  326.3695315699697,  368.7620239286807,  0] 
910043020, [0.2835820895522388,  2,  326.3695315699697,  368.7620239286807,  0] ,3,-47.73873605961853, [0.373134328358209,  1,  297.79995455907556,  387.9311829774051,  0] 
910043020, [0.373134328358209,  1,  297.79995455907556,  387.9311829774051,  0] ,3,18.400735460869328, [0.4626865671641791,  0,  321.34526759461005,  393.0757605520703,  0] 
910043020, [0.4626865671641791,  0,  321.34526759461005,  393.0757605520703,  0] ,3,48.79127548539327, [0.5522388059701493,  3,  385.6824395957083,  362.7432221236413,  0] 
910043020, [0.5522388059701493,  3,  385.6824395957083,  362.7432221236413,  0] ,1,15.226710823812027, [0.6417910447761194,  4,  348.3624662013208,  356.0749728495757,  0] 
910043020, [0.6417910447761194,  4,  348.3624662013208,  356.0749728495757,  0] ,2,-30.22577453782651, [0.7014925373134329,  5,  380.42045011556183,  342.4821689294804,  2] 
910043020, [0.7014925373134329,  5,  380.42045011556183,  342.4821689294804,  2] ,1,-235.30169448840024, [0.835820895522388,  15,  454.84108848109463,  181.60111280661295,  1] 
