 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
409 26411.8 26411.8 5 0 0 0 0
18047 26490.8 26490.8 5 0 0 0 0
17841 26543.7 26543.7 5 0 0 0 0
412 26606.3 26606.3 5 0 0 0 0
413 26631.9 26631.9 5 0 0 0 0
14764 26671.7 26677.9 4 0 1 0 0
415 26728.2 26728.2 4 0 0 0 0
416 26764.8 26771.0 3 0 1 0 0
417 26822.4 26822.4 3 0 0 0 0
15185 26868.4 26876.5 4 1 0 0 0
16110 26925.5 26925.5 4 0 0 0 0
420 26973.7 26981.8 5 1 0 0 0
421 27006.7 27014.8 6 1 0 0 0
16088 27039.1 27039.1 6 0 0 0 0
423 27074.6 27074.6 6 0 0 0 0
15364 27196.6 27207.8 7 2 1 0 0
425 27274.6 27274.6 7 0 0 0 0
15384 27311.9 27311.9 7 0 0 0 0
427 27350.5 27358.6 8 1 0 0 0
428 27407.0 27407.0 8 0 0 0 0
429 27468.5 27468.5 8 0 0 0 0
430 27498.6 27498.6 8 0 0 0 0
431 27546.6 27546.6 8 0 0 0 0
4727 27617.7 27625.8 9 1 0 0 0
432 27686.8 27694.9 9 1 1 0 0
15279 27775.6 27775.6 9 0 0 0 0
16049 27815.6 27826.8 11 2 0 0 0
435 27865.6 27873.7 11 1 1 0 0
436 27951.2 27951.2 11 0 0 0 0
437 28011.7 28011.7 11 0 0 0 0
14647 28084.8 28084.8 11 0 0 0 0
439 28133.1 28133.1 11 0 0 0 0
440 28186.2 28192.4 10 0 1 0 0
12754 28235.3 28235.3 10 0 0 0 0
442 28305.4 28313.5 10 1 1 0 0
443 28407.9 28419.1 11 2 1 0 0
445 28561.1 28568.5 9 0 2 0 0
446 28640.6 28648.0 7 0 2 0 0
18122 28744.0 28750.2 6 0 1 0 0
     }
- - - - - -
911377020 {
402 26405.7 26405.7 6 0 0 0 0
403 26430.0 26432.5 6 0 0 0 2.576527923494723
17163 26468.0 26468.0 6 0 0 0 0
15848 26519.8 26527.9 7 1 0 0 0
406 26557.3 26557.3 7 0 0 0 0
14500 26600.3 26640.3 8 1 0 0 40
15852 26710.0 26710.0 8 0 0 0 0
409 26738.0 26744.2 7 0 1 0 0
18047 26820.0 26820.0 7 0 0 0 0
17841 26856.2 26856.2 7 0 0 0 0
412 26931.5 26931.5 7 0 0 0 0
413 26968.6 26968.6 7 0 0 0 0
14764 27010.4 27018.5 7 1 1 0 0
415 27062.9 27062.9 7 0 0 0 0
416 27113.8 27120.0 6 0 1 0 0
417 27172.3 27172.3 6 0 0 0 0
15185 27216.3 27216.3 6 0 0 0 0
16110 27261.1 27276.3 6 0 0 0 15.17768610596977
420 27325.6 27333.7 7 1 0 0 0
421 27353.3 27353.3 7 0 0 0 0
16088 27376.5 27376.5 7 0 0 0 0
423 27416.1 27416.1 7 0 0 0 0
15364 27553.6 27561.7 6 1 2 0 0
425 27637.4 27637.4 6 0 0 0 0
15384 27681.4 27692.6 8 2 0 0 0
427 27730.3 27730.3 8 0 0 0 0
428 27773.9 27785.1 10 2 0 0 0
429 27831.9 27831.9 10 0 0 0 0
430 27876.6 27876.6 10 0 0 0 0
431 27935.4 27935.4 10 0 0 0 0
4727 27990.3 28001.5 12 2 0 0 0
432 28084.8 28096.0 13 2 1 0 0
15279 28177.1 28185.2 14 1 0 0 0
16049 28223.9 28223.9 14 0 0 0 0
435 28260.1 28280.6 19 5 0 0 0
436 28354.1 28365.3 20 2 1 0 0
437 28412.8 28427.1 23 3 0 0 0
14647 28495.8 28495.8 23 0 0 0 0
439 28543.7 28543.7 23 0 0 0 0
440 28610.8 28618.2 21 0 2 0 0
12754 28674.6 28674.6 21 0 0 0 0
442 28747.6 28761.9 23 3 1 0 0
     }
- - - - - -
911283020 {
397 26456.1 26456.1 2 0 0 0 0
17169 26509.4 26520.6 4 2 0 0 0
17162 26592.3 26592.3 4 0 0 0 0
14959 26693.9 26693.9 4 0 0 0 0
402 26730.7 26730.7 4 0 0 0 0
403 26758.4 26758.4 4 0 0 0 0
17163 26795.3 26795.3 4 0 0 0 0
15848 26848.8 26856.9 5 1 0 0 0
406 26895.5 26906.7 7 2 0 0 0
14500 26941.3 26949.4 8 1 0 0 0
15852 27005.9 27014.0 9 1 0 0 0
409 27048.9 27055.1 8 0 1 0 0
18047 27155.2 27155.2 8 0 0 0 0
17841 27214.6 27214.6 8 0 0 0 0
412 27259.7 27259.7 8 0 0 0 0
413 27298.2 27298.2 8 0 0 0 0
14764 27359.2 27373.5 10 3 1 0 0
415 27418.2 27418.2 10 0 0 0 0
416 27462.1 27470.2 9 1 2 0 0
417 27543.8 27551.9 10 1 0 0 0
15185 27586.9 27586.9 10 0 0 0 0
16110 27629.7 27629.7 10 0 0 0 0
420 27690.8 27697.0 9 0 1 0 0
421 27718.1 27718.1 9 0 0 0 0
16088 27745.4 27745.4 9 0 0 0 0
423 27790.4 27801.6 11 2 0 0 0
15364 27934.5 27973.6 19 11 3 0 0
425 28048.7 28056.8 19 1 1 0 0
15384 28087.1 28093.3 18 0 1 0 0
427 28133.5 28141.6 19 1 0 0 0
428 28179.8 28191.0 20 2 1 0 0
429 28230.3 28230.3 20 0 0 0 0
430 28270.7 28270.7 20 0 0 0 0
431 28316.9 28325.0 21 1 0 0 0
4727 28383.3 28394.5 22 2 1 0 0
432 28454.2 28462.3 21 1 2 0 0
15279 28558.6 28566.7 22 1 0 0 0
16049 28596.1 28604.2 23 1 0 0 0
435 28638.2 28655.6 27 4 0 0 0
436 28711.1 28722.3 28 2 1 0 0
437 28809.1 28815.3 27 0 1 0 0
     }
- - - - - -
910985020 {
