stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,187.4000000000003,41.880313,-87.774043,0
388,180.76874999999973,41.88000915,-87.7714723,1
389,177.70999999999987,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,179.3769230769232,41.88014676,-87.76661691,4
14956,186.3660377358491,41.88014099,-87.76461188,5
393,130.04999999999927,41.88018349,-87.7632177,6
394,186.60833333333298,41.88020276,-87.76191891,7
395,191.33333333333394,41.88019981,-87.75996715,8
396,182.18157894736828,41.88025187,-87.75778965,9
397,179.347435897436,41.88027,-87.75526,10
17169,195.7416666666668,41.88029685,-87.75221539,11
17162,185.087037037037,41.88033514,-87.7491367,12
14959,184.69047619047646,41.88039237,-87.74496781,13
402,161.04999999999927,41.880443,-87.742998,14
403,103.45000000000073,41.880475,-87.740705,15
17163,177.38076923076943,41.88048501,-87.73768052,16
15848,190.65333333333353,41.88050398,-87.7352163,17
406,193.8304347826087,41.88053063,-87.7331241,18
14500,200.65357142857152,41.88056848,-87.7304601,19
15852,201.42272727272723,41.88059058,-87.72786002,20
409,206.07799999999995,41.88061422,-87.72582347,21
18047,194.32692307692292,41.88070328,-87.72286077,22
17841,199.21428571428592,41.88074353,-87.72045859,23
412,178.70000000000073,41.8808072,-87.7159745,24
413,221.95000000000073,41.88081388,-87.71381964,25
14764,201.60000000000014,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,178.3916666666668,41.880902,-87.706333,28
417,170.41000000000003,41.880952,-87.703147,29
15185,192.91666666666654,41.88095403,-87.70088084,30
16110,193.1833333333337,41.88099888,-87.69856203,31
420,182.19722222222228,41.88100858,-87.69600765,32
421,201.19999999999982,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,188.35714285714286,41.88106252,-87.68897646,35
15364,191.25909090909087,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,204.3890909090909,41.88117403,-87.68122249,38
427,198.54,41.881232,-87.679293,39
428,197.4857142857145,41.881262,-87.67685,40
429,0.0,41.88129674,-87.67424663,41
430,213.63000000000017,41.8813284,-87.67186305,42
431,161.4124999999999,41.88137,-87.669513,43
4727,202.17946428571437,41.881385,-87.668503,44
432,197.99891304347824,41.88139461,-87.66699977,45
15279,211.2458333333337,41.88143358,-87.66418871,46
16049,206.6855670103093,41.88146881,-87.66201484,47
435,209.26822916666674,41.881525,-87.659765,48
436,203.3313725490195,41.881545,-87.657333,49
437,201.75425531914922,41.881608,-87.654897,50
14647,212.17741935483852,41.88165169,-87.65191235,51
439,195.78260869565224,41.88167775,-87.64983775,52
440,221.44605263157888,41.882,-87.64728,53
12754,179.21666666666715,41.8830708,-87.64669495,54
442,214.4791666666671,41.88311,-87.642848,55
443,240.75384615384598,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,252.29999999999973,41.883137,-87.632625,58
18122,182.33999999999978,41.88314707,-87.63019604,59
448,261.53461538461556,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,0.0,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
