stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,210.68571428571417,41.880313,-87.774043,0
388,137.47500000000036,41.88000915,-87.7714723,1
389,223.64999999999964,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,184.1249999999991,41.88014676,-87.76661691,4
14956,189.30384615384622,41.88014099,-87.76461188,5
393,248.8000000000011,41.88018349,-87.7632177,6
394,173.57499999999982,41.88020276,-87.76191891,7
395,177.35000000000036,41.88019981,-87.75996715,8
396,198.96666666666655,41.88025187,-87.75778965,9
397,189.22666666666652,41.88027,-87.75526,10
17169,87.90000000000146,41.88029685,-87.75221539,11
17162,190.99166666666648,41.88033514,-87.7491367,12
14959,186.03333333333285,41.88039237,-87.74496781,13
402,142.25,41.880443,-87.742998,14
403,0.0,41.880475,-87.740705,15
17163,156.70000000000073,41.88048501,-87.73768052,16
15848,90.85000000000036,41.88050398,-87.7352163,17
406,154.71249999999964,41.88053063,-87.7331241,18
14500,160.85714285714286,41.88056848,-87.7304601,19
15852,162.0625,41.88059058,-87.72786002,20
409,164.67499999999959,41.88061422,-87.72582347,21
18047,163.19999999999982,41.88070328,-87.72286077,22
17841,159.7153846153847,41.88074353,-87.72045859,23
412,0.0,41.8808072,-87.7159745,24
413,0.0,41.88081388,-87.71381964,25
14764,140.36999999999972,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,166.6249999999997,41.880902,-87.706333,28
417,205.89999999999964,41.880952,-87.703147,29
15185,131.97500000000036,41.88095403,-87.70088084,30
16110,164.92499999999973,41.88099888,-87.69856203,31
420,169.45000000000024,41.88100858,-87.69600765,32
421,114.54999999999927,41.88103245,-87.694048,33
16088,159.79999999999927,41.88103301,-87.69229365,34
423,156.875,41.88106252,-87.68897646,35
15364,168.32321428571427,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,159.02272727272737,41.88117403,-87.68122249,38
427,164.0187500000004,41.881232,-87.679293,39
428,185.76666666666682,41.881262,-87.67685,40
429,189.8000000000011,41.88129674,-87.67424663,41
430,176.3285714285716,41.8813284,-87.67186305,42
431,160.97500000000036,41.88137,-87.669513,43
4727,148.4516666666667,41.881385,-87.668503,44
432,182.2923076923078,41.88139461,-87.66699977,45
15279,222.09999999999977,41.88143358,-87.66418871,46
16049,173.68874999999997,41.88146881,-87.66201484,47
435,167.45735294117662,41.881525,-87.659765,48
436,174.7923913043479,41.881545,-87.657333,49
437,180.16956521739152,41.881608,-87.654897,50
14647,186.1230769230771,41.88165169,-87.65191235,51
439,165.38928571428576,41.88167775,-87.64983775,52
440,204.6523809523809,41.882,-87.64728,53
12754,212.17142857142866,41.8830708,-87.64669495,54
442,164.58611111111136,41.88311,-87.642848,55
443,188.29716981132066,41.883084,-87.639976,56
445,210.32499999999982,41.883128,-87.635516,57
446,141.7750000000001,41.883137,-87.632625,58
18122,200.7949999999999,41.88314707,-87.63019604,59
448,204.87083333333385,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,0.0,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
