stop,wait_time_sec,stop_lat,stop_lon
386,227.59316293849952,41.880313,-87.774043
388,261.9739479974328,41.88000915,-87.7714723
389,335.83116356774474,41.88008776,-87.76992191
390,450.05381317418505,41.88010476,-87.76821491
391,177.32886946223286,41.88014676,-87.76661691
14956,270.0565733749335,41.88014099,-87.76461188
393,190.00874244884048,41.88018349,-87.7632177
394,197.38431883794425,41.88020276,-87.76191891
395,186.86760322286545,41.88019981,-87.75996715
396,320.9096397561086,41.88025187,-87.75778965
397,251.31362330028526,41.88027,-87.75526
17169,141.21040517304937,41.88029685,-87.75221539
17162,188.75969142616032,41.88033514,-87.7491367
14959,268.523876610484,41.88039237,-87.74496781
402,190.42615033143284,41.880443,-87.742998
403,102.31931709039418,41.880475,-87.740705
17163,216.95640576472982,41.88048501,-87.73768052
15848,276.8146580955921,41.88050398,-87.7352163
406,293.19491284969956,41.88053063,-87.7331241
14500,276.8330278206412,41.88056848,-87.7304601
15852,261.95678926114437,41.88059058,-87.72786002
409,240.78503753769633,41.88061422,-87.72582347
18047,406.6751438239074,41.88070328,-87.72286077
17841,268.07965062423193,41.88074353,-87.72045859
412,164.58591463921402,41.8808072,-87.7159745
413,258.5281744799395,41.88081388,-87.71381964
14764,221.68648948671697,41.88084064,-87.71073049
415,277.0120409918027,41.880887,-87.708722
416,363.7723002640502,41.880902,-87.706333
417,363.65728233045013,41.880952,-87.703147
15185,401.134048367457,41.88095403,-87.70088084
16110,222.70955115696796,41.88099888,-87.69856203
420,265.1137709458064,41.88100858,-87.69600765
421,147.91760059153785,41.88103245,-87.694048
16088,152.69772183442208,41.88103301,-87.69229365
423,243.51601412229138,41.88106252,-87.68897646
15364,399.00024120949377,41.88109893,-87.68607651
425,231.4466754923851,41.88112797,-87.68410996
15384,315.3443553123881,41.88117403,-87.68122249
427,276.25702202558386,41.881232,-87.679293
428,425.98462161917183,41.881262,-87.67685
429,244.1251837339376,41.88129674,-87.67424663
430,329.32010770415945,41.8813284,-87.67186305
431,206.1572586567388,41.88137,-87.669513
4727,357.3331844438578,41.881385,-87.668503
432,468.90989525628953,41.88139461,-87.66699977
15279,274.69271113281803,41.88143358,-87.66418871
16049,378.10184127534035,41.88146881,-87.66201484
435,631.9392829451879,41.881525,-87.659765
436,597.6359526817865,41.881545,-87.657333
437,1014.1720280584611,41.881608,-87.654897
14647,328.11187954891216,41.88165169,-87.65191235
439,1533.8449125846312,41.88167775,-87.64983775
440,535.4808731060508,41.882,-87.64728
12754,453.7722379015677,41.8830708,-87.64669495
442,281.4097064819,41.88311,-87.642848
443,213.51370920521765,41.883084,-87.639976
445,288.21925540632765,41.883128,-87.635516
446,274.8264645424215,41.883137,-87.632625
18122,216.66761400789903,41.88314707,-87.63019604
448,290.27222994880685,41.88316957,-87.62749695
1119,0.0,41.88468794,-87.62431755
1120,0.0,41.88669974,-87.624384
1121,0.0,41.888076,-87.624425
3953,625.2953086416364,41.887978,-87.621979
3954,0.0,41.887792,-87.620967
8613,0.0,41.884688,-87.620796
