 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
15852 26432.6 26432.6 8 0 0 0 0
409 26454.6 26465.8 9 2 1 0 0
18047 26536.6 26536.6 9 0 0 0 0
17841 26571.1 26588.5 13 4 0 0 0
412 26643.9 26643.9 13 0 0 0 0
413 26670.1 26670.1 13 0 0 0 0
14764 26728.3 26735.7 11 0 2 0 0
415 26783.5 26789.7 10 0 1 0 0
416 26824.9 26832.3 8 0 2 0 0
417 26898.8 26898.8 8 0 0 0 0
15185 26941.2 26941.2 8 0 0 0 0
16110 26994.5 26994.5 8 0 0 0 0
420 27071.4 27079.5 8 1 1 0 0
421 27096.6 27096.6 8 0 0 0 0
16088 27115.5 27115.5 8 0 0 0 0
423 27144.5 27144.5 8 0 0 0 0
15364 27277.5 27291.8 9 3 2 0 0
425 27364.3 27364.3 9 0 0 0 0
15384 27398.6 27398.6 9 0 0 0 0
427 27445.5 27445.5 9 0 0 0 0
428 27476.5 27487.7 10 2 1 0 0
429 27541.7 27541.7 10 0 0 0 0
430 27588.0 27588.0 10 0 0 0 0
431 27647.6 27647.6 10 0 0 0 0
4727 27701.8 27716.1 13 3 0 0 0
432 27781.8 27788.0 12 0 1 0 0
15279 27880.8 27880.8 12 0 0 0 0
16049 27925.6 27939.9 15 3 0 0 0
435 27977.7 27985.8 16 1 0 0 0
436 28046.8 28053.0 15 0 1 0 0
437 28108.5 28108.5 15 0 0 0 0
14647 28181.9 28190.0 16 1 0 0 0
439 28238.9 28238.9 16 0 0 0 0
440 28307.1 28318.3 17 2 1 0 0
12754 28352.9 28352.9 17 0 0 0 0
442 28418.9 28427.0 17 1 1 0 0
443 28545.6 28556.8 17 2 2 0 0
445 28765.4 28772.8 15 0 2 0 0
446 28874.5 28883.1 12 0 3 0 0
18122 28966.4 28977.6 13 2 1 0 0
448 29047.9 29062.5 7 2 8 0 0
1119 29185.9 29192.1 6 0 1 0 0
1120 29286.3 29292.5 5 0 1 0 0
1121 29337.0 29337.0 5 0 0 0 0
3953 29412.8 29419.0 4 0 1 0 0
3954 29452.7 29452.7 4 0 0 0 0
8613 29592.3 29592.3 0 0 4 0 0
     }
- - - - - -
911377020 {
14959 26403.5 26409.7 8 0 1 0 0
402 26444.1 26444.1 8 0 0 0 0
403 26477.9 26477.9 8 0 0 0 0
17163 26507.4 26507.4 8 0 0 0 0
15848 26556.6 26564.7 9 1 0 0 0
406 26597.6 26605.7 10 1 0 0 0
14500 26669.9 26678.0 10 1 1 0 0
15852 26736.2 26736.2 10 0 0 0 0
