trip_id,stop_id,arr_t,dep_t,load_count,ons_count,offs_count,denied_count
910955020,386,7:34:00,7:34:00,0,0,0,0
910955020,388,7:34:39,7:34:39,0,0,0,0
910955020,389,7:35:07,7:35:15,1,1,0,0
910955020,390,7:35:39,7:35:39,1,0,0,0
910955020,391,7:35:54,7:36:05,3,2,0,0
910955020,14956,7:37:21,7:37:29,4,1,0,0
910955020,393,7:38:00,7:38:00,4,0,0,0
910955020,394,7:38:16,7:38:16,4,0,0,0
910955020,395,7:38:53,7:38:53,4,0,0,0
910955020,396,7:39:36,7:39:44,5,1,0,0
910955020,397,7:40:36,7:40:43,4,0,1,0
910955020,17169,7:41:36,7:41:36,4,0,0,0
910955020,17162,7:42:20,7:42:20,4,0,0,0
910955020,14959,7:43:19,7:43:27,5,1,0,0
910955020,402,7:44:08,7:44:08,5,0,0,0
910955020,403,7:44:35,7:44:35,5,0,0,0
910955020,17163,7:45:19,7:45:27,6,1,0,0
910955020,15848,7:46:16,7:46:16,6,0,0,0
910955020,406,7:46:59,7:47:05,5,0,1,0
910955020,14500,7:48:13,7:48:24,7,2,0,0
910955020,15852,7:49:18,7:49:18,7,0,0,0
910955020,409,7:49:53,7:49:53,7,0,0,0
910955020,18047,7:50:57,7:50:57,7,0,0,0
910955020,17841,7:52:15,7:52:15,7,0,0,0
910955020,412,7:53:06,7:53:06,7,0,0,0
910955020,413,7:53:49,7:53:49,7,0,0,0
910955020,14764,7:54:54,7:55:05,7,2,2,0
910955020,415,7:56:03,7:56:03,7,0,0,0
910955020,416,7:56:45,7:56:52,5,0,2,0
910955020,417,7:58:03,7:58:03,5,0,0,0
910955020,15185,7:58:50,7:58:50,5,0,0,0
910955020,16110,7:59:31,7:59:31,5,0,0,0
910955020,420,8:00:15,8:00:15,5,0,0,0
910955020,421,8:00:40,8:00:40,5,0,0,0
910955020,16088,8:01:04,8:01:04,5,0,0,0
910955020,423,8:01:28,8:01:28,5,0,0,0
910955020,15364,8:04:09,8:04:23,8,3,0,0
910955020,425,8:05:57,8:05:57,8,0,0,0
910955020,15384,8:06:34,8:06:34,8,0,0,0
910955020,427,8:07:14,8:07:28,11,3,0,0
910955020,428,8:08:30,8:08:38,12,1,0,0
910955020,429,8:09:04,8:09:04,12,0,0,0
910955020,430,8:09:36,8:09:36,12,0,0,0
910955020,431,8:10:49,8:11:00,14,2,0,0
910955020,4727,8:13:04,8:13:12,14,1,1,0
910955020,432,8:15:20,8:15:28,15,1,0,0
910955020,15279,8:16:38,8:16:38,15,0,0,0
910955020,16049,8:16:57,8:17:14,19,4,0,0
910955020,435,8:18:24,8:18:35,21,2,0,0
910955020,436,8:20:32,8:20:49,25,4,0,0
910955020,437,8:22:06,8:22:18,27,2,0,0
910955020,14647,8:23:37,8:23:37,27,0,0,0
910955020,439,8:24:30,8:24:44,30,3,0,0
910955020,440,8:26:44,8:26:58,33,3,0,0
910955020,12754,8:27:43,8:27:43,33,0,0,0
910955020,442,8:28:50,8:28:58,33,1,1,0
910955020,443,8:30:59,8:31:34,40,10,3,1
910955020,445,8:36:50,8:36:58,38,0,2,0
910955020,446,8:38:07,8:38:24,28,0,10,0
910955020,18122,8:39:54,8:40:04,25,1,4,0
910955020,448,8:42:46,8:43:15,7,2,20,0
910955020,1119,8:46:15,8:46:15,7,0,0,0
