stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,136.272222222222,41.880313,-87.774043,0
388,134.52500000000015,41.88000915,-87.7714723,1
389,125.02142857142852,41.88008776,-87.76992191,2
390,135.40624999999932,41.88010476,-87.76821491,3
391,137.03250000000008,41.88014676,-87.76661691,4
14956,134.80645161290323,41.88014099,-87.76461188,5
393,133.3899999999998,41.88018349,-87.7632177,6
394,130.63499999999996,41.88020276,-87.76191891,7
395,143.79615384615428,41.88019981,-87.75996715,8
396,140.3729166666666,41.88025187,-87.75778965,9
397,140.5685714285712,41.88027,-87.75526,10
17169,138.87857142857138,41.88029685,-87.75221539,11
17162,131.9717391304347,41.88033514,-87.7491367,12
14959,133.83793103448286,41.88039237,-87.74496781,13
402,142.21470588235292,41.880443,-87.742998,14
403,128.17499999999987,41.880475,-87.740705,15
17163,140.23200000000006,41.88048501,-87.73768052,16
15848,136.28387096774196,41.88050398,-87.7352163,17
406,132.83947368421076,41.88053063,-87.7331241,18
14500,125.33235294117655,41.88056848,-87.7304601,19
15852,131.47857142857123,41.88059058,-87.72786002,20
409,111.36428571428577,41.88061422,-87.72582347,21
18047,136.00499999999974,41.88070328,-87.72286077,22
17841,141.64565217391313,41.88074353,-87.72045859,23
412,116.52142857142826,41.8808072,-87.7159745,24
413,100.05000000000109,41.88081388,-87.71381964,25
14764,134.38148148148173,41.88084064,-87.71073049,26
415,162.29999999999973,41.880887,-87.708722,27
416,182.00833333333367,41.880902,-87.706333,28
417,126.9,41.880952,-87.703147,29
15185,147.70000000000073,41.88095403,-87.70088084,30
16110,144.55000000000018,41.88099888,-87.69856203,31
420,145.57954545454538,41.88100858,-87.69600765,32
421,156.88750000000005,41.88103245,-87.694048,33
16088,159.22857142857123,41.88103301,-87.69229365,34
423,176.7722222222221,41.88106252,-87.68897646,35
15364,148.40714285714284,41.88109893,-87.68607651,36
425,137.75937499999986,41.88112797,-87.68410996,37
15384,171.85428571428585,41.88117403,-87.68122249,38
427,168.78787878787867,41.881232,-87.679293,39
428,182.47142857142822,41.881262,-87.67685,40
429,162.35624999999982,41.88129674,-87.67424663,41
430,186.08749999999964,41.8813284,-87.67186305,42
431,159.40000000000038,41.88137,-87.669513,43
4727,164.70217391304323,41.881385,-87.668503,44
432,232.60000000000036,41.88139461,-87.66699977,45
15279,202.30000000000032,41.88143358,-87.66418871,46
16049,166.80666666666633,41.88146881,-87.66201484,47
435,242.3458333333333,41.881525,-87.659765,48
436,215.92249999999984,41.881545,-87.657333,49
437,216.8769230769229,41.881608,-87.654897,50
14647,165.54999999999927,41.88165169,-87.65191235,51
439,160.23333333333358,41.88167775,-87.64983775,52
440,166.48333333333267,41.882,-87.64728,53
12754,157.35000000000036,41.8830708,-87.64669495,54
442,169.84999999999854,41.88311,-87.642848,55
443,141.42812500000002,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,0.0,41.883137,-87.632625,58
