9 {
386 27245.42 0 0 0 0
388 27302.89 1 1 0 0
389 27327.68 1 0 0 0
390 27345.71 1 0 0 0
391 27369.64 1 0 0 0
14956 27438.6 2 1 0 0
393 27473.42 2 0 0 0
394 27495.81 2 0 0 0
395 27536.8 3 1 0 0
396 27575.16 3 0 0 0
397 27618.45 3 0 0 0
17169 27685.16 3 0 0 0
17162 27725.11 4 1 0 0
14959 27807.34 5 1 0 0
402 27841.95 5 0 0 0
403 27874.48 5 0 0 0
17163 27900.99 5 0 0 0
15848 27951.22 5 0 0 0
406 27990.77 4 0 1 0
14500 28065.95 5 1 0 0
15852 28136.11 6 1 0 0
409 28175.38 6 1 1 0
18047 28260.86 6 0 0 0
17841 28351.26 6 0 0 0
412 28405.96 6 0 0 0
413 28459.39 6 0 0 0
14764 28515.74 6 1 1 0
415 28566.48 6 0 0 0
416 28612.19 5 0 1 0
417 28684.15 5 0 0 0
15185 28706.61 5 0 0 0
16110 28750.12 5 0 0 0
420 28815.03 4 0 1 0
421 28844.53 4 0 0 0
16088 28862.88 4 0 0 0
423 28882.23 4 0 0 0
15364 29046.75 5 2 1 0
425 29128.13 5 0 0 0
15384 29173.41 6 1 0 0
427 29227.8 7 1 0 0
428 29268.32 6 0 1 0
429 29304.97 6 0 0 0
430 29333.65 6 0 0 0
431 29419.75 6 0 0 0
4727 29533.67 8 2 0 0
432 29588.5 8 1 1 0
15279 29651.6 8 0 0 0
16049 29692.41 12 4 0 0
435 29759.35 14 2 0 0
436 29876.25 15 1 0 0
437 29932.66 16 1 0 0
14647 30014.23 17 1 0 0
439 30062.65 17 0 0 0
440 30147.57 16 0 1 0
12754 30208.54 16 0 0 0
442 30313.2 16 1 1 0
443 30470.93 18 4 2 0
445 30754.38 16 0 2 0
446 30817.16 13 0 3 0
18122 30910.63 12 0 1 0
448 31074.06 5 1 8 0
1119 31257.24 3 0 2 0
1120 31326.94 2 0 1 0
1121 31401.82 2 0 0 0
3953 31466.47 2 0 0 0
3954 31495.46 2 0 0 0
8613 31580.56 0 0 2 0
     }
- - - - - -
10 {
386 27541.92 0 0 0 0
388 27580.57 0 0 0 0
389 27602.39 0 0 0 0
390 27617.84 0 0 0 0
391 27643.85 1 1 0 0
14956 27703.82 2 1 0 0
