stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,194.2133333333334,41.880313,-87.774043,0
388,171.0928571428571,41.88000915,-87.7714723,1
389,184.17222222222173,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,180.87812500000018,41.88014676,-87.76661691,4
14956,181.95937499999994,41.88014099,-87.76461188,5
393,0.0,41.88018349,-87.7632177,6
394,196.35000000000016,41.88020276,-87.76191891,7
395,204.47500000000005,41.88019981,-87.75996715,8
396,184.1250000000001,41.88025187,-87.75778965,9
397,180.932558139535,41.88027,-87.75526,10
17169,195.6333333333332,41.88029685,-87.75221539,11
17162,183.7805555555559,41.88033514,-87.7491367,12
14959,215.32894736842124,41.88039237,-87.74496781,13
402,0.0,41.880443,-87.742998,14
403,0.0,41.880475,-87.740705,15
17163,189.08749999999964,41.88048501,-87.73768052,16
15848,198.4194444444445,41.88050398,-87.7352163,17
406,183.56379310344818,41.88053063,-87.7331241,18
14500,213.6241935483868,41.88056848,-87.7304601,19
15852,179.1699999999997,41.88059058,-87.72786002,20
409,190.67307692307733,41.88061422,-87.72582347,21
18047,182.73666666666662,41.88070328,-87.72286077,22
17841,195.65,41.88074353,-87.72045859,23
412,99.75,41.8808072,-87.7159745,24
413,141.67500000000018,41.88081388,-87.71381964,25
14764,175.99999999999986,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,173.29545454545448,41.880902,-87.706333,28
417,175.67499999999973,41.880952,-87.703147,29
15185,185.78571428571428,41.88095403,-87.70088084,30
16110,303.3000000000003,41.88099888,-87.69856203,31
420,183.0359375,41.88100858,-87.69600765,32
421,188.900000000001,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,172.4000000000004,41.88106252,-87.68897646,35
15364,187.7207792207791,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,181.2245901639344,41.88117403,-87.68122249,38
427,183.57549019607833,41.881232,-87.679293,39
428,185.06860465116284,41.881262,-87.67685,40
429,158.45000000000073,41.88129674,-87.67424663,41
430,183.53888888888892,41.8813284,-87.67186305,42
431,292.4111111111108,41.88137,-87.669513,43
4727,183.35526315789474,41.881385,-87.668503,44
432,188.01228070175446,41.88139461,-87.66699977,45
15279,192.56249999999986,41.88143358,-87.66418871,46
16049,276.13011363636326,41.88146881,-87.66201484,47
435,180.15055555555546,41.881525,-87.659765,48
436,187.73478260869555,41.881545,-87.657333,49
437,190.8218750000001,41.881608,-87.654897,50
14647,191.25,41.88165169,-87.65191235,51
439,189.3159090909092,41.88167775,-87.64983775,52
440,184.09743589743587,41.882,-87.64728,53
12754,175.08333333333334,41.8830708,-87.64669495,54
442,195.58823529411777,41.88311,-87.642848,55
443,190.13377192982472,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,179.66666666666728,41.883137,-87.632625,58
18122,189.3750000000005,41.88314707,-87.63019604,59
448,183.86562500000008,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,245.04999999999927,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
