stop,wait_time_sec,stop_lat,stop_lon
386,260.38581169214746,41.880313,-87.774043
388,214.71738665215656,41.88000915,-87.7714723
389,209.79370744854992,41.88008776,-87.76992191
390,255.800253581429,41.88010476,-87.76821491
391,230.1061821413719,41.88014676,-87.76661691
14956,224.10768772299053,41.88014099,-87.76461188
393,274.29964359516157,41.88018349,-87.7632177
394,248.2099170958199,41.88020276,-87.76191891
395,397.63629686010955,41.88019981,-87.75996715
396,237.11586132185005,41.88025187,-87.75778965
397,299.243222049456,41.88027,-87.75526
17169,143.45232699893884,41.88029685,-87.75221539
17162,226.3446055865809,41.88033514,-87.7491367
14959,230.76029029563264,41.88039237,-87.74496781
402,216.67645051734917,41.880443,-87.742998
403,0.0,41.880475,-87.740705
17163,136.96955800396427,41.88048501,-87.73768052
15848,220.22635537035399,41.88050398,-87.7352163
406,221.17986070985506,41.88053063,-87.7331241
14500,319.05117478601613,41.88056848,-87.7304601
15852,135.04248409396027,41.88059058,-87.72786002
409,291.71308710400206,41.88061422,-87.72582347
18047,177.1128161332382,41.88070328,-87.72286077
17841,214.98559697690266,41.88074353,-87.72045859
412,111.05476161739625,41.8808072,-87.7159745
413,119.65703184432277,41.88081388,-87.71381964
14764,252.10057682311344,41.88084064,-87.71073049
415,172.05230504886094,41.880887,-87.708722
416,292.4178718653931,41.880902,-87.706333
417,378.69150961398066,41.880952,-87.703147
15185,304.66152531136976,41.88095403,-87.70088084
16110,169.70924486843614,41.88099888,-87.69856203
420,225.8978478333418,41.88100858,-87.69600765
421,184.44988474682614,41.88103245,-87.694048
16088,165.00540306012408,41.88103301,-87.69229365
423,175.04349339802502,41.88106252,-87.68897646
15364,246.24414823803835,41.88109893,-87.68607651
425,171.89641164097588,41.88112797,-87.68410996
15384,223.62038860209378,41.88117403,-87.68122249
427,241.30891209340774,41.881232,-87.679293
428,414.49534140610234,41.881262,-87.67685
429,229.7863714647996,41.88129674,-87.67424663
430,387.3271436431516,41.8813284,-87.67186305
431,292.4951704442701,41.88137,-87.669513
4727,223.30600950197027,41.881385,-87.668503
432,343.1405812427826,41.88139461,-87.66699977
15279,412.7094694465759,41.88143358,-87.66418871
16049,372.9275023519327,41.88146881,-87.66201484
435,360.3334956266941,41.881525,-87.659765
436,576.520112046312,41.881545,-87.657333
437,329.6140523967615,41.881608,-87.654897
14647,524.7832593628408,41.88165169,-87.65191235
439,424.8735590217175,41.88167775,-87.64983775
440,280.3134139801883,41.882,-87.64728
12754,352.69243717413417,41.8830708,-87.64669495
442,144.1805695610058,41.88311,-87.642848
443,176.84949887641983,41.883084,-87.639976
445,434.0249089543122,41.883128,-87.635516
446,198.19279727754716,41.883137,-87.632625
18122,195.64789620307602,41.88314707,-87.63019604
448,244.3958153331223,41.88316957,-87.62749695
1119,0.0,41.88468794,-87.62431755
1120,0.0,41.88669974,-87.624384
1121,0.0,41.888076,-87.624425
3953,0.0,41.887978,-87.621979
3954,0.0,41.887792,-87.620967
8613,0.0,41.884688,-87.620796
