 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
14500 26410.5 26418.6 7 1 0 0 0
15852 26477.6 26477.6 7 0 0 0 0
409 26508.4 26514.6 6 0 1 0 0
18047 26579.8 26579.8 6 0 0 0 0
17841 26611.3 26619.4 7 1 0 0 0
412 26661.9 26661.9 7 0 0 0 0
413 26692.3 26692.3 7 0 0 0 0
14764 26731.5 26737.7 6 0 1 0 0
415 26777.9 26777.9 6 0 0 0 0
416 26806.7 26812.9 5 0 1 0 0
417 26856.1 26864.2 6 1 0 0 0
15185 26910.1 26910.1 6 0 0 0 0
16110 26958.6 26958.6 6 0 0 0 0
420 27017.3 27017.3 6 0 0 0 0
421 27040.3 27040.3 6 0 0 0 0
16088 27063.5 27063.5 6 0 0 0 0
423 27102.8 27110.9 7 1 0 0 0
15364 27218.8 27233.1 8 3 2 0 0
425 27299.3 27299.3 8 0 0 0 0
15384 27331.5 27331.5 8 0 0 0 0
427 27382.3 27390.4 9 1 0 0 0
428 27439.1 27445.3 8 0 1 0 0
429 27483.3 27483.3 8 0 0 0 0
430 27518.9 27518.9 8 0 0 0 0
431 27560.6 27560.6 8 0 0 0 0
4727 27608.9 27608.9 8 0 0 0 0
432 27697.2 27703.4 7 0 1 0 0
15279 27790.3 27790.3 7 0 0 0 0
16049 27832.8 27844.0 9 2 0 0 0
435 27885.3 27885.3 9 0 0 0 0
436 27961.4 27961.4 9 0 0 0 0
437 28038.6 28038.6 9 0 0 0 0
14647 28098.5 28098.5 9 0 0 0 0
439 28147.5 28147.5 9 0 0 0 0
440 28202.5 28213.7 10 2 1 0 0
12754 28265.9 28265.9 10 0 0 0 0
442 28326.7 28334.8 10 1 1 0 0
443 28417.3 28431.6 12 3 1 0 0
445 28595.1 28602.5 10 0 2 0 0
446 28711.2 28718.6 8 0 2 0 0
18122 28808.1 28814.3 7 0 1 0 0
     }
- - - - - -
911377020 {
402 26403.4 26411.5 5 1 0 0 0
403 26444.5 26484.5 5 0 0 0 40
17163 26524.1 26524.1 5 0 0 0 0
15848 26589.4 26600.6 7 2 0 0 0
406 26638.6 26638.6 7 0 0 0 0
14500 26684.5 26684.5 7 0 0 0 0
15852 26734.8 26734.8 7 0 0 0 0
409 26763.9 26770.1 6 0 1 0 0
18047 26837.0 26845.1 7 1 0 0 0
17841 26879.6 26879.6 7 0 0 0 0
412 26931.1 26931.1 7 0 0 0 0
413 26961.4 26961.4 7 0 0 0 0
14764 27012.3 27018.5 6 0 1 0 0
415 27068.3 27068.3 6 0 0 0 0
416 27121.6 27127.8 5 0 1 0 0
417 27191.3 27191.3 5 0 0 0 0
15185 27226.1 27226.1 5 0 0 0 0
16110 27268.5 27268.5 5 0 0 0 0
420 27317.2 27325.3 6 1 0 0 0
421 27348.7 27348.7 6 0 0 0 0
16088 27373.6 27373.6 6 0 0 0 0
423 27407.2 27407.2 6 0 0 0 0
15364 27558.4 27566.5 6 1 1 0 0
425 27627.5 27627.5 6 0 0 0 0
15384 27662.9 27671.0 7 1 0 0 0
427 27710.7 27710.7 7 0 0 0 0
428 27761.8 27769.9 8 1 0 0 0
429 27809.6 27809.6 8 0 0 0 0
430 27845.3 27845.3 8 0 0 0 0
431 27887.7 27887.7 8 0 0 0 0
4727 27932.0 27932.0 8 0 0 0 0
432 28033.5 28039.7 7 0 1 0 0
15279 28120.3 28128.4 8 1 0 0 0
16049 28162.0 28173.2 10 2 0 0 0
435 28213.9 28225.1 12 2 0 0 0
436 28280.4 28294.7 15 3 0 0 0
437 28370.9 28382.1 17 2 0 0 0
14647 28438.8 28446.9 18 1 0 0 0
439 28503.0 28511.1 19 1 0 0 0
440 28577.6 28583.8 18 0 1 0 0
12754 28645.4 28645.4 18 0 0 0 0
442 28715.5 28723.6 18 1 1 0 0
443 28830.2 28847.6 21 4 1 0 0
     }
- - - - - -
911283020 {
397 26409.5 26415.7 8 0 1 0 0
17169 26473.6 26481.7 9 1 0 0 0
17162 26537.8 26537.8 9 0 0 0 0
14959 26625.1 26631.3 8 0 1 0 0
402 26672.2 26672.2 8 0 0 0 0
403 26702.9 26711.0 9 1 0 0 0
17163 26744.0 26744.0 9 0 0 0 0
15848 26799.4 26807.5 10 1 0 0 0
