 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
14500 26414.6 26414.6 6 0 0 0 0
15852 26476.1 26476.1 6 0 0 0 0
409 26508.6 26514.8 5 0 1 0 0
18047 26584.5 26584.5 5 0 0 0 0
17841 26613.9 26613.9 5 0 0 0 0
412 26672.7 26672.7 5 0 0 0 0
413 26697.5 26697.5 5 0 0 0 0
14764 26750.2 26756.4 4 0 1 0 0
415 26808.3 26808.3 4 0 0 0 0
416 26834.0 26842.1 4 1 1 0 0
417 26918.9 26918.9 4 0 0 0 0
15185 26959.3 26959.3 4 0 0 0 0
16110 27011.0 27011.0 4 0 0 0 0
420 27066.5 27066.5 4 0 0 0 0
421 27087.4 27095.5 5 1 0 0 0
16088 27123.7 27134.9 7 2 0 0 0
423 27169.1 27169.1 7 0 0 0 0
15364 27309.9 27317.3 5 0 2 0 0
425 27386.6 27386.6 5 0 0 0 0
15384 27436.6 27444.7 6 1 0 0 0
427 27494.4 27494.4 6 0 0 0 0
428 27537.8 27537.8 6 0 0 0 0
429 27594.5 27594.5 6 0 0 0 0
430 27630.5 27630.5 6 0 0 0 0
431 27678.0 27678.0 6 0 0 0 0
4727 27727.3 27735.4 7 1 0 0 0
432 27799.3 27805.5 6 0 1 0 0
15279 27884.4 27884.4 6 0 0 0 0
16049 27915.1 27915.1 6 0 0 0 0
435 27958.0 27978.5 11 5 0 0 0
436 28047.8 28065.2 15 4 0 0 0
437 28130.5 28130.5 15 0 0 0 0
14647 28207.8 28207.8 15 0 0 0 0
439 28252.9 28252.9 15 0 0 0 0
440 28374.9 28383.0 15 1 1 0 0
12754 28435.0 28435.0 15 0 0 0 0
442 28511.6 28517.8 14 0 1 0 0
443 28590.3 28597.7 12 0 2 0 0
445 28736.8 28744.9 11 1 2 0 0
446 28824.4 28831.8 9 0 2 0 0
     }
- - - - - -
911377020 {
14959 26408.1 26408.1 4 0 0 0 0
402 26452.6 26452.6 4 0 0 0 0
403 26476.7 26476.7 4 0 0 0 0
17163 26512.3 26512.3 4 0 0 0 0
15848 26582.6 26582.6 4 0 0 0 0
406 26623.1 26623.1 4 0 0 0 0
14500 26666.7 26666.7 4 0 0 0 0
15852 26727.7 26727.7 4 0 0 0 0
409 26756.9 26756.9 4 0 0 0 0
18047 26834.5 26834.5 4 0 0 0 0
17841 26862.2 26870.3 5 1 0 0 0
412 26927.1 26927.1 5 0 0 0 0
413 26959.9 26995.9 5 0 0 0 35.96423174354277
14764 27046.9 27055.0 5 1 1 0 0
415 27093.9 27093.9 5 0 0 0 0
416 27134.3 27140.5 4 0 1 0 0
417 27198.4 27198.4 4 0 0 0 0
15185 27232.6 27232.6 4 0 0 0 0
16110 27274.4 27314.4 5 1 0 0 40
420 27365.4 27373.5 6 1 0 0 0
421 27397.4 27397.4 6 0 0 0 0
16088 27421.8 27421.8 6 0 0 0 0
423 27458.8 27458.8 6 0 0 0 0
15364 27597.5 27603.7 5 0 1 0 0
425 27660.0 27660.0 5 0 0 0 0
15384 27694.8 27702.9 6 1 0 0 0
427 27750.5 27750.5 6 0 0 0 0
428 27786.2 27794.3 7 1 0 0 0
429 27846.4 27846.4 7 0 0 0 0
430 27885.5 27885.5 7 0 0 0 0
431 27927.8 27967.8 7 0 0 0 40
4727 28016.6 28016.6 7 0 0 0 0
432 28096.9 28103.1 6 0 1 0 0
15279 28172.0 28172.0 6 0 0 0 0
16049 28199.0 28207.1 7 1 0 0 0
435 28257.2 28271.5 10 3 0 0 0
436 28321.1 28329.2 11 1 0 0 0
437 28405.3 28405.3 11 0 0 0 0
14647 28484.6 28484.6 11 0 0 0 0
439 28519.2 28527.3 12 1 0 0 0
440 28602.2 28608.4 11 0 1 0 0
12754 28662.0 28662.0 11 0 0 0 0
442 28744.6 28755.8 12 2 1 0 0
     }
- - - - - -
911283020 {
397 26434.5 26434.5 4 0 0 0 0
17169 26490.0 26490.0 4 0 0 0 0
17162 26548.6 26548.6 4 0 0 0 0
14959 26625.0 26633.1 5 1 0 0 0
402 26668.2 26668.2 5 0 0 0 0
403 26700.6 26733.9 6 1 0 0 33.345778608130786
17163 26764.9 26764.9 6 0 0 0 0
15848 26815.4 26826.6 8 2 0 0 0
406 26862.6 26870.7 9 1 0 0 0
14500 26919.7 26919.7 9 0 0 0 0
15852 26978.6 26978.6 9 0 0 0 0
409 27006.3 27014.4 9 1 1 0 0
18047 27099.4 27099.4 9 0 0 0 0
17841 27154.9 27154.9 9 0 0 0 0
412 27196.6 27196.6 9 0 0 0 0
413 27246.0 27286.0 9 0 0 0 40
14764 27346.8 27354.2 7 0 2 0 0
415 27396.2 27396.2 7 0 0 0 0
416 27442.3 27450.4 7 1 1 0 0
417 27521.1 27521.1 7 0 0 0 0
15185 27561.7 27561.7 7 0 0 0 0
16110 27600.7 27600.7 7 0 0 0 0
420 27649.2 27655.4 6 0 1 0 0
421 27676.7 27676.7 6 0 0 0 0
16088 27702.0 27702.0 6 0 0 0 0
423 27739.9 27739.9 6 0 0 0 0
15364 27874.0 27891.4 9 4 1 0 0
425 27944.6 27944.6 9 0 0 0 0
15384 27979.2 27987.3 10 1 0 0 0
427 28024.9 28036.1 12 2 0 0 0
428 28079.7 28087.8 12 1 1 0 0
429 28132.0 28132.0 12 0 0 0 0
430 28169.6 28169.6 12 0 0 0 0
431 28214.6 28254.6 12 0 0 0 40
4727 28304.5 28312.6 13 1 0 0 0
432 28384.0 28398.3 15 3 1 0 0
15279 28477.4 28477.4 15 0 0 0 0
16049 28506.5 28514.6 16 1 0 0 0
435 28551.8 28563.0 18 2 0 0 0
436 28626.3 28637.5 19 2 1 0 0
437 28718.4 28729.6 21 2 0 0 0
14647 28798.6 28798.6 21 0 0 0 0
439 28853.9 28853.9 21 0 0 0 0
     }
- - - - - -
910985020 {
391 26400.1 26400.1 2 0 0 0 0
14956 26461.1 26475.4 5 3 0 0 0
393 26506.0 26506.0 5 0 0 0 0
394 26520.9 26520.9 5 0 0 0 0
395 26567.6 26607.6 5 0 0 0 40
396 26637.4 26637.4 5 0 0 0 0
397 26679.8 26687.9 6 1 0 0 0
17169 26746.4 26746.4 6 0 0 0 0
17162 26834.6 26834.6 6 0 0 0 0
14959 26915.0 26921.2 5 0 1 0 0
402 26951.8 26951.8 5 0 0 0 0
403 26982.4 26982.4 5 0 0 0 0
17163 27015.3 27015.3 5 0 0 0 0
15848 27068.4 27068.4 5 0 0 0 0
406 27099.5 27105.7 4 0 1 0 0
14500 27169.4 27174.6 4 0 0 0 5.15455064883281
15852 27243.6 27251.7 5 1 0 0 0
409 27286.0 27294.1 6 1 0 0 0
18047 27375.3 27383.4 7 1 0 0 0
17841 27459.2 27459.2 7 0 0 0 0
412 27513.9 27522.0 8 1 0 0 0
413 27563.4 27563.4 8 0 0 0 0
14764 27628.7 27634.9 7 0 1 0 0
415 27676.3 27676.3 7 0 0 0 0
416 27721.5 27727.7 6 0 1 0 0
417 27811.5 27811.5 6 0 0 0 0
