trip_id,stop_id,arr_t,dep_t,load_count,ons_count,offs_count,denied_count,hold_sec
910955020,386,7:34:39,7:34:39,0,0,0,0,0
910955020,388,7:35:18,7:35:18,0,0,0,0,0
910955020,389,7:35:45,7:35:45,0,0,0,0,0
910955020,390,7:36:08,7:36:08,0,0,0,0,0
910955020,391,7:36:27,7:36:35,1,1,0,0,0
910955020,14956,7:37:38,7:37:38,1,0,0,0,0
910955020,393,7:38:13,7:38:13,1,0,0,0,0
910955020,394,7:38:37,7:38:45,2,1,0,0,0
910955020,395,7:39:15,7:39:15,2,0,0,0,0
910955020,396,7:39:45,7:39:53,3,1,0,0,0
910955020,397,7:40:43,7:40:43,3,0,0,0,0
910955020,17169,7:41:59,7:41:59,3,0,0,0,0
910955020,17162,7:42:53,7:43:04,5,2,0,0,0
910955020,14959,7:44:26,7:44:32,4,0,1,0,0
910955020,402,7:45:16,7:45:16,4,0,0,0,0
910955020,403,7:45:42,7:45:42,4,0,0,0,0
910955020,17163,7:46:10,7:46:10,4,0,0,0,0
910955020,15848,7:46:59,7:46:59,4,0,0,0,0
910955020,406,7:47:33,7:47:39,3,0,1,0,0
910955020,14500,7:48:35,7:49:07,4,1,0,0,31.798379230673163
910955020,15852,7:50:08,7:50:08,4,0,0,0,0
910955020,409,7:50:49,7:50:49,4,0,0,0,0
910955020,18047,7:52:17,7:52:17,4,0,0,0,0
910955020,17841,7:53:13,7:53:13,4,0,0,0,0
910955020,412,7:54:11,7:54:11,4,0,0,0,0
910955020,413,7:55:01,7:55:37,4,0,0,0,35.96843350079871
910955020,14764,7:56:33,7:56:40,3,0,1,0,0
910955020,415,7:57:21,7:57:21,3,0,0,0,0
910955020,416,7:58:11,7:58:18,2,0,1,0,0
910955020,417,7:59:39,7:59:39,2,0,0,0,0
910955020,15185,8:00:21,8:00:21,2,0,0,0,0
910955020,16110,8:01:10,8:01:10,2,0,0,0,0
910955020,420,8:01:56,8:01:56,2,0,0,0,0
910955020,421,8:02:18,8:02:18,2,0,0,0,0
910955020,16088,8:02:40,8:02:40,2,0,0,0,0
910955020,423,8:03:07,8:03:07,2,0,0,0,0
910955020,15364,8:05:36,8:05:36,2,0,0,0,0
910955020,425,8:06:42,8:07:22,2,0,0,0,39.39794033278304
910955020,15384,8:08:04,8:08:04,2,0,0,0,0
910955020,427,8:08:45,8:08:56,4,2,0,0,0
910955020,428,8:09:57,8:10:04,3,0,1,0,0
910955020,429,8:10:35,8:10:35,3,0,0,0,0
910955020,430,8:11:05,8:11:05,3,0,0,0,0
910955020,431,8:12:32,8:12:32,3,0,0,0,0
910955020,4727,8:13:58,8:14:22,9,6,0,0,0
910955020,432,8:15:45,8:15:56,11,2,0,0,0
910955020,15279,8:16:56,8:17:03,9,0,2,0,0
910955020,16049,8:17:33,8:17:56,15,6,0,0,0
910955020,435,8:19:02,8:19:10,16,1,0,0,0
910955020,436,8:20:36,8:20:47,18,2,0,0,0
910955020,437,8:21:57,8:21:57,18,0,0,0,0
910955020,14647,8:23:06,8:23:17,20,2,0,0,0
910955020,439,8:23:57,8:23:57,20,0,0,0,0
910955020,440,8:24:49,8:25:03,21,3,2,0,0
910955020,12754,8:25:50,8:25:58,22,1,0,0,0
910955020,442,8:27:23,8:27:31,22,1,1,0,0
910955020,443,8:30:07,8:30:21,24,3,1,0,0
910955020,445,8:34:22,8:34:31,21,0,3,0,0
910955020,446,8:36:04,8:36:12,19,1,3,0,0
910955020,18122,8:37:57,8:38:07,15,0,4,0,0
910955020,448,8:40:48,8:41:07,4,1,12,0,0
910955020,1119,8:43:30,8:43:37,3,0,1,0,0
910955020,1120,8:44:32,8:44:32,3,0,0,0,0
910955020,1121,8:45:38,8:45:38,3,0,0,0,0
910955020,3953,8:46:52,8:46:58,2,0,1,0,0
910955020,3954,8:47:38,8:47:38,2,0,0,0,0
910955020,8613,8:49:34,8:49:34,0,0,2,0,0
911004030,386,7:41:00,7:41:00,0,0,0,0,0
911004030,388,7:41:38,7:41:38,0,0,0,0,0
911004030,389,7:42:03,7:42:03,0,0,0,0,0
911004030,390,7:42:20,7:42:20,0,0,0,0,0
911004030,391,7:42:43,7:42:43,0,0,0,0,0
911004030,14956,7:43:54,7:44:02,1,1,0,0,0
911004030,393,7:44:32,7:44:32,1,0,0,0,0
911004030,394,7:44:53,7:45:01,2,1,0,0,0
911004030,395,7:45:29,7:45:29,2,0,0,0,0
911004030,396,7:46:01,7:46:01,2,0,0,0,0
911004030,397,7:46:51,7:46:57,1,0,1,0,0
911004030,17169,7:48:09,7:48:09,1,0,0,0,0
911004030,17162,7:48:49,7:48:49,1,0,0,0,0
911004030,14959,7:50:10,7:50:50,1,0,0,0,40
911004030,402,7:51:46,7:51:46,1,0,0,0,0
911004030,403,7:52:08,7:52:08,1,0,0,0,0
911004030,17163,7:52:44,7:52:52,2,1,0,0,0
911004030,15848,7:53:48,7:53:56,2,1,1,0,0
911004030,406,7:54:31,7:54:31,2,0,0,0,0
911004030,14500,7:55:19,7:55:19,2,0,0,0,0
911004030,15852,7:56:25,7:56:25,2,0,0,0,0
911004030,409,7:57:01,7:57:01,2,0,0,0,0
911004030,18047,7:58:06,7:58:14,3,1,0,0,0
911004030,17841,7:59:20,7:59:28,4,1,0,0,0
911004030,412,8:00:13,8:00:13,4,0,0,0,0
911004030,413,8:00:56,8:01:36,4,0,0,0,40
911004030,14764,8:02:28,8:02:39,6,2,0,0,0
911004030,415,8:03:27,8:03:27,6,0,0,0,0
911004030,416,8:04:23,8:04:31,7,1,0,0,0
911004030,417,8:05:41,8:05:41,7,0,0,0,0
911004030,15185,8:06:09,8:06:09,7,0,0,0,0
911004030,16110,8:06:48,8:07:20,7,0,0,0,32.23381675802375
911004030,420,8:08:01,8:08:09,4,0,3,0,0
911004030,421,8:08:38,8:08:38,4,0,0,0,0
911004030,16088,8:08:56,8:08:56,4,0,0,0,0
911004030,423,8:09:31,8:09:31,4,0,0,0,0
911004030,15364,8:11:52,8:12:03,5,2,1,0,0
911004030,425,8:13:22,8:13:22,5,0,0,0,0
911004030,15384,8:14:01,8:14:09,6,1,0,0,0
911004030,427,8:14:40,8:14:48,7,1,0,0,0
911004030,428,8:15:29,8:15:29,7,0,0,0,0
911004030,429,8:15:57,8:15:57,7,0,0,0,0
911004030,430,8:16:28,8:16:28,7,0,0,0,0
911004030,431,8:17:56,8:17:56,7,0,0,0,0
911004030,4727,8:19:16,8:19:24,8,1,0,0,0
911004030,432,8:21:02,8:21:08,7,0,1,0,0
911004030,15279,8:22:06,8:22:14,8,1,0,0,0
911004030,16049,8:22:37,8:23:17,10,2,0,0,40
911004030,435,8:24:59,8:25:07,11,1,0,0,0
911004030,436,8:27:07,8:27:18,13,2,0,0,0
911004030,437,8:28:22,8:28:22,13,0,0,0,0
911004030,14647,8:29:33,8:29:41,14,1,0,0,0
911004030,439,8:30:28,8:30:28,14,0,0,0,0
911004030,440,8:32:05,8:32:16,16,2,0,0,0
911004030,12754,8:33:15,8:33:15,16,0,0,0,0
911004030,442,8:35:55,8:36:03,17,1,0,0,0
911004030,443,8:38:27,8:38:50,21,6,2,0,0
911004030,445,8:41:53,8:42:00,19,0,2,0,0
911004030,446,8:43:30,8:43:38,16,0,3,0,0
911004030,18122,8:45:18,8:45:25,14,0,2,0,0
911004030,448,8:48:04,8:48:21,5,1,10,0,0
911004030,1119,8:50:59,8:51:08,2,0,3,0,0
911004030,1120,8:52:12,8:52:12,2,0,0,0,0
911004030,1121,8:53:19,8:53:19,2,0,0,0,0
911004030,3953,8:54:38,8:54:38,2,0,0,0,0
911004030,3954,8:55:17,8:55:17,2,0,0,0,0
911004030,8613,8:57:21,8:57:21,0,0,2,0,0
911457020,386,7:47:17,7:47:17,2,2,0,0,0
911457020,388,7:48:11,7:48:19,3,1,0,0,0
911457020,389,7:48:46,7:48:46,3,0,0,0,0
911457020,390,7:49:14,7:49:14,3,0,0,0,0
911457020,391,7:49:34,7:49:34,3,0,0,0,0
911457020,14956,7:50:28,7:50:37,0,0,3,0,0
911457020,393,7:51:06,7:51:06,0,0,0,0,0
911457020,394,7:51:20,7:51:20,0,0,0,0,0
911457020,395,7:51:49,7:51:49,0,0,0,0,0
911457020,396,7:52:19,7:52:19,0,0,0,0,0
911457020,397,7:53:03,7:53:03,0,0,0,0,0
911457020,17169,7:53:54,7:53:54,0,0,0,0,0
911457020,17162,7:54:32,7:54:32,0,0,0,0,0
911457020,14959,7:55:46,7:56:26,1,1,0,0,40
911457020,402,7:57:01,7:57:01,1,0,0,0,0
911457020,403,7:57:24,7:57:24,1,0,0,0,0
911457020,17163,7:58:02,7:58:10,2,1,0,0,0
911457020,15848,7:59:06,7:59:06,2,0,0,0,0
911457020,406,7:59:46,7:59:46,2,0,0,0,0
911457020,14500,8:00:41,8:01:08,2,0,0,0,27.211729137939983
911457020,15852,8:02:37,8:02:45,3,1,0,0,0
911457020,409,8:03:15,8:03:21,2,0,1,0,0
911457020,18047,8:05:14,8:05:14,2,0,0,0,0
911457020,17841,8:06:17,8:06:25,3,1,0,0,0
911457020,412,8:07:24,8:07:24,3,0,0,0,0
911457020,413,8:08:02,8:08:02,3,0,0,0,0
911457020,14764,8:09:04,8:09:04,3,0,0,0,0
911457020,415,8:09:43,8:09:43,3,0,0,0,0
911457020,416,8:10:43,8:10:51,3,1,1,0,0
911457020,417,8:11:45,8:11:45,3,0,0,0,0
911457020,15185,8:12:22,8:12:22,3,0,0,0,0
911457020,16110,8:12:55,8:13:09,2,0,1,0,14.097621324206557
911457020,420,8:14:02,8:14:02,2,0,0,0,0
911457020,421,8:14:25,8:14:25,2,0,0,0,0
911457020,16088,8:14:44,8:14:44,2,0,0,0,0
911457020,423,8:15:17,8:15:17,2,0,0,0,0
911457020,15364,8:18:25,8:18:33,2,1,1,0,0
911457020,425,8:19:51,8:19:51,2,0,0,0,0
911457020,15384,8:20:25,8:20:39,4,3,1,0,0
911457020,427,8:21:22,8:21:30,5,1,0,0,0
911457020,428,8:22:11,8:22:11,5,0,0,0,0
911457020,429,8:22:40,8:22:48,6,1,0,0,0
911457020,430,8:23:22,8:23:30,7,1,0,0,0
911457020,431,8:25:00,8:25:08,8,1,0,0,0
911457020,4727,8:26:26,8:26:43,12,4,0,0,0
911457020,432,8:28:28,8:28:28,12,0,0,0,0
911457020,15279,8:29:34,8:29:34,12,0,0,0,0
911457020,16049,8:30:00,8:30:32,21,9,0,0,0
911457020,435,8:31:38,8:31:46,22,1,0,0,0
911457020,436,8:33:00,8:33:08,23,1,0,0,0
911457020,437,8:34:33,8:34:33,23,0,0,0,0
911457020,14647,8:35:54,8:36:08,26,3,0,0,0
911457020,439,8:37:04,8:37:04,26,0,0,0,0
911457020,440,8:38:56,8:39:04,25,1,2,0,0
911457020,12754,8:40:09,8:40:17,26,1,0,0,0
911457020,442,8:43:20,8:43:26,25,0,1,0,0
911457020,443,8:45:56,8:46:10,24,3,4,0,0
911457020,445,8:50:22,8:50:35,17,0,7,0,0
911457020,446,8:52:07,8:52:15,14,0,3,0,0
911457020,18122,8:53:58,8:53:58,14,0,0,0,0
911457020,448,8:56:33,8:56:50,6,2,10,0,0
911457020,1119,8:58:48,8:58:54,5,0,1,0,0
911457020,1120,9:00:11,9:00:17,4,0,1,0,0
911457020,1121,9:00:50,9:00:50,4,0,0,0,0
911457020,3953,9:02:25,9:02:25,4,0,0,0,0
911457020,3954,9:02:55,9:02:55,4,0,0,0,0
911457020,8613,9:06:00,9:06:00,0,0,4,0,0
910579020,386,7:52:00,7:52:00,0,0,0,0,0
910579020,388,7:52:43,7:52:43,0,0,0,0,0
910579020,389,7:53:10,7:53:10,0,0,0,0,0
910579020,390,7:53:31,7:54:11,0,0,0,0,40
910579020,391,7:54:31,7:54:31,0,0,0,0,0
910579020,14956,7:55:46,7:55:46,0,0,0,0,0
910579020,393,7:56:24,7:56:24,0,0,0,0,0
910579020,394,7:56:43,7:56:51,1,1,0,0,0
910579020,395,7:57:28,7:57:28,1,0,0,0,0
910579020,396,7:58:06,7:58:06,1,0,0,0,0
910579020,397,7:58:48,7:58:48,1,0,0,0,0
910579020,17169,7:59:56,7:59:56,1,0,0,0,0
910579020,17162,8:00:46,8:00:46,1,0,0,0,0
910579020,14959,8:02:25,8:02:25,1,0,0,0,0
910579020,402,8:03:19,8:03:19,1,0,0,0,0
910579020,403,8:03:46,8:03:46,1,0,0,0,0
910579020,17163,8:04:23,8:04:23,1,0,0,0,0
910579020,15848,8:05:48,8:05:48,1,0,0,0,0
910579020,406,8:06:27,8:06:27,1,0,0,0,0
910579020,14500,8:07:15,8:07:23,2,1,0,0,0
