trip_id,stop_id,arr_t,dep_t,load_count,ons_count,offs_count,denied_count,hold_sec
910955020,386,7:34:15,7:34:15,1,1,0,0,0
910955020,388,7:35:02,7:35:02,1,0,0,0,0
910955020,389,7:35:28,7:35:28,1,0,0,0,0
910955020,390,7:35:48,7:36:24,1,0,0,0,35.805678190234175
910955020,391,7:36:50,7:36:50,1,0,0,0,0
910955020,14956,7:37:44,7:37:52,1,1,1,0,0
910955020,393,7:38:29,7:38:29,1,0,0,0,0
910955020,394,7:38:43,7:38:54,3,2,0,0,0
910955020,395,7:39:27,7:39:35,4,1,0,0,0
910955020,396,7:40:08,7:40:16,5,1,0,0,0
910955020,397,7:41:01,7:41:01,5,0,0,0,0
910955020,17169,7:42:16,7:42:16,5,0,0,0,0
910955020,17162,7:43:06,7:43:06,5,0,0,0,0
910955020,14959,7:44:23,7:44:41,5,0,0,0,18.451015088714485
910955020,402,7:45:32,7:45:32,5,0,0,0,0
910955020,403,7:45:56,7:45:56,5,0,0,0,0
910955020,17163,7:46:31,7:46:31,5,0,0,0,0
910955020,15848,7:47:15,7:47:15,5,0,0,0,0
910955020,406,7:47:54,7:48:01,4,0,1,0,0
910955020,14500,7:49:09,7:49:46,4,0,0,0,36.17813505893719
910955020,15852,7:51:08,7:51:08,4,0,0,0,0
910955020,409,7:51:44,7:51:51,3,0,1,0,0
910955020,18047,7:53:17,7:53:17,3,0,0,0,0
910955020,17841,7:54:24,7:54:24,3,0,0,0,0
910955020,412,7:55:23,7:55:23,3,0,0,0,0
910955020,413,7:55:59,7:55:59,3,0,0,0,0
910955020,14764,7:56:58,7:56:58,3,0,0,0,0
910955020,415,7:57:46,7:57:46,3,0,0,0,0
910955020,416,7:58:46,7:58:57,2,2,3,0,0
910955020,417,8:00:04,8:00:04,2,0,0,0,0
910955020,15185,8:00:40,8:00:40,2,0,0,0,0
910955020,16110,8:01:19,8:01:27,2,0,0,0,7.613167679970502
910955020,420,8:02:10,8:02:10,2,0,0,0,0
910955020,421,8:02:36,8:02:36,2,0,0,0,0
910955020,16088,8:02:58,8:02:58,2,0,0,0,0
910955020,423,8:03:24,8:03:24,2,0,0,0,0
910955020,15364,8:06:09,8:06:23,3,3,2,0,0
910955020,425,8:07:43,8:07:43,3,0,0,0,0
910955020,15384,8:08:24,8:08:24,3,0,0,0,0
910955020,427,8:09:06,8:09:17,5,2,0,0,0
910955020,428,8:09:59,8:09:59,5,0,0,0,0
910955020,429,8:10:21,8:10:29,6,1,0,0,0
910955020,430,8:11:08,8:11:08,6,0,0,0,0
910955020,431,8:12:03,8:12:43,8,2,0,0,40
910955020,4727,8:14:36,8:15:02,15,7,0,0,0
910955020,432,8:16:22,8:16:33,17,2,0,0,0
910955020,15279,8:17:39,8:17:39,17,0,0,0,0
910955020,16049,8:18:11,8:18:22,19,2,0,0,9.250478986545204
910955020,435,8:19:37,8:19:45,20,1,0,0,0
910955020,436,8:21:10,8:21:24,23,3,0,0,0
910955020,437,8:22:32,8:22:40,24,1,0,0,0
910955020,14647,8:24:01,8:24:09,25,1,0,0,0
910955020,439,8:24:45,8:24:45,25,0,0,0,0
910955020,440,8:26:23,8:26:31,25,1,1,0,0
910955020,12754,8:27:23,8:27:23,25,0,0,0,0
910955020,442,8:28:25,8:28:33,24,1,2,0,0
910955020,443,8:30:36,8:30:47,26,2,0,0,0
910955020,445,8:33:47,8:33:58,21,0,5,0,0
910955020,446,8:35:36,8:35:49,14,0,7,0,0
910955020,18122,8:37:50,8:37:57,12,0,2,0,0
910955020,448,8:40:27,8:40:44,2,0,10,0,0
910955020,1119,8:42:44,8:42:50,1,0,1,0,0
910955020,1120,8:44:02,8:44:02,1,0,0,0,0
910955020,1121,8:45:16,8:45:16,1,0,0,0,0
910955020,3953,8:46:28,8:46:35,0,0,1,0,0
910955020,3954,8:47:18,8:47:18,0,0,0,0,0
910955020,8613,8:49:37,8:49:37,0,0,0,0,0
911004030,386,7:40:29,7:40:29,0,0,0,0,0
911004030,388,7:41:19,7:41:27,1,1,0,0,0
911004030,389,7:41:49,7:41:49,1,0,0,0,0
911004030,390,7:42:20,7:42:20,1,0,0,0,0
911004030,391,7:42:38,7:42:38,1,0,0,0,0
911004030,14956,7:43:45,7:43:53,2,1,0,0,0
911004030,393,7:44:18,7:44:18,2,0,0,0,0
911004030,394,7:44:35,7:44:35,2,0,0,0,0
911004030,395,7:45:14,7:45:22,3,1,0,0,0
911004030,396,7:45:58,7:45:58,3,0,0,0,0
911004030,397,7:47:00,7:47:08,4,1,0,0,0
911004030,17169,7:48:14,7:48:14,4,0,0,0,0
911004030,17162,7:49:18,7:49:26,5,1,0,0,0
911004030,14959,7:50:41,7:50:49,6,1,0,0,0
911004030,402,7:51:35,7:51:35,6,0,0,0,0
911004030,403,7:52:06,7:52:06,6,0,0,0,0
911004030,17163,7:52:33,7:52:47,9,3,0,0,0
911004030,15848,7:53:45,7:53:51,8,0,1,0,0
911004030,406,7:54:19,7:54:26,7,0,1,0,0
911004030,14500,7:55:05,7:55:05,7,0,0,0,0
911004030,15852,7:56:27,7:56:27,7,0,0,0,0
911004030,409,7:56:58,7:57:06,8,1,0,0,0
911004030,18047,7:58:38,7:58:38,8,0,0,0,0
911004030,17841,7:59:54,7:59:54,8,0,0,0,0
911004030,412,8:00:39,8:00:39,8,0,0,0,0
911004030,413,8:01:41,8:01:41,8,0,0,0,0
911004030,14764,8:02:30,8:02:41,7,2,3,0,0
911004030,415,8:03:17,8:03:17,7,0,0,0,0
911004030,416,8:04:00,8:04:06,6,0,1,0,0
911004030,417,8:04:56,8:04:56,6,0,0,0,0
911004030,15185,8:05:49,8:05:49,6,0,0,0,0
911004030,16110,8:06:39,8:07:19,6,1,1,0,40
911004030,420,8:08:04,8:08:11,4,0,2,0,0
911004030,421,8:08:36,8:08:36,4,0,0,0,0
911004030,16088,8:09:01,8:09:01,4,0,0,0,0
911004030,423,8:09:36,8:09:36,4,0,0,0,0
911004030,15364,8:11:59,8:12:07,3,1,2,0,0
911004030,425,8:13:30,8:13:30,3,0,0,0,0
911004030,15384,8:14:07,8:14:07,3,0,0,0,0
911004030,427,8:14:43,8:14:51,4,1,0,0,0
911004030,428,8:15:35,8:15:41,3,0,1,0,0
911004030,429,8:16:18,8:16:18,3,0,0,0,0
911004030,430,8:16:47,8:16:47,3,0,0,0,0
911004030,431,8:18:08,8:18:26,4,1,0,0,17.571433101486036
911004030,4727,8:19:47,8:20:13,11,7,0,0,0
911004030,432,8:21:24,8:21:35,11,2,2,0,0
911004030,15279,8:22:48,8:22:54,10,0,1,0,0
911004030,16049,8:23:16,8:23:36,15,5,0,0,14.72779762614664
911004030,435,8:24:44,8:24:58,18,3,0,0,0
911004030,436,8:26:42,8:26:53,20,2,0,0,0
911004030,437,8:28:09,8:28:20,22,2,0,0,0
911004030,14647,8:29:37,8:29:37,22,0,0,0,0
911004030,439,8:30:21,8:30:35,25,3,0,0,0
911004030,440,8:32:18,8:32:26,26,1,0,0,0
911004030,12754,8:33:24,8:33:24,26,0,0,0,0
911004030,442,8:36:09,8:36:18,23,0,3,0,0
911004030,443,8:39:07,8:39:30,28,6,1,0,0
911004030,445,8:42:58,8:43:07,25,0,3,0,0
911004030,446,8:44:27,8:44:40,19,0,6,0,0
911004030,18122,8:46:37,8:46:47,16,1,4,0,0
