911377020, [0.04477611940298507,  0,  364.89122385741575,  286.7361934718392,  0] ,0,1.708704642849625, [0.11940298507462686,  0,  349.52547174089705,  273.07914599817013,  0] 
911377020, [0.11940298507462686,  0,  349.52547174089705,  273.07914599817013,  0] ,0,46.48741653384786, [0.19402985074626866,  1,  354.1745849488216,  324.2156757399425,  0] 
911377020, [0.19402985074626866,  1,  354.1745849488216,  324.2156757399425,  0] ,1,-12.4279044116156, [0.2835820895522388,  6,  357.7779503291058,  315.39113670861116,  0] 
911377020, [0.2835820895522388,  6,  357.7779503291058,  315.39113670861116,  0] ,1,28.1931131993515, [0.373134328358209,  7,  391.8106777133071,  377.61697729216394,  0] 
911377020, [0.373134328358209,  7,  391.8106777133071,  377.61697729216394,  0] ,1,-60.38336190561313, [0.4626865671641791,  4,  426.1662563727368,  351.58919404598055,  0] 
911377020, [0.4626865671641791,  4,  426.1662563727368,  351.58919404598055,  0] ,1,33.35451612574616, [0.5522388059701493,  5,  368.7087088711596,  327.4861626701495,  0] 
911377020, [0.5522388059701493,  5,  368.7087088711596,  327.4861626701495,  0] ,1,8.951465287904284, [0.6417910447761194,  8,  383.2777183342405,  351.00663742113466,  0] 
911377020, [0.6417910447761194,  8,  383.2777183342405,  351.00663742113466,  0] ,1,7.790012490459048, [0.7014925373134329,  10,  402.48248654756753,  378.00141812492075,  1] 
911377020, [0.7014925373134329,  10,  402.48248654756753,  378.00141812492075,  1] ,1,7.276504991663387, [0.835820895522388,  12,  367.7466642612708,  384.9512276922542,  0] 
911283020, [0.04477611940298507,  0,  346.2581946672035,  300.4779988046357,  0] ,1,-13.160939165853051, [0.11940298507462686,  0,  346.0101405132955,  287.06900548487465,  0] 
911283020, [0.11940298507462686,  0,  346.0101405132955,  287.06900548487465,  0] ,0,57.06209140314968, [0.19402985074626866,  0,  338.95148717771735,  340.8305308029885,  0] 
911283020, [0.19402985074626866,  0,  338.95148717771735,  340.8305308029885,  0] ,2,-4.727893896772002, [0.2835820895522388,  1,  338.047519744101,  331.44058222205786,  1] 
