stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,180.60555555555564,41.880313,-87.774043,0
388,194.6166666666668,41.88000915,-87.7714723,1
389,183.3899999999998,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,172.7791666666667,41.88014676,-87.76661691,4
14956,179.15853658536562,41.88014099,-87.76461188,5
393,172.39999999999964,41.88018349,-87.7632177,6
394,196.90000000000038,41.88020276,-87.76191891,7
395,176.2699999999997,41.88019981,-87.75996715,8
396,178.8477272727271,41.88025187,-87.75778965,9
397,183.2554347826087,41.88027,-87.75526,10
17169,200.83333333333394,41.88029685,-87.75221539,11
17162,180.31818181818156,41.88033514,-87.7491367,12
14959,275.8791666666666,41.88039237,-87.74496781,13
402,151.75,41.880443,-87.742998,14
403,150.5,41.880475,-87.740705,15
17163,186.42083333333326,41.88048501,-87.73768052,16
15848,192.23055555555553,41.88050398,-87.7352163,17
406,185.31607142857118,41.88053063,-87.7331241,18
14500,198.2199999999998,41.88056848,-87.7304601,19
15852,193.20833333333303,41.88059058,-87.72786002,20
409,189.94722222222228,41.88061422,-87.72582347,21
18047,206.6611111111111,41.88070328,-87.72286077,22
17841,186.65781250000026,41.88074353,-87.72045859,23
412,0.0,41.8808072,-87.7159745,24
413,126.59999999999854,41.88081388,-87.71381964,25
14764,185.14999999999998,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,182.95121951219522,41.880902,-87.706333,28
417,189.88888888888908,41.880952,-87.703147,29
15185,197.20769230769196,41.88095403,-87.70088084,30
16110,186.45454545454578,41.88099888,-87.69856203,31
420,192.03088235294103,41.88100858,-87.69600765,32
421,174.5625,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,175.98333333333298,41.88106252,-87.68897646,35
15364,191.28116883116869,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,190.38455882352955,41.88117403,-87.68122249,38
427,182.5959677419357,41.881232,-87.679293,39
428,193.46607142857133,41.881262,-87.67685,40
429,288.0,41.88129674,-87.67424663,41
430,201.9941176470588,41.8813284,-87.67186305,42
431,223.18500000000023,41.88137,-87.669513,43
4727,185.80459770114933,41.881385,-87.668503,44
432,192.9358490566036,41.88139461,-87.66699977,45
15279,197.78636363636394,41.88143358,-87.66418871,46
16049,380.07946428571387,41.88146881,-87.66201484,47
435,192.8757731958763,41.881525,-87.659765,48
436,185.84575471698113,41.881545,-87.657333,49
437,185.04270833333328,41.881608,-87.654897,50
14647,185.9855263157894,41.88165169,-87.65191235,51
439,194.57241379310358,41.88167775,-87.64983775,52
440,183.8071428571426,41.882,-87.64728,53
12754,192.12999999999957,41.8830708,-87.64669495,54
442,203.2238095238093,41.88311,-87.642848,55
443,202.38750000000005,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,193.4428571428572,41.883137,-87.632625,58
18122,182.85555555555513,41.88314707,-87.63019604,59
448,238.68275862068964,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,187.98333333333358,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
