 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec,  skip 
911214020 {
15852 26436.3 26436.3 10 0 0 0 0 0
409 26459.7 26465.9 9 0 1 0 0 0
18047 26545.7 26545.7 9 0 0 0 0 0
17841 26584.8 26584.8 9 0 0 0 0 0
412 26639.2 26639.2 9 0 0 0 0 0
413 26667.0 26667.0 9 0 0 0 0 0
14764 26732.3 26740.4 8 1 2 0 0 0
415 26787.6 26787.6 8 0 0 0 0 0
416 26819.5 26825.7 7 0 1 0 0 0
417 26875.8 26883.9 8 1 0 0 0 0
15185 26934.1 26934.1 8 0 0 0 0 0
16110 26983.4 26983.4 8 0 0 0 0 0
420 27041.4 27049.5 8 1 1 0 0 0
421 27072.0 27072.0 8 0 0 0 0 0
16088 27090.1 27090.1 8 0 0 0 0 0
423 27126.2 27134.3 9 1 0 0 0 0
15364 27225.1 27242.5 11 4 2 0 0 0
425 27327.8 27327.8 11 0 0 0 0 0
15384 27364.2 27372.3 12 1 0 0 0 0
427 27410.5 27421.7 14 2 0 0 0 0
428 27480.8 27487.0 13 0 1 0 0 0
429 27539.9 27539.9 13 0 0 0 0 0
430 27580.0 27580.0 13 0 0 0 0 0
431 27626.4 27626.4 13 0 0 0 0 0
4727 27682.2 27682.2 13 0 0 0 0 0
432 27786.9 27795.0 13 1 1 0 0 0
15279 27887.3 27887.3 13 0 0 0 0 0
16049 27927.8 27927.8 13 0 0 0 0 0
435 27962.5 27962.5 13 0 0 0 0 0
436 28019.8 28031.0 14 2 1 0 0 0
437 28104.9 28104.9 14 0 0 0 0 0
14647 28163.7 28171.8 15 1 0 0 0 0
439 28230.3 28230.3 15 0 0 0 0 0
440 28295.0 28301.2 14 0 1 0 0 0
12754 28354.0 28354.0 14 0 0 0 0 0
442 28417.3 28423.5 13 0 1 0 0 0
443 28540.6 28554.9 15 3 1 0 0 0
445 28688.9 28696.3 13 0 2 0 0 0
446 28807.1 28818.3 12 2 3 0 0 0
     }
- - - - - -
911377020 {
402 26402.9 26411.0 4 1 0 0 0 0
403 26440.4 26440.4 4 0 0 0 0 0
17163 26475.6 26475.6 4 0 0 0 0 0
15848 26524.9 26536.1 6 2 0 0 0 0
406 26578.6 26578.6 6 0 0 0 0 0
14500 26620.6 26630.6 7 1 0 0 10 0
15852 26675.1 26675.1 7 0 0 0 0 0
409 26707.0 26718.2 8 2 1 0 0 0
18047 26796.2 26796.2 8 0 0 0 0 0
17841 26830.0 26830.0 8 0 0 0 0 0
412 26890.1 26890.1 8 0 0 0 0 0
413 26915.9 26925.9 8 0 0 0 10 0
14764 26985.7 26991.9 7 0 1 0 0 0
415 27041.4 27041.4 7 0 0 0 0 0
416 27098.1 27104.3 6 0 1 0 0 0
417 27169.5 27169.5 6 0 0 0 0 0
15185 27201.1 27201.1 6 0 0 0 0 0
16110 27248.9 27248.9 6 0 0 0 0 0
420 27298.3 27304.5 5 0 1 0 0 0
421 27321.6 27321.6 5 0 0 0 0 0
16088 27347.5 27347.5 5 0 0 0 0 0
423 27379.2 27379.2 5 0 0 0 0 0
15364 27507.1 27524.5 8 4 1 0 0 0
425 27583.5 27613.5 8 0 0 0 30 0
15384 27651.8 27659.9 9 1 0 0 0 0
427 27717.3 27717.3 9 0 0 0 0 0
428 27767.5 27773.7 8 0 1 0 0 0
429 27839.0 27839.0 8 0 0 0 0 0
430 27899.1 27899.1 8 0 0 0 0 0
431 27953.0 27993.0 9 1 0 0 40 0
4727 28046.1 28057.3 11 2 0 0 0 0
432 28141.6 28149.7 11 1 1 0 0 0
15279 28212.1 28212.1 11 0 0 0 0 0
16049 28239.6 28239.6 11 0 0 0 0 0
435 28279.9 28291.1 13 2 0 0 0 0
436 28356.5 28364.6 13 1 1 0 0 0
437 28422.9 28422.9 13 0 0 0 0 0
14647 28501.0 28501.0 13 0 0 0 0 0
439 28558.3 28558.3 13 0 0 0 0 0
440 28643.1 28649.3 12 0 1 0 0 0
12754 28700.1 28700.1 12 0 0 0 0 0
442 28765.9 28772.1 11 0 1 0 0 0
     }
- - - - - -
911283020 {
17169 26453.8 26461.9 4 1 0 0 0 0
17162 26525.0 26536.2 6 2 0 0 0 0
14959 26614.4 26620.6 5 0 1 0 0 1
402 26658.8 26658.8 5 0 0 0 0 0
403 26687.4 26695.5 6 1 0 0 0 0
17163 26735.9 26735.9 6 0 0 0 0 0
15848 26792.1 26800.2 7 1 0 0 0 0
406 26835.6 26835.6 7 0 0 0 0 0
14500 26872.2 26882.2 8 1 0 0 10 0
15852 26936.4 26936.4 8 0 0 0 0 0
409 26968.2 26974.4 7 0 1 0 0 0
18047 27035.6 27035.6 7 0 0 0 0 0
17841 27095.6 27103.7 8 1 0 0 0 0
412 27152.2 27152.2 8 0 0 0 0 0
413 27197.4 27197.4 8 0 0 0 0 0
14764 27277.9 27286.0 8 1 1 0 0 0
415 27345.5 27345.5 8 0 0 0 0 0
416 27393.5 27404.7 9 2 1 0 0 0
417 27468.3 27468.3 9 0 0 0 0 0
15185 27511.5 27511.5 9 0 0 0 0 0
16110 27565.5 27605.5 9 0 0 0 40 0
420 27663.8 27671.9 9 1 1 0 0 0
421 27689.6 27689.6 9 0 0 0 0 0
16088 27709.7 27709.7 9 0 0 0 0 0
423 27731.2 27731.2 9 0 0 0 0 0
15364 27846.7 27867.2 12 5 2 0 0 0
425 27943.9 27943.9 12 0 0 0 0 1
15384 27990.7 28001.9 14 2 0 0 0 0
427 28037.3 28045.4 15 1 0 0 0 0
428 28085.0 28093.1 15 1 1 0 0 0
429 28145.4 28145.4 15 0 0 0 0 0
430 28187.0 28187.0 15 0 0 0 0 0
431 28225.0 28265.0 15 0 0 0 40 0
4727 28309.4 28320.6 16 2 1 0 0 0
432 28426.9 28435.0 15 1 2 0 0 0
15279 28496.1 28496.1 15 0 0 0 0 0
16049 28525.9 28525.9 15 0 0 0 0 0
435 28565.3 28579.6 18 3 0 0 0 0
436 28643.9 28652.0 18 1 1 0 0 0
437 28705.8 28713.9 19 1 0 0 0 0
14647 28794.7 28802.8 20 1 0 0 0 0
     }
- - - - - -
910985020 {
14956 26410.3 26421.5 2 2 0 0 0 0
