 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
15852 26440.4 26440.4 9 0 0 0 0
409 26470.4 26481.6 10 2 1 0 0
18047 26533.8 26541.9 11 1 0 0 0
17841 26586.9 26586.9 11 0 0 0 0
412 26640.1 26640.1 11 0 0 0 0
413 26668.3 26668.3 11 0 0 0 0
14764 26718.7 26726.1 9 0 2 0 0
415 26771.2 26771.2 9 0 0 0 0
416 26795.2 26802.6 7 0 2 0 0
417 26869.7 26869.7 7 0 0 0 0
15185 26914.8 26914.8 7 0 0 0 0
16110 26963.3 26963.3 7 0 0 0 0
420 27029.3 27035.5 6 0 1 0 0
421 27062.0 27062.0 6 0 0 0 0
16088 27081.7 27081.7 6 0 0 0 0
423 27115.0 27115.0 6 0 0 0 0
15364 27233.1 27244.3 7 2 1 0 0
425 27321.5 27321.5 7 0 0 0 0
15384 27351.4 27359.5 8 1 0 0 0
427 27406.1 27406.1 8 0 0 0 0
428 27443.1 27451.2 9 1 0 0 0
429 27508.7 27508.7 9 0 0 0 0
430 27551.2 27551.2 9 0 0 0 0
431 27606.2 27606.2 9 0 0 0 0
4727 27651.6 27659.7 10 1 0 0 0
432 27743.5 27749.7 9 0 1 0 0
15279 27812.7 27812.7 9 0 0 0 0
16049 27833.1 27841.2 10 1 0 0 0
435 27875.1 27883.2 10 1 1 0 0
436 27941.9 27941.9 10 0 0 0 0
437 28007.6 28007.6 10 0 0 0 0
14647 28122.6 28133.8 12 2 0 0 0
439 28184.3 28184.3 12 0 0 0 0
440 28280.7 28288.8 12 1 1 0 0
12754 28332.1 28332.1 12 0 0 0 0
442 28407.4 28418.6 13 2 1 0 0
443 28513.7 28521.8 13 1 1 0 0
445 28753.0 28761.1 12 1 2 0 0
446 28853.0 28861.6 9 0 3 0 0
     }
- - - - - -
911377020 {
17163 26448.0 26448.0 5 0 0 0 0
15848 26505.2 26513.3 6 1 0 0 0
406 26550.6 26550.6 6 0 0 0 0
14500 26606.8 26637.2 6 0 0 0 30.420265547898452
15852 26687.1 26687.1 6 0 0 0 0
409 26726.4 26732.6 5 0 1 0 0
18047 26808.5 26808.5 5 0 0 0 0
17841 26843.6 26851.7 6 1 0 0 0
412 26908.3 26908.3 6 0 0 0 0
413 26942.8 26942.8 6 0 0 0 0
14764 27002.9 27009.1 5 0 1 0 0
415 27069.9 27069.9 5 0 0 0 0
416 27123.7 27129.9 4 0 1 0 0
417 27206.2 27206.2 4 0 0 0 0
15185 27253.1 27253.1 4 0 0 0 0
16110 27300.8 27300.8 4 0 0 0 0
420 27351.9 27351.9 4 0 0 0 0
421 27378.2 27378.2 4 0 0 0 0
16088 27407.3 27415.4 5 1 0 0 0
423 27445.9 27454.0 6 1 0 0 0
15364 27563.8 27571.9 6 1 1 0 0
425 27629.0 27629.0 6 0 0 0 0
15384 27663.5 27674.7 8 2 0 0 0
427 27718.4 27732.7 11 3 0 0 0
428 27791.3 27799.4 11 1 1 0 0
429 27840.0 27840.0 11 0 0 0 0
430 27884.3 27884.3 11 0 0 0 0
431 27922.2 27922.2 11 0 0 0 0
4727 27971.1 27971.1 11 0 0 0 0
432 28053.3 28061.4 11 1 1 0 0
15279 28126.1 28134.2 12 1 0 0 0
16049 28167.1 28178.3 14 2 0 0 0
435 28222.0 28230.1 15 1 0 0 0
436 28295.0 28306.2 16 2 1 0 0
437 28380.0 28391.2 18 2 0 0 0
14647 28456.8 28464.9 19 1 0 0 0
439 28513.4 28513.4 19 0 0 0 0
440 28604.0 28615.2 20 2 1 0 0
12754 28654.1 28654.1 20 0 0 0 0
442 28713.2 28719.4 19 0 1 0 0
