 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_time,  skip  (1/0) 
911214020 {
15852 26400.33 26400.33 8 0 0 0 0 0
409 26419.99 26426.19 7 0 1 0 0 0
18047 26488.32 26488.32 7 0 0 0 0 0
17841 26530.55 26530.55 7 0 0 0 0 0
412 26598.31 26598.31 7 0 0 0 0 0
413 26623.19 26623.19 7 0 0 0 0 0
14764 26668.55 26674.75 6 0 1 0 0 0
415 26750.49 26750.49 6 0 0 0 0 0
416 26792.02 26798.22 5 0 1 0 0 0
417 26849.45 26849.45 5 0 0 0 0 0
15185 26900.33 26900.33 5 0 0 0 0 0
16110 26957.4 26957.4 5 0 0 0 0 0
420 26991.96 26991.96 5 0 0 0 0 0
421 27016.28 27016.28 5 0 0 0 0 0
16088 27044.56 27044.56 5 0 0 0 0 0
423 27074.14 27074.14 5 0 0 0 0 0
15364 27213.01 27219.21 4 0 1 0 0 0
425 27289.37 27289.37 4 0 0 0 0 0
15384 27320.7 27320.7 4 0 0 0 0 0
427 27378.18 27378.18 4 0 0 0 0 0
428 27418.46 27418.46 4 0 0 0 0 0
429 27467.81 27467.81 4 0 0 0 0 0
430 27530.79 27538.89 5 1 0 0 0 0
431 27586.16 27594.26 6 1 0 0 0 0
4727 27635.59 27643.69 7 1 0 0 0 0
432 27703.67 27709.87 6 0 1 0 0 0
15279 27797.15 27805.25 7 1 0 0 0 0
16049 27840.03 27840.03 7 0 0 0 0 0
435 27880.7 27888.8 8 1 0 0 0 0
436 27977.53 27977.53 8 0 0 0 0 0
437 28029.31 28029.31 8 0 0 0 0 0
14647 28070.26 28070.26 8 0 0 0 0 0
439 28107.8 28115.9 9 1 0 0 0 0
440 28192.77 28200.87 9 1 1 0 0 0
12754 28253.68 28253.68 9 0 0 0 0 0
442 28328.33 28336.43 10 1 0 0 0 0
443 28439.39 28450.59 11 2 1 0 0 0
445 28594.84 28602.24 9 0 2 0 0 0
446 28714.87 28722.27 7 0 2 0 0 0
18122 28804.83 28822.23 10 4 1 0 0 0
448 28907.15 28921.45 7 3 6 0 0 0
1119 29131.59 29137.79 6 0 1 0 0 0
1120 29203.81 29210.01 5 0 1 0 0 0
1121 29284.36 29284.36 5 0 0 0 0 0
3953 29342.93 29349.13 4 0 1 0 0 0
3954 29397.21 29397.21 4 0 0 0 0 0
8613 29564.31 29564.31 0 0 4 0 0 0
     }
- - - - - -
911377020 {
402 26436.97 26436.97 7 0 0 0 0 0
403 26478.66 26478.66 7 0 0 0 0 0
17163 26516.23 26516.23 7 0 0 0 0 0
15848 26568.35 26576.45 8 1 0 0 0 0
406 26620.79 26620.79 8 0 0 0 0 0
14500 26664.45 26672.55 9 1 0 0 0 0
15852 26720.16 26720.16 9 0 0 0 0 0
