 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
15852 26415.4 26415.4 6 0 0 0 0
409 26447.9 26454.1 5 0 1 0 0
18047 26526.2 26526.2 5 0 0 0 0
17841 26567.3 26575.4 6 1 0 0 0
412 26646.9 26655.0 7 1 0 0 0
413 26677.5 26677.5 7 0 0 0 0
14764 26749.1 26755.3 6 0 1 0 0
415 26808.8 26808.8 6 0 0 0 0
416 26836.3 26844.4 6 1 1 0 0
417 26908.3 26908.3 6 0 0 0 0
15185 26947.1 26947.1 6 0 0 0 0
16110 27003.1 27003.1 6 0 0 0 0
420 27060.2 27060.2 6 0 0 0 0
421 27083.5 27083.5 6 0 0 0 0
16088 27113.6 27121.7 7 1 0 0 0
423 27157.4 27157.4 7 0 0 0 0
15364 27292.0 27312.5 10 5 2 0 0
425 27360.7 27360.7 10 0 0 0 0
15384 27399.0 27407.1 11 1 0 0 0
427 27459.2 27459.2 11 0 0 0 0
428 27530.3 27538.4 11 1 1 0 0
429 27576.6 27576.6 11 0 0 0 0
430 27623.0 27623.0 11 0 0 0 0
431 27665.9 27665.9 11 0 0 0 0
4727 27709.3 27720.5 13 2 0 0 0
432 27813.5 27819.7 12 0 1 0 0
15279 27895.3 27895.3 12 0 0 0 0
16049 27930.6 27938.7 13 1 0 0 0
435 28002.8 28017.1 16 3 0 0 0
436 28076.8 28083.0 15 0 1 0 0
437 28167.9 28167.9 15 0 0 0 0
14647 28232.2 28232.2 15 0 0 0 0
439 28276.5 28276.5 15 0 0 0 0
440 28362.7 28368.9 14 0 1 0 0
12754 28404.9 28404.9 14 0 0 0 0
442 28463.5 28469.7 13 0 1 0 0
443 28556.9 28565.0 13 1 1 0 0
445 28728.7 28736.1 11 0 2 0 0
446 28814.1 28821.5 9 0 2 0 0
18122 28899.4 28905.6 8 0 1 0 0
448 28997.8 29008.8 4 1 5 0 0
1119 29204.2 29210.4 3 0 1 0 0
1120 29307.7 29307.7 3 0 0 0 0
1121 29374.6 29374.6 3 0 0 0 0
3953 29432.8 29432.8 3 0 0 0 0
3954 29479.2 29479.2 3 0 0 0 0
8613 29709.5 29709.5 0 0 3 0 0
     }
- - - - - -
911377020 {
17163 26424.0 26424.0 2 0 0 0 0
15848 26470.9 26470.9 2 0 0 0 0
406 26516.3 26516.3 2 0 0 0 0
14500 26559.4 26599.4 2 0 0 0 40
15852 26647.2 26647.2 2 0 0 0 0
409 26676.4 26684.5 3 1 0 0 0
18047 26753.6 26753.6 3 0 0 0 0
