911377020, [0.04477611940298507,  0,  321.5688864483636,  361.40566857930753,  0] ,3,2.71814689454186, [0.11940298507462686,  2,  298.6061659890147,  335.72480122541674,  0] 
911377020, [0.11940298507462686,  2,  298.6061659890147,  335.72480122541674,  0] ,3,17.989293336864648, [0.19402985074626866,  2,  329.2223913852904,  310.093049485753,  1] 
911377020, [0.19402985074626866,  2,  329.2223913852904,  310.093049485753,  1] ,1,-13.600153675623005, [0.2835820895522388,  5,  346.2486246519111,  313.5191290767507,  3] 
911377020, [0.2835820895522388,  5,  346.2486246519111,  313.5191290767507,  3] ,1,17.064595980242302, [0.373134328358209,  5,  387.09923119686937,  371.43433160195127,  0] 
911377020, [0.373134328358209,  5,  387.09923119686937,  371.43433160195127,  0] ,1,-72.60629009626791, [0.4626865671641791,  2,  438.23500993306516,  349.96382024187915,  0] 
911377020, [0.4626865671641791,  2,  438.23500993306516,  349.96382024187915,  0] ,1,10.504635116529244, [0.5522388059701493,  7,  435.32794581743656,  357.5613912427798,  0] 
911377020, [0.5522388059701493,  7,  435.32794581743656,  357.5613912427798,  0] ,1,17.04663584687296, [0.6417910447761194,  8,  435.9400588803401,  375.22014015255627,  1] 
911377020, [0.6417910447761194,  8,  435.9400588803401,  375.22014015255627,  1] ,1,39.54022486736358, [0.7014925373134329,  8,  392.04879595393504,  413.22848981435527,  1] 
911377020, [0.7014925373134329,  8,  392.04879595393504,  413.22848981435527,  1] ,3,-23.715843133744784, [0.835820895522388,  11,  519.7940161548868,  474.89847916072176,  2] 
911283020, [0.04477611940298507,  0,  342.71189858333673,  358.6937699959708,  0] ,3,9.876016778696794, [0.11940298507462686,  0,  334.80947329573974,  340.915327929677,  0] 
911283020, [0.11940298507462686,  0,  334.80947329573974,  340.915327929677,  0] ,2,-21.75630111958162, [0.19402985074626866,  0,  355.10102568628645,  327.23886993276756,  0] 
911283020, [0.19402985074626866,  0,  355.10102568628645,  327.23886993276756,  0] ,1,21.21787407618831, [0.2835820895522388,  1,  327.2886220291257,  333.9329037064563,  2] 
911283020, [0.2835820895522388,  1,  327.2886220291257,  333.9329037064563,  2] ,2,-28.595486460002576, [0.373134328358209,  2,  383.3650991859213,  348.1253310485881,  0] 
911283020, [0.373134328358209,  2,  383.3650991859213,  348.1253310485881,  0] ,1,-22.177744724314834, [0.4626865671641791,  4,  379.6194817030155,  322.2019688413675,  0] 
911283020, [0.4626865671641791,  4,  379.6194817030155,  322.2019688413675,  0] ,1,-43.2536285809656, [0.5522388059701493,  4,  396.2134653002213,  295.5423238576077,  0] 
911283020, [0.5522388059701493,  4,  396.2134653002213,  295.5423238576077,  0] ,1,-46.07764459220925, [0.6417910447761194,  7,  436.38966158496623,  289.6408755501434,  0] 
