 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_time,  skip  (1/0) 
911214020 {
14500 26404.96 26404.96 5 0 0 0 0 0
15852 26456.24 26456.24 5 0 0 0 0 0
409 26487.88 26487.88 5 0 0 0 0 0
18047 26538.34 26549.54 7 2 0 0 0 0
17841 26585.46 26585.46 7 0 0 0 0 0
412 26637.47 26637.47 7 0 0 0 0 0
413 26666.38 26666.38 7 0 0 0 0 0
14764 26699.49 26705.69 6 0 1 0 0 0
415 26757.27 26757.27 6 0 0 0 0 0
416 26779.79 26785.99 5 0 1 0 0 0
417 26847.79 26847.79 5 0 0 0 0 0
15185 26888.55 26888.55 5 0 0 0 0 0
16110 26951.8 26951.8 5 0 0 0 0 0
420 27000.55 27000.55 5 0 0 0 0 0
421 27018.65 27018.65 5 0 0 0 0 0
16088 27041.8 27049.9 6 1 0 0 0 0
423 27085.99 27085.99 6 0 0 0 0 0
15364 27214.69 27220.89 5 0 1 0 0 0
425 27302.26 27302.26 5 0 0 0 0 0
15384 27349.49 27357.59 6 1 0 0 0 0
427 27400.99 27409.09 7 1 0 0 0 0
428 27514.92 27514.92 7 0 0 0 0 0
429 27565.53 27565.53 7 0 0 0 0 0
430 27601.0 27601.0 7 0 0 0 0 0
431 27652.75 27652.75 7 0 0 0 0 0
4727 27697.79 27697.79 7 0 0 0 0 0
432 27798.38 27806.48 7 1 1 0 0 0
15279 27927.25 27927.25 7 0 0 0 0 0
16049 27965.08 27965.08 7 0 0 0 0 0
435 28001.37 28009.47 8 1 0 0 0 0
436 28077.6 28077.6 8 0 0 0 0 0
437 28141.34 28152.54 10 2 0 0 0 0
14647 28209.09 28217.19 11 1 0 0 0 0
439 28261.66 28261.66 11 0 0 0 0 0
440 28355.49 28361.69 10 0 1 0 0 0
12754 28406.75 28414.85 11 1 0 0 0 0
442 28471.84 28479.94 11 1 1 0 0 0
443 28598.35 28612.65 13 3 1 0 0 0
445 28722.57 28729.97 11 0 2 0 0 0
446 28833.85 28841.25 9 0 2 0 0 0
18122 28934.31 28940.51 8 0 1 0 0 0
448 28994.4 29005.4 4 1 5 0 0 0
1119 29160.42 29166.62 3 0 1 0 0 0
1120 29230.61 29230.61 3 0 0 0 0 0
1121 29281.6 29281.6 3 0 0 0 0 0
3953 29372.19 29372.19 3 0 0 0 0 0
3954 29400.88 29400.88 3 0 0 0 0 0
8613 29598.3 29598.3 0 0 3 0 0 0
     }
- - - - - -
911377020 {
14959 26406.04 26414.14 5 1 0 0 0 0
402 26442.67 26442.67 5 0 0 0 0 0
403 26477.23 26485.33 6 1 0 0 0 0
17163 26523.63 26523.63 6 0 0 0 0 0
15848 26572.19 26580.29 7 1 0 0 0 0
406 26630.71 26630.71 7 0 0 0 0 0
14500 26666.01 26666.01 7 0 0 0 0 0
15852 26732.59 26732.59 7 0 0 0 0 0
409 26755.56 26761.76 6 0 1 0 0 0
18047 26842.5 26850.6 7 1 0 0 0 0
17841 26888.93 26897.03 8 1 0 0 0 0
412 26953.38 26953.38 8 0 0 0 0 0
413 26991.97 26991.97 8 0 0 0 0 0
14764 27054.79 27062.89 8 1 1 0 0 0
415 27116.36 27116.36 8 0 0 0 0 0
416 27161.91 27168.11 7 0 1 0 0 0
417 27219.44 27219.44 7 0 0 0 0 0
15185 27258.05 27258.05 7 0 0 0 0 0
16110 27319.04 27359.04 7 0 0 0 40 0
420 27414.91 27429.21 9 3 1 0 0 0
421 27454.4 27454.4 9 0 0 0 0 0
16088 27474.12 27474.12 9 0 0 0 0 0
423 27513.02 27521.12 10 1 0 0 0 0
15364 27658.35 27672.65 11 3 2 0 0 0
425 27722.64 27722.64 11 0 0 0 0 0
15384 27753.61 27764.81 13 2 0 0 0 0
427 27811.67 27829.07 17 4 0 0 0 0
428 27881.44 27887.64 16 0 1 0 0 0
429 27939.9 27939.9 16 0 0 0 0 0
430 27973.47 27973.47 16 0 0 0 0 0
431 28018.49 28018.49 16 0 0 0 0 0
4727 28066.58 28077.78 17 2 1 0 0 0
432 28166.26 28177.46 17 2 2 0 0 0
15279 28272.25 28283.45 19 2 0 0 0 0
16049 28319.04 28319.04 19 0 0 0 0 0
435 28366.05 28380.35 22 3 0 0 0 0
436 28450.04 28458.14 22 1 1 0 0 0
437 28530.28 28530.28 22 0 0 0 0 0
14647 28599.46 28599.46 22 0 0 0 0 0
439 28659.5 28659.5 22 0 0 0 0 0
440 28767.26 28775.36 21 1 2 0 0 0
12754 28824.01 28824.01 21 0 0 0 0 0
442 28906.93 28918.13 22 2 1 0 0 0
443 29107.05 29121.35 24 3 1 0 0 0
445 29383.35 29393.15 21 1 4 0 0 0
446 29430.05 29441.05 16 0 5 0 0 0
18122 29537.72 29548.92 16 2 2 0 0 0
448 29625.56 29642.56 7 1 10 0 0 0
1119 29881.44 29888.84 5 0 2 0 0 0
1120 29946.04 29952.24 4 0 1 0 0 0
1121 29991.56 29991.56 4 0 0 0 0 0
     }
- - - - - -
911283020 {
397 26442.26 26442.26 4 0 0 0 0 0
17169 26515.46 26523.56 5 1 0 0 0 0
17162 26558.9 26558.9 5 0 0 0 0 0
14959 26657.37 26665.47 5 1 1 0 0 0
402 26697.93 26697.93 5 0 0 0 0 0
403 26729.46 26729.46 5 0 0 0 0 0
17163 26777.12 26777.12 5 0 0 0 0 0
15848 26825.9 26825.9 5 0 0 0 0 0
406 26875.06 26875.06 5 0 0 0 0 0
14500 26942.18 26950.28 6 1 0 0 0 0
15852 27002.37 27002.37 6 0 0 0 0 0
409 27035.34 27041.54 5 0 1 0 0 0
18047 27201.0 27201.0 5 0 0 0 0 0
17841 27281.53 27281.53 5 0 0 0 0 0
412 27346.39 27346.39 5 0 0 0 0 0
413 27377.74 27377.74 5 0 0 0 0 0
14764 27431.59 27437.79 4 0 1 0 0 0
415 27476.78 27484.88 5 1 0 0 0 0
416 27534.25 27548.55 7 3 1 0 0 0
417 27584.72 27584.72 7 0 0 0 0 0
15185 27618.92 27618.92 7 0 0 0 0 0
16110 27661.27 27701.27 7 0 0 0 40 0
420 27769.82 27784.12 9 3 1 0 0 0
421 27806.95 27815.05 10 1 0 0 0 0
16088 27840.04 27848.14 11 1 0 0 0 0
423 27890.1 27890.1 11 0 0 0 0 0
15364 27982.5 27991.1 9 1 3 0 0 0
425 28075.98 28084.08 10 1 0 0 0 0
15384 28120.73 28131.93 12 2 0 0 0 0
427 28169.72 28169.72 12 0 0 0 0 0
428 28209.95 28216.15 11 0 1 0 0 0
429 28253.24 28261.34 12 1 0 0 0 0
430 28312.16 28320.26 13 1 0 0 0 0
431 28366.96 28366.96 13 0 0 0 0 0
4727 28415.6 28423.7 13 1 1 0 0 0
432 28532.5 28543.7 14 2 1 0 0 0
15279 28643.91 28643.91 14 0 0 0 0 0
16049 28670.63 28678.73 15 1 0 0 0 0
435 28716.96 28716.96 15 0 0 0 0 0
436 28774.17 28788.47 17 3 1 0 0 0
437 28860.78 28868.88 18 1 0 0 0 0
14647 28957.66 28957.66 18 0 0 0 0 0
439 28990.08 28998.18 19 1 0 0 0 0
440 29109.43 29123.73 21 3 1 0 0 0
12754 29170.19 29170.19 21 0 0 0 0 0
442 29267.51 29275.61 21 1 1 0 0 0
443 29382.91 29391.01 21 1 1 0 0 0
445 29553.01 29562.81 18 1 4 0 0 0
446 29654.82 29664.62 14 0 4 0 0 0
18122 29732.25 29739.65 12 0 2 0 0 0
448 29840.36 29854.96 4 0 8 0 0 0
     }
- - - - - -
910985020 {
14956 26449.59 26449.59 2 0 0 0 0 0
393 26487.95 26487.95 2 0 0 0 0 0
394 26508.11 26508.11 2 0 0 0 0 0
395 26543.04 26551.14 3 1 0 0 0 0
396 26596.35 26596.35 3 0 0 0 0 0
397 26645.06 26645.06 3 0 0 0 0 0
17169 26712.51 26712.51 3 0 0 0 0 0
17162 26807.93 26816.03 4 1 0 0 0 0
14959 26919.8 26919.8 4 0 0 0 0 0
402 26963.95 26963.95 4 0 0 0 0 0
403 26991.61 26999.71 5 1 0 0 0 0
17163 27038.2 27046.3 6 1 0 0 0 0
15848 27095.9 27095.9 6 0 0 0 0 0
406 27131.38 27139.48 6 1 1 0 0 0
14500 27237.55 27251.85 9 3 0 0 0 0
15852 27320.96 27329.06 10 1 0 0 0 0
409 27361.55 27369.65 10 1 1 0 0 0
18047 27483.9 27492.0 11 1 0 0 0 0
17841 27556.77 27556.77 11 0 0 0 0 0
412 27605.79 27613.89 12 1 0 0 0 0
413 27662.32 27662.32 12 0 0 0 0 0
14764 27755.86 27767.06 12 2 2 0 0 0
415 27810.31 27810.31 12 0 0 0 0 0
416 27858.72 27873.02 13 3 2 0 0 0
417 27932.08 27940.18 14 1 0 0 0 0
15185 27982.73 27982.73 14 0 0 0 0 0
16110 28030.14 28036.34 13 0 1 0 0 0
420 28086.02 28093.42 11 0 2 0 0 0
421 28124.26 28124.26 11 0 0 0 0 0
16088 28148.44 28156.54 12 1 0 0 0 0
423 28188.65 28199.85 14 2 0 0 0 0
15364 28377.72 28395.12 15 4 3 0 0 0
425 28451.45 28459.55 16 1 0 0 0 0
15384 28492.47 28503.67 17 2 1 0 0 0
427 28552.19 28560.29 18 1 0 0 0 0
428 28602.19 28610.29 18 1 1 0 0 0
429 28645.93 28654.03 19 1 0 0 0 0
430 28702.97 28711.07 20 1 0 0 0 0
431 28764.18 28764.18 20 0 0 0 0 0
4727 28827.7 28835.8 20 1 1 0 0 0
432 28946.38 28953.78 18 0 2 0 0 0
15279 29018.53 29018.53 18 0 0 0 0 0
16049 29044.13 29061.53 22 4 0 0 0 0
435 29135.13 29146.33 24 2 0 0 0 0
436 29216.4 29243.1 31 7 0 0 0 0
437 29289.79 29313.39 36 6 1 0 0 0
14647 29382.6 29393.8 38 2 0 0 0 0
439 29440.66 29451.86 40 2 0 0 0 0
440 29533.36 29541.46 39 1 2 0 0 0
12754 29601.77 29619.17 43 4 0 0 0 0
442 29714.72 29722.12 41 0 2 0 0 0
443 29820.89 29832.09 39 2 4 0 0 0
     }
- - - - - -
911298020 {
386 26466.44 26466.44 1 1 0 0 0 0
388 26520.84 26528.94 2 1 0 0 0 0
389 26567.21 26575.31 3 1 0 0 0 0
390 26632.85 26632.85 3 0 0 0 0 0
391 26652.12 26652.12 3 0 0 0 0 0
14956 26716.4 26716.4 3 0 0 0 0 0
393 26752.27 26752.27 3 0 0 0 0 0
394 26767.45 26767.45 3 0 0 0 0 0
395 26809.58 26820.78 5 2 0 0 0 0
396 26850.96 26859.06 6 1 0 0 0 0
397 26892.44 26903.64 7 2 1 0 0 0
17169 26957.5 26957.5 7 0 0 0 0 0
17162 27025.59 27033.69 8 1 0 0 0 0
14959 27095.04 27106.24 10 2 0 0 0 0
402 27154.38 27154.38 10 0 0 0 0 0
403 27175.8 27215.8 10 0 0 0 40 0
17163 27248.04 27256.14 11 1 0 0 0 0
15848 27298.9 27305.1 10 0 1 0 0 0
406 27338.07 27345.47 8 0 2 0 0 0
14500 27400.36 27440.36 8 0 0 0 40 0
15852 27506.08 27506.08 8 0 0 0 0 0
409 27545.04 27551.24 7 0 1 0 0 0
18047 27631.32 27631.32 7 0 0 0 0 0
17841 27688.09 27688.09 7 0 0 0 0 0
412 27733.78 27733.78 7 0 0 0 0 0
413 27770.37 27810.37 7 0 0 0 40 0
14764 27897.46 27903.66 6 0 1 0 0 0
415 27948.21 27948.21 6 0 0 0 0 0
416 27984.99 27991.19 5 0 1 0 0 0
417 28036.0 28036.0 5 0 0 0 0 0
15185 28067.8 28067.8 5 0 0 0 0 0
16110 28111.72 28151.72 5 0 0 0 40 0
420 28204.88 28212.98 5 1 1 0 0 0
421 28230.7 28230.7 5 0 0 0 0 0
16088 28256.38 28256.38 5 0 0 0 0 0
423 28292.05 28292.05 5 0 0 0 0 0
15364 28387.85 28395.12 4 0 1 0 0 0
425 28468.56 28508.56 4 0 0 0 40 0
15384 28544.68 28544.68 4 0 0 0 0 0
427 28588.45 28588.45 4 0 0 0 0 0
428 28638.19 28638.19 4 0 0 0 0 0
429 28701.1 28701.1 4 0 0 0 0 0
430 28736.31 28736.31 4 0 0 0 0 0
431 28791.4 28791.4 4 0 0 0 0 0
4727 28849.01 28849.01 4 0 0 0 0 0
