stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,124.22500000000018,41.880313,-87.774043,0
388,127.05862068965489,41.88000915,-87.7714723,1
389,148.00238095238083,41.88008776,-87.76992191,2
390,115.14999999999964,41.88010476,-87.76821491,3
391,138.97499999999997,41.88014676,-87.76661691,4
14956,133.34196428571425,41.88014099,-87.76461188,5
393,146.5,41.88018349,-87.7632177,6
394,127.76034482758612,41.88020276,-87.76191891,7
395,135.3906249999999,41.88019981,-87.75996715,8
396,133.29285714285703,41.88025187,-87.75778965,9
397,141.71129032258074,41.88027,-87.75526,10
17169,125.62999999999992,41.88029685,-87.75221539,11
17162,130.15000000000012,41.88033514,-87.7491367,12
14959,128.7596774193548,41.88039237,-87.74496781,13
402,130.66499999999996,41.880443,-87.742998,14
403,124.61666666666618,41.880475,-87.740705,15
17163,130.7645161290321,41.88048501,-87.73768052,16
15848,128.37499999999991,41.88050398,-87.7352163,17
406,128.31666666666675,41.88053063,-87.7331241,18
14500,135.42058823529393,41.88056848,-87.7304601,19
15852,133.51500000000033,41.88059058,-87.72786002,20
409,133.18421052631598,41.88061422,-87.72582347,21
18047,132.29583333333326,41.88070328,-87.72286077,22
17841,124.48333333333368,41.88074353,-87.72045859,23
412,135.9142857142862,41.8808072,-87.7159745,24
413,130.85000000000036,41.88081388,-87.71381964,25
14764,134.5379999999999,41.88084064,-87.71073049,26
415,135.02857142857127,41.880887,-87.708722,27
416,134.35000000000014,41.880902,-87.706333,28
417,136.5,41.880952,-87.703147,29
15185,124.52999999999993,41.88095403,-87.70088084,30
16110,127.71250000000009,41.88099888,-87.69856203,31
420,127.66333333333374,41.88100858,-87.69600765,32
421,132.6777777777778,41.88103245,-87.694048,33
16088,132.92222222222213,41.88103301,-87.69229365,34
423,137.6642857142854,41.88106252,-87.68897646,35
15364,137.80446428571432,41.88109893,-87.68607651,36
425,134.81249999999986,41.88112797,-87.68410996,37
15384,133.20652173913044,41.88117403,-87.68122249,38
427,140.78749999999968,41.881232,-87.679293,39
428,139.01538461538482,41.881262,-87.67685,40
429,100.53333333333346,41.88129674,-87.67424663,41
430,133.1166666666662,41.8813284,-87.67186305,42
431,128.7583333333338,41.88137,-87.669513,43
4727,144.31052631578945,41.881385,-87.668503,44
432,147.97500000000036,41.88139461,-87.66699977,45
15279,148.65000000000023,41.88143358,-87.66418871,46
16049,150.27499999999964,41.88146881,-87.66201484,47
435,121.15769230769212,41.881525,-87.659765,48
436,143.1388888888887,41.881545,-87.657333,49
437,139.51428571428576,41.881608,-87.654897,50
14647,143.15000000000023,41.88165169,-87.65191235,51
439,0.0,41.88167775,-87.64983775,52
440,122.79999999999927,41.882,-87.64728,53
