 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
18047 26438.2 26449.4 13 2 0 0 0
17841 26489.3 26489.3 13 0 0 0 0
412 26537.0 26537.0 13 0 0 0 0
413 26574.1 26582.2 14 1 0 0 0
14764 26638.7 26647.3 12 1 3 0 0
415 26687.8 26687.8 12 0 0 0 0
416 26715.6 26723.0 10 0 2 0 0
417 26771.6 26771.6 10 0 0 0 0
15185 26827.0 26827.0 10 0 0 0 0
16110 26878.1 26878.1 10 0 0 0 0
420 26957.8 26957.8 10 0 0 0 0
421 26989.3 26989.3 10 0 0 0 0
16088 27020.3 27028.4 11 1 0 0 0
423 27058.8 27058.8 11 0 0 0 0
15364 27182.8 27191.4 9 1 3 0 0
425 27263.4 27263.4 9 0 0 0 0
15384 27298.5 27306.6 10 1 0 0 0
427 27354.7 27354.7 10 0 0 0 0
428 27408.5 27414.7 9 0 1 0 0
429 27469.6 27469.6 9 0 0 0 0
430 27494.0 27494.0 9 0 0 0 0
431 27546.6 27557.8 11 2 0 0 0
4727 27608.7 27608.7 11 0 0 0 0
432 27680.9 27689.0 11 1 1 0 0
15279 27801.1 27809.2 12 1 0 0 0
16049 27845.5 27845.5 12 0 0 0 0
435 27904.2 27904.2 12 0 0 0 0
436 27958.8 27965.0 11 0 1 0 0
437 28020.7 28020.7 11 0 0 0 0
14647 28083.2 28083.2 11 0 0 0 0
439 28141.0 28141.0 11 0 0 0 0
440 28228.8 28235.0 10 0 1 0 0
12754 28280.7 28280.7 10 0 0 0 0
442 28334.8 28342.9 10 1 1 0 0
443 28459.1 28467.2 10 1 1 0 0
445 28635.4 28641.6 9 0 1 0 0
446 28752.8 28760.2 7 0 2 0 0
18122 28851.8 28858.0 6 0 1 0 0
     }
- - - - - -
911377020 {
403 26427.1 26427.1 7 0 0 0 0
17163 26471.1 26471.1 7 0 0 0 0
15848 26530.0 26541.2 9 2 0 0 0
406 26587.3 26598.5 11 2 0 0 0
14500 26635.9 26635.9 11 0 0 0 0
15852 26687.1 26687.1 11 0 0 0 0
409 26713.8 26720.0 10 0 1 0 0
18047 26770.6 26770.6 10 0 0 0 0
17841 26815.4 26815.4 10 0 0 0 0
412 26872.1 26880.2 11 1 0 0 0
413 26904.6 26944.6 11 0 0 0 40
14764 26979.3 26986.7 9 0 2 0 0
415 27035.8 27035.8 9 0 0 0 0
416 27079.5 27087.6 8 1 2 0 0
417 27141.5 27141.5 8 0 0 0 0
15185 27177.0 27177.0 8 0 0 0 0
16110 27219.3 27259.3 8 0 0 0 40
420 27316.5 27324.6 8 1 1 0 0
421 27346.3 27346.3 8 0 0 0 0
16088 27371.5 27371.5 8 0 0 0 0
423 27407.5 27407.5 8 0 0 0 0
15364 27531.9 27546.2 9 3 2 0 0
425 27589.7 27629.7 9 0 0 0 40
15384 27677.1 27685.2 10 1 0 0 0
427 27733.1 27747.4 13 3 0 0 0
428 27793.8 27805.0 14 2 1 0 0
429 27856.4 27856.4 14 0 0 0 0
430 27904.6 27912.7 15 1 0 0 0
431 27962.3 27962.3 15 0 0 0 0
4727 28009.9 28016.1 14 0 1 0 0
432 28100.9 28118.3 16 4 2 0 0
15279 28207.0 28207.0 16 0 0 0 0
16049 28243.0 28257.3 19 3 0 0 0
435 28297.7 28315.1 22 4 1 0 0
436 28382.7 28390.8 22 1 1 0 0
437 28458.2 28458.2 22 0 0 0 0
14647 28537.1 28545.2 23 1 0 0 0
439 28610.1 28618.2 24 1 0 0 0
440 28698.2 28712.5 25 3 2 0 0
12754 28758.1 28758.1 25 0 0 0 0
442 28822.3 28830.4 25 1 1 0 0
     }
- - - - - -
911283020 {
396 26424.9 26424.9 5 0 0 0 0
397 26469.9 26478.0 6 1 0 0 0
17169 26534.2 26534.2 6 0 0 0 0
17162 26596.5 26596.5 6 0 0 0 0
14959 26682.6 26690.7 6 1 1 0 0
402 26734.5 26742.6 7 1 0 0 0
403 26772.8 26772.8 7 0 0 0 0
17163 26808.9 26808.9 7 0 0 0 0
15848 26878.4 26886.5 8 1 0 0 0
406 26931.1 26931.1 8 0 0 0 0
14500 26980.8 26980.8 8 0 0 0 0
15852 27020.6 27020.6 8 0 0 0 0
409 27061.5 27072.7 9 2 1 0 0
18047 27152.3 27152.3 9 0 0 0 0
17841 27215.3 27223.4 10 1 0 0 0
412 27285.1 27285.1 10 0 0 0 0
413 27332.3 27340.4 11 1 0 0 0
14764 27402.3 27410.4 10 1 2 0 0
415 27481.5 27481.5 10 0 0 0 0
416 27535.2 27546.4 10 2 2 0 0
417 27610.8 27610.8 10 0 0 0 0
15185 27640.2 27640.2 10 0 0 0 0
16110 27685.6 27685.6 10 0 0 0 0
420 27737.0 27743.2 9 0 1 0 0
421 27761.9 27770.0 10 1 0 0 0
16088 27796.6 27796.6 10 0 0 0 0
423 27827.2 27827.2 10 0 0 0 0
15364 27973.9 27985.1 10 2 2 0 0
425 28045.3 28053.4 11 1 0 0 0
15384 28095.5 28095.5 11 0 0 0 0
427 28145.8 28145.8 11 0 0 0 0
428 28200.4 28206.6 10 0 1 0 0
429 28264.5 28264.5 10 0 0 0 0
430 28302.8 28310.9 11 1 0 0 0
431 28353.7 28361.8 12 1 0 0 0
4727 28419.7 28427.8 13 1 0 0 0
432 28512.2 28518.4 12 0 1 0 0
15279 28596.1 28604.2 13 1 0 0 0
16049 28633.1 28633.1 13 0 0 0 0
