stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,195.72333333333336,41.880313,-87.774043,0
388,189.19000000000014,41.88000915,-87.7714723,1
389,189.3966666666666,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,184.08636363636387,41.88014676,-87.76661691,4
14956,188.551851851852,41.88014099,-87.76461188,5
393,196.25,41.88018349,-87.7632177,6
394,184.82222222222197,41.88020276,-87.76191891,7
395,182.63749999999982,41.88019981,-87.75996715,8
396,190.72199999999975,41.88025187,-87.75778965,9
397,190.01326530612238,41.88027,-87.75526,10
17169,204.48333333333358,41.88029685,-87.75221539,11
17162,189.81190476190454,41.88033514,-87.7491367,12
14959,189.71749999999992,41.88039237,-87.74496781,13
402,176.95000000000013,41.880443,-87.742998,14
403,183.34999999999977,41.880475,-87.740705,15
17163,188.00454545454522,41.88048501,-87.73768052,16
15848,191.3083333333334,41.88050398,-87.7352163,17
406,188.66904761904757,41.88053063,-87.7331241,18
14500,203.22916666666652,41.88056848,-87.7304601,19
15852,172.17499999999959,41.88059058,-87.72786002,20
409,198.15749999999989,41.88061422,-87.72582347,21
18047,219.99999999999966,41.88070328,-87.72286077,22
17841,201.15000000000006,41.88074353,-87.72045859,23
412,199.5,41.8808072,-87.7159745,24
413,0.0,41.88081388,-87.71381964,25
14764,184.81428571428583,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,195.73703703703697,41.880902,-87.706333,28
417,155.2099999999995,41.880952,-87.703147,29
15185,172.74230769230752,41.88095403,-87.70088084,30
16110,185.89444444444456,41.88099888,-87.69856203,31
420,188.0857142857142,41.88100858,-87.69600765,32
421,139.89166666666733,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,190.17000000000044,41.88106252,-87.68897646,35
15364,198.62023809523808,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,198.7524193548387,41.88117403,-87.68122249,38
427,210.02164179104474,41.881232,-87.679293,39
428,223.77333333333348,41.881262,-87.67685,40
429,145.1250000000009,41.88129674,-87.67424663,41
430,216.0175,41.8813284,-87.67186305,42
431,166.55714285714254,41.88137,-87.669513,43
4727,207.8750000000002,41.881385,-87.668503,44
432,219.21020408163236,41.88139461,-87.66699977,45
15279,194.17499999999995,41.88143358,-87.66418871,46
16049,204.4531250000001,41.88146881,-87.66201484,47
435,230.7629032258064,41.881525,-87.659765,48
436,227.72935779816532,41.881545,-87.657333,49
437,223.28015873015855,41.881608,-87.654897,50
14647,236.27021276595767,41.88165169,-87.65191235,51
439,218.79210526315785,41.88167775,-87.64983775,52
440,245.59594594594603,41.882,-87.64728,53
12754,269.55000000000007,41.8830708,-87.64669495,54
442,268.51111111111106,41.88311,-87.642848,55
443,290.9883720930232,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,141.94999999999982,41.883137,-87.632625,58
18122,294.64999999999964,41.88314707,-87.63019604,59
448,220.73421052631574,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,0.0,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
