3 {
1120 27046.21 5 0 2 0
1121 27105.13 4 0 1 0
3953 27202.73 4 0 0 0
3954 27250.63 4 0 0 0
     }
- - - - - -
4 {
1119 27196.83 2 0 1 0
1120 27270.44 1 0 1 0
1121 27307.64 1 0 0 0
3953 27374.56 1 0 0 0
3954 27431.26 1 0 0 0
     }
- - - - - -
5 {
18122 27029.28 3 0 0 0
448 27143.48 1 0 2 0
1119 27276.18 1 0 0 0
1120 27321.46 1 0 0 0
1121 27366.99 1 0 0 0
3953 27424.46 1 0 0 0
3954 27460.41 1 0 0 0
     }
- - - - - -
6 {
443 27089.54 10 1 1 0
445 27239.12 9 0 1 0
446 27318.97 8 1 2 0
18122 27450.99 7 0 1 0
448 27568.16 3 1 5 0
1119 27734.44 2 0 1 0
1120 27792.09 1 0 1 0
1121 27837.96 1 0 0 0
3953 27903.58 1 0 0 0
3954 27934.12 1 0 0 0
     }
- - - - - -
7 {
14647 27078.14 17 0 0 0
439 27120.76 17 0 0 0
440 27199.58 16 1 2 0
12754 27245.75 16 0 0 0
442 27308.52 15 0 1 0
443 27435.67 17 4 2 0
445 27599.9 15 0 2 0
446 27679.52 12 0 3 0
18122 27756.97 11 0 1 0
448 27881.28 5 1 7 0
1119 28092.31 4 0 1 0
1120 28157.73 3 0 1 0
1121 28207.41 3 0 0 0
3953 28266.55 3 0 0 0
3954 28307.34 3 0 0 0
     }
- - - - - -
8 {
431 27035.49 23 2 1 0
4727 27088.29 23 1 1 0
432 27143.77 21 0 2 0
15279 27210.9 21 0 0 0
16049 27249.68 21 0 0 0
435 27296.65 21 1 1 0
436 27349.21 25 5 1 0
437 27418.86 27 3 1 0
14647 27493.07 27 0 0 0
439 27565.66 27 1 1 0
440 27674.81 26 1 2 0
12754 27722.61 26 0 0 0
442 27774.52 24 0 2 0
443 27916.02 28 7 3 0
445 28088.46 24 0 4 0
446 28213.46 20 0 4 0
18122 28335.96 18 1 3 0
448 28492.26 7 1 12 0
1119 28648.22 5 0 2 0
1120 28715.37 4 0 1 0
1121 28756.76 3 0 1 0
3953 28845.77 3 0 0 0
3954 28884.31 3 0 0 0
     }
- - - - - -
9 {
428 27066.19 11 0 1 0
429 27100.22 12 1 0 0
430 27152.79 13 1 0 0
431 27208.69 13 0 0 0
4727 27260.06 13 0 0 0
432 27370.44 12 0 1 0
15279 27415.11 12 0 0 0
16049 27460.01 13 1 0 0
435 27525.94 13 1 1 0
436 27590.06 14 2 1 0
437 27652.17 14 0 0 0
14647 27721.91 14 0 0 0
439 27766.05 14 0 0 0
440 27834.33 14 1 1 0
12754 27883.26 14 0 0 0
442 27934.49 13 0 1 0
443 28044.42 13 1 1 0
445 28243.06 11 0 2 0
446 28341.64 9 0 2 0
18122 28469.85 7 0 2 0
448 28565.34 2 0 5 0
1119 28705.04 2 0 0 0
1120 28746.65 2 0 0 0
1121 28815.07 2 0 0 0
3953 28867.92 2 0 0 0
3954 28899.29 2 0 0 0
     }
- - - - - -
10 {
420 27049.38 8 1 1 0
421 27070.72 8 0 0 0
16088 27097.63 9 1 0 0
423 27124.25 9 0 0 0
15364 27207.12 9 2 2 0
425 27269.61 9 0 0 0
15384 27300.67 9 0 0 0
427 27357.7 9 0 0 0
428 27416.23 8 0 1 0
429 27471.59 8 0 0 0
430 27509.75 8 0 0 0
431 27553.17 8 0 0 0
4727 27598.87 8 0 0 0
432 27702.57 7 0 1 0
15279 27777.01 9 2 0 0
16049 27818.49 11 2 0 0
435 27862.16 11 1 1 0
436 27909.09 11 0 0 0
437 28006.24 12 1 0 0
14647 28060.38 12 0 0 0
439 28115.67 12 0 0 0
440 28198.2 12 1 1 0
12754 28239.7 12 0 0 0
442 28303.37 12 1 1 0
443 28412.82 13 2 1 0
445 28586.26 11 0 2 0
446 28681.86 9 0 2 0
18122 28808.16 8 1 2 0
448 28984.96 5 2 5 0
1119 29255.88 4 0 1 0
1120 29342.45 4 0 0 0
1121 29378.37 4 0 0 0
3953 29431.39 3 0 1 0
3954 29460.82 3 0 0 0
     }
- - - - - -
11 {
15185 27039.78 4 0 0 0
16110 27067.4 4 0 0 0
420 27120.57 4 0 0 0
421 27142.55 4 0 0 0
16088 27167.71 4 0 0 0
423 27197.91 4 0 0 0
15364 27308.08 3 0 1 0
425 27364.99 3 0 0 0
15384 27402.05 3 0 0 0
427 27451.46 3 0 0 0
428 27514.26 3 0 0 0
429 27567.42 3 0 0 0
430 27591.36 3 0 0 0
431 27628.6 3 0 0 0
4727 27667.04 3 0 0 0
432 27780.9 3 0 0 0
15279 27850.81 4 1 0 0
16049 27881.37 4 0 0 0
435 27928.78 4 0 0 0
436 27996.68 6 2 0 0
437 28063.37 6 0 0 0
14647 28105.76 6 0 0 0
439 28158.24 6 0 0 0
440 28237.98 6 0 0 0
12754 28292.54 6 0 0 0
442 28346.12 6 0 0 0
443 28418.59 5 0 1 0
445 28584.16 4 0 1 0
446 28689.99 3 0 1 0
18122 28806.06 2 0 1 0
448 28976.56 1 0 1 0
1119 29248.78 1 0 0 0
1120 29342.45 1 0 0 0
1121 29400.49 1 0 0 0
3953 29452.12 1 0 0 0
3954 29499.7 1 0 0 0
     }
- - - - - -
12 {
412 27057.69 6 0 0 0
413 27102.48 6 0 0 0
14764 27183.73 7 2 1 0
415 27239.15 7 0 0 0
416 27281.69 6 0 1 0
417 27354.41 6 0 0 0
15185 27376.4 6 0 0 0
16110 27429.49 8 2 0 0
420 27478.82 8 1 1 0
421 27504.21 8 0 0 0
16088 27539.46 8 0 0 0
423 27567.18 9 1 0 0
15364 27720.04 9 2 2 0
425 27805.86 10 1 0 0
15384 27843.68 11 1 0 0
427 27877.7 11 0 0 0
428 27943.08 10 0 1 0
429 27979.04 10 0 0 0
430 28014.4 10 0 0 0
431 28049.47 10 0 0 0
4727 28116.96 12 2 0 0
432 28235.95 14 3 1 0
15279 28295.22 14 0 0 0
16049 28316.64 14 0 0 0
435 28364.5 15 1 0 0
436 28421.91 16 2 1 0
437 28545.93 18 2 0 0
14647 28616.2 18 0 0 0
439 28676.14 19 1 0 0
440 28727.51 18 0 1 0
12754 28782.46 18 0 0 0
442 28919.68 18 1 1 0
443 29125.11 22 5 1 0
445 29487.16 21 3 4 0
446 29580.32 18 2 5 0
18122 29705.15 20 4 2 0
448 29828.5 8 1 13 0
1119 30044.71 5 0 3 0
1120 30128.54 4 0 1 0
1121 30191.05 4 0 0 0
3953 30273.97 3 0 1 0
3954 30298.79 3 0 0 0
     }
- - - - - -
13 {
15848 27016.61 8 1 0 0
406 27058.01 7 0 1 0
14500 27123.4 7 0 0 0
15852 27177.94 7 0 0 0
409 27211.4 7 1 1 0
18047 27330.32 8 1 0 0
17841 27389.12 10 2 0 0
412 27445.26 10 0 0 0
413 27481.57 10 0 0 0
14764 27568.97 10 2 2 0
415 27612.36 10 0 0 0
416 27672.22 10 2 2 0
417 27760.03 11 1 0 0
15185 27774.73 11 0 0 0
16110 27826.87 11 0 0 0
420 27882.27 10 0 1 0
421 27909.71 10 0 0 0
16088 27942.84 11 1 0 0
423 27964.66 11 0 0 0
15364 28141.54 11 3 3 0
425 28227.56 12 1 0 0
15384 28278.09 16 4 0 0
427 28332.38 17 1 0 0
428 28403.13 16 0 1 0
429 28443.96 16 0 0 0
430 28475.7 16 0 0 0
431 28528.17 17 1 0 0
4727 28576.79 16 0 1 0
432 28670.39 15 1 2 0
15279 28801.57 16 1 0 0
16049 28840.71 17 1 0 0
435 28915.76 19 2 0 0
436 29040.04 23 4 0 0
437 29115.64 26 3 0 0
14647 29201.36 28 2 0 0
439 29256.74 28 0 0 0
440 29379.79 33 7 2 0
12754 29444.89 36 3 0 0
442 29536.63 34 0 2 0
443 29693.26 32 0 2 0
445 29881.59 29 2 5 0
446 30013.97 23 0 6 0
18122 30154.22 22 2 3 0
448 30261.81 12 4 14 0
1119 30494.79 8 0 4 0
     }
- - - - - -
14 {
14959 27001.78 5 1 0 0
402 27032.31 5 0 0 0
403 27061.18 5 0 0 0
17163 27077.23 5 0 0 0
15848 27135.02 6 1 0 0
406 27180.41 5 0 1 0
14500 27221.0 5 0 0 0
15852 27264.33 5 0 0 0
409 27301.27 5 0 0 0
18047 27369.44 5 0 0 0
17841 27430.76 5 0 0 0
412 27484.04 5 0 0 0
413 27531.06 5 0 0 0
14764 27592.65 4 0 1 0
415 27630.01 4 0 0 0
416 27684.48 3 0 1 0
417 27756.84 3 0 0 0
15185 27777.26 3 0 0 0
16110 27826.87 3 0 0 0
420 27886.4 3 0 0 0
421 27911.96 3 0 0 0
16088 27934.74 3 0 0 0
423 27964.66 3 0 0 0
15364 28134.34 2 0 1 0
425 28226.14 2 0 0 0
15384 28260.69 2 0 0 0
427 28324.28 2 0 0 0
428 28396.03 2 0 0 0
429 28443.96 2 0 0 0
430 28486.17 2 0 0 0
431 28532.42 2 0 0 0
4727 28569.69 2 0 0 0
432 28661.19 2 0 0 0
15279 28793.47 2 0 0 0
16049 28835.21 2 0 0 0
435 28904.56 2 0 0 0
436 29022.64 2 0 0 0
437 29101.34 2 0 0 0
14647 29207.07 2 0 0 0
439 29257.77 2 0 0 0
440 29353.09 2 0 0 0
12754 29430.59 2 0 0 0
442 29527.43 2 0 0 0
443 29684.06 2 0 0 0
445 29892.88 2 0 0 0
446 30025.01 2 0 0 0
18122 30142.92 2 0 0 0
448 30238.98 1 0 1 0
1119 30481.39 1 0 0 0
     }
- - - - - -
15 {
393 27041.01 5 0 0 0
394 27072.61 6 1 0 0
395 27097.83 6 0 0 0
396 27121.92 6 0 0 0
397 27179.54 7 1 0 0
17169 27281.49 9 2 0 0
17162 27328.51 10 1 0 0
14959 27397.53 11 2 1 0
402 27466.01 12 1 0 0
403 27496.48 12 0 0 0
17163 27536.17 13 1 0 0
15848 27586.72 13 1 1 0
406 27620.31 11 0 2 0
14500 27685.68 10 0 1 0
15852 27767.36 12 2 0 0
409 27809.61 13 2 1 0
18047 27901.05 13 0 0 0
17841 27959.25 13 0 0 0
412 28008.9 13 0 0 0
413 28048.5 14 1 0 0
14764 28117.24 12 1 3 0
415 28180.82 12 0 0 0
416 28224.39 11 1 2 0
417 28275.22 11 0 0 0
15185 28303.04 11 0 0 0
16110 28359.11 11 1 1 0
420 28405.22 9 0 2 0
421 28432.01 9 0 0 0
16088 28446.67 9 0 0 0
423 28475.38 11 2 0 0
15364 28710.07 12 4 3 0
