stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,229.37142857142862,41.880313,-87.774043,0
388,181.5,41.88000915,-87.7714723,1
389,209.95000000000073,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,195.25,41.88014676,-87.76661691,4
14956,184.57272727272704,41.88014099,-87.76461188,5
393,242.5,41.88018349,-87.7632177,6
394,136.21666666666715,41.88020276,-87.76191891,7
395,0.0,41.88019981,-87.75996715,8
396,177.8666666666666,41.88025187,-87.75778965,9
397,185.61315789473682,41.88027,-87.75526,10
17169,135.5,41.88029685,-87.75221539,11
17162,195.48333333333298,41.88033514,-87.7491367,12
14959,172.76111111111115,41.88039237,-87.74496781,13
402,0.0,41.880443,-87.742998,14
403,0.0,41.880475,-87.740705,15
17163,157.01666666666642,41.88048501,-87.73768052,16
15848,179.6714285714292,41.88050398,-87.7352163,17
406,210.45714285714297,41.88053063,-87.7331241,18
14500,197.04999999999967,41.88056848,-87.7304601,19
15852,201.1166666666668,41.88059058,-87.72786002,20
409,203.1083333333339,41.88061422,-87.72582347,21
18047,170.9999999999997,41.88070328,-87.72286077,22
17841,163.12500000000045,41.88074353,-87.72045859,23
412,0.0,41.8808072,-87.7159745,24
413,0.0,41.88081388,-87.71381964,25
14764,142.39999999999964,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,129.40769230769226,41.880902,-87.706333,28
417,0.0,41.880952,-87.703147,29
15185,162.15000000000023,41.88095403,-87.70088084,30
16110,136.31249999999955,41.88099888,-87.69856203,31
420,152.18499999999986,41.88100858,-87.69600765,32
421,0.0,41.88103245,-87.694048,33
16088,116.64999999999964,41.88103301,-87.69229365,34
423,149.14166666666702,41.88106252,-87.68897646,35
15364,161.87500000000006,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,153.29473684210558,41.88117403,-87.68122249,38
427,166.2425925925927,41.881232,-87.679293,39
428,169.44090909090863,41.881262,-87.67685,40
429,0.0,41.88129674,-87.67424663,41
430,162.375,41.8813284,-87.67186305,42
431,242.4499999999989,41.88137,-87.669513,43
4727,160.25147058823532,41.881385,-87.668503,44
432,130.0291666666667,41.88139461,-87.66699977,45
15279,205.01428571428627,41.88143358,-87.66418871,46
16049,172.66279069767415,41.88146881,-87.66201484,47
435,172.90810810810802,41.881525,-87.659765,48
436,174.8102564102564,41.881545,-87.657333,49
437,170.91818181818186,41.881608,-87.654897,50
14647,196.15312500000005,41.88165169,-87.65191235,51
439,151.5633333333334,41.88167775,-87.64983775,52
440,187.3529411764705,41.882,-87.64728,53
12754,169.1699999999997,41.8830708,-87.64669495,54
442,174.97222222222203,41.88311,-87.642848,55
443,206.30185185185218,41.883084,-87.639976,56
445,209.89999999999964,41.883128,-87.635516,57
446,263.47500000000036,41.883137,-87.632625,58
18122,194.35384615384618,41.88314707,-87.63019604,59
448,211.01249999999982,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,0.0,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
