stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,172.5229166666667,41.880313,-87.774043,0
388,191.0999999999993,41.88000915,-87.7714723,1
389,176.1499999999998,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,181.9818181818181,41.88014676,-87.76661691,4
14956,180.8785714285713,41.88014099,-87.76461188,5
393,0.0,41.88018349,-87.7632177,6
394,178.35000000000008,41.88020276,-87.76191891,7
395,191.63125000000014,41.88019981,-87.75996715,8
396,184.56562500000007,41.88025187,-87.75778965,9
397,184.99456521739125,41.88027,-87.75526,10
17169,175.85000000000036,41.88029685,-87.75221539,11
17162,180.44399999999993,41.88033514,-87.7491367,12
14959,182.92173913043513,41.88039237,-87.74496781,13
402,204.25,41.880443,-87.742998,14
403,0.0,41.880475,-87.740705,15
17163,188.56111111111125,41.88048501,-87.73768052,16
15848,183.60555555555564,41.88050398,-87.7352163,17
406,190.29800000000003,41.88053063,-87.7331241,18
14500,193.00526315789466,41.88056848,-87.7304601,19
15852,211.60624999999982,41.88059058,-87.72786002,20
409,186.47499999999982,41.88061422,-87.72582347,21
18047,213.71999999999971,41.88070328,-87.72286077,22
17841,188.43108108108115,41.88074353,-87.72045859,23
412,0.0,41.8808072,-87.7159745,24
413,0.0,41.88081388,-87.71381964,25
14764,211.8214285714291,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,188.40500000000017,41.880902,-87.706333,28
417,185.03333333333316,41.880952,-87.703147,29
15185,188.40000000000038,41.88095403,-87.70088084,30
16110,191.0,41.88099888,-87.69856203,31
420,184.49333333333337,41.88100858,-87.69600765,32
421,180.1916666666666,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,203.37000000000006,41.88106252,-87.68897646,35
15364,191.59814814814808,41.88109893,-87.68607651,36
425,166.75,41.88112797,-87.68410996,37
15384,203.8262295081967,41.88117403,-87.68122249,38
427,205.94344262295093,41.881232,-87.679293,39
428,201.18906249999992,41.881262,-87.67685,40
429,202.79999999999927,41.88129674,-87.67424663,41
430,212.68124999999975,41.8813284,-87.67186305,42
431,228.92142857142815,41.88137,-87.669513,43
4727,216.63175675675683,41.881385,-87.668503,44
432,207.69622641509437,41.88139461,-87.66699977,45
15279,207.93928571428594,41.88143358,-87.66418871,46
16049,194.77687499999988,41.88146881,-87.66201484,47
435,205.22047619047623,41.881525,-87.659765,48
436,213.3360000000001,41.881545,-87.657333,49
437,212.058181818182,41.881608,-87.654897,50
14647,236.03839285714295,41.88165169,-87.65191235,51
439,233.13333333333327,41.88167775,-87.64983775,52
440,222.81860465116299,41.882,-87.64728,53
12754,242.1346153846151,41.8830708,-87.64669495,54
442,212.06304347826034,41.88311,-87.642848,55
443,259.61741071428594,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,275.43124999999964,41.883137,-87.632625,58
18122,255.81875000000036,41.88314707,-87.63019604,59
448,238.30483870967745,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,334.7500000000009,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
