trip_id,stop_id,arr_t,dep_t,load_count,ons_count,offs_count,denied_count,hold_sec,skip
910955020,386,7:35:27,7:35:27,0,0,0,0,0,0
910955020,388,7:36:02,7:36:02,0,0,0,0,0,0
910955020,389,7:36:32,7:36:40,1,1,0,0,0,0
910955020,390,7:37:02,7:37:02,1,0,0,0,0,1
910955020,391,7:37:18,7:37:18,1,0,0,0,0,0
910955020,14956,7:38:24,7:38:32,2,1,0,0,0,0
910955020,393,7:39:03,7:39:03,2,0,0,0,0,0
910955020,394,7:39:18,7:39:26,3,1,0,0,0,0
910955020,395,7:39:58,7:39:58,3,0,0,0,0,0
910955020,396,7:40:28,7:40:28,3,0,0,0,0,0
910955020,397,7:41:25,7:41:36,5,2,0,0,0,0
910955020,17169,7:42:51,7:42:51,5,0,0,0,0,0
910955020,17162,7:43:37,7:43:37,5,0,0,0,0,0
910955020,14959,7:44:36,7:44:44,6,1,0,0,0,0
910955020,402,7:45:41,7:45:49,7,1,0,0,0,0
910955020,403,7:46:11,7:46:11,7,0,0,0,0,0
910955020,17163,7:46:41,7:46:49,8,1,0,0,0,0
910955020,15848,7:47:46,7:47:46,8,0,0,0,0,0
910955020,406,7:48:28,7:48:35,6,0,2,0,0,0
910955020,14500,7:49:36,7:49:44,7,1,0,0,0,0
910955020,15852,7:50:30,7:50:30,7,0,0,0,0,0
910955020,409,7:50:56,7:51:03,6,0,1,0,0,0
910955020,18047,7:52:14,7:52:14,6,0,0,0,0,0
910955020,17841,7:53:30,7:53:38,7,1,0,0,0,0
910955020,412,7:54:30,7:54:30,7,0,0,0,0,0
910955020,413,7:55:12,7:55:12,7,0,0,0,0,0
910955020,14764,7:56:21,7:56:30,4,0,3,0,0,0
910955020,415,7:57:32,7:57:32,4,0,0,0,0,0
910955020,416,7:58:25,7:58:32,2,0,2,0,0,0
910955020,417,7:59:51,7:59:51,2,0,0,0,0,0
910955020,15185,8:00:27,8:00:27,2,0,0,0,0,0
910955020,16110,8:01:18,8:01:18,2,0,0,0,0,0
910955020,420,8:02:05,8:02:05,2,0,0,0,0,0
910955020,421,8:02:28,8:02:28,2,0,0,0,0,0
910955020,16088,8:02:47,8:02:47,2,0,0,0,0,0
910955020,423,8:03:11,8:03:11,2,0,0,0,0,0
910955020,15364,8:05:51,8:06:08,6,4,0,0,0,0
910955020,425,8:07:19,8:07:19,6,0,0,0,0,0
910955020,15384,8:07:52,8:08:00,7,1,0,0,0,0
910955020,427,8:08:30,8:08:38,8,1,0,0,0,0
910955020,428,8:09:24,8:09:32,7,1,2,0,0,0
910955020,429,8:10:03,8:10:03,7,0,0,0,0,0
910955020,430,8:10:45,8:10:45,7,0,0,0,0,0
910955020,431,8:11:59,8:11:59,7,0,0,0,0,0
910955020,4727,8:13:07,8:13:18,9,2,0,0,0,0
910955020,432,8:14:58,8:15:06,9,1,1,0,0,0
910955020,15279,8:16:05,8:16:05,9,0,0,0,0,0
910955020,16049,8:16:25,8:17:05,12,3,0,0,40,0
910955020,435,8:18:12,8:18:30,16,4,0,0,0,0
910955020,436,8:19:58,8:20:18,21,5,0,0,0,0
910955020,437,8:21:28,8:21:39,23,2,0,0,0,0
910955020,14647,8:22:45,8:23:02,27,4,0,0,0,0
910955020,439,8:23:41,8:23:41,27,0,0,0,0,0
910955020,440,8:25:14,8:25:22,28,1,0,0,0,0
910955020,12754,8:26:10,8:26:10,28,0,0,0,0,0
910955020,442,8:27:36,8:27:44,29,1,0,0,0,0
910955020,443,8:30:14,8:30:28,31,3,1,0,0,0
910955020,445,8:36:51,8:37:02,26,0,5,0,0,0
910955020,446,8:38:24,8:38:36,20,0,6,0,0,0
910955020,18122,8:40:00,8:40:06,19,0,1,0,0,0
910955020,448,8:42:28,8:42:49,6,1,14,0,0,0
910955020,1119,8:45:02,8:45:09,4,0,2,0,0,0
910955020,1120,8:46:29,8:46:36,3,0,1,0,0,0
910955020,1121,8:47:33,8:47:33,3,0,0,0,0,0
910955020,3953,8:48:52,8:48:52,3,0,0,0,0,0
910955020,3954,8:49:29,8:49:29,3,0,0,0,0,0
910955020,8613,8:51:35,8:51:35,0,0,3,0,0,0
911004030,386,7:41:22,7:41:22,0,0,0,0,0,0
911004030,388,7:42:09,7:42:09,0,0,0,0,0,0
911004030,389,7:42:40,7:42:40,0,0,0,0,0,0
911004030,390,7:43:06,7:43:06,0,0,0,0,0,1
911004030,391,7:43:32,7:43:32,0,0,0,0,0,0
911004030,14956,7:44:48,7:44:56,1,1,0,0,0,0
911004030,393,7:45:26,7:45:26,1,0,0,0,0,0
911004030,394,7:45:48,7:45:48,1,0,0,0,0,0
911004030,395,7:46:20,7:46:28,2,1,0,0,0,0
911004030,396,7:47:03,7:47:03,2,0,0,0,0,0
911004030,397,7:47:57,7:48:03,1,0,1,0,0,0
911004030,17169,7:49:13,7:49:13,1,0,0,0,0,0
911004030,17162,7:49:59,7:49:59,1,0,0,0,0,0
911004030,14959,7:51:04,7:51:04,1,0,0,0,0,1
911004030,402,7:51:38,7:51:38,1,0,0,0,0,0
911004030,403,7:52:00,7:52:00,1,0,0,0,0,0
911004030,17163,7:52:43,7:52:51,2,1,0,0,0,0
911004030,15848,7:53:46,7:53:46,2,0,0,0,0,0
911004030,406,7:54:22,7:54:30,2,1,1,0,0,0
911004030,14500,7:55:18,7:55:28,3,1,0,0,10,0
911004030,15852,7:56:15,7:56:15,3,0,0,0,0,0
911004030,409,7:56:47,7:56:55,4,1,0,0,0,0
911004030,18047,7:58:29,7:58:29,4,0,0,0,0,0
911004030,17841,7:59:42,7:59:42,4,0,0,0,0,0
911004030,412,8:00:41,8:00:41,4,0,0,0,0,0
911004030,413,8:01:29,8:01:29,4,0,0,0,0,0
911004030,14764,8:02:23,8:02:29,3,0,1,0,0,0
911004030,415,8:02:58,8:02:58,3,0,0,0,0,0
911004030,416,8:04:02,8:04:02,3,0,0,0,0,0
911004030,417,8:05:07,8:05:07,3,0,0,0,0,0
911004030,15185,8:05:54,8:05:54,3,0,0,0,0,0
911004030,16110,8:06:29,8:06:49,3,0,0,0,20,0
911004030,420,8:07:41,8:07:52,5,2,0,0,0,0
911004030,421,8:08:19,8:08:19,5,0,0,0,0,0
911004030,16088,8:08:42,8:08:42,5,0,0,0,0,0
911004030,423,8:09:10,8:09:10,5,0,0,0,0,0
911004030,15364,8:11:19,8:11:30,4,2,3,0,0,0
911004030,425,8:13:17,8:13:17,4,0,0,0,0,0
911004030,15384,8:13:54,8:14:05,6,2,0,0,0,0
911004030,427,8:14:45,8:15:14,14,8,0,0,0,0
911004030,428,8:16:01,8:16:18,18,4,0,0,0,0
911004030,429,8:16:43,8:16:43,18,0,0,0,0,0
911004030,430,8:17:17,8:17:25,19,1,0,0,0,0
911004030,431,8:18:48,8:18:48,19,0,0,0,0,0
911004030,4727,8:20:14,8:20:31,23,4,0,0,0,0
911004030,432,8:22:12,8:22:20,22,1,2,0,0,0
911004030,15279,8:23:32,8:23:32,22,0,0,0,0,0
911004030,16049,8:23:58,8:24:21,28,6,0,0,0,0
911004030,435,8:25:22,8:25:33,29,2,1,0,0,0
911004030,436,8:26:59,8:27:07,30,1,0,0,0,0
911004030,437,8:28:00,8:28:11,32,2,0,0,0,0
911004030,14647,8:29:24,8:29:24,32,0,0,0,0,0
911004030,439,8:30:17,8:30:17,32,0,0,0,0,0
911004030,440,8:32:11,8:32:18,30,0,2,0,0,0
911004030,12754,8:33:21,8:33:21,30,0,0,0,0,0
911004030,442,8:36:06,8:36:06,30,0,0,0,0,0
911004030,443,8:39:23,8:39:46,35,6,1,0,0,0
911004030,445,8:44:26,8:44:44,24,0,11,0,0,0
911004030,446,8:46:00,8:46:08,21,0,3,0,0,0
911004030,18122,8:47:36,8:47:46,18,1,4,0,0,0
911004030,448,8:49:40,8:50:00,7,1,12,0,0,0
911004030,1119,8:52:29,8:52:37,5,0,2,0,0,0
911004030,1120,8:53:47,8:53:57,1,0,4,0,0,0
911004030,1121,8:54:54,8:54:54,1,0,0,0,0,0
911004030,3953,8:56:07,8:56:07,1,0,0,0,0,0
911004030,3954,8:56:44,8:56:44,1,0,0,0,0,0
911004030,8613,8:59:12,8:59:12,0,0,1,0,0,0
911457020,386,7:46:50,7:46:50,0,0,0,0,0,0
911457020,388,7:47:38,7:47:38,0,0,0,0,0,0
911457020,389,7:48:00,7:48:00,0,0,0,0,0,0
911457020,390,7:48:21,7:48:31,0,0,0,0,10,0
911457020,391,7:48:56,7:48:56,0,0,0,0,0,0
911457020,14956,7:49:51,7:49:51,0,0,0,0,0,0
911457020,393,7:50:24,7:50:24,0,0,0,0,0,0
911457020,394,7:50:38,7:50:38,0,0,0,0,0,0
911457020,395,7:51:09,7:51:29,0,0,0,0,20,0
911457020,396,7:52:02,7:52:02,0,0,0,0,0,0
911457020,397,7:53:08,7:53:16,1,1,0,0,0,0
911457020,17169,7:54:16,7:54:16,1,0,0,0,0,0
911457020,17162,7:55:08,7:55:16,2,1,0,0,0,0
911457020,14959,7:56:20,7:56:40,2,0,0,0,20,0
