stop,wait_time_sec,stop_lat,stop_lon
386,242.08325401797666,41.880313,-87.774043
388,360.0237176219119,41.88000915,-87.7714723
389,284.67802933154235,41.88008776,-87.76992191
390,249.7392340761735,41.88010476,-87.76821491
391,235.2240384574504,41.88014676,-87.76661691
14956,232.4388885177306,41.88014099,-87.76461188
393,254.64825375849114,41.88018349,-87.7632177
394,207.45417740521827,41.88020276,-87.76191891
395,267.289260116767,41.88019981,-87.75996715
396,233.20844160697834,41.88025187,-87.75778965
397,312.09486851384594,41.88027,-87.75526
17169,175.38968401216366,41.88029685,-87.75221539
17162,316.26620328038837,41.88033514,-87.7491367
14959,185.10306226672765,41.88039237,-87.74496781
402,172.26766375800136,41.880443,-87.742998
403,149.46356771089177,41.880475,-87.740705
17163,231.82900813312062,41.88048501,-87.73768052
15848,219.032867400717,41.88050398,-87.7352163
406,257.54241235183207,41.88053063,-87.7331241
14500,270.48382070060626,41.88056848,-87.7304601
15852,291.47350335613226,41.88059058,-87.72786002
409,295.38426057412534,41.88061422,-87.72582347
18047,315.72622225553044,41.88070328,-87.72286077
17841,268.3777304343088,41.88074353,-87.72045859
412,0.0,41.8808072,-87.7159745
413,254.66913179843505,41.88081388,-87.71381964
14764,236.63600545272755,41.88084064,-87.71073049
415,188.40954376047102,41.880887,-87.708722
416,403.9631125685451,41.880902,-87.706333
417,367.8249403021988,41.880952,-87.703147
15185,255.8036018994068,41.88095403,-87.70088084
16110,255.48221062295488,41.88099888,-87.69856203
420,355.53802747563145,41.88100858,-87.69600765
421,173.88796860393026,41.88103245,-87.694048
16088,186.0723835625191,41.88103301,-87.69229365
423,314.61500292271086,41.88106252,-87.68897646
15364,300.0380598856754,41.88109893,-87.68607651
425,245.8473816683621,41.88112797,-87.68410996
15384,272.66639304702284,41.88117403,-87.68122249
427,355.8718632664275,41.881232,-87.679293
428,652.0221130712781,41.881262,-87.67685
429,259.24370073811525,41.88129674,-87.67424663
430,1462.0908026146467,41.8813284,-87.67186305
431,279.16056045746416,41.88137,-87.669513
4727,320.65873993387504,41.881385,-87.668503
432,1129.5603811388012,41.88139461,-87.66699977
15279,680.025088924651,41.88143358,-87.66418871
16049,817.6090372859011,41.88146881,-87.66201484
435,917.8071003078389,41.881525,-87.659765
436,566.4884790685016,41.881545,-87.657333
437,997.0823293619824,41.881608,-87.654897
14647,916.1488855947102,41.88165169,-87.65191235
439,1101.3636112740005,41.88167775,-87.64983775
440,531.0362716815124,41.882,-87.64728
12754,1014.1002870398291,41.8830708,-87.64669495
442,241.1483291099462,41.88311,-87.642848
443,277.5169801744906,41.883084,-87.639976
445,342.3947180308707,41.883128,-87.635516
446,372.2815300438036,41.883137,-87.632625
18122,372.5565766896674,41.88314707,-87.63019604
448,221.98864675701893,41.88316957,-87.62749695
1119,195.0819112281224,41.88468794,-87.62431755
1120,0.0,41.88669974,-87.624384
1121,0.0,41.888076,-87.624425
3953,0.0,41.887978,-87.621979
3954,0.0,41.887792,-87.620967
8613,0.0,41.884688,-87.620796
