 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_time,  skip  (1/0) 
911214020 {
15852 26401.0 26401.0 5 0 0 0 0 0
409 26424.2 26435.4 7 2 0 0 0 0
18047 26525.49 26525.49 7 0 0 0 0 0
17841 26567.99 26567.99 7 0 0 0 0 0
412 26616.41 26616.41 7 0 0 0 0 0
413 26648.09 26648.09 7 0 0 0 0 0
14764 26692.18 26700.28 7 1 1 0 0 0
415 26751.68 26751.68 7 0 0 0 0 0
416 26779.73 26787.83 7 1 1 0 0 0
417 26852.87 26852.87 7 0 0 0 0 0
15185 26893.35 26893.35 7 0 0 0 0 0
16110 26962.62 26962.62 7 0 0 0 0 0
420 27015.26 27026.46 8 2 1 0 0 0
421 27063.88 27071.98 9 1 0 0 0 0
16088 27094.75 27102.85 10 1 0 0 0 0
423 27147.4 27147.4 10 0 0 0 0 0
15364 27235.35 27246.55 10 2 2 0 0 0
425 27315.76 27315.76 10 0 0 0 0 0
15384 27357.32 27368.52 12 2 0 0 0 0
427 27414.24 27414.24 12 0 0 0 0 0
428 27466.57 27474.67 12 1 1 0 0 0
429 27531.32 27531.32 12 0 0 0 0 0
430 27574.15 27574.15 12 0 0 0 0 0
431 27619.67 27619.67 12 0 0 0 0 0
4727 27661.74 27669.84 13 1 0 0 0 0
432 27761.67 27767.87 12 0 1 0 0 0
15279 27864.64 27864.64 12 0 0 0 0 0
16049 27892.95 27901.05 13 1 0 0 0 0
435 27959.71 27977.11 17 4 0 0 0 0
436 28031.87 28043.07 18 2 1 0 0 0
437 28120.08 28120.08 18 0 0 0 0 0
14647 28208.33 28208.33 18 0 0 0 0 0
439 28242.06 28242.06 18 0 0 0 0 0
440 28314.77 28329.07 20 3 1 0 0 0
12754 28392.96 28392.96 20 0 0 0 0 0
442 28469.41 28477.51 20 1 1 0 0 0
443 28574.64 28582.74 19 1 2 0 0 0
445 28728.77 28737.37 16 0 3 0 0 0
446 28863.64 28873.44 12 0 4 0 0 0
18122 28952.97 28964.17 13 2 1 0 0 0
448 29056.83 29071.43 6 1 8 0 0 0
1119 29269.42 29275.62 5 0 1 0 0 0
1120 29356.76 29362.96 4 0 1 0 0 0
1121 29412.14 29412.14 4 0 0 0 0 0
3953 29474.57 29480.77 3 0 1 0 0 0
3954 29517.25 29517.25 3 0 0 0 0 0
8613 29730.18 29730.18 0 0 3 0 0 0
     }
- - - - - -
911377020 {
402 26403.99 26403.99 5 0 0 0 0 0
403 26427.44 26467.44 5 0 0 0 40 0
17163 26503.58 26511.68 6 1 0 0 0 0
15848 26570.86 26570.86 6 0 0 0 0 0
406 26620.18 26628.28 7 1 0 0 0 0
14500 26677.28 26688.48 9 2 0 0 0 0
15852 26730.85 26730.85 9 0 0 0 0 0
409 26760.46 26766.66 8 0 1 0 0 0
18047 26841.45 26841.45 8 0 0 0 0 0
17841 26872.68 26872.68 8 0 0 0 0 0
412 26929.22 26929.22 8 0 0 0 0 0
413 26952.64 26992.64 8 0 0 0 40 0
14764 27035.85 27042.05 7 0 1 0 0 0
415 27084.04 27084.04 7 0 0 0 0 0
416 27134.45 27145.65 8 2 1 0 0 0
417 27214.17 27214.17 8 0 0 0 0 0
15185 27242.87 27242.87 8 0 0 0 0 0
16110 27284.58 27324.58 10 2 0 0 40 0
420 27360.07 27368.17 10 1 1 0 0 0
421 27384.22 27395.42 12 2 0 0 0 0
16088 27422.17 27422.17 12 0 0 0 0 0
423 27453.31 27453.31 12 0 0 0 0 0
15364 27572.32 27580.92 10 1 3 0 0 0
425 27634.35 27634.35 10 0 0 0 0 0
15384 27668.31 27676.41 11 1 0 0 0 0
427 27710.03 27718.13 12 1 0 0 0 0
428 27771.92 27778.12 11 0 1 0 0 0
429 27831.26 27831.26 11 0 0 0 0 0
430 27870.86 27870.86 11 0 0 0 0 0
431 27907.86 27947.86 12 1 0 0 40 0
4727 27994.78 28005.98 14 2 0 0 0 0
432 28095.99 28104.09 13 1 2 0 0 0
15279 28187.07 28195.17 14 1 0 0 0 0
16049 28224.04 28238.34 17 3 0 0 0 0
435 28287.78 28287.78 17 0 0 0 0 0
436 28341.48 28355.78 19 3 1 0 0 0
437 28427.89 28427.89 19 0 0 0 0 0
14647 28551.24 28559.34 20 1 0 0 0 0
439 28598.55 28598.55 20 0 0 0 0 0
440 28665.37 28673.47 19 1 2 0 0 0
12754 28704.7 28704.7 19 0 0 0 0 0
442 28755.05 28761.25 18 0 1 0 0 0
