 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
18047 26480.1 26480.1 10 0 0 0 0
17841 26517.4 26517.4 10 0 0 0 0
412 26564.8 26564.8 10 0 0 0 0
413 26592.6 26592.6 10 0 0 0 0
14764 26669.9 26678.0 9 1 2 0 0
415 26734.4 26734.4 9 0 0 0 0
416 26777.3 26785.4 8 1 2 0 0
417 26842.3 26842.3 8 0 0 0 0
15185 26900.6 26900.6 8 0 0 0 0
16110 26937.8 26937.8 8 0 0 0 0
420 27015.6 27021.8 7 0 1 0 0
421 27039.4 27039.4 7 0 0 0 0
16088 27063.0 27074.2 9 2 0 0 0
423 27098.3 27106.4 10 1 0 0 0
15364 27244.2 27252.3 9 1 2 0 0
425 27329.9 27329.9 9 0 0 0 0
15384 27376.1 27384.2 10 1 0 0 0
427 27426.9 27435.0 11 1 0 0 0
428 27472.4 27480.5 11 1 1 0 0
429 27518.7 27518.7 11 0 0 0 0
430 27551.9 27563.1 13 2 0 0 0
431 27629.8 27629.8 13 0 0 0 0
4727 27674.0 27682.1 14 1 0 0 0
432 27762.7 27768.9 13 0 1 0 0
15279 27867.2 27875.3 14 1 0 0 0
16049 27926.4 27934.5 15 1 0 0 0
435 27968.5 27979.7 17 2 0 0 0
436 28050.3 28056.5 16 0 1 0 0
437 28147.5 28155.6 17 1 0 0 0
14647 28246.7 28264.1 21 4 0 0 0
439 28312.3 28312.3 21 0 0 0 0
440 28418.8 28426.9 20 1 2 0 0
12754 28515.6 28515.6 20 0 0 0 0
442 28582.2 28593.4 21 2 1 0 0
443 28697.0 28708.2 21 2 2 0 0
445 28894.5 28904.3 17 0 4 0 0
446 29011.9 29021.7 13 0 4 0 0
18122 29164.5 29171.9 11 0 2 0 0
448 29243.9 29257.3 5 1 7 0 0
1119 29439.1 29445.3 4 0 1 0 0
1120 29517.6 29517.6 4 0 0 0 0
1121 29561.8 29561.8 4 0 0 0 0
3953 29616.8 29623.0 3 0 1 0 0
3954 29677.3 29677.3 3 0 0 0 0
8613 29798.4 29798.4 0 0 3 0 0
     }
- - - - - -
911377020 {
403 26415.1 26415.1 3 0 0 0 0
17163 26457.0 26457.0 3 0 0 0 0
15848 26508.3 26516.4 4 1 0 0 0
406 26550.1 26558.2 5 1 0 0 0
14500 26612.8 26612.8 5 0 0 0 0
15852 26688.7 26688.7 5 0 0 0 0
409 26721.3 26729.4 6 1 0 0 0
18047 26776.5 26776.5 6 0 0 0 0
17841 26807.4 26807.4 6 0 0 0 0
412 26859.5 26859.5 6 0 0 0 0
413 26886.1 26906.4 6 0 0 0 20.240453531099774
14764 26955.3 26961.5 5 0 1 0 0
415 27005.4 27005.4 5 0 0 0 0
416 27047.4 27053.6 4 0 1 0 0
417 27118.4 27118.4 4 0 0 0 0
15185 27138.7 27138.7 4 0 0 0 0
16110 27168.0 27268.3 4 0 0 0 100.33899345437749
420 27323.5 27331.6 5 1 0 0 0
421 27360.5 27360.5 5 0 0 0 0
16088 27385.1 27393.2 6 1 0 0 0
423 27428.9 27428.9 6 0 0 0 0
15364 27573.0 27581.1 6 1 1 0 0
425 27637.1 27637.1 6 0 0 0 0
15384 27672.2 27683.4 8 2 0 0 0
427 27733.9 27742.0 9 1 0 0 0
428 27767.5 27773.7 8 0 1 0 0
429 27835.6 27835.6 8 0 0 0 0
430 27871.2 27871.2 8 0 0 0 0
431 27911.3 27911.3 8 0 0 0 0
4727 27960.9 27969.0 9 1 0 0 0
432 28063.7 28069.9 8 0 1 0 0
15279 28206.9 28215.0 9 1 0 0 0
16049 28266.4 28283.8 13 4 0 0 0
435 28328.8 28336.9 14 1 0 0 0
436 28417.0 28425.1 14 1 1 0 0
437 28501.4 28512.6 16 2 0 0 0
14647 28564.1 28564.1 16 0 0 0 0
439 28605.9 28614.0 17 1 0 0 0
440 28705.7 28716.9 18 2 1 0 0
12754 28767.7 28767.7 18 0 0 0 0
442 28833.5 28841.6 18 1 1 0 0
443 28958.9 28976.3 21 4 1 0 0
445 29136.4 29146.2 17 0 4 0 0
446 29233.9 29243.7 13 0 4 0 0
18122 29327.9 29336.0 12 1 2 0 0
448 29406.7 29420.1 5 0 7 0 0
1119 29603.5 29609.7 4 0 1 0 0
1120 29670.4 29670.4 4 0 0 0 0
1121 29736.9 29736.9 4 0 0 0 0
3953 29788.8 29795.0 3 0 1 0 0
3954 29837.0 29837.0 3 0 0 0 0
     }
- - - - - -
911283020 {
397 26403.8 26411.9 6 1 1 0 0
17169 26458.0 26469.2 8 2 0 0 0
17162 26561.7 26561.7 8 0 0 0 0
14959 26645.2 26653.3 8 1 1 0 0
402 26686.1 26686.1 8 0 0 0 0
403 26711.2 26711.2 8 0 0 0 0
17163 26749.2 26749.2 8 0 0 0 0
15848 26799.7 26799.7 8 0 0 0 0
406 26830.1 26830.1 8 0 0 0 0
14500 26870.3 26878.4 9 1 0 0 0
15852 26925.0 26925.0 9 0 0 0 0
409 26957.0 26963.2 8 0 1 0 0
18047 27019.5 27027.6 9 1 0 0 0
17841 27091.9 27091.9 9 0 0 0 0
412 27146.3 27146.3 9 0 0 0 0
413 27194.3 27224.3 9 0 0 0 30.002523911418393
14764 27268.6 27279.8 9 2 2 0 0
415 27330.4 27330.4 9 0 0 0 0
416 27391.3 27398.7 7 0 2 0 0
417 27455.6 27463.7 8 1 0 0 0
15185 27499.4 27499.4 8 0 0 0 0
16110 27541.8 27564.3 8 0 0 0 22.458157093187765
420 27615.8 27623.9 8 1 1 0 0
421 27642.9 27642.9 8 0 0 0 0
16088 27672.4 27672.4 8 0 0 0 0
423 27705.0 27705.0 8 0 0 0 0
15364 27848.6 27859.8 8 2 2 0 0
425 27918.2 27925.4 8 0 0 0 7.20269764166369
15384 27964.0 27964.0 8 0 0 0 0
427 28001.1 28001.1 8 0 0 0 0
428 28045.1 28045.1 8 0 0 0 0
429 28077.3 28085.4 9 1 0 0 0
430 28127.4 28127.4 9 0 0 0 0
431 28165.1 28211.2 10 1 0 0 46.13729968068583
4727 28268.4 28268.4 10 0 0 0 0
432 28329.5 28337.6 10 1 1 0 0
15279 28423.4 28423.4 10 0 0 0 0
16049 28455.9 28464.0 11 1 0 0 0
435 28495.1 28503.2 12 1 0 0 0
436 28553.1 28553.1 12 0 0 0 0
437 28614.4 28622.5 13 1 0 0 0
14647 28680.3 28680.3 13 0 0 0 0
439 28750.6 28750.6 13 0 0 0 0
440 28854.7 28860.9 12 0 1 0 0
12754 28912.8 28912.8 12 0 0 0 0
442 29017.6 29023.8 11 0 1 0 0
443 29159.9 29171.1 12 2 1 0 0
445 29340.6 29348.0 10 0 2 0 0
446 29425.4 29432.8 8 0 2 0 0
18122 29541.0 29547.2 7 0 1 0 0
448 29656.7 29666.5 3 0 4 0 0
1119 29791.6 29797.8 2 0 1 0 0
1120 29852.3 29852.3 2 0 0 0 0
