 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count 
911214020 {
409 26400.9 26407.1 6 0 1 0
18047 26490.9 26499.0 7 1 0 0
17841 26535.4 26543.5 8 1 0 0
412 26613.9 26613.9 8 0 0 0
413 26640.1 26640.1 8 0 0 0
14764 26688.1 26696.2 8 1 1 0
415 26765.4 26765.4 8 0 0 0
416 26796.9 26803.1 7 0 1 0
417 26879.5 26879.5 7 0 0 0
15185 26918.8 26918.8 7 0 0 0
16110 26961.5 26961.5 7 0 0 0
420 27036.1 27050.4 9 3 1 0
421 27073.0 27073.0 9 0 0 0
16088 27089.1 27097.2 10 1 0 0
423 27129.4 27137.5 11 1 0 0
15364 27275.3 27289.6 11 3 3 0
425 27348.1 27348.1 11 0 0 0
15384 27378.9 27390.1 13 2 0 0
427 27434.3 27434.3 13 0 0 0
428 27488.5 27496.6 13 1 1 0
429 27532.8 27532.8 13 0 0 0
430 27567.1 27567.1 13 0 0 0
431 27633.0 27633.0 13 0 0 0
4727 27683.9 27692.0 14 1 0 0
432 27767.9 27774.1 13 0 1 0
15279 27868.9 27868.9 13 0 0 0
16049 27895.6 27895.6 13 0 0 0
435 27929.1 27940.3 15 2 0 0
436 27998.6 28016.0 18 4 1 0
437 28086.8 28086.8 18 0 0 0
14647 28160.2 28160.2 18 0 0 0
439 28207.8 28215.9 19 1 0 0
440 28283.5 28289.7 18 0 1 0
12754 28332.9 28341.0 19 1 0 0
442 28406.0 28414.1 19 1 1 0
443 28528.7 28536.8 18 1 2 0
445 28697.0 28705.6 15 0 3 0
446 28766.2 28774.8 12 0 3 0
18122 28860.6 28866.8 11 0 1 0
448 28956.7 28974.1 8 4 7 0
1119 29253.5 29260.9 6 0 2 0
1120 29340.1 29346.3 5 0 1 0
1121 29384.3 29384.3 5 0 0 0
3953 29448.6 29454.8 4 0 1 0
3954 29499.5 29499.5 4 0 0 0
8613 29713.2 29713.2 0 0 4 0
     }
- - - - - -
911377020 {
403 26439.8 26451.0 5 2 0 0
17163 26488.1 26488.1 5 0 0 0
15848 26529.2 26540.4 7 2 0 0
406 26595.0 26595.0 7 0 0 0
14500 26650.5 26658.6 8 1 0 0
15852 26726.6 26726.6 8 0 0 0
409 26762.8 26769.0 7 0 1 0
18047 26823.5 26823.5 7 0 0 0
17841 26861.0 26872.2 9 2 0 0
412 26913.8 26921.9 10 1 0 0
413 26955.4 26955.4 10 0 0 0
14764 27015.2 27022.6 8 0 2 0
415 27065.1 27065.1 8 0 0 0
416 27127.1 27135.2 8 1 1 0
417 27190.2 27198.3 9 1 0 0
15185 27239.0 27239.0 9 0 0 0
16110 27274.1 27282.2 10 1 0 0
420 27321.1 27335.4 12 3 1 0
421 27352.5 27360.6 13 1 0 0
16088 27383.2 27394.4 15 2 0 0
423 27426.7 27426.7 15 0 0 0
15364 27545.8 27563.2 16 4 3 0
425 27633.3 27633.3 16 0 0 0
15384 27665.6 27673.7 16 1 1 0
427 27713.5 27724.7 18 2 0 0
428 27757.6 27765.7 18 1 1 0
429 27809.4 27809.4 18 0 0 0
430 27842.0 27842.0 18 0 0 0
431 27889.3 27895.5 17 0 1 0
4727 27965.2 27976.4 18 2 1 0
432 28060.9 28072.1 18 2 2 0
15279 28167.8 28175.9 19 1 0 0
16049 28203.9 28203.9 19 0 0 0
435 28244.0 28252.1 20 1 0 0
436 28314.8 28326.0 21 2 1 0
437 28387.1 28387.1 21 0 0 0
14647 28447.6 28455.7 22 1 0 0
439 28501.3 28501.3 22 0 0 0
440 28595.0 28609.3 23 3 2 0
12754 28643.0 28643.0 23 0 0 0
442 28677.3 28688.5 24 2 1 0
443 28759.2 28767.8 21 0 3 0
445 28931.4 28941.2 17 0 4 0
446 29014.6 29024.4 13 0 4 0
18122 29119.2 29127.3 12 1 2 0
448 29233.5 29246.9 5 0 7 0
1119 29436.3 29442.5 4 0 1 0
1120 29514.1 29514.1 4 0 0 0
1121 29545.8 29545.8 4 0 0 0
3953 29592.6 29598.8 3 0 1 0
3954 29639.6 29639.6 3 0 0 0
8613 29805.6 29805.6 0 0 3 0
     }
- - - - - -
911283020 {
396 26407.7 26415.8 5 1 0 0
397 26485.1 26485.1 5 0 0 0
17169 26539.8 26547.9 6 1 0 0
17162 26611.6 26619.7 7 1 0 0
14959 26717.1 26723.3 6 0 1 0
402 26755.8 26763.9 7 1 0 0
403 26785.3 26785.3 7 0 0 0
17163 26814.3 26814.3 7 0 0 0
15848 26885.8 26885.8 7 0 0 0
406 26935.0 26935.0 7 0 0 0
14500 26979.6 26990.8 9 2 0 0
15852 27037.0 27037.0 9 0 0 0
409 27082.5 27088.7 8 0 1 0
18047 27165.5 27165.5 8 0 0 0
17841 27244.5 27252.6 9 1 0 0
412 27305.6 27305.6 9 0 0 0
413 27352.2 27352.2 9 0 0 0
14764 27432.8 27444.0 9 2 2 0
415 27492.9 27492.9 9 0 0 0
416 27543.0 27551.1 8 1 2 0
417 27623.3 27623.3 8 0 0 0
15185 27652.1 27652.1 8 0 0 0
16110 27697.2 27697.2 8 0 0 0
420 27749.3 27760.5 9 2 1 0
421 27778.6 27789.8 11 2 0 0
16088 27804.1 27821.5 15 4 0 0
423 27854.9 27863.0 16 1 0 0
15364 27976.3 27986.1 13 1 4 0
425 28047.5 28061.8 16 3 0 0
15384 28108.4 28122.7 18 3 1 0
427 28160.6 28160.6 18 0 0 0
428 28242.0 28248.2 17 0 1 0
429 28294.0 28302.1 18 1 0 0
430 28341.5 28349.6 19 1 0 0
431 28395.5 28395.5 19 0 0 0
4727 28443.5 28457.8 21 3 1 0
432 28531.5 28542.7 21 2 2 0
15279 28617.9 28629.1 23 2 0 0
16049 28666.5 28674.6 24 1 0 0
435 28710.7 28725.0 27 3 0 0
436 28792.0 28806.3 29 3 1 0
437 28867.6 28881.9 31 3 1 0
14647 28949.3 28963.6 34 3 0 0
439 29014.1 29022.2 35 1 0 0
440 29105.4 29113.5 34 1 2 0
12754 29167.5 29167.5 34 0 0 0
442 29253.5 29259.7 33 0 1 0
443 29416.0 29436.5 36 5 2 0
445 29611.6 29623.8 31 1 6 0
446 29699.5 29712.9 25 1 7 0
18122 29808.7 29818.5 21 0 4 0
448 29937.6 29958.2 12 4 13 0
     }
- - - - - -
910985020 {
390 26416.8 26416.8 1 0 0 0
