 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count 
911214020 {
15852 26428.2 26428.2 4 0 0 0
409 26458.1 26458.1 4 0 0 0
18047 26527.5 26535.6 5 1 0 0
17841 26569.4 26577.5 6 1 0 0
412 26639.5 26639.5 6 0 0 0
413 26670.6 26670.6 6 0 0 0
14764 26709.5 26715.7 5 0 1 0
415 26773.8 26773.8 5 0 0 0
416 26811.6 26819.7 5 1 1 0
417 26900.2 26900.2 5 0 0 0
15185 26951.2 26951.2 5 0 0 0
16110 26994.8 26994.8 5 0 0 0
420 27052.1 27052.1 5 0 0 0
421 27069.7 27080.9 7 2 0 0
16088 27100.9 27100.9 7 0 0 0
423 27141.2 27141.2 7 0 0 0
15364 27263.4 27277.7 8 3 2 0
425 27334.0 27334.0 8 0 0 0
15384 27386.2 27400.5 11 3 0 0
427 27433.1 27433.1 11 0 0 0
428 27495.2 27503.3 11 1 1 0
429 27557.8 27557.8 11 0 0 0
430 27585.5 27585.5 11 0 0 0
431 27633.3 27633.3 11 0 0 0
4727 27671.1 27671.1 11 0 0 0
432 27743.4 27751.5 11 1 1 0
15279 27866.3 27866.3 11 0 0 0
16049 27901.1 27901.1 11 0 0 0
435 27950.8 27962.0 13 2 0 0
436 28027.8 28035.9 13 1 1 0
437 28131.4 28131.4 13 0 0 0
14647 28283.1 28283.1 13 0 0 0
439 28331.3 28331.3 13 0 0 0
440 28408.5 28414.7 12 0 1 0
12754 28462.0 28462.0 12 0 0 0
442 28531.1 28539.2 12 1 1 0
443 28642.3 28653.5 13 2 1 0
445 28811.6 28819.0 11 0 2 0
446 28904.3 28911.7 9 0 2 0
18122 29020.2 29026.4 8 0 1 0
448 29110.6 29121.6 4 1 5 0
1119 29288.5 29294.7 3 0 1 0
1120 29364.0 29364.0 3 0 0 0
1121 29420.3 29420.3 3 0 0 0
3953 29488.8 29488.8 3 0 0 0
3954 29546.4 29546.4 3 0 0 0
8613 29731.8 29731.8 0 0 3 0
     }
- - - - - -
911377020 {
14959 26412.2 26418.4 7 0 1 0
402 26448.9 26448.9 7 0 0 0
403 26473.0 26473.0 7 0 0 0
17163 26511.4 26511.4 7 0 0 0
15848 26552.1 26552.1 7 0 0 0
406 26605.5 26605.5 7 0 0 0
14500 26643.7 26651.8 8 1 0 0
15852 26708.4 26708.4 8 0 0 0
409 26742.9 26749.1 7 0 1 0
18047 26812.3 26812.3 7 0 0 0
17841 26844.2 26852.3 8 1 0 0
412 26896.4 26896.4 8 0 0 0
413 26923.6 26923.6 8 0 0 0
14764 26968.1 26974.3 7 0 1 0
415 27023.0 27023.0 7 0 0 0
416 27084.1 27090.3 6 0 1 0
417 27163.5 27163.5 6 0 0 0
15185 27199.5 27199.5 6 0 0 0
16110 27252.2 27252.2 6 0 0 0
420 27313.2 27324.4 8 2 0 0
421 27341.1 27349.2 9 1 0 0
16088 27366.3 27366.3 9 0 0 0
423 27393.5 27393.5 9 0 0 0
15364 27553.6 27561.7 8 1 2 0
425 27624.1 27624.1 8 0 0 0
15384 27656.2 27656.2 8 0 0 0
427 27696.6 27696.6 8 0 0 0
428 27728.6 27728.6 8 0 0 0
429 27765.5 27765.5 8 0 0 0
430 27799.0 27799.0 8 0 0 0
431 27839.2 27839.2 8 0 0 0
4727 27886.6 27886.6 8 0 0 0
432 27965.6 27971.8 7 0 1 0
15279 28046.5 28054.6 8 1 0 0
16049 28083.5 28091.6 9 1 0 0
435 28121.6 28132.8 11 2 0 0
436 28191.9 28200.0 12 1 0 0
437 28308.6 28308.6 12 0 0 0
14647 28363.7 28363.7 12 0 0 0
439 28411.8 28411.8 12 0 0 0
440 28497.6 28503.8 11 0 1 0
12754 28554.7 28554.7 11 0 0 0
442 28602.5 28608.7 10 0 1 0
443 28714.3 28720.5 9 0 1 0
445 28910.3 28917.7 7 0 2 0
446 29016.8 29024.2 5 0 2 0
18122 29142.4 29150.5 5 1 1 0
448 29251.4 29260.0 2 0 3 0
1119 29451.3 29451.3 2 0 0 0
1120 29514.0 29514.0 2 0 0 0
1121 29563.0 29563.0 2 0 0 0
3953 29649.7 29649.7 2 0 0 0
3954 29693.6 29693.6 2 0 0 0
8613 29923.2 29923.2 0 0 2 0
     }
- - - - - -
911283020 {
17169 26471.7 26482.9 6 2 0 0
17162 26529.7 26529.7 6 0 0 0
14959 26612.5 26618.7 5 0 1 0
402 26663.4 26671.5 6 1 0 0
403 26705.2 26705.2 6 0 0 0
17163 26736.5 26736.5 6 0 0 0
15848 26806.3 26806.3 6 0 0 0
406 26852.7 26867.0 9 3 0 0
14500 26923.8 26931.9 10 1 0 0
15852 27027.2 27027.2 10 0 0 0
409 27068.0 27074.2 9 0 1 0
