 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count 
911214020 {
15852 26440.6 26440.6 9 0 0 0
409 26467.6 26473.8 8 0 1 0
18047 26526.6 26526.6 8 0 0 0
17841 26565.2 26565.2 8 0 0 0
412 26613.0 26613.0 8 0 0 0
413 26645.4 26645.4 8 0 0 0
14764 26693.4 26699.6 7 0 1 0
415 26762.8 26762.8 7 0 0 0
416 26792.5 26798.7 6 0 1 0
417 26874.1 26874.1 6 0 0 0
15185 26918.0 26918.0 6 0 0 0
16110 26975.6 26983.7 7 1 0 0
420 27046.1 27052.3 6 0 1 0
421 27074.8 27074.8 6 0 0 0
16088 27095.0 27095.0 6 0 0 0
423 27134.5 27142.6 7 1 0 0
15364 27276.3 27284.4 6 1 2 0
425 27368.8 27368.8 6 0 0 0
15384 27403.6 27403.6 6 0 0 0
427 27441.5 27449.6 7 1 0 0
428 27493.8 27493.8 7 0 0 0
429 27546.2 27546.2 7 0 0 0
430 27588.9 27597.0 8 1 0 0
431 27638.5 27638.5 8 0 0 0
4727 27681.8 27696.1 11 3 0 0
432 27776.0 27784.1 11 1 1 0
15279 27853.1 27861.2 12 1 0 0
16049 27902.3 27913.5 14 2 0 0
435 27951.0 27968.4 18 4 0 0
436 28020.9 28035.2 20 3 1 0
437 28094.3 28094.3 20 0 0 0
14647 28183.3 28183.3 20 0 0 0
439 28229.4 28229.4 20 0 0 0
440 28303.0 28311.1 19 1 2 0
12754 28345.6 28345.6 19 0 0 0
442 28402.6 28408.8 18 0 1 0
443 28503.2 28520.6 20 4 2 0
445 28696.1 28703.5 18 0 2 0
446 28788.0 28797.8 14 0 4 0
     }
- - - - - -
911377020 {
403 26432.1 26432.1 5 0 0 0
17163 26461.0 26461.0 5 0 0 0
15848 26521.1 26521.1 5 0 0 0
406 26557.1 26557.1 5 0 0 0
14500 26608.7 26616.8 6 1 0 0
15852 26669.5 26669.5 6 0 0 0
409 26701.0 26707.2 5 0 1 0
18047 26797.3 26808.5 7 2 0 0
17841 26840.6 26840.6 7 0 0 0
412 26893.3 26893.3 7 0 0 0
413 26917.2 26917.2 7 0 0 0
14764 26966.2 26972.4 6 0 1 0
415 27021.2 27021.2 6 0 0 0
416 27073.9 27080.1 5 0 1 0
417 27145.0 27145.0 5 0 0 0
15185 27177.0 27177.0 5 0 0 0
16110 27221.4 27229.5 6 1 0 0
420 27283.5 27294.7 7 2 1 0
421 27318.6 27318.6 7 0 0 0
16088 27340.8 27348.9 8 1 0 0
423 27379.6 27379.6 8 0 0 0
15364 27518.9 27530.1 8 2 2 0
425 27586.0 27594.1 9 1 0 0
15384 27630.9 27630.9 9 0 0 0
427 27671.8 27679.9 10 1 0 0
428 27735.4 27743.5 10 1 1 0
429 27787.1 27787.1 10 0 0 0
430 27818.4 27818.4 10 0 0 0
431 27870.0 27870.0 10 0 0 0
4727 27912.3 27912.3 10 0 0 0
432 27987.3 27993.5 9 0 1 0
15279 28074.5 28074.5 9 0 0 0
16049 28113.6 28124.8 11 2 0 0
435 28167.3 28167.3 11 0 0 0
436 28230.5 28238.6 12 1 0 0
437 28299.1 28299.1 12 0 0 0
14647 28359.7 28359.7 12 0 0 0
439 28397.0 28405.1 13 1 0 0
440 28478.5 28486.6 13 1 1 0
12754 28526.4 28526.4 13 0 0 0
442 28574.4 28580.6 12 0 1 0
443 28669.5 28680.7 13 2 1 0
     }
- - - - - -
