911004030 {
386 27068.17 27068.17 1 1 0 0
388 27112.99 27112.99 1 0 0 0
389 27138.59 27146.69 2 1 0 0
390 27161.86 27161.86 2 0 0 0
391 27187.45 27187.45 2 0 0 0
14956 27266.57 27274.67 3 1 0 0
393 27299.78 27299.78 3 0 0 0
394 27323.18 27323.18 3 0 0 0
395 27357.87 27357.87 3 0 0 0
396 27387.55 27398.75 5 2 0 0
397 27442.86 27454.06 7 2 0 0
17169 27532.45 27543.65 9 2 0 0
17162 27598.6 27616.0 13 4 0 0
14959 27685.34 27692.44 12 0 1 0
402 27722.37 27722.37 12 0 0 0
403 27749.82 27749.82 12 0 0 0
17163 27793.93 27805.13 14 2 0 0
15848 27866.38 27873.48 13 0 1 0
406 27919.68 27930.88 13 2 2 0
14500 27989.39 27997.49 13 1 1 0
15852 28074.62 28074.62 13 0 0 0
409 28127.76 28142.06 14 3 2 0
18047 28196.2 28207.4 16 2 0 0
17841 28271.52 28271.52 16 0 0 0
412 28332.89 28332.89 16 0 0 0
413 28376.11 28376.11 16 0 0 0
14764 28428.99 28446.39 17 4 3 0
415 28499.15 28507.25 17 1 1 0
416 28563.67 28574.97 15 1 3 0
417 28639.65 28647.75 16 1 0 0
15185 28685.77 28693.87 16 1 1 0
16110 28748.06 28756.16 16 1 1 0
420 28814.88 28824.08 14 0 2 0
421 28850.74 28850.74 14 0 0 0
16088 28867.85 28867.85 14 0 0 0
423 28903.06 28914.26 16 2 0 0
15364 29097.83 29133.83 24 10 2 0
425 29213.48 29224.68 26 2 0 0
15384 29260.93 29275.23 28 3 1 0
427 29318.71 29336.11 31 4 1 0
428 29399.61 29410.91 28 0 3 0
429 29437.26 29437.26 28 0 0 0
430 29475.96 29475.96 28 0 0 0
431 29546.73 29554.83 29 1 0 0
4727 29634.52 29661.22 35 7 1 0
432 29766.53 29790.13 40 6 1 0
15279 29840.94 29848.04 39 0 1 0
16049 29872.48 29899.18 45 7 1 2
435 29965.18 29973.28 45 1 1 5
436 30117.69 30125.79 45 1 1 6
437 30175.16 30183.26 45 1 1 3
14647 30254.66 30254.66 45 0 0 7
439 30324.62 30324.62 45 0 0 1
440 30400.09 30411.39 44 2 3 0
12754 30457.73 30457.73 44 0 0 0
442 30523.2 30540.6 45 4 3 1
443 30682.45 30706.05 45 6 6 0
445 30939.52 30957.12 39 0 6 0
446 31034.02 31055.82 32 1 8 0
18122 31152.62 31163.92 29 0 3 0
448 31310.06 31354.96 13 3 19 0
1119 31547.46 31558.76 10 0 3 0
1120 31611.45 31620.65 8 0 2 0
1121 31670.79 31677.89 7 0 1 0
3953 31727.85 31727.85 7 0 0 0
3954 31770.12 31770.12 7 0 0 0
8613 31932.83 31932.83 0 0 7 0
     }
- - - - - -
911457020 {
386 27240 27240 0 0 0 0
388 27278.7 27278.7 0 0 0 0
389 27304.19 27304.19 0 0 0 0
390 27330.63 27330.63 0 0 0 0
391 27349.21 27357.31 1 1 0 0
14956 27440.04 27448.14 2 1 0 0
393 27487.74 27495.84 3 1 0 0
394 27505.76 27505.76 3 0 0 0
395 27546.18 27546.18 3 0 0 0
396 27575.15 27583.25 4 1 0 0
397 27639.63 27639.63 4 0 0 0
17169 27694.07 27702.17 5 1 0 0
17162 27742.56 27742.56 5 0 0 0
14959 27825.7 27825.7 5 0 0 0
402 27867.74 27867.74 5 0 0 0
403 27891.07 27891.07 5 0 0 0
17163 27940.73 27940.73 5 0 0 0
15848 27985.29 27985.29 5 0 0 0
406 28013.52 28020.62 4 0 1 0
14500 28078.36 28078.36 4 0 0 0
15852 28145.5 28145.5 4 0 0 0
409 28173.11 28180.21 3 0 1 0
18047 28279.2 28279.2 3 0 0 0
17841 28325.17 28325.17 3 0 0 0
412 28388.19 28388.19 3 0 0 0
413 28430.1 28430.1 3 0 0 0
14764 28506.23 28513.33 2 0 1 0
415 28558.38 28558.38 2 0 0 0
