911377020, [0.04477611940298507,  1,  308.1874047785386,  356.2291937610753,  0] ,5,23.036167906615447, [0.11940298507462686,  2,  334.3739609771401,  309.36833990121886,  0] 
911377020, [0.11940298507462686,  2,  334.3739609771401,  309.36833990121886,  0] ,3,-22.96820321684936, [0.19402985074626866,  2,  343.19392357809556,  295.220099285325,  0] 
911377020, [0.19402985074626866,  2,  343.19392357809556,  295.220099285325,  0] ,3,-27.71173840025949, [0.2835820895522388,  2,  342.48865576825847,  266.8030930752284,  0] 
911377020, [0.2835820895522388,  2,  342.48865576825847,  266.8030930752284,  0] ,1,55.317035691216006, [0.373134328358209,  3,  363.22043046881663,  383.5889574706307,  0] 
911377020, [0.373134328358209,  3,  363.22043046881663,  383.5889574706307,  0] ,4,-4.2168327225408575, [0.4626865671641791,  1,  413.5202210188945,  388.9348612945396,  0] 
911377020, [0.4626865671641791,  1,  413.5202210188945,  388.9348612945396,  0] ,3,-5.084952335797425, [0.5522388059701493,  1,  357.5939487584401,  387.26426081859245,  0] 
911377020, [0.5522388059701493,  1,  357.5939487584401,  387.26426081859245,  0] ,4,11.406152687501162, [0.6417910447761194,  4,  377.5647827081848,  359.3006233355336,  0] 
911377020, [0.6417910447761194,  4,  377.5647827081848,  359.3006233355336,  0] ,3,-13.38005363123375, [0.7014925373134329,  6,  394.1408540707416,  362.4966410668567,  2] 
911377020, [0.7014925373134329,  6,  394.1408540707416,  362.4966410668567,  2] ,4,-98.704665125686, [0.835820895522388,  8,  464.55605436602855,  334.2071762364576,  0] 
911283020, [0.04477611940298507,  0,  311.29134597113443,  364.93784778994086,  0] ,5,33.17232933474588, [0.11940298507462686,  2,  314.44708370857916,  334.9212561926397,  0] 
911283020, [0.11940298507462686,  2,  314.44708370857916,  334.9212561926397,  0] ,4,-27.314913607962808, [0.19402985074626866,  1,  292.0579627058687,  339.84704879789206,  0] 
911283020, [0.19402985074626866,  1,  292.0579627058687,  339.84704879789206,  0] ,5,-19.704168578755343, [0.2835820895522388,  6,  355.5550016795896,  288.0617470088109,  0] 
911283020, [0.2835820895522388,  6,  355.5550016795896,  288.0617470088109,  0] ,3,-37.33732004077683, [0.373134328358209,  8,  398.2675072613529,  293.43693254979735,  0] 
911283020, [0.373134328358209,  8,  398.2675072613529,  293.43693254979735,  0] ,1,19.21518855811155, [0.4626865671641791,  7,  380.9115023955492,  295.2961162421052,  0] 
911283020, [0.4626865671641791,  7,  380.9115023955492,  295.2961162421052,  0] ,1,43.161461657735344, [0.5522388059701493,  4,  368.0366146001652,  325.58269010445656,  1] 
911283020, [0.5522388059701493,  4,  368.0366146001652,  325.58269010445656,  1] ,3,-15.487637231315603, [0.6417910447761194,  7,  360.810897884483,  302.86933615745875,  0] 
911283020, [0.6417910447761194,  7,  360.810897884483,  302.86933615745875,  0] ,3,32.96983772184831, [0.7014925373134329,  8,  345.06295200744717,  370.0346760126231,  1] 
911283020, [0.7014925373134329,  8,  345.06295200744717,  370.0346760126231,  1] ,4,0.595378675388929, [0.835820895522388,  10,  402.9676054657102,  378.5912601359232,  0] 
910985020, [0.04477611940298507,  1,  323.8447562142974,  361.0930915756435,  0] ,5,30.31176797784792, [0.11940298507462686,  1,  325.54403537441976,  332.48060275791795,  0] 
910985020, [0.11940298507462686,  1,  325.54403537441976,  332.48060275791795,  0] ,4,-11.224705781150988, [0.19402985074626866,  4,  329.0018629112419,  347.1631360758911,  0] 
910985020, [0.19402985074626866,  4,  329.0018629112419,  347.1631360758911,  0] ,4,-61.13456395097819, [0.2835820895522388,  5,  278.68764115595695,  357.9834782715843,  3] 
910985020, [0.2835820895522388,  5,  278.68764115595695,  357.9834782715843,  3] ,4,-11.839866969246941, [0.373134328358209,  6,  266.73422886647313,  357.86993295134744,  1] 
910985020, [0.373134328358209,  6,  266.73422886647313,  357.86993295134744,  1] ,5,51.807641635830805, [0.4626865671641791,  6,  306.63968015058344,  345.96774259962694,  0] 
910985020, [0.4626865671641791,  6,  306.63968015058344,  345.96774259962694,  0] ,4,-75.07287410563731, [0.5522388059701493,  3,  296.47588206841465,  410.87681862309546,  0] 
910985020, [0.5522388059701493,  3,  296.47588206841465,  410.87681862309546,  0] ,5,90.51359207325731, [0.6417910447761194,  6,  346.7631699253725,  370.650514406796,  0] 
910985020, [0.6417910447761194,  6,  346.7631699253725,  370.650514406796,  0] ,4,22.35173073938131, [0.7014925373134329,  7,  388.98188355789534,  390.51749729993753,  4] 
910985020, [0.7014925373134329,  7,  388.98188355789534,  390.51749729993753,  4] ,4,-49.8136132305699, [0.835820895522388,  21,  377.57757767690055,  428.92680464951263,  1] 
911298020, [0.04477611940298507,  1,  393.7730097873464,  266.21062405304474,  0] ,1,29.0330601817368, [0.11940298507462686,  1,  368.4362492736291,  269.90692372106423,  0] 
911298020, [0.11940298507462686,  1,  368.4362492736291,  269.90692372106423,  0] ,1,88.44190271701882, [0.19402985074626866,  2,  337.41047423641066,  347.4978970719567,  2] 
911298020, [0.19402985074626866,  2,  337.41047423641066,  347.4978970719567,  2] ,4,-30.954561630187527, [0.2835820895522388,  4,  332.5602327552915,  373.60221722102506,  1] 
911298020, [0.2835820895522388,  4,  332.5602327552915,  373.60221722102506,  1] ,4,6.494095991081849, [0.373134328358209,  5,  354.0613850832924,  388.6092735579441,  0] 
911298020, [0.373134328358209,  5,  354.0613850832924,  388.6092735579441,  0] ,4,-18.290786540223053, [0.4626865671641791,  3,  403.2263171587001,  350.38764214382536,  1] 
911298020, [0.4626865671641791,  3,  403.2263171587001,  350.38764214382536,  1] ,3,-26.52847532659507, [0.5522388059701493,  3,  422.51672435872024,  343.1495740172504,  0] 
911298020, [0.5522388059701493,  3,  422.51672435872024,  343.1495740172504,  0] ,3,-57.08618128141461, [0.6417910447761194,  4,  431.4883636017221,  295.03503197883765,  1] 
911298020, [0.6417910447761194,  4,  431.4883636017221,  295.03503197883765,  1] ,1,32.252332643682166, [0.7014925373134329,  10,  411.93068551021497,  307.7296865310127,  4] 
911298020, [0.7014925373134329,  10,  411.93068551021497,  307.7296865310127,  4] ,1,49.46767460927731, [0.835820895522388,  19,  395.07747634815314,  340.3441519782282,  1] 
910955020, [0.04477611940298507,  1,  330.1504151732479,  296.06020887979685,  0] ,3,-112.96355221201156, [0.11940298507462686,  3,  388.4803411132634,  241.4265826078008,  0] 
910955020, [0.11940298507462686,  3,  388.4803411132634,  241.4265826078008,  0] ,1,81.96999203705491, [0.19402985074626866,  5,  370.31895374878513,  305.23518728037743,  0] 
910955020, [0.19402985074626866,  5,  370.31895374878513,  305.23518728037743,  0] ,3,-60.87193000832485, [0.2835820895522388,  3,  402.5402590333906,  276.58456255665806,  1] 
910955020, [0.2835820895522388,  3,  402.5402590333906,  276.58456255665806,  1] ,1,17.44803453284476, [0.373134328358209,  4,  417.9105689646494,  309.40290702076163,  0] 
910955020, [0.373134328358209,  4,  417.9105689646494,  309.40290702076163,  0] ,1,75.58599623962073, [0.4626865671641791,  2,  333.6233089874513,  300.70164328318424,  0] 
910955020, [0.4626865671641791,  2,  333.6233089874513,  300.70164328318424,  0] ,3,3.6542726771767775, [0.5522388059701493,  1,  308.2397216529571,  337.5071146800474,  0] 
910955020, [0.5522388059701493,  1,  308.2397216529571,  337.5071146800474,  0] ,5,-9.285087549840682, [0.6417910447761194,  2,  288.6645894045323,  327.2170699814633,  1] 
910955020, [0.6417910447761194,  2,  288.6645894045323,  327.2170699814633,  1] ,5,14.553835929466004, [0.7014925373134329,  8,  294.87720863506183,  318.8758532825268,  4] 
910955020, [0.7014925373134329,  8,  294.87720863506183,  318.8758532825268,  4] ,4,13.247799089480395, [0.835820895522388,  21,  376.6572551381214,  365.9064095801368,  1] 
911004030, [0.04477611940298507,  0,  314.98277040245375,  321.0774384773431,  0] ,4,-53.958099511208275, [0.11940298507462686,  1,  330.7396750969492,  270.6869075108516,  1] 
911004030, [0.11940298507462686,  1,  330.7396750969492,  270.6869075108516,  1] ,3,15.385697754500143, [0.19402985074626866,  2,  281.41280706217367,  326.07987689377114,  0] 
911004030, [0.19402985074626866,  2,  281.41280706217367,  326.07987689377114,  0] ,5,14.76208517550549, [0.2835820895522388,  2,  328.60371687874795,  298.69873222265596,  1] 
911004030, [0.2835820895522388,  2,  328.60371687874795,  298.69873222265596,  1] ,3,18.135447526045027, [0.373134328358209,  3,  329.6597754893446,  341.42931261939157,  0] 
911004030, [0.373134328358209,  3,  329.6597754893446,  341.42931261939157,  0] ,4,-25.81103701653774, [0.4626865671641791,  2,  330.01970221229203,  292.43912806570734,  1] 
911004030, [0.4626865671641791,  2,  330.01970221229203,  292.43912806570734,  1] ,3,-32.45541941501142, [0.5522388059701493,  3,  311.54924648250017,  381.5852400440963,  0] 
911004030, [0.5522388059701493,  3,  311.54924648250017,  381.5852400440963,  0] ,5,52.00812116209636, [0.6417910447761194,  6,  339.41339258432345,  321.3855201848237,  0] 
911004030, [0.6417910447761194,  6,  339.41339258432345,  321.3855201848237,  0] ,3,-45.853824009449454, [0.7014925373134329,  7,  301.27615615604736,  365.1578525649966,  4] 
911004030, [0.7014925373134329,  7,  301.27615615604736,  365.1578525649966,  4] ,4,53.4053130763823, [0.835820895522388,  16,  404.33927643578863,  393.8628931032217,  0] 
911457020, [0.04477611940298507,  0,  295.6927809216031,  355.38465755574,  0] ,5,58.17656983589404, [0.11940298507462686,  1,  304.5858003563044,  306.1011071545472,  1] 
911457020, [0.11940298507462686,  1,  304.5858003563044,  306.1011071545472,  1] ,4,-23.329317815689137, [0.19402985074626866,  3,  332.4044864817042,  307.55986186777227,  1] 
911457020, [0.19402985074626866,  3,  332.4044864817042,  307.55986186777227,  1] ,4,19.68775086986352, [0.2835820895522388,  3,  315.5277136225777,  320.68458736664616,  0] 
911457020, [0.2835820895522388,  3,  315.5277136225777,  320.68458736664616,  0] ,4,-62.3733671092632, [0.373134328358209,  4,  300.045285799315,  367.57552665264666,  0] 
911457020, [0.373134328358209,  4,  300.045285799315,  367.57552665264666,  0] ,5,27.413870714095538, [0.4626865671641791,  3,  328.2049319500111,  368.3213020892472,  0] 
911457020, [0.4626865671641791,  3,  328.2049319500111,  368.3213020892472,  0] ,5,17.687065948957752, [0.5522388059701493,  4,  344.3314922849604,  366.76079647523875,  0] 
911457020, [0.5522388059701493,  4,  344.3314922849604,  366.76079647523875,  0] ,4,-54.56959473150346, [0.6417910447761194,  7,  385.9425587853002,  308.9436598635184,  0] 
911457020, [0.6417910447761194,  7,  385.9425587853002,  308.9436598635184,  0] ,3,-69.90769140449629, [0.7014925373134329,  9,  433.58921774480405,  286.68262741852595,  2] 
911457020, [0.7014925373134329,  9,  433.58921774480405,  286.68262741852595,  2] ,1,140.5731962859827, [0.835820895522388,  24,  390.40838455215635,  384.07499051186096,  1] 
910579020, [0.04477611940298507,  0,  315.68070635011827,  359.7039512056217,  0] ,5,31.670198217274447, [0.11940298507462686,  1,  327.50033670030825,  315.14729006207926,  0] 
910579020, [0.11940298507462686,  1,  327.50033670030825,  315.14729006207926,  0] ,3,-72.80834602025061, [0.19402985074626866,  2,  305.813541021118,  390.9749336795976,  1] 
910579020, [0.19402985074626866,  2,  305.813541021118,  390.9749336795976,  1] ,5,63.11907325838547, [0.2835820895522388,  2,  358.42343711707144,  336.3811177169773,  0] 
