stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,177.52586206896552,41.880313,-87.774043,0
388,198.49444444444472,41.88000915,-87.7714723,1
389,178.31923076923061,41.88008776,-87.76992191,2
390,204.85000000000036,41.88010476,-87.76821491,3
391,186.3222222222222,41.88014676,-87.76661691,4
14956,182.27727272727273,41.88014099,-87.76461188,5
393,160.5666666666663,41.88018349,-87.7632177,6
394,200.1916666666666,41.88020276,-87.76191891,7
395,182.85000000000082,41.88019981,-87.75996715,8
396,182.694117647059,41.88025187,-87.75778965,9
397,180.76458333333338,41.88027,-87.75526,10
17169,166.4625000000001,41.88029685,-87.75221539,11
17162,188.445,41.88033514,-87.7491367,12
14959,185.9,41.88039237,-87.74496781,13
402,0.0,41.880443,-87.742998,14
403,188.55000000000018,41.880475,-87.740705,15
17163,194.3733333333331,41.88048501,-87.73768052,16
15848,201.64117647058822,41.88050398,-87.7352163,17
406,191.01666666666668,41.88053063,-87.7331241,18
14500,186.31896551724137,41.88056848,-87.7304601,19
15852,204.4277777777778,41.88059058,-87.72786002,20
409,185.945,41.88061422,-87.72582347,21
18047,218.91785714285717,41.88070328,-87.72286077,22
17841,175.70999999999987,41.88074353,-87.72045859,23
412,0.0,41.8808072,-87.7159745,24
413,0.0,41.88081388,-87.71381964,25
14764,172.97727272727272,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,197.48793103448236,41.880902,-87.706333,28
417,179.52857142857152,41.880952,-87.703147,29
15185,204.76785714285728,41.88095403,-87.70088084,30
16110,192.12272727272696,41.88099888,-87.69856203,31
420,197.415909090909,41.88100858,-87.69600765,32
421,197.2428571428575,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,205.98333333333343,41.88106252,-87.68897646,35
15364,184.7605263157894,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,192.69224137931033,41.88117403,-87.68122249,38
427,209.36666666666662,41.881232,-87.679293,39
428,192.4455882352941,41.881262,-87.67685,40
429,214.03333333333345,41.88129674,-87.67424663,41
430,208.4263157894739,41.8813284,-87.67186305,42
431,190.66666666666666,41.88137,-87.669513,43
4727,201.96249999999998,41.881385,-87.668503,44
432,216.19406779661026,41.88139461,-87.66699977,45
15279,211.01249999999996,41.88143358,-87.66418871,46
16049,203.63072289156617,41.88146881,-87.66201484,47
435,204.3396551724138,41.881525,-87.659765,48
436,202.35606060606068,41.881545,-87.657333,49
437,212.89555555555555,41.881608,-87.654897,50
14647,206.36914893617018,41.88165169,-87.65191235,51
439,196.1480769230766,41.88167775,-87.64983775,52
440,214.61351351351342,41.882,-87.64728,53
12754,175.01666666666702,41.8830708,-87.64669495,54
442,250.94750000000013,41.88311,-87.642848,55
443,230.45052631578935,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,188.0699999999997,41.883137,-87.632625,58
18122,213.34999999999945,41.88314707,-87.63019604,59
448,233.6630434782611,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,0.0,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
