 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count 
911214020 {
15852 26401.3 26401.3 6 0 0 0
409 26428.6 26434.8 5 0 1 0
18047 26497.2 26508.4 7 2 0 0
17841 26549.2 26560.4 9 2 0 0
412 26622.6 26622.6 9 0 0 0
413 26646.2 26646.2 9 0 0 0
14764 26681.4 26688.8 7 0 2 0
415 26734.3 26734.3 7 0 0 0
416 26761.7 26767.9 6 0 1 0
417 26821.9 26830.0 7 1 0 0
15185 26874.4 26874.4 7 0 0 0
16110 26928.9 26928.9 7 0 0 0
420 26979.8 26987.9 8 1 0 0
421 27015.0 27015.0 8 0 0 0
16088 27038.7 27046.8 9 1 0 0
423 27080.9 27080.9 9 0 0 0
15364 27214.0 27225.2 9 2 2 0
425 27296.4 27304.5 10 1 0 0
15384 27344.4 27344.4 10 0 0 0
427 27375.1 27389.4 13 3 0 0
428 27433.0 27441.1 13 1 1 0
429 27493.5 27501.6 14 1 0 0
430 27542.3 27542.3 14 0 0 0
431 27588.7 27588.7 14 0 0 0
4727 27642.4 27642.4 14 0 0 0
432 27743.3 27750.7 12 0 2 0
15279 27849.5 27857.6 13 1 0 0
16049 27901.2 27901.2 13 0 0 0
435 27944.8 27956.0 15 2 0 0
436 28033.1 28041.2 15 1 1 0
437 28100.1 28100.1 15 0 0 0
14647 28172.0 28172.0 15 0 0 0
439 28223.8 28223.8 15 0 0 0
440 28314.7 28322.8 15 1 1 0
12754 28365.9 28365.9 15 0 0 0
442 28421.2 28427.4 14 0 1 0
443 28515.8 28533.2 16 4 2 0
445 28719.5 28726.9 14 0 2 0
446 28814.1 28822.7 11 0 3 0
     }
- - - - - -
911377020 {
403 26431.0 26431.0 9 0 0 0
17163 26481.6 26481.6 9 0 0 0
15848 26536.0 26544.1 10 1 0 0
406 26574.5 26588.8 13 3 0 0
14500 26630.8 26630.8 13 0 0 0
15852 26684.6 26684.6 13 0 0 0
409 26715.5 26726.7 14 2 1 0
18047 26801.4 26801.4 14 0 0 0
17841 26834.6 26834.6 14 0 0 0
412 26880.4 26880.4 14 0 0 0
413 26911.0 26911.0 14 0 0 0
14764 26959.5 26968.1 11 0 3 0
415 27022.1 27022.1 11 0 0 0
416 27064.9 27072.3 9 0 2 0
417 27141.3 27141.3 9 0 0 0
15185 27178.1 27178.1 9 0 0 0
16110 27218.7 27218.7 9 0 0 0
420 27264.6 27275.8 10 2 1 0
421 27303.7 27303.7 10 0 0 0
16088 27331.7 27342.9 12 2 0 0
423 27380.8 27380.8 12 0 0 0
15364 27521.0 27535.3 12 3 3 0
425 27598.2 27606.3 13 1 0 0
15384 27640.2 27651.4 14 2 1 0
427 27682.6 27700.0 18 4 0 0
428 27740.8 27747.0 17 0 1 0
429 27791.4 27791.4 17 0 0 0
430 27825.8 27833.9 18 1 0 0
431 27886.9 27886.9 18 0 0 0
4727 27930.1 27944.4 20 3 1 0
432 28034.6 28042.7 19 1 2 0
15279 28172.7 28172.7 19 0 0 0
16049 28212.4 28212.4 19 0 0 0
435 28245.3 28256.5 20 2 1 0
436 28306.3 28317.5 21 2 1 0
437 28400.3 28408.4 22 1 0 0
14647 28497.4 28497.4 22 0 0 0
439 28545.4 28553.5 23 1 0 0
440 28627.9 28636.0 22 1 2 0
12754 28677.4 28685.5 23 1 0 0
442 28746.4 28753.8 21 0 2 0
     }
- - - - - -
911283020 {
397 26412.2 26418.4 5 0 1 0
17169 26464.2 26464.2 5 0 0 0
17162 26519.6 26519.6 5 0 0 0
14959 26618.8 26618.8 5 0 0 0
402 26652.1 26660.2 6 1 0 0
403 26684.0 26684.0 6 0 0 0
17163 26747.2 26747.2 6 0 0 0
15848 26794.8 26794.8 6 0 0 0
406 26834.5 26834.5 6 0 0 0
