stop_1,stop_2,time_sec,stop_1_lat,stop_1_lon,stop_2_lat,stop_2_lon
1119,1120,72.8,41.88468794,-87.62431755,41.88669974,-87.624384
1120,1121,61.4,41.88669974,-87.624384,41.888076,-87.624425
1121,3953,66.5,41.888076,-87.624425,41.887978,-87.621979
3953,3954,42.5,41.887978,-87.621979,41.887792,-87.620967
446,18122,103.9,41.883137,-87.632625,41.88314707,-87.63019604
18122,448,129.1,41.88314707,-87.63019604,41.88316957,-87.62749695
448,1119,166.3,41.88316957,-87.62749695,41.88468794,-87.62431755
443,445,221.0,41.883084,-87.639976,41.883128,-87.635516
445,446,106.8,41.883128,-87.635516,41.883137,-87.632625
436,437,67.0,41.881545,-87.657333,41.881608,-87.654897
437,14647,74.0,41.881608,-87.654897,41.88165169,-87.65191235
14647,439,61.2,41.88165169,-87.65191235,41.88167775,-87.64983775
439,440,93.3,41.88167775,-87.64983775,41.882,-87.64728
440,12754,50.8,41.882,-87.64728,41.8830708,-87.64669495
12754,442,79.8,41.8830708,-87.64669495,41.88311,-87.642848
442,443,136.3,41.88311,-87.642848,41.883084,-87.639976
432,15279,64.1,41.88139461,-87.66699977,41.88143358,-87.66418871
15279,16049,36.7,41.88143358,-87.66418871,41.88146881,-87.66201484
16049,435,55.6,41.88146881,-87.66201484,41.881525,-87.659765
435,436,79.9,41.881525,-87.659765,41.881545,-87.657333
425,15384,44.0,41.88112797,-87.68410996,41.88117403,-87.68122249
15384,427,44.5,41.88117403,-87.68122249,41.881232,-87.679293
427,428,58.0,41.881232,-87.679293,41.881262,-87.67685
428,429,36.6,41.881262,-87.67685,41.88129674,-87.67424663
429,430,34.9,41.88129674,-87.67424663,41.8813284,-87.67186305
430,431,61.1,41.8813284,-87.67186305,41.88137,-87.669513
431,4727,78.8,41.88137,-87.669513,41.881385,-87.668503
4727,432,98.9,41.881385,-87.668503,41.88139461,-87.66699977
15364,425,77.8,41.88109893,-87.68607651,41.88112797,-87.68410996
15185,16110,45.3,41.88095403,-87.70088084,41.88099888,-87.69856203
16110,420,57.8,41.88099888,-87.69856203,41.88100858,-87.69600765
420,421,24.7,41.88100858,-87.69600765,41.88103245,-87.694048
421,16088,22.1,41.88103245,-87.694048,41.88103301,-87.69229365
16088,423,30.2,41.88103301,-87.69229365,41.88106252,-87.68897646
423,15364,157.6,41.88106252,-87.68897646,41.88109893,-87.68607651
412,413,42.9,41.8808072,-87.7159745,41.88081388,-87.71381964
413,14764,71.1,41.88081388,-87.71381964,41.88084064,-87.71073049
14764,415,40.6,41.88084064,-87.71073049,41.880887,-87.708722
415,416,54.9,41.880887,-87.708722,41.880902,-87.706333
416,417,72.5,41.880902,-87.706333,41.880952,-87.703147
417,15185,26.6,41.880952,-87.703147,41.88095403,-87.70088084
14500,15852,52.2,41.88056848,-87.7304601,41.88059058,-87.72786002
15852,409,36.5,41.88059058,-87.72786002,41.88061422,-87.72582347
409,18047,108.8,41.88061422,-87.72582347,41.88070328,-87.72286077
18047,17841,77.9,41.88070328,-87.72286077,41.88074353,-87.72045859
17841,412,56.8,41.88074353,-87.72045859,41.8808072,-87.7159745
17162,14959,90.4,41.88033514,-87.7491367,41.88039237,-87.74496781
14959,402,47.3,41.88039237,-87.74496781,41.880443,-87.742998
402,403,26.2,41.880443,-87.742998,41.880475,-87.740705
403,17163,39.8,41.880475,-87.740705,41.88048501,-87.73768052
17163,15848,65.7,41.88048501,-87.73768052,41.88050398,-87.7352163
15848,406,41.5,41.88050398,-87.7352163,41.88053063,-87.7331241
406,14500,54.6,41.88053063,-87.7331241,41.88056848,-87.7304601
14956,393,37.0,41.88014099,-87.76461188,41.88018349,-87.7632177
393,394,22.6,41.88018349,-87.7632177,41.88020276,-87.76191891
394,395,35.3,41.88020276,-87.76191891,41.88019981,-87.75996715
395,396,30.2,41.88019981,-87.75996715,41.88025187,-87.75778965
396,397,55.9,41.88025187,-87.75778965,41.88027,-87.75526
397,17169,78.9,41.88027,-87.75526,41.88029685,-87.75221539
17169,17162,55.9,41.88029685,-87.75221539,41.88033514,-87.7491367
386,388,49.5,41.880313,-87.774043,41.88000915,-87.7714723
388,389,29.4,41.88000915,-87.7714723,41.88008776,-87.76992191
389,390,27.3,41.88008776,-87.76992191,41.88010476,-87.76821491
390,391,26.0,41.88010476,-87.76821491,41.88014676,-87.76661691
391,14956,75.8,41.88014676,-87.76661691,41.88014099,-87.76461188
