 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count 
911214020 {
15852 26423.2 26423.2 6 0 0 0
409 26451.3 26459.4 6 1 1 0
18047 26530.1 26530.1 6 0 0 0
17841 26573.1 26581.2 7 1 0 0
412 26637.6 26637.6 7 0 0 0
413 26670.5 26670.5 7 0 0 0
14764 26710.1 26718.2 7 1 1 0
415 26765.3 26765.3 7 0 0 0
416 26792.9 26799.1 6 0 1 0
417 26867.6 26867.6 6 0 0 0
15185 26919.8 26919.8 6 0 0 0
16110 26972.5 26972.5 6 0 0 0
420 27037.4 27045.5 6 1 1 0
421 27067.8 27067.8 6 0 0 0
16088 27090.6 27090.6 6 0 0 0
423 27123.6 27131.7 7 1 0 0
15364 27255.9 27264.0 6 1 2 0
425 27322.9 27322.9 6 0 0 0
15384 27354.1 27362.2 7 1 0 0
427 27396.0 27396.0 7 0 0 0
428 27448.5 27459.7 9 2 0 0
429 27508.4 27508.4 9 0 0 0
430 27543.6 27543.6 9 0 0 0
431 27602.4 27602.4 9 0 0 0
4727 27658.5 27666.6 10 1 0 0
432 27756.6 27770.9 12 3 1 0
15279 27858.5 27869.7 14 2 0 0
16049 27906.5 27906.5 14 0 0 0
435 27946.4 27957.6 16 2 0 0
436 28019.5 28027.6 16 1 1 0
437 28091.1 28102.3 18 2 0 0
14647 28172.7 28172.7 18 0 0 0
439 28229.4 28229.4 18 0 0 0
440 28309.1 28317.2 17 1 2 0
12754 28363.2 28363.2 17 0 0 0
442 28446.3 28452.5 16 0 1 0
443 28550.8 28568.2 18 4 2 0
445 28717.7 28725.1 16 0 2 0
446 28814.5 28823.1 13 0 3 0
     }
- - - - - -
911377020 {
402 26444.9 26444.9 12 0 0 0
403 26465.9 26465.9 12 0 0 0
17163 26508.0 26508.0 12 0 0 0
15848 26572.9 26572.9 12 0 0 0
406 26607.7 26618.9 14 2 0 0
14500 26655.7 26655.7 14 0 0 0
15852 26718.9 26718.9 14 0 0 0
409 26746.9 26755.0 14 1 1 0
18047 26834.9 26834.9 14 0 0 0
17841 26872.0 26872.0 14 0 0 0
412 26920.4 26920.4 14 0 0 0
413 26950.1 26950.1 14 0 0 0
14764 27001.3 27009.4 13 1 2 0
415 27062.1 27062.1 13 0 0 0
416 27118.3 27125.7 11 0 2 0
417 27196.9 27196.9 11 0 0 0
15185 27234.9 27234.9 11 0 0 0
16110 27283.0 27283.0 11 0 0 0
420 27338.2 27344.4 10 0 1 0
421 27371.5 27379.6 11 1 0 0
16088 27403.8 27403.8 11 0 0 0
423 27438.0 27438.0 11 0 0 0
15364 27576.7 27587.9 10 2 3 0
425 27655.7 27666.9 12 2 0 0
15384 27707.6 27715.7 13 1 0 0
427 27760.5 27768.6 14 1 0 0
428 27817.7 27823.9 13 0 1 0
429 27865.7 27865.7 13 0 0 0
430 27906.9 27906.9 13 0 0 0
431 27942.7 27950.8 14 1 0 0
4727 27996.4 28007.6 16 2 0 0
432 28084.1 28098.4 17 3 2 0
15279 28182.2 28182.2 17 0 0 0
