911214020 {
15852 26419.92 26419.92 11 0 0 0
409 26447.66 26455.76 11 1 1 0
18047 26510.34 26518.44 12 1 0 0
17841 26548.41 26556.51 13 1 0 0
412 26626.31 26626.31 13 0 0 0
413 26649.61 26649.61 13 0 0 0
14764 26712.02 26720.12 12 1 2 0
415 26769.59 26775.79 11 0 1 0
416 26799.76 26807.16 9 0 2 0
417 26868.74 26868.74 9 0 0 0
15185 26918.08 26918.08 9 0 0 0
16110 26962.11 26962.11 9 0 0 0
420 27024.24 27035.44 10 2 1 0
421 27054.64 27054.64 10 0 0 0
16088 27072.06 27080.16 11 1 0 0
423 27105.24 27113.34 12 1 0 0
15364 27230.4 27250.9 14 5 3 0
425 27300.87 27308.97 15 1 0 0
15384 27347.2 27355.3 15 1 1 0
427 27410.94 27410.94 15 0 0 0
428 27463.21 27471.31 15 1 1 0
429 27502.02 27502.02 15 0 0 0
430 27541.28 27541.28 15 0 0 0
431 27600.42 27600.42 15 0 0 0
4727 27667.12 27681.42 18 3 0 0
432 27756.51 27763.91 16 0 2 0
15279 27824.83 27832.93 17 1 0 0
16049 27864.23 27875.43 19 2 0 0
435 27905.63 27905.63 19 0 0 0
436 27982.05 27990.15 19 1 1 0
437 28071.95 28071.95 19 0 0 0
14647 28159.67 28159.67 19 0 0 0
439 28206.38 28206.38 19 0 0 0
440 28298.28 28304.48 18 0 1 0
12754 28338.6 28346.7 19 1 0 0
442 28409.71 28417.81 19 1 1 0
443 28518.15 28526.25 18 1 2 0
445 28771.45 28780.05 15 0 3 0
446 28903.33 28911.93 12 0 3 0
18122 29023.24 29029.44 11 0 1 0
448 29107.72 29121.12 4 0 7 0
1119 29267.75 29273.95 3 0 1 0
1120 29311.91 29311.91 3 0 0 0
1121 29357.57 29357.57 3 0 0 0
3953 29406.19 29406.19 3 0 0 0
3954 29439.57 29439.57 3 0 0 0
8613 29671.72 29671.72 0 0 3 0
     }
- - - - - -
911377020 {
402 26434.0 26442.1 5 1 0 0
403 26467.76 26467.76 5 0 0 0
17163 26531.09 26531.09 5 0 0 0
15848 26605.3 26605.3 5 0 0 0
406 26642.64 26656.94 8 3 0 0
14500 26709.49 26717.59 9 1 0 0
15852 26783.71 26783.71 9 0 0 0
409 26840.51 26848.61 9 1 1 0
18047 26925.57 26939.87 12 3 0 0
17841 26971.6 26982.8 14 2 0 0
412 27047.51 27047.51 14 0 0 0
413 27095.4 27095.4 14 0 0 0
14764 27153.18 27161.28 13 1 2 0
415 27254.86 27254.86 13 0 0 0
416 27307.53 27314.93 11 0 2 0
417 27378.64 27389.84 13 2 0 0
15185 27435.28 27435.28 13 0 0 0
16110 27469.39 27477.49 14 1 0 0
420 27518.27 27529.47 15 2 1 0
421 27552.78 27560.88 16 1 0 0
16088 27579.06 27587.16 17 1 0 0
423 27614.51 27614.51 17 0 0 0
15364 27744.33 27761.73 17 4 4 0
425 27852.54 27852.54 17 0 0 0
15384 27894.9 27909.2 19 3 1 0
427 27969.6 27983.9 22 3 0 0
428 28031.42 28037.62 21 0 1 0
429 28087.21 28087.21 21 0 0 0
430 28135.93 28147.13 23 2 0 0
431 28220.31 28228.41 23 1 1 0
4727 28275.0 28283.1 23 1 1 0
432 28369.86 28384.16 23 3 3 0
15279 28484.23 28484.23 23 0 0 0
16049 28511.92 28523.12 25 2 0 0
435 28567.9 28582.2 28 3 0 0
436 28632.33 28643.53 29 2 1 0
437 28707.82 28715.92 30 1 0 0
14647 28784.54 28792.64 31 1 0 0
439 28853.87 28861.97 32 1 0 0
440 28929.83 28937.23 30 0 2 0
12754 28998.42 28998.42 30 0 0 0
442 29054.45 29062.55 30 1 1 0
443 29221.42 29245.02 34 6 2 0
445 29600.38 29612.58 28 0 6 0
446 29692.44 29704.64 23 1 6 0
18122 29813.75 29837.35 26 6 3 0
448 29962.61 29986.81 10 0 16 0
     }
- - - - - -
911283020 {
397 26414.47 26414.47 5 0 0 0
17169 26462.46 26462.46 5 0 0 0
17162 26536.31 26544.41 6 1 0 0
14959 26618.16 26624.36 5 0 1 0
402 26660.93 26669.03 6 1 0 0
403 26694.66 26694.66 6 0 0 0
17163 26739.87 26739.87 6 0 0 0
15848 26787.62 26787.62 6 0 0 0
406 26816.35 26816.35 6 0 0 0
14500 26865.01 26865.01 6 0 0 0
15852 26920.4 26920.4 6 0 0 0
409 26956.8 26963.0 5 0 1 0
18047 27045.55 27045.55 5 0 0 0
17841 27086.93 27086.93 5 0 0 0
412 27142.01 27142.01 5 0 0 0
413 27193.33 27193.33 5 0 0 0
14764 27251.37 27257.57 4 0 1 0
415 27291.04 27291.04 4 0 0 0
416 27338.11 27344.31 3 0 1 0
417 27411.97 27411.97 3 0 0 0
15185 27451.03 27451.03 3 0 0 0
16110 27493.78 27493.78 3 0 0 0
420 27538.65 27538.65 3 0 0 0
421 27567.34 27567.34 3 0 0 0
16088 27595.21 27595.21 3 0 0 0
423 27632.28 27632.28 3 0 0 0
15364 27744.33 27750.53 2 0 1 0
425 27852.54 27852.54 2 0 0 0
15384 27894.9 27894.9 2 0 0 0
427 27969.6 27969.6 2 0 0 0
428 28031.42 28031.42 2 0 0 0
429 28092.92 28092.92 2 0 0 0
430 28152.85 28152.85 2 0 0 0
431 28220.31 28220.31 2 0 0 0
