16 {
386 27012.04 0 0 0 0
388 27062.56 2 2 0 0
389 27087.41 2 0 0 0
390 27125.38 3 1 0 0
391 27144.07 3 0 0 0
14956 27218.7 5 2 0 0
393 27249.64 5 0 0 0
394 27268.86 5 0 0 0
395 27306.8 6 1 0 0
396 27345.15 6 0 0 0
397 27383.72 7 1 0 0
17169 27480.85 7 0 0 0
17162 27517.53 7 0 0 0
14959 27604.67 7 0 0 0
402 27642.09 7 0 0 0
403 27676.54 7 0 0 0
17163 27713.68 7 0 0 0
15848 27769.1 7 0 0 0
406 27814.38 7 1 1 0
14500 27863.13 7 0 0 0
15852 27902.09 7 0 0 0
409 27943.71 6 0 1 0
18047 28024.96 6 0 0 0
17841 28087.78 7 1 0 0
412 28147.31 7 0 0 0
413 28199.05 7 0 0 0
14764 28266.49 8 2 1 0
415 28299.52 8 0 0 0
416 28336.5 7 0 1 0
417 28416.41 7 0 0 0
15185 28439.09 7 0 0 0
16110 28476.38 7 0 0 0
420 28548.56 6 0 1 0
421 28566.96 6 0 0 0
16088 28591.51 6 0 0 0
423 28625.64 7 1 0 0
15364 28733.49 5 0 2 0
425 28808.3 5 0 0 0
15384 28850.01 6 1 0 0
427 28898.62 6 0 0 0
428 28949.33 5 0 1 0
429 28978.69 5 0 0 0
430 29008.92 5 0 0 0
431 29074.14 5 0 0 0
4727 29168.01 7 2 0 0
432 29283.57 7 1 1 0
15279 29371.7 7 0 0 0
16049 29406.87 10 3 0 0
435 29461.38 10 0 0 0
436 29546.98 10 0 0 0
437 29595.2 10 0 0 0
14647 29691.06 10 0 0 0
439 29742.54 10 0 0 0
440 29815.69 9 0 1 0
12754 29853.68 9 0 0 0
442 29956.43 8 0 1 0
443 30085.87 7 0 1 0
445 30361.58 6 0 1 0
446 30515.48 5 0 1 0
     }
- - - - - -
17 {
386 27288.11 0 0 0 0
388 27341.11 1 1 0 0
389 27370.2 1 0 0 0
390 27397.08 1 0 0 0
391 27416.96 1 0 0 0
14956 27480.61 2 1 0 0
393 27511.25 2 0 0 0
394 27534.54 3 1 0 0
395 27576.84 3 0 0 0
396 27609.85 4 1 0 0
397 27670.02 5 1 0 0
17169 27723.77 5 0 0 0
17162 27776.47 6 1 0 0
14959 27860.81 6 0 0 0
402 27893.92 6 0 0 0
403 27920.6 6 0 0 0
17163 27948.71 6 0 0 0
15848 28006.24 6 0 0 0
406 28043.18 5 0 1 0
14500 28076.28 5 0 0 0
15852 28155.04 5 0 0 0
409 28202.81 4 0 1 0
18047 28276.93 4 0 0 0
17841 28349.06 5 1 0 0
412 28391.05 5 0 0 0
413 28433.6 5 0 0 0
14764 28494.81 4 0 1 0
415 28552.96 4 0 0 0
416 28595.75 4 1 1 0
417 28683.18 4 0 0 0
15185 28701.44 4 0 0 0
16110 28744.32 4 0 0 0
420 28792.72 4 1 1 0
421 28829.4 4 0 0 0
16088 28842.56 4 0 0 0
423 28868.98 4 0 0 0
15364 29002.27 4 1 1 0
425 29061.88 4 0 0 0
15384 29122.45 9 5 0 0
427 29166.92 10 1 0 0
428 29199.53 9 0 1 0
429 29217.87 9 0 0 0
430 29250.31 10 1 0 0
431 29346.42 11 1 0 0
4727 29423.59 12 1 0 0
432 29538.75 13 2 1 0
15279 29617.65 14 1 0 0
16049 29651.92 16 2 0 0
435 29700.85 17 1 0 0
436 29793.14 21 4 0 0
437 29897.74 22 1 0 0
14647 29987.84 22 0 0 0
439 30034.88 22 0 0 0
440 30132.25 21 0 1 0
12754 30166.31 21 0 0 0
442 30271.1 22 2 1 0
443 30406.38 24 4 2 0
     }
- - - - - -
18 {
386 27586.33 0 0 0 0
388 27680.71 2 2 0 0
389 27704.21 2 0 0 0
390 27734.67 2 0 0 0
391 27757.12 2 0 0 0
14956 27814.65 3 1 0 0
393 27848.56 3 0 0 0
394 27872.59 4 1 0 0
395 27925.55 5 1 0 0
396 27945.13 5 0 0 0
397 27998.33 6 1 0 0
17169 28057.07 6 0 0 0
17162 28097.43 7 1 0 0
14959 28160.29 9 2 0 0
402 28191.21 9 0 0 0
403 28214.33 9 0 0 0
17163 28249.44 9 0 0 0
15848 28309.55 9 0 0 0
406 28353.36 8 0 1 0
14500 28434.0 8 1 1 0
15852 28489.21 8 0 0 0
409 28524.05 7 0 1 0
18047 28591.76 7 0 0 0
17841 28644.98 7 0 0 0
412 28714.34 7 0 0 0
413 28752.96 7 0 0 0
14764 28833.64 8 1 0 0
415 28865.66 8 0 0 0
416 28931.09 6 0 2 0
417 28994.58 6 0 0 0
15185 29013.96 6 0 0 0
16110 29044.49 6 0 0 0
420 29106.56 7 2 1 0
421 29131.0 7 0 0 0
