trip_id,stop_id,arr_t,dep_t,load_count,ons_count,offs_count,denied_count,hold_sec
910955020,386,7:34:00,7:34:00,0,0,0,0,0
910955020,388,7:34:58,7:34:58,0,0,0,0,0
910955020,389,7:35:28,7:35:28,0,0,0,0,0
910955020,390,7:35:52,7:35:57,0,0,0,0,5.109569155421923
910955020,391,7:36:12,7:36:12,0,0,0,0,0
910955020,14956,7:37:19,7:37:19,0,0,0,0,0
910955020,393,7:37:43,7:37:43,0,0,0,0,0
910955020,394,7:37:58,7:38:06,1,1,0,0,0
910955020,395,7:38:45,7:39:12,1,0,0,0,27.5612282706752
910955020,396,7:39:39,7:39:39,1,0,0,0,0
910955020,397,7:40:27,7:40:27,1,0,0,0,0
910955020,17169,7:41:30,7:41:30,1,0,0,0,0
910955020,17162,7:42:36,7:42:44,2,1,0,0,0
910955020,14959,7:43:54,7:44:21,2,0,0,0,26.844052272070257
910955020,402,7:44:57,7:44:57,2,0,0,0,0
910955020,403,7:45:21,7:45:21,2,0,0,0,0
910955020,17163,7:46:18,7:46:26,3,1,0,0,0
910955020,15848,7:47:06,7:47:06,3,0,0,0,0
910955020,406,7:47:39,7:47:39,3,0,0,0,0
910955020,14500,7:48:32,7:49:12,4,1,0,0,40
910955020,15852,7:50:10,7:50:10,4,0,0,0,0
910955020,409,7:50:44,7:50:52,4,1,1,0,0
910955020,18047,7:52:06,7:52:06,4,0,0,0,0
910955020,17841,7:53:13,7:53:13,4,0,0,0,0
910955020,412,7:54:12,7:54:12,4,0,0,0,0
910955020,413,7:55:04,7:55:38,4,0,0,0,33.22598205257964
910955020,14764,7:56:34,7:56:40,3,0,1,0,0
910955020,415,7:57:42,7:57:42,3,0,0,0,0
910955020,416,7:58:30,7:58:38,3,1,1,0,0
910955020,417,7:59:53,7:59:53,3,0,0,0,0
910955020,15185,8:00:31,8:00:31,3,0,0,0,0
910955020,16110,8:01:13,8:01:13,3,0,0,0,0
910955020,420,8:01:51,8:01:59,3,1,1,0,0
910955020,421,8:02:39,8:02:39,3,0,0,0,0
910955020,16088,8:02:58,8:02:58,3,0,0,0,0
910955020,423,8:03:32,8:03:32,3,0,0,0,0
910955020,15364,8:05:23,8:05:30,1,0,2,0,0
910955020,425,8:06:35,8:07:15,1,0,0,0,40
910955020,15384,8:07:50,8:07:50,1,0,0,0,0
910955020,427,8:08:25,8:08:36,3,2,0,0,0
910955020,428,8:09:20,8:09:27,2,0,1,0,0
910955020,429,8:09:56,8:09:56,2,0,0,0,0
910955020,430,8:10:33,8:10:33,2,0,0,0,0
910955020,431,8:11:42,8:11:50,3,1,0,0,0
910955020,4727,8:13:11,8:13:22,5,2,0,0,0
910955020,432,8:14:50,8:15:01,7,2,0,0,0
910955020,15279,8:15:58,8:15:58,7,0,0,0,0
910955020,16049,8:16:24,8:16:40,10,3,0,0,15.559239883052214
910955020,435,8:18:01,8:18:18,14,4,0,0,0
910955020,436,8:19:52,8:20:00,15,1,0,0,0
910955020,437,8:21:03,8:21:10,14,0,1,0,0
910955020,14647,8:22:27,8:22:27,14,0,0,0,0
910955020,439,8:23:05,8:23:05,14,0,0,0,0
910955020,440,8:24:42,8:24:50,15,1,0,0,0
910955020,12754,8:25:49,8:25:49,15,0,0,0,0
910955020,442,8:27:08,8:27:22,17,3,1,0,0
910955020,443,8:29:30,8:29:47,20,4,1,0,0
910955020,445,8:33:00,8:33:11,15,0,5,0,0
910955020,446,8:34:19,8:34:27,13,0,2,0,0
910955020,18122,8:36:05,8:36:12,11,0,2,0,0
910955020,448,8:38:47,8:39:04,2,1,10,0,0
910955020,1119,8:41:16,8:41:22,1,0,1,0,0
910955020,1120,8:42:35,8:42:41,0,0,1,0,0
910955020,1121,8:43:46,8:43:46,0,0,0,0,0
910955020,3953,8:44:57,8:44:57,0,0,0,0,0
910955020,3954,8:45:34,8:45:34,0,0,0,0,0
910955020,8613,8:47:31,8:47:31,0,0,0,0,0
911004030,386,7:40:00,7:40:00,1,1,0,0,0
911004030,388,7:41:03,7:41:03,1,0,0,0,0
911004030,389,7:41:36,7:41:36,1,0,0,0,0
911004030,390,7:42:04,7:42:04,1,0,0,0,0
911004030,391,7:42:29,7:42:37,2,1,0,0,0
911004030,14956,7:43:37,7:43:45,2,1,1,0,0
911004030,393,7:44:18,7:44:18,2,0,0,0,0
911004030,394,7:44:38,7:44:46,3,1,0,0,0
911004030,395,7:45:28,7:45:28,3,0,0,0,0
911004030,396,7:45:55,7:46:03,4,1,0,0,0
911004030,397,7:47:03,7:47:03,4,0,0,0,0
911004030,17169,7:48:16,7:48:16,4,0,0,0,0
911004030,17162,7:49:08,7:49:16,5,1,0,0,0
911004030,14959,7:50:35,7:50:43,6,1,0,0,0
911004030,402,7:51:19,7:51:19,6,0,0,0,0
911004030,403,7:51:43,7:51:43,6,0,0,0,0
911004030,17163,7:52:37,7:52:45,7,1,0,0,0
911004030,15848,7:53:35,7:53:41,6,0,1,0,0
911004030,406,7:54:13,7:54:20,5,0,1,0,0
911004030,14500,7:55:10,7:55:18,6,1,0,0,0
911004030,15852,7:56:12,7:56:12,6,0,0,0,0
911004030,409,7:56:46,7:56:53,4,0,2,0,0
911004030,18047,7:58:14,7:58:14,4,0,0,0,0
911004030,17841,7:59:41,7:59:41,4,0,0,0,0
911004030,412,8:00:22,8:00:22,4,0,0,0,0
911004030,413,8:01:08,8:01:14,4,0,0,0,6.113885957147431
911004030,14764,8:02:31,8:02:38,2,0,2,0,0
911004030,415,8:03:04,8:03:04,2,0,0,0,0
911004030,416,8:03:51,8:03:58,1,0,1,0,0
911004030,417,8:04:57,8:04:57,1,0,0,0,0
911004030,15185,8:05:29,8:05:29,1,0,0,0,0
911004030,16110,8:06:25,8:06:31,1,0,0,0,6.318366302311915
911004030,420,8:07:15,8:07:21,0,0,1,0,0
911004030,421,8:07:54,8:07:54,0,0,0,0,0
911004030,16088,8:08:12,8:08:12,0,0,0,0,0
911004030,423,8:08:42,8:08:42,0,0,0,0,0
911004030,15364,8:10:34,8:10:42,1,1,0,0,0
911004030,425,8:12:08,8:12:48,1,0,0,0,40
911004030,15384,8:13:20,8:13:28,2,1,0,0,0
911004030,427,8:14:00,8:14:08,3,1,0,0,0
911004030,428,8:14:55,8:15:03,4,1,0,0,0
911004030,429,8:15:34,8:15:42,5,1,0,0,0
911004030,430,8:16:11,8:16:11,5,0,0,0,0
