trip_id,stop_id,arr_t,dep_t,load_count,ons_count,offs_count,denied_count
910955020,386,27273.7,27273.7,0,0,0,0
910955020,388,27316.6,27324.6,1,1,0,0
910955020,389,27357.3,27357.3,1,0,0,0
910955020,390,27384.5,27384.5,1,0,0,0
910955020,391,27402.4,27410.4,2,1,0,0
910955020,14956,27477.6,27485.6,2,1,1,0
910955020,393,27522.5,27522.5,2,0,0,0
910955020,394,27538.9,27546.9,3,1,0,0
910955020,395,27584.1,27584.1,3,0,0,0
910955020,396,27611.6,27611.6,3,0,0,0
910955020,397,27671.1,27671.1,3,0,0,0
910955020,17169,27740.9,27740.9,3,0,0,0
910955020,17162,27780.5,27780.5,3,0,0,0
910955020,14959,27836.3,27844.3,4,1,0,0
910955020,402,27876.5,27876.5,4,0,0,0
910955020,403,27895.4,27895.4,4,0,0,0
910955020,17163,27929.1,27937.1,5,1,0,0
910955020,15848,28005.1,28005.1,5,0,0,0
910955020,406,28031.6,28039.6,5,1,1,0
910955020,14500,28100.7,28100.7,5,0,0,0
910955020,15852,28178.2,28178.2,5,0,0,0
910955020,409,28204.7,28215.7,7,2,0,0
910955020,18047,28311.2,28311.2,7,0,0,0
910955020,17841,28364.4,28364.4,7,0,0,0
910955020,412,28411.7,28411.7,7,0,0,0
910955020,413,28466.1,28466.1,7,0,0,0
910955020,14764,28532.4,28540.4,6,1,2,0
910955020,415,28580.4,28580.4,6,0,0,0
910955020,416,28644.1,28650.3,5,0,1,0
910955020,417,28718.2,28718.2,5,0,0,0
910955020,15185,28747.7,28747.7,5,0,0,0
910955020,16110,28789.2,28795.4,4,0,1,0
910955020,420,28855.0,28861.2,3,0,1,0
910955020,421,28887.5,28887.5,3,0,0,0
910955020,16088,28908.6,28908.6,3,0,0,0
910955020,423,28938.7,28938.7,3,0,0,0
910955020,15364,29091.4,29099.4,3,1,1,0
910955020,425,29163.5,29163.5,3,0,0,0
910955020,15384,29194.4,29194.4,3,0,0,0
910955020,427,29239.2,29247.2,4,1,0,0
910955020,428,29288.3,29296.3,5,1,0,0
910955020,429,29326.1,29326.1,5,0,0,0
910955020,430,29361.9,29361.9,5,0,0,0
910955020,431,29435.7,29435.7,5,0,0,0
910955020,4727,29525.6,29533.6,6,1,0,0
910955020,432,29618.5,29626.5,7,1,0,0
910955020,15279,29676.7,29676.7,7,0,0,0
910955020,16049,29700.8,29700.8,7,0,0,0
910955020,435,29780.6,29780.6,7,0,0,0
910955020,436,29860.5,29860.5,7,0,0,0
910955020,437,29937.4,29948.4,9,2,0,0
910955020,14647,30015.8,30026.8,11,2,0,0
910955020,439,30089.6,30100.6,13,2,0,0
910955020,440,30180.2,30209.2,21,8,0,0
910955020,12754,30258.2,30258.2,21,0,0,0
910955020,442,30351.1,30351.1,21,0,0,0
910955020,443,30476.1,30487.1,22,2,1,0
910955020,445,30694.1,30701.5,20,0,2,0
910955020,446,30817.5,30825.5,19,1,2,0
910955020,18122,30947.5,30958.5,14,0,5,0
910955020,448,31129.6,31143.0,9,2,7,0
910955020,1119,31254.0,31261.4,7,0,2,0
910955020,1120,31336.1,31336.1,7,0,0,0
910955020,1121,31400.7,31400.7,7,0,0,0
910955020,3953,31473.4,31479.6,6,0,1,0
910955020,3954,31527.7,31527.7,6,0,0,0
910955020,8613,31684.9,31684.9,0,0,6,0
911004030,386,27636.2,27636.2,0,0,0,0
911004030,388,27669.3,27669.3,0,0,0,0
911004030,389,27689.7,27689.7,0,0,0,0
911004030,390,27709.9,27709.9,0,0,0,0
911004030,391,27732.3,27740.3,1,1,0,0
911004030,14956,27814.9,27814.9,1,0,0,0
911004030,393,27842.8,27842.8,1,0,0,0
911004030,394,27860.2,27860.2,1,0,0,0
911004030,395,27887.7,27887.7,1,0,0,0
911004030,396,27915.6,27923.6,2,1,0,0
911004030,397,27963.4,27971.4,3,1,0,0
911004030,17169,28025.1,28025.1,3,0,0,0
911004030,17162,28071.0,28071.0,3,0,0,0
911004030,14959,28179.7,28187.7,4,1,0,0
911004030,402,28227.5,28227.5,4,0,0,0
911004030,403,28251.8,28251.8,4,0,0,0
911004030,17163,28286.9,28297.9,6,2,0,0
911004030,15848,28350.6,28350.6,6,0,0,0
911004030,406,28387.2,28394.6,4,0,2,0
911004030,14500,28444.6,28452.6,5,1,0,0
911004030,15852,28510.1,28510.1,5,0,0,0
911004030,409,28552.3,28559.7,3,0,2,0
911004030,18047,28696.4,28696.4,3,0,0,0
911004030,17841,28756.1,28764.1,4,1,0,0
911004030,412,28822.4,28830.4,5,1,0,0
911004030,413,28880.1,28880.1,5,0,0,0
911004030,14764,28943.9,28951.3,3,0,2,0
911004030,415,28987.0,28987.0,3,0,0,0
911004030,416,29040.1,29048.1,3,1,1,0
911004030,417,29111.0,29111.0,3,0,0,0
911004030,15185,29162.8,29162.8,3,0,0,0
911004030,16110,29219.4,29219.4,3,0,0,0
911004030,420,29257.6,29268.6,5,2,0,0
911004030,421,29295.4,29295.4,5,0,0,0
911004030,16088,29321.4,29321.4,5,0,0,0
911004030,423,29356.2,29356.2,5,0,0,0
911004030,15364,29509.1,29523.1,3,3,5,0
911004030,425,29604.5,29604.5,3,0,0,0
911004030,15384,29638.5,29649.5,5,2,0,0
911004030,427,29694.5,29708.5,8,3,0,0
911004030,428,29751.0,29759.0,9,1,0,0
911004030,429,29793.8,29793.8,9,0,0,0
911004030,430,29835.2,29846.2,11,2,0,0
911004030,431,29937.3,29945.3,12,1,0,0
911004030,4727,30023.2,30043.2,17,5,0,0
911004030,432,30140.2,30140.2,17,0,0,0
911004030,15279,30199.1,30199.1,17,0,0,0
911004030,16049,30230.5,30256.5,24,7,0,0
911004030,435,30307.4,30324.4,28,4,0,0
911004030,436,30437.3,30466.3,36,8,0,0
911004030,437,30532.9,30546.9,39,3,0,0
911004030,14647,30641.3,30649.3,40,1,0,1
911004030,439,30704.5,30704.5,40,0,0,1
911004030,440,30809.2,30809.2,40,0,0,6
911004030,12754,30867.1,30867.1,40,0,0,0
911004030,442,31025.2,31039.2,40,3,3,0
911004030,443,31177.5,31191.5,40,3,3,8
911004030,445,31432.3,31444.5,34,0,6,0
911004030,446,31519.4,31532.8,27,0,7,0
911004030,18122,31657.0,31664.4,25,0,2,0
911004030,448,31805.5,31832.1,10,3,18,0
911004030,1119,31961.1,31969.7,7,0,3,0
911004030,1120,32046.3,32053.7,5,0,2,0
911004030,1121,32129.3,32129.3,5,0,0,0
911004030,3953,32209.6,32209.6,5,0,0,0
911004030,3954,32247.8,32247.8,5,0,0,0
911004030,8613,32375.6,32375.6,0,0,5,0
911457020,386,27988.0,27988.0,0,0,0,0
911457020,388,28032.2,28032.2,0,0,0,0
911457020,389,28059.8,28067.8,1,1,0,0
911457020,390,28095.7,28095.7,1,0,0,0
911457020,391,28117.1,28125.1,2,1,0,0
911457020,14956,28185.0,28193.0,3,1,0,0
911457020,393,28229.2,28229.2,3,0,0,0
911457020,394,28245.2,28245.2,3,0,0,0
911457020,395,28276.4,28276.4,3,0,0,0
911457020,396,28306.9,28306.9,3,0,0,0
911457020,397,28349.5,28349.5,3,0,0,0
911457020,17169,28425.6,28425.6,3,0,0,0
911457020,17162,28471.5,28479.5,4,1,0,0
911457020,14959,28558.1,28569.1,5,2,1,0
911457020,402,28614.8,28614.8,5,0,0,0
911457020,403,28643.9,28643.9,5,0,0,0
911457020,17163,28688.3,28696.3,6,1,0,0
911457020,15848,28751.8,28751.8,6,0,0,0
911457020,406,28783.5,28783.5,6,0,0,0
911457020,14500,28842.6,28850.6,6,1,1,0
911457020,15852,28909.3,28909.3,6,0,0,0
911457020,409,28931.7,28939.1,4,0,2,0
911457020,18047,29066.7,29066.7,4,0,0,0
911457020,17841,29120.6,29120.6,4,0,0,0
911457020,412,29177.6,29177.6,4,0,0,0
911457020,413,29233.7,29233.7,4,0,0,0
911457020,14764,29305.6,29314.2,1,0,3,0
911457020,415,29346.1,29346.1,1,0,0,0
911457020,416,29386.8,29394.8,1,1,1,0
911457020,417,29469.5,29469.5,1,0,0,0
911457020,15185,29522.1,29522.1,1,0,0,0
911457020,16110,29571.0,29571.0,1,0,0,0
911457020,420,29628.9,29635.1,0,0,1,0
911457020,421,29659.9,29659.9,0,0,0,0
911457020,16088,29674.8,29674.8,0,0,0,0
911457020,423,29704.9,29704.9,0,0,0,0
911457020,15364,29885.5,29893.5,1,1,0,0
911457020,425,29966.7,29966.7,1,0,0,0
911457020,15384,30006.5,30006.5,1,0,0,0
911457020,427,30050.7,30061.7,3,2,0,0
911457020,428,30118.6,30118.6,3,0,0,0
911457020,429,30145.1,30145.1,3,0,0,0
911457020,430,30176.5,30184.5,4,1,0,0
911457020,431,30242.5,30242.5,4,0,0,0
911457020,4727,30313.9,30321.9,5,1,0,0
911457020,432,30430.0,30444.0,8,3,0,0
911457020,15279,30512.4,30518.6,7,0,1,0
911457020,16049,30539.5,30550.5,9,2,0,0
911457020,435,30645.2,30662.2,13,4,0,0
911457020,436,30713.1,30721.1,14,1,0,0
911457020,437,30796.1,30796.1,14,0,0,0
911457020,14647,30868.5,30876.5,15,1,0,0
911457020,439,30940.9,30948.9,16,1,0,0
911457020,440,31042.3,31065.3,19,6,3,0
911457020,12754,31121.7,31121.7,19,0,0,0
911457020,442,31301.2,31301.2,19,0,0,0
911457020,443,31429.9,31467.9,28,11,2,0
911457020,445,31687.5,31697.3,24,0,4,0
911457020,446,31767.7,31778.7,19,0,5,0
911457020,18122,31892.9,31902.7,15,0,4,0
911457020,448,32026.8,32042.6,6,0,9,0
911457020,1119,32162.0,32170.6,3,0,3,0
911457020,1120,32243.4,32243.4,3,0,0,0
911457020,1121,32320.8,32320.8,3,0,0,0
911457020,3953,32396.4,32396.4,3,0,0,0
911457020,3954,32431.0,32431.0,3,0,0,0
911457020,8613,32574.0,32574.0,0,0,3,0
910579020,386,28320,28320,0,0,0,0
910579020,388,28360.8,28360.8,0,0,0,0
910579020,389,28385.4,28385.4,0,0,0,0
910579020,390,28418.1,28418.1,0,0,0,0
910579020,391,28435.7,28435.7,0,0,0,0
910579020,14956,28499.3,28513.3,3,3,0,0
910579020,393,28548.8,28548.8,3,0,0,0
910579020,394,28564.4,28564.4,3,0,0,0
910579020,395,28604.2,28604.2,3,0,0,0
910579020,396,28642.8,28642.8,3,0,0,0
910579020,397,28685.4,28685.4,3,0,0,0
910579020,17169,28755.1,28755.1,3,0,0,0
910579020,17162,28798.9,28806.9,4,1,0,0
910579020,14959,28883.2,28883.2,4,0,0,0
910579020,402,28933.0,28933.0,4,0,0,0
910579020,403,28956.9,28956.9,4,0,0,0
910579020,17163,29004.9,29004.9,4,0,0,0
910579020,15848,29067.5,29067.5,4,0,0,0
910579020,406,29117.2,29117.2,4,0,0,0
910579020,14500,29165.1,29165.1,4,0,0,0
910579020,15852,29227.1,29227.1,4,0,0,0
910579020,409,29247.3,29247.3,4,0,0,0
910579020,18047,29333.1,29344.1,6,2,0,0
910579020,17841,29395.7,29395.7,6,0,0,0
910579020,412,29462.7,29462.7,6,0,0,0
910579020,413,29509.0,29509.0,6,0,0,0
910579020,14764,29560.9,29567.1,5,0,1,0
910579020,415,29602.7,29602.7,5,0,0,0
910579020,416,29669.6,29675.8,4,0,1,0
910579020,417,29747.2,29747.2,4,0,0,0
910579020,15185,29786.5,29786.5,4,0,0,0
910579020,16110,29837.6,29837.6,4,0,0,0
910579020,420,29876.6,29884.6,5,1,0,0
910579020,421,29915.1,29915.1,5,0,0,0
910579020,16088,29941.7,29941.7,5,0,0,0
910579020,423,29975.4,29975.4,5,0,0,0
910579020,15364,30165.5,30172.9,3,0,2,0
910579020,425,30235.6,30235.6,3,0,0,0
910579020,15384,30282.6,30288.8,2,0,1,0
910579020,427,30330.2,30338.2,3,1,0,0
910579020,428,30390.4,30396.6,2,0,1,0
910579020,429,30434.7,30434.7,2,0,0,0
910579020,430,30474.2,30474.2,2,0,0,0
910579020,431,30535.2,30535.2,2,0,0,0
910579020,4727,30616.3,30616.3,2,0,0,0
910579020,432,30701.9,30708.1,1,0,1,0
910579020,15279,30756.6,30756.6,1,0,0,0
910579020,16049,30783.8,30783.8,1,0,0,0
910579020,435,30845.9,30845.9,1,0,0,0
910579020,436,30914.6,30914.6,1,0,0,0
910579020,437,31016.9,31024.9,2,1,0,0
910579020,14647,31094.9,31102.9,3,1,0,0
910579020,439,31160.3,31160.3,3,0,0,0
910579020,440,31265.2,31273.2,4,1,0,0
910579020,12754,31334.3,31334.3,4,0,0,0
910579020,442,31488.8,31496.8,5,1,0,0
910579020,443,31690.9,31707.9,9,4,0,0
910579020,445,31901.3,31907.5,8,0,1,0
910579020,446,32011.5,32018.9,6,0,2,0
910579020,18122,32133.9,32133.9,6,0,0,0
910579020,448,32315.6,32325.4,2,0,4,0
910579020,1119,32462.0,32462.0,2,0,0,0
910579020,1120,32524.5,32524.5,2,0,0,0
910579020,1121,32565.0,32565.0,2,0,0,0
910579020,3953,32635.1,32635.1,2,0,0,0
910579020,3954,32663.1,32663.1,2,0,0,0
910579020,8613,32853.9,32853.9,0,0,2,0
911242020,386,28707.5,28707.5,1,1,0,0
911242020,388,28748.8,28748.8,1,0,0,0
911242020,389,28779.2,28787.2,2,1,0,0
911242020,390,28810.8,28810.8,2,0,0,0
911242020,391,28834.7,28834.7,2,0,0,0
911242020,14956,28888.6,28899.6,3,2,1,0
911242020,393,28938.1,28938.1,3,0,0,0
911242020,394,28958.9,28958.9,3,0,0,0
911242020,395,28994.1,28994.1,3,0,0,0
911242020,396,29030.2,29030.2,3,0,0,0
911242020,397,29083.5,29094.5,5,2,0,0
911242020,17169,29165.6,29165.6,5,0,0,0
911242020,17162,29228.1,29228.1,5,0,0,0
911242020,14959,29300.0,29311.0,7,2,0,0
911242020,402,29354.4,29354.4,7,0,0,0
911242020,403,29375.2,29375.2,7,0,0,0
911242020,17163,29417.4,29417.4,7,0,0,0
911242020,15848,29492.3,29492.3,7,0,0,0
911242020,406,29534.7,29548.7,7,3,3,0
911242020,14500,29594.5,29602.5,6,1,2,0
911242020,15852,29665.2,29665.2,6,0,0,0
911242020,409,29694.9,29702.9,5,1,2,0
911242020,18047,29838.9,29838.9,5,0,0,0
911242020,17841,29933.2,29941.2,6,1,0,0
911242020,412,30002.1,30002.1,6,0,0,0
911242020,413,30033.4,30033.4,6,0,0,0
911242020,14764,30083.3,30091.3,7,1,0,0
911242020,415,30127.6,30127.6,7,0,0,0
