stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,225.76666666666682,41.880313,-87.774043,0
388,239.75,41.88000915,-87.7714723,1
389,250.8375000000001,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,249.8000000000011,41.88014676,-87.76661691,4
14956,225.30500000000046,41.88014099,-87.76461188,5
393,261.6666666666667,41.88018349,-87.7632177,6
394,221.0500000000011,41.88020276,-87.76191891,7
395,0.0,41.88019981,-87.75996715,8
396,223.7416666666668,41.88025187,-87.75778965,9
397,228.29090909090948,41.88027,-87.75526,10
17169,0.0,41.88029685,-87.75221539,11
17162,244.07777777777807,41.88033514,-87.7491367,12
14959,300.60000000000036,41.88039237,-87.74496781,13
402,0.0,41.880443,-87.742998,14
403,307.0,41.880475,-87.740705,15
17163,176.5,41.88048501,-87.73768052,16
15848,170.91000000000022,41.88050398,-87.7352163,17
406,199.07916666666674,41.88053063,-87.7331241,18
14500,201.1785714285717,41.88056848,-87.7304601,19
15852,163.89999999999964,41.88059058,-87.72786002,20
409,232.0,41.88061422,-87.72582347,21
18047,202.71666666666624,41.88070328,-87.72286077,22
17841,182.3562499999996,41.88074353,-87.72045859,23
412,0.0,41.8808072,-87.7159745,24
413,0.0,41.88081388,-87.71381964,25
14764,262.72499999999945,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,201.11250000000018,41.880902,-87.706333,28
417,235.8125,41.880952,-87.703147,29
15185,223.0857142857141,41.88095403,-87.70088084,30
16110,168.42499999999927,41.88099888,-87.69856203,31
420,195.45624999999973,41.88100858,-87.69600765,32
421,288.15000000000146,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,244.54999999999927,41.88106252,-87.68897646,35
15364,167.2695652173914,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,213.59285714285718,41.88117403,-87.68122249,38
427,199.17758620689668,41.881232,-87.679293,39
428,211.2350000000002,41.881262,-87.67685,40
429,265.39999999999964,41.88129674,-87.67424663,41
430,182.82857142857185,41.8813284,-87.67186305,42
431,166.97857142857174,41.88137,-87.669513,43
4727,189.82291666666643,41.881385,-87.668503,44
432,186.84333333333356,41.88139461,-87.66699977,45
15279,238.02499999999964,41.88143358,-87.66418871,46
16049,168.9790697674418,41.88146881,-87.66201484,47
435,192.31463414634115,41.881525,-87.659765,48
436,203.29605263157876,41.881545,-87.657333,49
437,199.30555555555569,41.881608,-87.654897,50
14647,201.51818181818146,41.88165169,-87.65191235,51
439,261.9500000000002,41.88167775,-87.64983775,52
440,162.04047619047577,41.882,-87.64728,53
12754,201.93888888888918,41.8830708,-87.64669495,54
442,196.05937499999982,41.88311,-87.642848,55
443,192.44473684210524,41.883084,-87.639976,56
445,267.0500000000002,41.883128,-87.635516,57
446,106.32500000000073,41.883137,-87.632625,58
18122,161.3375000000001,41.88314707,-87.63019604,59
448,211.36052631578977,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,0.0,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
