route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,diff
20,911316020,17841,24,06:24:45,23085,911316020,2019-09-06 06:25:05,195905.0,172820.0
20,911240020,14764,27,06:06:56,22016,911240020,2019-09-06 06:25:13,195913.0,173897.0
20,911411030,397,11,06:24:00,23040,911411030,2019-09-06 06:25:17,195917.0,172877.0
20,911240020,415,28,06:07:26,22046,911240020,2019-09-06 06:25:36,195936.0,173890.0
20,911316020,412,25,06:25:35,23135,911316020,2019-09-06 06:25:51,195951.0,172816.0
20,911240020,416,29,06:08:00,22080,911240020,2019-09-06 06:26:10,195970.0,173890.0
20,911316020,413,26,06:26:08,23168,911316020,2019-09-06 06:26:22,195982.0,172814.0
20,911411030,17169,12,06:24:39,23079,911411030,2019-09-06 06:26:52,196012.0,172933.0
20,911240020,417,30,06:08:43,22123,911240020,2019-09-06 06:27:08,196028.0,173905.0
20,911316020,14764,27,06:26:56,23216,911316020,2019-09-06 06:27:20,196040.0,172824.0
20,911240020,15185,31,06:09:12,22152,911240020,2019-09-06 06:27:29,196049.0,173897.0
20,911316020,415,28,06:27:26,23246,911316020,2019-09-06 06:27:36,196056.0,172810.0
20,911411030,17162,13,06:25:30,23130,911411030,2019-09-06 06:27:44,196064.0,172934.0
20,911316020,416,29,06:28:00,23280,911316020,2019-09-06 06:27:58,196078.0,172798.0
20,911240020,16110,32,06:09:42,22182,911240020,2019-09-06 06:28:07,196087.0,173905.0
20,910504020,386,1,06:28:30,23310,910504020,2019-09-06 06:28:24,196104.0,172794.0
20,910504020,388,2,06:29:06,23346,910504020,2019-09-06 06:28:48,196128.0,172782.0
20,910504020,389,3,06:29:30,23370,910504020,2019-09-06 06:28:58,196138.0,172768.0
20,911411030,14959,14,06:26:30,23190,911411030,2019-09-06 06:29:05,196145.0,172955.0
20,910504020,390,4,06:29:54,23394,910504020,2019-09-06 06:29:11,196151.0,172757.0
20,911240020,420,33,06:10:12,22212,911240020,2019-09-06 06:29:12,196152.0,173940.0
20,911316020,417,30,06:28:43,23323,911316020,2019-09-06 06:29:14,196154.0,172831.0
20,910504020,391,5,06:30:18,23418,910504020,2019-09-06 06:29:24,196164.0,172746.0
20,911240020,421,34,06:10:33,22233,911240020,2019-09-06 06:29:36,196176.0,173943.0
20,911411030,402,15,06:27:08,23228,911411030,2019-09-06 06:29:39,196179.0,172951.0
20,911240020,16088,35,06:10:58,22258,911240020,2019-09-06 06:29:49,196189.0,173931.0
20,910504020,14956,6,06:30:51,23451,910504020,2019-09-06 06:29:53,196193.0,172742.0
20,911240020,423,36,06:11:33,22293,911240020,2019-09-06 06:30:07,196207.0,173914.0
20,911411030,403,16,06:27:55,23275,911411030,2019-09-06 06:30:10,196210.0,172935.0
20,911316020,15185,31,06:29:12,23352,911316020,2019-09-06 06:30:24,196224.0,172872.0
20,910504020,393,7,06:31:03,23463,910504020,2019-09-06 06:30:28,196228.0,172765.0
20,911240020,15364,37,06:12:08,22328,911240020,2019-09-06 06:30:38,196238.0,173910.0
20,910504020,394,8,06:31:24,23484,910504020,2019-09-06 06:30:46,196246.0,172762.0
20,911411030,17163,17,06:28:55,23335,911411030,2019-09-06 06:30:50,196250.0,172915.0
20,911316020,16110,32,06:29:42,23382,911316020,2019-09-06 06:30:52,196252.0,172870.0
20,911411030,15848,18,06:29:42,23382,911411030,2019-09-06 06:31:17,196277.0,172895.0
20,910504020,395,9,06:31:54,23514,910504020,2019-09-06 06:31:25,196285.0,172771.0
20,911316020,420,33,06:30:12,23412,911316020,2019-09-06 06:31:27,196287.0,172875.0
20,911240020,425,38,06:12:46,22366,911240020,2019-09-06 06:31:27,196287.0,173921.0
20,911316020,421,34,06:30:33,23433,911316020,2019-09-06 06:31:38,196298.0,172865.0
20,910504020,396,10,06:32:24,23544,910504020,2019-09-06 06:31:41,196301.0,172757.0
