trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled,schd_trip_id,block_id,schd_sec
6260911285020,05:32:47,05:32:47,406,19,Illinois Center,0,11251,911285020,626055897602,19967.0
6260911900030,05:33:03,05:33:03,15279,47,Illinois Center,0,30496,911900030,626055898403,19983.0
6260911285020,05:33:30,05:33:30,14500,20,Illinois Center,0,11931,911285020,626055897602,20010.0
6260911900030,05:33:42,05:33:42,16049,48,Illinois Center,0,30941,911900030,626055898403,20022.0
6260911285020,05:34:21,05:34:21,15852,21,Illinois Center,0,12747,911285020,626055897602,20061.0
6260911900030,05:34:31,05:34:31,435,49,Illinois Center,0,31668,911900030,626055898403,20071.0
6260911285020,05:35:00,05:35:00,409,22,Illinois Center,0,13228,911285020,626055897602,20100.0
6260911900030,05:35:21,05:35:21,436,50,Illinois Center,0,32315,911900030,626055898403,20121.0
6260911285020,05:35:52,05:35:52,18047,23,Illinois Center,0,13978,911285020,626055897602,20152.0
6260911900030,05:36:03,05:36:03,437,51,Illinois Center,0,32995,911900030,626055898403,20163.0
6260911900030,05:36:45,05:36:45,14647,52,Illinois Center,0,33848,911900030,626055898403,20205.0
6260911285020,05:36:45,05:36:45,17841,24,Illinois Center,0,14740,911285020,626055897602,20205.0
6260911000030,05:37:00,05:37:00,386,1,Illinois Center,0,0,911000030,626055899503,20220.0
6260911900030,05:37:14,05:37:14,439,53,Illinois Center,0,34348,911900030,626055898403,20234.0
6260911285020,05:37:35,05:37:35,412,25,Illinois Center,0,15858,911285020,626055897602,20255.0
6260911000030,05:37:36,05:37:36,388,2,Illinois Center,0,753,911000030,626055899503,20256.0
6260911900030,05:38:00,05:38:00,440,54,Illinois Center,0,35154,911900030,626055898403,20280.0
6260911000030,05:38:00,05:38:00,389,3,Illinois Center,0,1194,911000030,626055899503,20280.0
6260911285020,05:38:08,05:38:08,413,26,Illinois Center,0,16481,911285020,626055897602,20288.0
6260911000030,05:38:24,05:38:24,390,4,Illinois Center,0,1661,911000030,626055899503,20304.0
6260911900030,05:38:37,05:38:37,12754,55,Illinois Center,0,35627,911900030,626055898403,20317.0
6260911000030,05:38:48,05:38:48,391,5,Illinois Center,0,2105,911000030,626055899503,20328.0
6260911285020,05:38:56,05:38:56,14764,27,Illinois Center,0,17392,911285020,626055897602,20336.0
6260911000030,05:39:21,05:39:21,14956,6,Illinois Center,0,2771,911000030,626055899503,20361.0
6260911285020,05:39:26,05:39:26,415,28,Illinois Center,0,17959,911285020,626055897602,20366.0
6260911000030,05:39:33,05:39:33,393,7,Illinois Center,0,3021,911000030,626055899503,20373.0
6260911000030,05:39:54,05:39:54,394,8,Illinois Center,0,3387,911000030,626055899503,20394.0
6260911900030,05:39:57,05:39:57,442,56,Illinois Center,0,36718,911900030,626055898403,20397.0
6260911285020,05:40:00,05:40:00,416,29,Illinois Center,0,18626,911285020,626055897602,20400.0
6260911000030,05:40:24,05:40:24,395,9,Illinois Center,0,3929,911000030,626055899503,20424.0
6260911285020,05:40:43,05:40:43,417,30,Illinois Center,0,19510,911285020,626055897602,20443.0
6260911900030,05:40:53,05:40:53,443,57,Illinois Center,0,37515,911900030,626055898403,20453.0
6260911000030,05:40:54,05:40:54,396,10,Illinois Center,0,4531,911000030,626055899503,20454.0
6260911285020,05:41:12,05:41:12,15185,31,Illinois Center,0,20147,911285020,626055897602,20472.0
6260911000030,05:41:30,05:41:30,397,11,Illinois Center,0,5220,911000030,626055899503,20490.0
6260911285020,05:41:42,05:41:42,16110,32,Illinois Center,0,20813,911285020,626055897602,20502.0
6260911000030,05:42:09,05:42:09,17169,12,Illinois Center,0,6013,911000030,626055899503,20529.0
6260911285020,05:42:12,05:42:12,420,33,Illinois Center,0,21489,911285020,626055897602,20532.0
6260911285020,05:42:33,05:42:33,421,34,Illinois Center,0,21833,911285020,626055897602,20553.0
6260911285020,05:42:58,05:42:58,16088,35,Illinois Center,0,22340,911285020,626055897602,20578.0
6260911000030,05:43:00,05:43:00,17162,13,Illinois Center,0,6938,911000030,626055899503,20580.0
6260911900030,05:43:14,05:43:14,445,58,Illinois Center,0,38746,911900030,626055898403,20594.0
6260911285020,05:43:33,05:43:33,423,36,Illinois Center,0,23260,911285020,626055897602,20613.0
6260911000030,05:44:00,05:44:00,14959,14,Illinois Center,0,8087,911000030,626055899503,20640.0
6260911285020,05:44:08,05:44:08,15364,37,Illinois Center,0,24119,911285020,626055897602,20648.0
6260911000030,05:44:38,05:44:38,402,15,Illinois Center,0,8592,911000030,626055899503,20678.0
6260911285020,05:44:46,05:44:46,425,38,Illinois Center,0,24767,911285020,626055897602,20686.0
6260911900030,05:44:47,05:44:47,446,59,Illinois Center,0,39516,911900030,626055898403,20687.0
6260911285020,05:45:24,05:45:24,15384,39,Illinois Center,0,25461,911285020,626055897602,20724.0
6260911000030,05:45:25,05:45:25,403,16,Illinois Center,0,9210,911000030,626055899503,20725.0
6260911285020,05:45:51,05:45:51,427,40,Illinois Center,0,26022,911285020,626055897602,20751.0
6260911900030,05:46:07,05:46:07,18122,60,Illinois Center,0,40152,911900030,626055898403,20767.0
6260911000030,05:46:25,05:46:25,17163,17,Illinois Center,0,10056,911000030,626055899503,20785.0
6260911285020,05:46:28,05:46:28,428,41,Illinois Center,0,26746,911285020,626055897602,20788.0
6260911285020,05:47:01,05:47:01,429,42,Illinois Center,0,27382,911285020,626055897602,20821.0
6260911000030,05:47:12,05:47:12,15848,18,Illinois Center,0,10739,911000030,626055899503,20832.0
6260911285020,05:47:41,05:47:41,430,43,Illinois Center,0,28209,911285020,626055897602,20861.0
6260911000030,05:47:47,05:47:47,406,19,Illinois Center,0,11251,911000030,626055899503,20867.0
6260911900030,05:48:00,05:48:00,448,61,Illinois Center,0,41036,911900030,626055898403,20880.0
6260911285020,05:48:16,05:48:16,431,44,Illinois Center,0,28900,911285020,626055897602,20896.0
6260911000030,05:48:30,05:48:30,14500,20,Illinois Center,0,11931,911000030,626055899503,20910.0
6260911285020,05:48:35,05:48:35,4727,45,Illinois Center,0,29212,911285020,626055897602,20915.0
6260911285020,05:49:00,05:49:00,432,46,Illinois Center,0,29648,911285020,626055897602,20940.0
6260911000030,05:49:21,05:49:21,15852,21,Illinois Center,0,12747,911000030,626055899503,20961.0
6260911900030,05:49:33,05:49:33,1119,62,Illinois Center,0,42637,911900030,626055898403,20973.0
6260911900030,05:49:51,05:49:51,1120,63,Illinois Center,0,43167,911900030,626055898403,20991.0
6260911000030,05:50:00,05:50:00,409,22,Illinois Center,0,13228,911000030,626055899503,21000.0
6260911240020,05:50:00,05:50:00,386,1,Illinois Center,0,0,911240020,626055907802,21000.0
6260911285020,05:50:03,05:50:03,15279,47,Illinois Center,0,30496,911285020,626055897602,21003.0
6260911900030,05:50:06,05:50:06,1121,64,Illinois Center,0,43643,911900030,626055898403,21006.0
6260911900030,05:50:35,05:50:35,3953,65,Illinois Center,0,44402,911900030,626055898403,21035.0
6260911240020,05:50:36,05:50:36,388,2,Illinois Center,0,753,911240020,626055907802,21036.0
6260911285020,05:50:42,05:50:42,16049,48,Illinois Center,0,30941,911285020,626055897602,21042.0
6260911900030,05:50:46,05:50:46,3954,66,Illinois Center,0,44722,911900030,626055898403,21046.0
6260911000030,05:50:52,05:50:52,18047,23,Illinois Center,0,13978,911000030,626055899503,21052.0
6260911240020,05:51:00,05:51:00,389,3,Illinois Center,0,1194,911240020,626055907802,21060.0
6260911240020,05:51:24,05:51:24,390,4,Illinois Center,0,1661,911240020,626055907802,21084.0
6260911285020,05:51:31,05:51:31,435,49,Illinois Center,0,31668,911285020,626055897602,21091.0
6260911000030,05:51:45,05:51:45,17841,24,Illinois Center,0,14740,911000030,626055899503,21105.0
6260911240020,05:51:48,05:51:48,391,5,Illinois Center,0,2105,911240020,626055907802,21108.0
6260911900030,05:52:00,05:52:00,8613,67,Illinois Center,0,45948,911900030,626055898403,21120.0
6260911240020,05:52:21,05:52:21,14956,6,Illinois Center,0,2771,911240020,626055907802,21141.0
6260911285020,05:52:21,05:52:21,436,50,Illinois Center,0,32315,911285020,626055897602,21141.0
6260911240020,05:52:33,05:52:33,393,7,Illinois Center,0,3021,911240020,626055907802,21153.0
6260911000030,05:52:35,05:52:35,412,25,Illinois Center,0,15858,911000030,626055899503,21155.0
6260911240020,05:52:54,05:52:54,394,8,Illinois Center,0,3387,911240020,626055907802,21174.0
6260911285020,05:53:03,05:53:03,437,51,Illinois Center,0,32995,911285020,626055897602,21183.0
6260911000030,05:53:08,05:53:08,413,26,Illinois Center,0,16481,911000030,626055899503,21188.0
6260911240020,05:53:24,05:53:24,395,9,Illinois Center,0,3929,911240020,626055907802,21204.0
6260911285020,05:53:45,05:53:45,14647,52,Illinois Center,0,33848,911285020,626055897602,21225.0
6260911240020,05:53:54,05:53:54,396,10,Illinois Center,0,4531,911240020,626055907802,21234.0
6260911000030,05:53:56,05:53:56,14764,27,Illinois Center,0,17392,911000030,626055899503,21236.0
6260911285020,05:54:14,05:54:14,439,53,Illinois Center,0,34348,911285020,626055897602,21254.0
6260911000030,05:54:26,05:54:26,415,28,Illinois Center,0,17959,911000030,626055899503,21266.0
6260911240020,05:54:30,05:54:30,397,11,Illinois Center,0,5220,911240020,626055907802,21270.0
6260911000030,05:55:00,05:55:00,416,29,Illinois Center,0,18626,911000030,626055899503,21300.0
6260911285020,05:55:00,05:55:00,440,54,Illinois Center,0,35154,911285020,626055897602,21300.0
6260911240020,05:55:09,05:55:09,17169,12,Illinois Center,0,6013,911240020,626055907802,21309.0
6260911285020,05:55:37,05:55:37,12754,55,Illinois Center,0,35627,911285020,626055897602,21337.0
6260911000030,05:55:43,05:55:43,417,30,Illinois Center,0,19510,911000030,626055899503,21343.0
6260911240020,05:56:00,05:56:00,17162,13,Illinois Center,0,6938,911240020,626055907802,21360.0
6260911000030,05:56:12,05:56:12,15185,31,Illinois Center,0,20147,911000030,626055899503,21372.0
6260911000030,05:56:42,05:56:42,16110,32,Illinois Center,0,20813,911000030,626055899503,21402.0
6260911285020,05:56:57,05:56:57,442,56,Illinois Center,0,36718,911285020,626055897602,21417.0
6260911240020,05:57:00,05:57:00,14959,14,Illinois Center,0,8087,911240020,626055907802,21420.0
6260911000030,05:57:12,05:57:12,420,33,Illinois Center,0,21489,911000030,626055899503,21432.0
6260911000030,05:57:33,05:57:33,421,34,Illinois Center,0,21833,911000030,626055899503,21453.0
6260911240020,05:57:38,05:57:38,402,15,Illinois Center,0,8592,911240020,626055907802,21458.0
6260911285020,05:57:53,05:57:53,443,57,Illinois Center,0,37515,911285020,626055897602,21473.0
6260911000030,05:57:58,05:57:58,16088,35,Illinois Center,0,22340,911000030,626055899503,21478.0
6260911240020,05:58:25,05:58:25,403,16,Illinois Center,0,9210,911240020,626055907802,21505.0
6260911000030,05:58:33,05:58:33,423,36,Illinois Center,0,23260,911000030,626055899503,21513.0
6260911000030,05:59:08,05:59:08,15364,37,Illinois Center,0,24119,911000030,626055899503,21548.0
6260911240020,05:59:25,05:59:25,17163,17,Illinois Center,0,10056,911240020,626055907802,21565.0
6260911000030,05:59:46,05:59:46,425,38,Illinois Center,0,24767,911000030,626055899503,21586.0
6260911381020,06:00:00,06:00:00,386,1,Illinois Center,0,0,911381020,626055907002,21600.0
6260911240020,06:00:12,06:00:12,15848,18,Illinois Center,0,10739,911240020,626055907802,21612.0
6260911285020,06:00:14,06:00:14,445,58,Illinois Center,0,38746,911285020,626055897602,21614.0
6260911000030,06:00:24,06:00:24,15384,39,Illinois Center,0,25461,911000030,626055899503,21624.0
6260911381020,06:00:36,06:00:36,388,2,Illinois Center,0,753,911381020,626055907002,21636.0
6260911240020,06:00:47,06:00:47,406,19,Illinois Center,0,11251,911240020,626055907802,21647.0
6260911000030,06:00:51,06:00:51,427,40,Illinois Center,0,26022,911000030,626055899503,21651.0
6260911381020,06:01:00,06:01:00,389,3,Illinois Center,0,1194,911381020,626055907002,21660.0
6260911381020,06:01:24,06:01:24,390,4,Illinois Center,0,1661,911381020,626055907002,21684.0
6260911000030,06:01:28,06:01:28,428,41,Illinois Center,0,26746,911000030,626055899503,21688.0
6260911240020,06:01:30,06:01:30,14500,20,Illinois Center,0,11931,911240020,626055907802,21690.0
6260911285020,06:01:47,06:01:47,446,59,Illinois Center,0,39516,911285020,626055897602,21707.0
6260911381020,06:01:48,06:01:48,391,5,Illinois Center,0,2105,911381020,626055907002,21708.0
6260911000030,06:02:01,06:02:01,429,42,Illinois Center,0,27382,911000030,626055899503,21721.0
6260911240020,06:02:21,06:02:21,15852,21,Illinois Center,0,12747,911240020,626055907802,21741.0
6260911381020,06:02:21,06:02:21,14956,6,Illinois Center,0,2771,911381020,626055907002,21741.0
6260911381020,06:02:33,06:02:33,393,7,Illinois Center,0,3021,911381020,626055907002,21753.0
6260911000030,06:02:41,06:02:41,430,43,Illinois Center,0,28209,911000030,626055899503,21761.0
6260911381020,06:02:54,06:02:54,394,8,Illinois Center,0,3387,911381020,626055907002,21774.0
6260911240020,06:03:00,06:03:00,409,22,Illinois Center,0,13228,911240020,626055907802,21780.0
6260911285020,06:03:07,06:03:07,18122,60,Illinois Center,0,40152,911285020,626055897602,21787.0
6260911000030,06:03:16,06:03:16,431,44,Illinois Center,0,28900,911000030,626055899503,21796.0
6260911381020,06:03:24,06:03:24,395,9,Illinois Center,0,3929,911381020,626055907002,21804.0
6260911000030,06:03:35,06:03:35,4727,45,Illinois Center,0,29212,911000030,626055899503,21815.0
6260911240020,06:03:52,06:03:52,18047,23,Illinois Center,0,13978,911240020,626055907802,21832.0
6260911381020,06:03:54,06:03:54,396,10,Illinois Center,0,4531,911381020,626055907002,21834.0
6260911000030,06:04:00,06:04:00,432,46,Illinois Center,0,29648,911000030,626055899503,21840.0
6260911381020,06:04:30,06:04:30,397,11,Illinois Center,0,5220,911381020,626055907002,21870.0
6260911240020,06:04:45,06:04:45,17841,24,Illinois Center,0,14740,911240020,626055907802,21885.0
6260911285020,06:05:00,06:05:00,448,61,Illinois Center,0,41036,911285020,626055897602,21900.0
6260911000030,06:05:03,06:05:03,15279,47,Illinois Center,0,30496,911000030,626055899503,21903.0
6260911381020,06:05:09,06:05:09,17169,12,Illinois Center,0,6013,911381020,626055907002,21909.0
6260911240020,06:05:35,06:05:35,412,25,Illinois Center,0,15858,911240020,626055907802,21935.0
6260911000030,06:05:42,06:05:42,16049,48,Illinois Center,0,30941,911000030,626055899503,21942.0
6260911381020,06:06:00,06:06:00,17162,13,Illinois Center,0,6938,911381020,626055907002,21960.0
6260911240020,06:06:08,06:06:08,413,26,Illinois Center,0,16481,911240020,626055907802,21968.0
6260911000030,06:06:31,06:06:31,435,49,Illinois Center,0,31668,911000030,626055899503,21991.0
6260911285020,06:06:33,06:06:33,1119,62,Illinois Center,0,42637,911285020,626055897602,21993.0
6260911285020,06:06:51,06:06:51,1120,63,Illinois Center,0,43167,911285020,626055897602,22011.0
6260911240020,06:06:56,06:06:56,14764,27,Illinois Center,0,17392,911240020,626055907802,22016.0
6260911381020,06:07:00,06:07:00,14959,14,Illinois Center,0,8087,911381020,626055907002,22020.0
6260911285020,06:07:06,06:07:06,1121,64,Illinois Center,0,43643,911285020,626055897602,22026.0
6260911000030,06:07:21,06:07:21,436,50,Illinois Center,0,32315,911000030,626055899503,22041.0
6260911240020,06:07:26,06:07:26,415,28,Illinois Center,0,17959,911240020,626055907802,22046.0
6260911285020,06:07:35,06:07:35,3953,65,Illinois Center,0,44402,911285020,626055897602,22055.0
6260911381020,06:07:38,06:07:38,402,15,Illinois Center,0,8592,911381020,626055907002,22058.0
6260911285020,06:07:46,06:07:46,3954,66,Illinois Center,0,44722,911285020,626055897602,22066.0
6260911240020,06:08:00,06:08:00,416,29,Illinois Center,0,18626,911240020,626055907802,22080.0
6260911000030,06:08:03,06:08:03,437,51,Illinois Center,0,32995,911000030,626055899503,22083.0
6260911381020,06:08:25,06:08:25,403,16,Illinois Center,0,9210,911381020,626055907002,22105.0
6260911240020,06:08:43,06:08:43,417,30,Illinois Center,0,19510,911240020,626055907802,22123.0
6260911000030,06:08:45,06:08:45,14647,52,Illinois Center,0,33848,911000030,626055899503,22125.0
6260911285020,06:09:00,06:09:00,8613,67,Illinois Center,0,45948,911285020,626055897602,22140.0
6260911240020,06:09:12,06:09:12,15185,31,Illinois Center,0,20147,911240020,626055907802,22152.0
6260911000030,06:09:14,06:09:14,439,53,Illinois Center,0,34348,911000030,626055899503,22154.0
6260911381020,06:09:25,06:09:25,17163,17,Illinois Center,0,10056,911381020,626055907002,22165.0
6260911240020,06:09:42,06:09:42,16110,32,Illinois Center,0,20813,911240020,626055907802,22182.0
6260911316020,06:10:00,06:10:00,386,1,Illinois Center,0,0,911316020,626055897302,22200.0
6260911000030,06:10:00,06:10:00,440,54,Illinois Center,0,35154,911000030,626055899503,22200.0
6260911381020,06:10:12,06:10:12,15848,18,Illinois Center,0,10739,911381020,626055907002,22212.0
6260911240020,06:10:12,06:10:12,420,33,Illinois Center,0,21489,911240020,626055907802,22212.0
6260911240020,06:10:33,06:10:33,421,34,Illinois Center,0,21833,911240020,626055907802,22233.0
6260911316020,06:10:36,06:10:36,388,2,Illinois Center,0,753,911316020,626055897302,22236.0
6260911000030,06:10:37,06:10:37,12754,55,Illinois Center,0,35627,911000030,626055899503,22237.0
6260911381020,06:10:47,06:10:47,406,19,Illinois Center,0,11251,911381020,626055907002,22247.0
6260911240020,06:10:58,06:10:58,16088,35,Illinois Center,0,22340,911240020,626055907802,22258.0
6260911316020,06:11:00,06:11:00,389,3,Illinois Center,0,1194,911316020,626055897302,22260.0
6260911316020,06:11:24,06:11:24,390,4,Illinois Center,0,1661,911316020,626055897302,22284.0
6260911381020,06:11:30,06:11:30,14500,20,Illinois Center,0,11931,911381020,626055907002,22290.0
6260911240020,06:11:33,06:11:33,423,36,Illinois Center,0,23260,911240020,626055907802,22293.0
6260911316020,06:11:48,06:11:48,391,5,Illinois Center,0,2105,911316020,626055897302,22308.0
6260911000030,06:11:57,06:11:57,442,56,Illinois Center,0,36718,911000030,626055899503,22317.0
6260911240020,06:12:08,06:12:08,15364,37,Illinois Center,0,24119,911240020,626055907802,22328.0
6260911381020,06:12:21,06:12:21,15852,21,Illinois Center,0,12747,911381020,626055907002,22341.0
6260911316020,06:12:21,06:12:21,14956,6,Illinois Center,0,2771,911316020,626055897302,22341.0
6260911316020,06:12:33,06:12:33,393,7,Illinois Center,0,3021,911316020,626055897302,22353.0
6260911240020,06:12:46,06:12:46,425,38,Illinois Center,0,24767,911240020,626055907802,22366.0
6260911000030,06:12:53,06:12:53,443,57,Illinois Center,0,37515,911000030,626055899503,22373.0
6260911316020,06:12:54,06:12:54,394,8,Illinois Center,0,3387,911316020,626055897302,22374.0
6260911381020,06:13:00,06:13:00,409,22,Illinois Center,0,13228,911381020,626055907002,22380.0
6260911316020,06:13:24,06:13:24,395,9,Illinois Center,0,3929,911316020,626055897302,22404.0
6260911240020,06:13:24,06:13:24,15384,39,Illinois Center,0,25461,911240020,626055907802,22404.0
6260911240020,06:13:51,06:13:51,427,40,Illinois Center,0,26022,911240020,626055907802,22431.0
6260911381020,06:13:52,06:13:52,18047,23,Illinois Center,0,13978,911381020,626055907002,22432.0
6260911316020,06:13:54,06:13:54,396,10,Illinois Center,0,4531,911316020,626055897302,22434.0
6260911240020,06:14:28,06:14:28,428,41,Illinois Center,0,26746,911240020,626055907802,22468.0
6260911316020,06:14:30,06:14:30,397,11,Illinois Center,0,5220,911316020,626055897302,22470.0
6260911381020,06:14:45,06:14:45,17841,24,Illinois Center,0,14740,911381020,626055907002,22485.0
6260911240020,06:15:01,06:15:01,429,42,Illinois Center,0,27382,911240020,626055907802,22501.0
6260911316020,06:15:09,06:15:09,17169,12,Illinois Center,0,6013,911316020,626055897302,22509.0
6260911000030,06:15:14,06:15:14,445,58,Illinois Center,0,38746,911000030,626055899503,22514.0
6260911381020,06:15:35,06:15:35,412,25,Illinois Center,0,15858,911381020,626055907002,22535.0
6260911240020,06:15:41,06:15:41,430,43,Illinois Center,0,28209,911240020,626055907802,22541.0
6260911316020,06:16:00,06:16:00,17162,13,Illinois Center,0,6938,911316020,626055897302,22560.0
6260911381020,06:16:08,06:16:08,413,26,Illinois Center,0,16481,911381020,626055907002,22568.0
6260911240020,06:16:16,06:16:16,431,44,Illinois Center,0,28900,911240020,626055907802,22576.0
6260911240020,06:16:35,06:16:35,4727,45,Illinois Center,0,29212,911240020,626055907802,22595.0
6260911000030,06:16:47,06:16:47,446,59,Illinois Center,0,39516,911000030,626055899503,22607.0
6260911381020,06:16:56,06:16:56,14764,27,Illinois Center,0,17392,911381020,626055907002,22616.0
6260911316020,06:17:00,06:17:00,14959,14,Illinois Center,0,8087,911316020,626055897302,22620.0
6260911240020,06:17:00,06:17:00,432,46,Illinois Center,0,29648,911240020,626055907802,22620.0
6260911381020,06:17:26,06:17:26,415,28,Illinois Center,0,17959,911381020,626055907002,22646.0
6260911316020,06:17:38,06:17:38,402,15,Illinois Center,0,8592,911316020,626055897302,22658.0
6260911381020,06:18:00,06:18:00,416,29,Illinois Center,0,18626,911381020,626055907002,22680.0
6260911240020,06:18:03,06:18:03,15279,47,Illinois Center,0,30496,911240020,626055907802,22683.0
6260911000030,06:18:07,06:18:07,18122,60,Illinois Center,0,40152,911000030,626055899503,22687.0
