route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,dwell_time,passenger_load,departure_time,avl_dep_sec
20,911240020,386,1,05:50:00,21000,911240020,2019-09-04 05:45:02,107102.0,354,2,2019-09-04 05:45:02,107102.0
20,911240020,388,2,05:50:36,21036,911240020,2019-09-04 05:50:40,107440.0,4,3,2019-09-04 05:50:44,107444.0
20,911240020,389,3,05:51:00,21060,911240020,2019-09-04 05:51:09,107469.0,5,4,2019-09-04 05:51:14,107474.0
20,911240020,390,4,05:51:24,21084,911240020,2019-09-04 05:51:46,107506.0,0,4,2019-09-04 05:51:46,107506.0
20,911240020,391,5,05:51:48,21108,911240020,2019-09-04 05:52:00,107520.0,0,4,2019-09-04 05:52:00,107520.0
20,911240020,14956,6,05:52:21,21141,911240020,2019-09-04 05:52:45,107565.0,5,5,2019-09-04 05:52:50,107570.0
20,911240020,393,7,05:52:33,21153,911240020,2019-09-04 05:53:04,107584.0,0,5,2019-09-04 05:53:04,107584.0
20,911240020,394,8,05:52:54,21174,911240020,2019-09-04 05:53:20,107600.0,5,6,2019-09-04 05:53:25,107605.0
20,911240020,395,9,05:53:24,21204,911240020,2019-09-04 05:54:22,107662.0,0,6,2019-09-04 05:54:22,107662.0
20,911240020,396,10,05:53:54,21234,911240020,2019-09-04 05:54:45,107685.0,116,7,2019-09-04 05:56:41,107801.0
20,911240020,397,11,05:54:30,21270,911240020,2019-09-04 05:57:59,107879.0,34,7,2019-09-04 05:58:33,107913.0
20,911240020,17169,12,05:55:09,21309,911240020,2019-09-04 05:59:32,107972.0,4,8,2019-09-04 05:59:36,107976.0
20,911240020,17162,13,05:56:00,21360,911240020,2019-09-04 06:00:13,108013.0,32,11,2019-09-04 06:00:45,108045.0
20,911240020,14959,14,05:57:00,21420,911240020,2019-09-04 06:02:22,108142.0,24,16,2019-09-04 06:02:46,108166.0
20,911240020,402,15,05:57:38,21458,911240020,2019-09-04 06:03:14,108194.0,0,16,2019-09-04 06:03:14,108194.0
20,911240020,403,16,05:58:25,21505,911240020,2019-09-04 06:03:34,108214.0,0,16,2019-09-04 06:03:34,108214.0
20,911240020,17163,17,05:59:25,21565,911240020,2019-09-04 06:04:01,108241.0,4,16,2019-09-04 06:04:05,108245.0
20,911240020,15848,18,06:00:12,21612,911240020,2019-09-04 06:04:42,108282.0,10,18,2019-09-04 06:04:52,108292.0
20,911240020,406,19,06:00:47,21647,911240020,2019-09-04 06:05:19,108319.0,13,21,2019-09-04 06:05:32,108332.0
20,911240020,14500,20,06:01:30,21690,911240020,2019-09-04 06:06:04,108364.0,0,21,2019-09-04 06:06:04,108364.0
20,911316020,386,1,06:10:00,22200,911316020,2019-09-04 06:06:19,108379.0,349,2,2019-09-04 06:06:19,108379.0
20,911240020,15852,21,06:02:21,21741,911240020,2019-09-04 06:08:37,108517.0,0,22,2019-09-04 06:08:37,108517.0
20,911240020,409,22,06:03:00,21780,911240020,2019-09-04 06:08:56,108536.0,15,17,2019-09-04 06:09:11,108551.0
20,911240020,18047,23,06:03:52,21832,911240020,2019-09-04 06:10:08,108608.0,0,17,2019-09-04 06:10:08,108608.0
20,911240020,17841,24,06:04:45,21885,911240020,2019-09-04 06:10:52,108652.0,5,18,2019-09-04 06:10:57,108657.0
20,911316020,388,2,06:10:36,22236,911316020,2019-09-04 06:11:28,108688.0,0,2,2019-09-04 06:11:28,108688.0
20,911240020,412,25,06:05:35,21935,911240020,2019-09-04 06:11:44,108704.0,0,18,2019-09-04 06:11:44,108704.0
20,911316020,389,3,06:11:00,22260,911316020,2019-09-04 06:11:53,108713.0,0,2,2019-09-04 06:11:53,108713.0
20,911240020,413,26,06:06:08,21968,911240020,2019-09-04 06:12:16,108736.0,0,18,2019-09-04 06:12:16,108736.0
20,911316020,390,4,06:11:24,22284,911316020,2019-09-04 06:12:24,108744.0,4,3,2019-09-04 06:12:28,108748.0
20,911316020,391,5,06:11:48,22308,911316020,2019-09-04 06:12:46,108766.0,0,3,2019-09-04 06:12:46,108766.0
20,911240020,14764,27,06:06:56,22016,911240020,2019-09-04 06:13:01,108781.0,7,15,2019-09-04 06:13:08,108788.0
20,911316020,14956,6,06:12:21,22341,911316020,2019-09-04 06:13:21,108801.0,31,9,2019-09-04 06:13:52,108832.0
20,911240020,415,28,06:07:26,22046,911240020,2019-09-04 06:13:29,108809.0,0,15,2019-09-04 06:13:29,108809.0
20,911240020,416,29,06:08:00,22080,911240020,2019-09-04 06:13:52,108832.0,45,14,2019-09-04 06:14:37,108877.0
20,911316020,393,7,06:12:33,22353,911316020,2019-09-04 06:14:05,108845.0,0,9,2019-09-04 06:14:05,108845.0
20,911316020,394,8,06:12:54,22374,911316020,2019-09-04 06:14:21,108861.0,12,10,2019-09-04 06:14:33,108873.0
20,911316020,395,9,06:13:24,22404,911316020,2019-09-04 06:14:55,108895.0,0,10,2019-09-04 06:14:55,108895.0
20,911316020,396,10,06:13:54,22434,911316020,2019-09-04 06:15:13,108913.0,11,12,2019-09-04 06:15:24,108924.0
20,911240020,417,30,06:08:43,22123,911240020,2019-09-04 06:15:47,108947.0,0,14,2019-09-04 06:15:47,108947.0
20,911411030,386,1,06:19:30,22770,911411030,2019-09-04 06:16:00,108960.0,693,10,2019-09-04 06:17:18,109038.0
20,911240020,15185,31,06:09:12,22152,911240020,2019-09-04 06:16:01,108961.0,0,14,2019-09-04 06:16:01,108961.0
20,911316020,397,11,06:14:30,22470,911316020,2019-09-04 06:16:13,108973.0,0,12,2019-09-04 06:16:13,108973.0
20,911240020,16110,32,06:09:42,22182,911240020,2019-09-04 06:16:29,108989.0,8,16,2019-09-04 06:16:37,108997.0
20,911316020,17169,12,06:15:09,22509,911316020,2019-09-04 06:16:40,109000.0,0,12,2019-09-04 06:16:40,109000.0
20,911240020,420,33,06:10:12,22212,911240020,2019-09-04 06:17:13,109033.0,6,15,2019-09-04 06:17:19,109039.0
20,911240020,421,34,06:10:33,22233,911240020,2019-09-04 06:17:37,109057.0,0,15,2019-09-04 06:17:37,109057.0
20,911240020,16088,35,06:10:58,22258,911240020,2019-09-04 06:18:12,109092.0,0,14,2019-09-04 06:18:12,109092.0
20,911316020,17162,13,06:16:00,22560,911316020,2019-09-04 06:18:12,109092.0,11,14,2019-09-04 06:18:23,109103.0
20,911240020,423,36,06:11:33,22293,911240020,2019-09-04 06:18:32,109112.0,0,14,2019-09-04 06:18:32,109112.0
20,911316020,14959,14,06:17:00,22620,911316020,2019-09-04 06:18:52,109132.0,10,16,2019-09-04 06:19:02,109142.0
20,911316020,402,15,06:17:38,22658,911316020,2019-09-04 06:19:24,109164.0,0,16,2019-09-04 06:19:24,109164.0
20,911411030,388,2,06:20:06,22806,911411030,2019-09-04 06:19:40,109180.0,4,10,2019-09-04 06:19:44,109184.0
20,911316020,403,16,06:18:25,22705,911316020,2019-09-04 06:19:51,109191.0,2,17,2019-09-04 06:19:53,109193.0
20,911240020,15364,37,06:12:08,22328,911240020,2019-09-04 06:19:53,109193.0,0,13,2019-09-04 06:19:53,109193.0
20,911411030,389,3,06:20:30,22830,911411030,2019-09-04 06:20:09,109209.0,4,11,2019-09-04 06:20:13,109213.0
20,911240020,425,38,06:12:46,22366,911240020,2019-09-04 06:20:53,109253.0,0,15,2019-09-04 06:20:53,109253.0
20,911316020,17163,17,06:19:25,22765,911316020,2019-09-04 06:20:54,109254.0,8,19,2019-09-04 06:21:02,109262.0
20,911411030,390,4,06:20:54,22854,911411030,2019-09-04 06:21:00,109260.0,0,11,2019-09-04 06:21:00,109260.0
20,911411030,391,5,06:21:18,22878,911411030,2019-09-04 06:21:19,109279.0,11,12,2019-09-04 06:21:30,109290.0
20,911240020,15384,39,06:13:24,22404,911240020,2019-09-04 06:21:35,109295.0,16,17,2019-09-04 06:21:51,109311.0
20,911316020,15848,18,06:20:12,22812,911316020,2019-09-04 06:22:03,109323.0,3,20,2019-09-04 06:22:06,109326.0
20,911411030,14956,6,06:21:51,22911,911411030,2019-09-04 06:22:07,109327.0,13,15,2019-09-04 06:22:20,109340.0
20,911240020,427,40,06:13:51,22431,911240020,2019-09-04 06:22:16,109336.0,17,20,2019-09-04 06:22:33,109353.0
20,911316020,406,19,06:20:47,22847,911316020,2019-09-04 06:22:30,109350.0,31,19,2019-09-04 06:23:01,109381.0
20,911411030,393,7,06:22:03,22923,911411030,2019-09-04 06:22:43,109363.0,3,15,2019-09-04 06:22:46,109366.0
20,911240020,428,41,06:14:28,22468,911240020,2019-09-04 06:23:08,109388.0,9,19,2019-09-04 06:23:17,109397.0
20,911411030,394,8,06:22:24,22944,911411030,2019-09-04 06:23:09,109389.0,0,15,2019-09-04 06:23:09,109389.0
20,911316020,14500,20,06:21:30,22890,911316020,2019-09-04 06:23:26,109406.0,0,19,2019-09-04 06:23:26,109406.0
