date,trip_id,block_id,stop_sequence,stop_id,avl_arr_sec,avl_dep_sec,schd_sec,route_type
12,911933020,887902,67,8613,32852.0,32852.0,32040,0
12,910040020,899602,1,8613,32773.0,32773.0,32280,1
12,911930020,887902,1,8613,32925.0,32925.0,32550,1
12,911972020,887702,67,8613,32984.0,33033.0,32580,0
12,911318020,897302,67,8613,34209.0,34209.0,32880,0
12,911321020,897302,1,8613,34253.0,34253.0,33390,1
12,911954020,887802,1,8613,33836.0,33836.0,33750,1
12,911458020,907902,63,386,34375.0,34412.0,34530,1
12,911243020,907802,63,386,35233.0,35238.0,35010,1
12,911455020,907902,1,386,34836.0,35134.0,35100,0
12,911930020,887902,63,386,37039.0,37095.0,35550,1
12,911244020,907802,1,386,35250.0,35836.0,35700,0
12,911321020,897302,63,386,37422.0,37451.0,36390,1
12,911954020,887802,63,386,36944.0,37561.0,36750,1
13,911385020,907002,1,8613,17978.0,17978.0,18000,1
13,911239020,907802,1,15136,20138.0,20138.0,20100,2
13,911000030,899503,1,386,20110.0,20235.0,20220,0
13,911385020,907002,63,386,21232.0,21232.0,20760,1
13,911239020,907802,23,386,20835.0,20843.0,20820,2
13,911240020,907802,1,386,20906.0,20913.0,21000,0
13,911381020,907002,1,386,21250.0,21250.0,21600,0
13,911000030,899503,67,8613,23283.0,23283.0,23040,0
13,911003030,899503,1,8613,23362.0,23478.0,23520,1
13,911241020,907802,1,8613,24248.0,24248.0,24300,1
13,911003030,899503,63,386,26652.0,26892.0,26280,1
13,911452020,907902,1,15136,26188.0,26208.0,26280,2
13,910939020,899102,1,15136,26586.0,26596.0,26550,2
13,911004030,899503,1,386,26950.0,26950.0,26970,0
13,910042020,899602,1,15136,27017.0,27052.0,27030,2
13,911452020,907902,23,386,27083.0,27103.0,27060,2
13,911241020,907802,63,386,27416.0,27423.0,27180,1
13,911457020,907902,1,386,27160.0,27189.0,27240,0
13,910529020,887902,1,15136,27415.0,27415.0,27300,2
13,910939020,899102,23,386,27339.0,27354.0,27330,2
13,910579020,899102,1,386,27398.0,27458.0,27510,0
13,911242020,907802,1,386,27593.0,27706.0,27780,0
13,910042020,899602,23,386,27936.0,27958.0,27870,2
13,911382020,907002,63,386,28182.0,28433.0,27900,1
13,910043020,899602,1,386,28024.0,28027.0,28050,0
13,910529020,887902,23,386,28125.0,28320.0,28140,2
13,911933020,887902,1,386,28343.0,28343.0,28320,0
13,911951020,887802,23,386,29548.0,29548.0,29340,2
13,911004030,899503,67,8613,31338.0,31338.0,30690,0
13,911457020,907902,67,8613,31421.0,31421.0,30960,0
13,910579020,899102,67,8613,31812.0,31812.0,31230,0
13,911005030,899503,1,8613,31371.0,31371.0,31290,1
13,911242020,907802,67,8613,31914.0,31921.0,31500,0
13,911458020,907902,1,8613,31445.0,31445.0,31530,1
13,910043020,899602,67,8613,32296.0,32296.0,31770,0
13,910992020,899102,1,8613,31827.0,31827.0,31770,1
13,911243020,907802,1,8613,31940.0,31940.0,32010,1
13,911933020,887902,67,8613,32293.0,32524.0,32040,0
13,910040020,899602,1,8613,32307.0,32307.0,32280,1
13,911386020,907002,67,8613,32837.0,32837.0,32310,0
13,911930020,887902,1,8613,32562.0,32562.0,32550,1
13,911972020,887702,67,8613,33112.0,33112.0,32580,0
13,911387020,907002,1,8613,32856.0,32856.0,32820,1
13,911954020,887802,1,8613,33852.0,33852.0,33750,1
13,911243020,907802,63,386,35552.0,35584.0,35010,1
13,911930020,887902,63,386,36298.0,36312.0,35550,1
13,911244020,907802,1,386,35642.0,35642.0,35700,0
13,911954020,887802,63,386,37024.0,37027.0,36750,1
16,911239020,907802,1,15136,20078.0,20109.0,20100,2
16,911239020,907802,23,386,20902.0,20973.0,20820,2
16,911240020,907802,1,386,20983.0,20983.0,21000,0
16,911315020,897302,1,15136,21472.0,21472.0,21300,2
16,911315020,897302,23,386,22201.0,22206.0,22020,2
16,911316020,897302,1,386,22217.0,22217.0,22200,0
16,911240020,907802,67,8613,24415.0,24415.0,23820,0
16,911241020,907802,1,8613,24425.0,24425.0,24300,1
16,911316020,897302,67,8613,25545.0,25545.0,25020,0
16,911317020,897302,1,8613,25558.0,25562.0,25500,1
16,911452020,907902,1,15136,26247.0,26257.0,26280,2
16,910939020,899102,1,15136,26514.0,26514.0,26550,2
16,910042020,899602,1,15136,26937.0,26941.0,27030,2
16,911452020,907902,23,386,26925.0,26930.0,27060,2
16,911241020,907802,63,386,27394.0,27424.0,27180,1
16,911457020,907902,1,386,27052.0,27213.0,27240,0
16,910939020,899102,23,386,27500.0,27532.0,27330,2
16,910579020,899102,1,386,27553.0,27553.0,27510,0
16,911242020,907802,1,386,27786.0,27861.0,27780,0
16,911971020,887702,1,15136,27793.0,27793.0,27840,2
16,910042020,899602,23,386,27853.0,28019.0,27870,2
16,910043020,899602,1,386,28032.0,28059.0,28050,0
16,910529020,887902,23,386,28031.0,28083.0,28140,2
16,911933020,887902,1,386,28127.0,28368.0,28320,0
16,911317020,897302,63,386,29075.0,29325.0,28500,1
16,911951020,887802,1,15136,28457.0,28509.0,28500,2
16,911971020,887702,23,386,28690.0,28766.0,28680,2
16,911972020,887702,1,386,28799.0,28799.0,28860,0
16,911318020,897302,1,386,29340.0,29340.0,29160,0
16,911953020,887802,1,386,29540.0,29540.0,29520,0
16,911457020,907902,67,8613,31513.0,31513.0,30960,0
16,910579020,899102,67,8613,31830.0,31830.0,31230,0
16,911242020,907802,67,8613,31702.0,31702.0,31500,0
16,911458020,907902,1,8613,31525.0,31525.0,31530,1
16,910043020,899602,67,8613,32262.0,32262.0,31770,0
16,910992020,899102,1,8613,31843.0,31843.0,31770,1
16,911243020,907802,1,8613,31972.0,31972.0,32010,1
16,911933020,887902,67,8613,32310.0,32426.0,32040,0
16,910040020,899602,1,8613,32278.0,32278.0,32280,1
16,911930020,887902,1,8613,32463.0,32463.0,32550,1
16,911972020,887702,67,8613,32595.0,32595.0,32580,0
16,911318020,897302,67,8613,33864.0,33864.0,32880,0
16,911973020,887702,1,8613,33128.0,33128.0,33090,1
16,911953020,887802,67,8613,33806.0,33806.0,33240,0
16,911321020,897302,1,8613,33875.0,33875.0,33390,1
16,911954020,887802,1,8613,33830.0,33830.0,33750,1
16,911458020,907902,63,386,34806.0,35333.0,34530,1
16,911243020,907802,63,386,34838.0,34838.0,35010,1
16,911455020,907902,1,386,35108.0,35108.0,35100,0
16,911455020,907902,1,386,35367.0,35367.0,35100,0
16,911455020,907902,1,386,35351.0,35351.0,35100,0
16,911930020,887902,63,386,35699.0,36255.0,35550,1
16,911321020,897302,63,386,37256.0,37263.0,36390,1
16,911954020,887802,63,386,37283.0,37287.0,36750,1
17,911385020,907002,1,8613,17632.0,17937.0,18000,1
17,911239020,907802,1,15136,20286.0,20286.0,20100,2
17,911385020,907002,63,386,21322.0,21342.0,20760,1
17,911239020,907802,23,386,21011.0,21042.0,20820,2
17,911240020,907802,1,386,21049.0,21049.0,21000,0
17,911315020,897302,1,15136,21607.0,21619.0,21300,2
17,911381020,907002,1,386,21373.0,21603.0,21600,0
17,911315020,897302,23,386,22348.0,22359.0,22020,2
17,911316020,897302,1,386,22371.0,22371.0,22200,0
17,911240020,907802,67,8613,24294.0,24294.0,23820,0
17,911241020,907802,1,8613,24305.0,24305.0,24300,1
17,911381020,907002,67,8613,25034.0,25034.0,24420,0
17,911382020,907002,1,8613,25045.0,25045.0,24900,1
17,911316020,897302,67,8613,25358.0,25455.0,25020,0
17,911317020,897302,1,8613,25468.0,25468.0,25500,1
17,911003030,899503,63,386,26502.0,26606.0,26280,1
17,911452020,907902,1,15136,26219.0,26224.0,26280,2
17,910939020,899102,1,15136,26937.0,26960.0,26550,2
17,911004030,899503,1,386,26882.0,26897.0,26970,0
17,911452020,907902,23,386,27166.0,27242.0,27060,2
17,911241020,907802,63,386,27652.0,27652.0,27180,1
17,911457020,907902,1,386,27254.0,27259.0,27240,0
17,910529020,887902,1,15136,27175.0,27182.0,27300,2
17,910939020,899102,23,386,27763.0,27763.0,27330,2
17,910579020,899102,1,386,27790.0,27790.0,27510,0
17,911242020,907802,1,386,27666.0,27666.0,27780,0
17,911971020,887702,1,15136,27783.0,27797.0,27840,2
17,910042020,899602,23,386,27834.0,27895.0,27870,2
17,911382020,907002,63,386,28483.0,28567.0,27900,1
17,910043020,899602,1,386,27901.0,27968.0,28050,0
17,910529020,887902,23,386,27825.0,27866.0,28140,2
17,911933020,887902,1,386,28339.0,28387.0,28320,0
17,911951020,887802,1,15136,28435.0,28451.0,28500,2
17,911971020,887702,23,386,28603.0,28605.0,28680,2
17,911972020,887702,1,386,28621.0,28859.0,28860,0
17,911318020,897302,1,386,29230.0,29266.0,29160,0
17,911951020,887802,23,386,29281.0,29524.0,29340,2
17,911953020,887802,1,386,29537.0,29537.0,29520,0
17,911457020,907902,67,8613,31725.0,31725.0,30960,0
17,910579020,899102,67,8613,32691.0,32691.0,31230,0
17,911005030,899503,1,8613,31527.0,31527.0,31290,1
17,911242020,907802,67,8613,32548.0,32548.0,31500,0
17,911458020,907902,1,8613,31733.0,31733.0,31530,1
17,910043020,899602,67,8613,32850.0,32850.0,31770,0
17,910992020,899102,1,8613,32814.0,32814.0,31770,1
17,911933020,887902,67,8613,32901.0,32901.0,32040,0
17,910040020,899602,1,8613,32876.0,32876.0,32280,1
17,911386020,907002,67,8613,33334.0,33334.0,32310,0
17,911930020,887902,1,8613,32954.0,32954.0,32550,1
17,911972020,887702,67,8613,33419.0,33419.0,32580,0
17,911387020,907002,1,8613,33363.0,33363.0,32820,1
17,911318020,897302,67,8613,33968.0,33968.0,32880,0
17,911973020,887702,1,8613,33428.0,33428.0,33090,1
17,911953020,887802,67,8613,33734.0,33734.0,33240,0
17,911321020,897302,1,8613,33977.0,33977.0,33390,1
17,911954020,887802,1,8613,33743.0,33743.0,33750,1
17,911458020,907902,63,386,35496.0,35548.0,34530,1
17,911455020,907902,1,386,35559.0,35559.0,35100,0
17,911930020,887902,63,386,36392.0,36415.0,35550,1
17,911954020,887802,63,386,36771.0,36771.0,36750,1
18,911385020,907002,1,8613,17870.0,18033.0,18000,1
18,911239020,907802,1,15136,20204.0,20206.0,20100,2
18,911000030,899503,1,386,20012.0,20159.0,20220,0
18,911385020,907002,63,386,20931.0,21017.0,20760,1
18,911239020,907802,23,386,20971.0,21005.0,20820,2
18,911315020,897302,1,15136,21349.0,21355.0,21300,2
18,911381020,907002,1,386,21237.0,21274.0,21600,0
18,911315020,897302,23,386,22092.0,22148.0,22020,2
18,911316020,897302,1,386,22272.0,22314.0,22200,0
18,911000030,899503,67,8613,23539.0,23539.0,23040,0
18,911003030,899503,1,8613,23548.0,23548.0,23520,1
18,911240020,907802,67,8613,24712.0,24712.0,23820,0
18,911241020,907802,1,8613,24722.0,24722.0,24300,1
18,911381020,907002,67,8613,24723.0,24723.0,24420,0
18,911382020,907002,1,8613,24735.0,24901.0,24900,1
18,911316020,897302,67,8613,24973.0,24989.0,25020,0
18,911316020,897302,67,8613,24993.0,25001.0,25020,0
18,911317020,897302,1,8613,25540.0,25540.0,25500,1
18,911003030,899503,63,386,26552.0,26581.0,26280,1
18,911452020,907902,1,15136,26313.0,26317.0,26280,2
18,910939020,899102,1,15136,26456.0,26456.0,26550,2
18,911004030,899503,1,386,26799.0,26957.0,26970,0
18,910042020,899602,1,15136,26977.0,27067.0,27030,2
18,911452020,907902,23,386,27216.0,27319.0,27060,2
18,911457020,907902,1,386,27324.0,27347.0,27240,0
18,910529020,887902,1,15136,27170.0,27208.0,27300,2
18,910939020,899102,23,386,27220.0,27361.0,27330,2
18,910579020,899102,1,386,27420.0,27438.0,27510,0
18,911971020,887702,1,15136,27824.0,27832.0,27840,2
18,910042020,899602,23,386,28199.0,28313.0,27870,2
18,910529020,887902,23,386,28150.0,28585.0,28140,2
18,911933020,887902,1,386,28601.0,28601.0,28320,0
18,911317020,897302,63,386,28660.0,28660.0,28500,1
18,911317020,897302,63,386,28725.0,28764.0,28500,1
18,911951020,887802,1,15136,28503.0,28552.0,28500,2
18,911971020,887702,23,386,28803.0,28820.0,28680,2
18,911972020,887702,1,386,28844.0,28844.0,28860,0
18,911318020,897302,1,386,29220.0,29266.0,29160,0
18,911951020,887802,23,386,29538.0,29538.0,29340,2
18,911004030,899503,67,8613,31223.0,31223.0,30690,0
18,911457020,907902,67,8613,31587.0,31587.0,30960,0
18,910579020,899102,67,8613,31677.0,31677.0,31230,0
18,911005030,899503,1,8613,31274.0,31274.0,31290,1
18,911242020,907802,67,8613,33944.0,33944.0,31500,0
18,911458020,907902,1,8613,31610.0,31610.0,31530,1
18,910992020,899102,1,8613,31700.0,31700.0,31770,1
18,911243020,907802,1,8613,33954.0,33954.0,32010,1
18,911933020,887902,67,8613,32770.0,32770.0,32040,0
18,910040020,899602,1,8613,33224.0,33224.0,32280,1
18,911386020,907002,67,8613,33319.0,33319.0,32310,0
18,911930020,887902,1,8613,32817.0,32817.0,32550,1
18,911972020,887702,67,8613,33118.0,33118.0,32580,0
18,911387020,907002,1,8613,33337.0,33337.0,32820,1
18,911318020,897302,67,8613,33304.0,33304.0,32880,0
18,911973020,887702,1,8613,33132.0,33132.0,33090,1
18,911953020,887802,67,8613,34047.0,34047.0,33240,0
18,911321020,897302,1,8613,33782.0,33782.0,33390,1
18,911321020,897302,1,8613,33834.0,33834.0,33390,1
18,911321020,897302,1,8613,33853.0,33853.0,33390,1
18,911321020,897302,1,8613,33744.0,33744.0,33390,1
18,911321020,897302,1,8613,33748.0,33748.0,33390,1
18,911954020,887802,1,8613,34057.0,34057.0,33750,1
18,911455020,907902,1,386,34593.0,35143.0,35100,0
18,911954020,887802,63,386,37545.0,37545.0,36750,1
19,911385020,907002,1,8613,18000.0,18000.0,18000,1
19,911239020,907802,1,15136,20139.0,20139.0,20100,2
19,911000030,899503,1,386,20273.0,20278.0,20220,0
19,911385020,907002,63,386,20924.0,21360.0,20760,1
19,911239020,907802,23,386,21007.0,21007.0,20820,2
19,911240020,907802,1,386,21019.0,21019.0,21000,0
19,911381020,907002,1,386,21402.0,21608.0,21600,0
19,911315020,897302,23,386,22325.0,22340.0,22020,2
19,911316020,897302,1,386,22347.0,22347.0,22200,0
19,911000030,899503,67,8613,23499.0,23499.0,23040,0
19,911003030,899503,1,8613,23502.0,23502.0,23520,1
19,911240020,907802,67,8613,24228.0,24228.0,23820,0
19,911240020,907802,67,8613,24238.0,24247.0,23820,0
19,911240020,907802,67,8613,24260.0,24270.0,23820,0
19,911381020,907002,67,8613,25235.0,25242.0,24420,0
19,911382020,907002,1,8613,25254.0,25254.0,24900,1
19,911316020,897302,67,8613,25387.0,25442.0,25020,0
19,911452020,907902,1,15136,26293.0,26293.0,26280,2
19,910042020,899602,1,15136,26989.0,26989.0,27030,2
19,911452020,907902,23,386,27138.0,27294.0,27060,2
19,911241020,907802,63,386,28146.0,28146.0,27180,1
19,910529020,887902,1,15136,27355.0,27378.0,27300,2
19,910939020,899102,23,386,27528.0,27528.0,27330,2
19,910939020,899102,23,386,27585.0,27658.0,27330,2
19,910579020,899102,1,386,27666.0,27666.0,27510,0
19,911242020,907802,1,386,28168.0,28168.0,27780,0
19,911971020,887702,1,15136,27808.0,27830.0,27840,2
19,910042020,899602,23,386,27812.0,28028.0,27870,2
19,910043020,899602,1,386,28053.0,28053.0,28050,0
19,910529020,887902,23,386,28119.0,28355.0,28140,2
19,911933020,887902,1,386,28372.0,28372.0,28320,0
19,911951020,887802,1,15136,28370.0,28488.0,28500,2
19,911972020,887702,1,386,28970.0,28975.0,28860,0
19,911318020,897302,1,386,29593.0,29593.0,29160,0
19,911457020,907902,67,8613,31746.0,31746.0,30960,0
19,911242020,907802,67,8613,32201.0,32201.0,31500,0
19,911458020,907902,1,8613,31756.0,31756.0,31530,1
19,910043020,899602,67,8613,32378.0,32378.0,31770,0
19,910992020,899102,1,8613,31883.0,31883.0,31770,1
19,910992020,899102,1,8613,31841.0,31841.0,31770,1
19,910992020,899102,1,8613,31845.0,31845.0,31770,1
19,910992020,899102,1,8613,31855.0,31855.0,31770,1
19,910992020,899102,1,8613,31902.0,31902.0,31770,1
19,911243020,907802,1,8613,32234.0,32234.0,32010,1
19,911933020,887902,67,8613,33040.0,33040.0,32040,0
19,910040020,899602,1,8613,32447.0,32447.0,32280,1
19,911930020,887902,1,8613,33259.0,33259.0,32550,1
19,911972020,887702,67,8613,33895.0,33901.0,32580,0
19,911387020,907002,1,8613,33471.0,33471.0,32820,1
19,911318020,897302,67,8613,34179.0,34179.0,32880,0
19,911973020,887702,1,8613,33927.0,33927.0,33090,1
19,911321020,897302,1,8613,34201.0,34201.0,33390,1
19,911458020,907902,63,386,35055.0,35127.0,34530,1
19,911455020,907902,1,386,35139.0,35139.0,35100,0
19,911244020,907802,1,386,35812.0,35812.0,35700,0
19,911321020,897302,63,386,37310.0,37340.0,36390,1
20,911385020,907002,1,8613,17991.0,17991.0,18000,1
20,911239020,907802,1,15136,20116.0,20116.0,20100,2
20,911385020,907002,63,386,20729.0,20817.0,20760,1
20,911239020,907802,23,386,20748.0,20748.0,20820,2
20,911240020,907802,1,386,20784.0,20784.0,21000,0
20,911315020,897302,1,15136,21486.0,21486.0,21300,2
20,911315020,897302,23,386,21990.0,21990.0,22020,2
20,911316020,897302,1,386,22028.0,22028.0,22200,0
20,911000030,899503,67,8613,23515.0,23515.0,23040,0
20,911003030,899503,1,8613,23529.0,23529.0,23520,1
20,911241020,907802,1,8613,24350.0,24350.0,24300,1
20,911381020,907002,67,8613,24918.0,24918.0,24420,0
20,911382020,907002,1,8613,24930.0,24930.0,24900,1
20,911316020,897302,67,8613,25462.0,25462.0,25020,0
20,911317020,897302,1,8613,25479.0,25479.0,25500,1
20,911452020,907902,1,15136,26290.0,26290.0,26280,2
20,910939020,899102,1,15136,26486.0,26486.0,26550,2
20,910042020,899602,1,15136,26980.0,26980.0,27030,2
20,911241020,907802,63,386,27275.0,27282.0,27180,1
20,911457020,907902,1,386,27345.0,27377.0,27240,0
20,910529020,887902,1,15136,27201.0,27225.0,27300,2
20,910939020,899102,23,386,27337.0,27337.0,27330,2
20,911242020,907802,1,386,27883.0,27919.0,27780,0
20,911971020,887702,1,15136,27842.0,27887.0,27840,2
20,910042020,899602,23,386,27877.0,27977.0,27870,2
20,911382020,907002,63,386,28339.0,28562.0,27900,1
20,910043020,899602,1,386,28024.0,28024.0,28050,0
20,910529020,887902,23,386,28146.0,28155.0,28140,2
20,911933020,887902,1,386,28158.0,28286.0,28320,0
20,911317020,897302,63,386,29171.0,29204.0,28500,1
20,911971020,887702,23,386,28734.0,28741.0,28680,2
20,911972020,887702,1,386,28858.0,28862.0,28860,0
20,911318020,897302,1,386,29221.0,29396.0,29160,0
20,911951020,887802,23,386,29546.0,29587.0,29340,2
20,911953020,887802,1,386,29612.0,29612.0,29520,0
20,910579020,899102,67,8613,31733.0,31734.0,31230,0
20,911242020,907802,67,8613,32105.0,32105.0,31500,0
20,911458020,907902,1,8613,31554.0,31554.0,31530,1
20,910043020,899602,67,8613,32284.0,32284.0,31770,0
20,910992020,899102,1,8613,31751.0,31751.0,31770,1
20,911243020,907802,1,8613,32111.0,32111.0,32010,1
20,910040020,899602,1,8613,32296.0,32296.0,32280,1
20,911930020,887902,1,8613,32360.0,32543.0,32550,1
20,911972020,887702,67,8613,32583.0,32583.0,32580,0
20,911387020,907002,1,8613,32830.0,32830.0,32820,1
20,911318020,897302,67,8613,33852.0,33852.0,32880,0
20,911321020,897302,1,8613,33885.0,33885.0,33390,1
20,911954020,887802,1,8613,34009.0,34009.0,33750,1
20,911458020,907902,63,386,34592.0,34605.0,34530,1
20,911243020,907802,63,386,35117.0,35124.0,35010,1
20,911455020,907902,1,386,34995.0,35087.0,35100,0
20,911930020,887902,63,386,36267.0,36282.0,35550,1
20,911321020,897302,63,386,37311.0,37324.0,36390,1
20,911954020,887802,63,386,37118.0,37475.0,36750,1
23,911385020,907002,1,8613,18183.0,18183.0,18000,1
23,911239020,907802,1,15136,20219.0,20219.0,20100,2
23,911385020,907002,63,386,21127.0,21267.0,20760,1
23,911239020,907802,23,386,20973.0,20973.0,20820,2
23,911240020,907802,1,386,20982.0,20982.0,21000,0
23,911315020,897302,1,15136,21704.0,21704.0,21300,2
23,911381020,907002,1,386,21268.0,21574.0,21600,0
23,911315020,897302,23,386,22428.0,22437.0,22020,2
23,911316020,897302,1,386,22444.0,22444.0,22200,0
23,911240020,907802,67,8613,24333.0,24333.0,23820,0
23,911241020,907802,1,8613,24376.0,24376.0,24300,1
23,911381020,907002,67,8613,24915.0,24915.0,24420,0
23,911382020,907002,1,8613,24926.0,24926.0,24900,1
23,911316020,897302,67,8613,25454.0,25454.0,25020,0
23,911452020,907902,1,15136,26257.0,26265.0,26280,2
23,910042020,899602,1,15136,27096.0,27096.0,27030,2
23,911452020,907902,23,386,27151.0,27191.0,27060,2
23,911241020,907802,63,386,27432.0,27440.0,27180,1
23,911457020,907902,1,386,27217.0,27217.0,27240,0
23,910529020,887902,1,15136,27221.0,27227.0,27300,2
23,911242020,907802,1,386,27978.0,28033.0,27780,0
23,911971020,887702,1,15136,27800.0,27800.0,27840,2
23,910043020,899602,1,386,27991.0,28069.0,28050,0
23,910529020,887902,23,386,28094.0,28302.0,28140,2
23,911933020,887902,1,386,28332.0,28332.0,28320,0
23,911317020,897302,63,386,28566.0,28651.0,28500,1
23,911951020,887802,1,15136,28399.0,28458.0,28500,2
23,911386020,907002,1,386,28345.0,28533.0,28590,0
23,911971020,887702,23,386,28443.0,28748.0,28680,2
23,911972020,887702,1,386,28762.0,28796.0,28860,0
23,911951020,887802,23,386,29416.0,29475.0,29340,2
23,911953020,887802,1,386,29504.0,29504.0,29520,0
23,911457020,907902,67,8613,31513.0,31513.0,30960,0
23,910579020,899102,67,8613,31831.0,31831.0,31230,0
23,911242020,907802,67,8613,31752.0,31752.0,31500,0
23,911458020,907902,1,8613,31666.0,31666.0,31530,1
23,910043020,899602,67,8613,32304.0,32310.0,31770,0
23,910992020,899102,1,8613,31841.0,31841.0,31770,1
23,911243020,907802,1,8613,32088.0,32088.0,32010,1
23,911933020,887902,67,8613,32467.0,32467.0,32040,0
23,911933020,887902,67,8613,32485.0,32487.0,32040,0
23,911386020,907002,67,8613,32841.0,32841.0,32310,0
23,911972020,887702,67,8613,33088.0,33088.0,32580,0
23,911387020,907002,1,8613,32995.0,32995.0,32820,1
23,911318020,897302,67,8613,33426.0,33426.0,32880,0
23,911973020,887702,1,8613,33154.0,33154.0,33090,1
23,911953020,887802,67,8613,33920.0,33920.0,33240,0
23,911321020,897302,1,8613,33432.0,33432.0,33390,1
23,911954020,887802,1,8613,34026.0,34026.0,33750,1
23,911458020,907902,63,386,34783.0,34784.0,34530,1
23,911243020,907802,63,386,35391.0,35609.0,35010,1
23,911455020,907902,1,386,34944.0,34944.0,35100,0
23,911930020,887902,63,386,35826.0,36250.0,35550,1
23,911244020,907802,1,386,35653.0,35653.0,35700,0
23,911321020,897302,63,386,37005.0,37014.0,36390,1
23,911954020,887802,63,386,37121.0,37550.0,36750,1
24,911385020,907002,1,8613,18070.0,18070.0,18000,1
24,911239020,907802,1,15136,20233.0,20233.0,20100,2
24,911000030,899503,1,386,20330.0,20330.0,20220,0
24,911385020,907002,63,386,21270.0,21484.0,20760,1
24,911239020,907802,23,386,20827.0,20827.0,20820,2
24,911240020,907802,1,386,20873.0,20873.0,21000,0
24,911381020,907002,1,386,21541.0,21541.0,21600,0
24,911003030,899503,1,8613,23456.0,23456.0,23520,1
24,911240020,907802,67,8613,24096.0,24096.0,23820,0
24,911241020,907802,1,8613,24325.0,24325.0,24300,1
24,911381020,907002,67,8613,24615.0,24635.0,24420,0
24,911382020,907002,1,8613,24648.0,24856.0,24900,1
24,911316020,897302,67,8613,26149.0,26149.0,25020,0
24,911317020,897302,1,8613,26157.0,26157.0,25500,1
24,911003030,899503,63,386,26803.0,26803.0,26280,1
24,911452020,907902,1,15136,26212.0,26216.0,26280,2
24,911004030,899503,1,386,26971.0,26971.0,26970,0
24,910042020,899602,1,15136,26988.0,27009.0,27030,2
24,911452020,907902,23,386,27295.0,27298.0,27060,2
24,911241020,907802,63,386,27329.0,27330.0,27180,1
24,911457020,907902,1,386,27311.0,27311.0,27240,0
24,910529020,887902,1,15136,27404.0,27430.0,27300,2
24,910939020,899102,23,386,27363.0,27394.0,27330,2
24,911242020,907802,1,386,27769.0,27854.0,27780,0
24,911971020,887702,1,15136,28103.0,28116.0,27840,2
24,910042020,899602,23,386,27890.0,28045.0,27870,2
24,911382020,907002,63,386,28266.0,28439.0,27900,1
24,910043020,899602,1,386,28069.0,28069.0,28050,0
24,910529020,887902,23,386,28179.0,28188.0,28140,2
24,911317020,897302,63,386,29261.0,29491.0,28500,1
24,911951020,887802,1,15136,28631.0,28637.0,28500,2
24,911386020,907002,1,386,28470.0,28568.0,28590,0
24,911971020,887702,23,386,28978.0,28978.0,28680,2
24,911972020,887702,1,386,28993.0,28993.0,28860,0
24,911318020,897302,1,386,29506.0,29506.0,29160,0
24,911951020,887802,23,386,29358.0,29689.0,29340,2
24,911953020,887802,1,386,29705.0,29711.0,29520,0
24,911004030,899503,67,8613,31414.0,31414.0,30690,0
24,911457020,907902,67,8613,31517.0,31517.0,30960,0
24,910579020,899102,67,8613,31651.0,31651.0,31230,0
24,911005030,899503,1,8613,31425.0,31425.0,31290,1
24,911242020,907802,67,8613,32620.0,32620.0,31500,0
24,911458020,907902,1,8613,31528.0,31528.0,31530,1
24,910043020,899602,67,8613,32737.0,32748.0,31770,0
24,911243020,907802,1,8613,32675.0,32675.0,32010,1
24,910040020,899602,1,8613,32759.0,32759.0,32280,1
24,911972020,887702,67,8613,33430.0,33871.0,32580,0
24,911387020,907002,1,8613,32884.0,32884.0,32820,1
24,911973020,887702,1,8613,33896.0,33896.0,33090,1
24,911953020,887802,67,8613,34035.0,34035.0,33240,0
24,911321020,897302,1,8613,33662.0,33662.0,33390,1
24,911954020,887802,1,8613,34102.0,34102.0,33750,1
24,911458020,907902,63,386,34805.0,35070.0,34530,1
24,911455020,907902,1,386,35100.0,35100.0,35100,0
24,911930020,887902,63,386,36041.0,36076.0,35550,1
24,911321020,897302,63,386,37008.0,37026.0,36390,1
24,911954020,887802,63,386,37086.0,37547.0,36750,1
25,911385020,907002,1,8613,18088.0,18088.0,18000,1
25,911239020,907802,1,15136,20253.0,20253.0,20100,2
25,911000030,899503,1,386,20194.0,20194.0,20220,0
25,911385020,907002,63,386,21249.0,21428.0,20760,1
25,911239020,907802,23,386,20945.0,21084.0,20820,2
25,911315020,897302,1,15136,21284.0,21284.0,21300,2
25,911381020,907002,1,386,21517.0,21517.0,21600,0
25,911315020,897302,23,386,21992.0,22017.0,22020,2
25,911316020,897302,1,386,22205.0,22240.0,22200,0
25,911000030,899503,67,8613,23121.0,23121.0,23040,0
25,911003030,899503,1,8613,23535.0,23535.0,23520,1
25,911240020,907802,67,8613,24034.0,24034.0,23820,0
25,911241020,907802,1,8613,24110.0,24115.0,24300,1
25,911381020,907002,67,8613,24847.0,24847.0,24420,0
25,911382020,907002,1,8613,24882.0,24882.0,24900,1
25,911316020,897302,67,8613,25462.0,25462.0,25020,0
25,911317020,897302,1,8613,25476.0,25476.0,25500,1
25,911003030,899503,63,386,26887.0,26953.0,26280,1
25,911452020,907902,1,15136,26291.0,26298.0,26280,2
25,910939020,899102,1,15136,26428.0,26532.0,26550,2
25,911004030,899503,1,386,26963.0,26963.0,26970,0
25,910042020,899602,1,15136,26946.0,26971.0,27030,2
25,911452020,907902,23,386,27228.0,27313.0,27060,2
25,911457020,907902,1,386,27326.0,27326.0,27240,0
25,910529020,887902,1,15136,27213.0,27258.0,27300,2
