 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count,  hold_sec 
911214020 {
15852 26418.1 26418.1 6 0 0 0 0
409 26444.2 26450.4 5 0 1 0 0
18047 26515.4 26523.5 6 1 0 0 0
17841 26562.2 26562.2 6 0 0 0 0
412 26609.6 26609.6 6 0 0 0 0
413 26635.6 26635.6 6 0 0 0 0
14764 26682.0 26688.2 5 0 1 0 0
415 26736.7 26736.7 5 0 0 0 0
416 26764.2 26770.4 4 0 1 0 0
417 26819.0 26819.0 4 0 0 0 0
15185 26866.8 26866.8 4 0 0 0 0
16110 26931.3 26931.3 4 0 0 0 0
420 27007.9 27016.0 5 1 0 0 0
421 27034.1 27045.3 7 2 0 0 0
16088 27071.5 27071.5 7 0 0 0 0
423 27104.3 27112.4 8 1 0 0 0
15364 27245.6 27256.8 8 2 2 0 0
425 27323.8 27331.9 9 1 0 0 0
15384 27366.1 27366.1 9 0 0 0 0
427 27399.5 27410.7 11 2 0 0 0
428 27459.3 27467.4 11 1 1 0 0
429 27526.0 27526.0 11 0 0 0 0
430 27569.1 27569.1 11 0 0 0 0
431 27623.1 27623.1 11 0 0 0 0
4727 27682.3 27690.4 12 1 0 0 0
432 27791.8 27803.0 13 2 1 0 0
15279 27876.6 27876.6 13 0 0 0 0
16049 27902.2 27910.3 14 1 0 0 0
435 27964.4 27972.5 15 1 0 0 0
436 28033.7 28039.9 14 0 1 0 0
437 28097.1 28105.2 15 1 0 0 0
14647 28176.6 28184.7 16 1 0 0 0
439 28242.8 28242.8 16 0 0 0 0
440 28324.0 28332.1 16 1 1 0 0
12754 28365.4 28365.4 16 0 0 0 0
442 28442.8 28450.9 16 1 1 0 0
443 28541.5 28568.2 21 7 2 0 0
445 28759.9 28767.3 19 0 2 0 0
446 28852.5 28863.7 17 2 4 0 0
     }
- - - - - -
911377020 {
17163 26438.5 26438.5 4 0 0 0 0
15848 26481.7 26481.7 4 0 0 0 0
406 26524.4 26532.5 5 1 0 0 0
14500 26590.8 26630.8 5 0 0 0 40
15852 26700.8 26700.8 5 0 0 0 0
409 26738.9 26738.9 5 0 0 0 0
18047 26838.0 26849.2 7 2 0 0 0
17841 26882.0 26882.0 7 0 0 0 0
412 26940.9 26940.9 7 0 0 0 0
413 26968.9 26968.9 7 0 0 0 0
14764 27016.3 27022.5 6 0 1 0 0
415 27065.2 27065.2 6 0 0 0 0
416 27118.9 27125.1 5 0 1 0 0
417 27179.1 27179.1 5 0 0 0 0
15185 27215.7 27215.7 5 0 0 0 0
16110 27258.9 27258.9 5 0 0 0 0
420 27316.2 27324.3 5 1 1 0 0
421 27342.2 27342.2 5 0 0 0 0
16088 27357.6 27357.6 5 0 0 0 0
423 27391.9 27391.9 5 0 0 0 0
15364 27522.7 27530.8 5 1 1 0 0
425 27581.2 27621.2 5 0 0 0 40
15384 27661.7 27672.9 7 2 0 0 0
427 27707.6 27707.6 7 0 0 0 0
428 27765.5 27765.5 7 0 0 0 0
429 27807.8 27807.8 7 0 0 0 0
430 27839.9 27839.9 7 0 0 0 0
431 27887.5 27927.5 7 0 0 0 40
4727 27975.4 27989.7 10 3 0 0 0
432 28063.6 28074.8 11 2 1 0 0
15279 28146.1 28146.1 11 0 0 0 0
16049 28184.3 28184.3 11 0 0 0 0
435 28220.7 28228.8 12 1 0 0 0
436 28299.9 28306.1 11 0 1 0 0
437 28387.6 28398.8 13 2 0 0 0
14647 28460.7 28468.8 14 1 0 0 0
