 stop_id,  arr_t,  dep_t,  bus_load,  pick_count,  drop_count,  denied_count 
911214020 {
409 26412.7 26418.9 8 0 1 0
18047 26484.2 26495.4 10 2 0 0
17841 26537.1 26545.2 11 1 0 0
412 26592.2 26592.2 11 0 0 0
413 26627.9 26627.9 11 0 0 0
14764 26658.8 26666.2 9 0 2 0
415 26713.1 26713.1 9 0 0 0
416 26740.6 26746.8 8 0 1 0
417 26796.8 26796.8 8 0 0 0
15185 26859.2 26859.2 8 0 0 0
16110 26911.8 26911.8 8 0 0 0
420 26970.9 26970.9 8 0 0 0
421 26991.9 27000.0 9 1 0 0
16088 27021.4 27029.5 10 1 0 0
423 27052.8 27052.8 10 0 0 0
15364 27150.7 27168.1 12 4 2 0
425 27232.1 27232.1 12 0 0 0
15384 27271.7 27271.7 12 0 0 0
427 27309.0 27317.1 13 1 0 0
428 27358.9 27365.1 12 0 1 0
429 27401.9 27410.0 13 1 0 0
430 27442.9 27451.0 14 1 0 0
431 27499.2 27507.3 15 1 0 0
4727 27563.5 27571.6 15 1 1 0
432 27656.3 27664.4 14 1 2 0
15279 27753.9 27753.9 14 0 0 0
16049 27789.1 27789.1 14 0 0 0
435 27828.2 27839.4 16 2 0 0
436 27896.6 27904.7 16 1 1 0
437 27971.9 27971.9 16 0 0 0
14647 28033.2 28033.2 16 0 0 0
439 28071.0 28071.0 16 0 0 0
440 28156.4 28162.6 15 0 1 0
12754 28199.4 28199.4 15 0 0 0
442 28253.5 28259.7 14 0 1 0
443 28357.2 28374.6 16 4 2 0
445 28522.1 28529.5 14 0 2 0
446 28603.7 28612.3 11 0 3 0
18122 28699.9 28708.0 10 1 2 0
     }
- - - - - -
911377020 {
402 26439.4 26439.4 6 0 0 0
403 26466.2 26466.2 6 0 0 0
17163 26506.1 26514.2 7 1 0 0
15848 26566.9 26575.0 8 1 0 0
406 26613.6 26627.9 11 3 0 0
14500 26670.2 26670.2 11 0 0 0
15852 26729.5 26729.5 11 0 0 0
409 26756.4 26762.6 10 0 1 0
18047 26840.3 26848.4 11 1 0 0
17841 26885.1 26893.2 12 1 0 0
412 26939.0 26939.0 12 0 0 0
413 26972.1 26972.1 12 0 0 0
14764 27014.3 27025.5 12 2 2 0
415 27088.7 27088.7 12 0 0 0
416 27139.7 27147.1 10 0 2 0
417 27235.4 27235.4 10 0 0 0
15185 27263.2 27263.2 10 0 0 0
16110 27304.7 27304.7 10 0 0 0
420 27354.2 27360.4 9 0 1 0
421 27378.5 27378.5 9 0 0 0
16088 27399.4 27399.4 9 0 0 0
423 27426.8 27426.8 9 0 0 0
15364 27543.5 27564.0 12 5 2 0
425 27622.8 27640.2 16 4 0 0
15384 27688.2 27696.3 16 1 1 0
427 27729.0 27743.3 19 3 0 0
428 27789.4 27797.5 19 1 1 0
429 27864.0 27864.0 19 0 0 0
430 27907.8 27907.8 19 0 0 0
431 27957.6 27963.8 18 0 1 0
4727 28007.5 28018.7 19 2 1 0
432 28082.5 28096.8 20 3 2 0
15279 28190.8 28198.9 21 1 0 0
16049 28233.5 28233.5 21 0 0 0
435 28290.6 28311.1 25 5 1 0
436 28373.6 28387.9 27 3 1 0
437 28448.6 28448.6 27 0 0 0
14647 28518.8 28518.8 27 0 0 0
439 28584.6 28592.7 28 1 0 0
440 28674.2 28681.6 26 0 2 0
12754 28727.3 28727.3 26 0 0 0
442 28776.3 28784.4 25 1 2 0
     }
- - - - - -
911283020 {
397 26445.4 26453.5 6 1 0 0
17169 26505.4 26513.5 7 1 0 0
17162 26582.5 26582.5 7 0 0 0
14959 26661.7 26667.9 6 0 1 0
402 26706.0 26706.0 6 0 0 0
403 26735.0 26735.0 6 0 0 0
17163 26779.8 26779.8 6 0 0 0
15848 26831.7 26842.9 8 2 0 0
406 26875.4 26875.4 8 0 0 0
14500 26922.4 26939.8 12 4 0 0
15852 27002.7 27002.7 12 0 0 0
409 27031.3 27037.5 11 0 1 0
18047 27103.4 27103.4 11 0 0 0
17841 27170.2 27181.4 13 2 0 0
412 27229.7 27229.7 13 0 0 0
413 27282.2 27282.2 13 0 0 0
14764 27332.4 27340.5 12 1 2 0
415 27391.8 27391.8 12 0 0 0
416 27440.6 27448.0 10 0 2 0
417 27522.1 27530.2 11 1 0 0
15185 27571.8 27571.8 11 0 0 0
16110 27610.0 27610.0 11 0 0 0
420 27662.1 27668.3 10 0 1 0
421 27684.8 27692.9 11 1 0 0
16088 27716.5 27724.6 12 1 0 0
423 27756.5 27756.5 12 0 0 0
15364 27858.1 27875.5 13 4 3 0
425 27942.7 27942.7 13 0 0 0
15384 27975.1 27986.3 14 2 1 0
427 28023.7 28031.8 15 1 0 0
428 28086.9 28093.1 14 0 1 0
429 28144.0 28144.0 14 0 0 0
430 28188.2 28196.3 15 1 0 0
431 28242.4 28250.5 16 1 0 0
4727 28308.3 28314.5 15 0 1 0
432 28435.4 28446.6 15 2 2 0
15279 28516.2 28516.2 15 0 0 0
16049 28549.6 28549.6 15 0 0 0
435 28585.1 28593.2 16 1 0 0
436 28651.0 28665.3 18 3 1 0
437 28726.6 28734.7 19 1 0 0
14647 28795.6 28795.6 19 0 0 0
439 28847.6 28847.6 19 0 0 0
     }
- - - - - -
910985020 {
14956 26444.2 26444.2 3 0 0 0
393 26478.5 26478.5 3 0 0 0
394 26497.7 26497.7 3 0 0 0
395 26533.8 26533.8 3 0 0 0
396 26566.6 26566.6 3 0 0 0
397 26614.0 26622.1 4 1 0 0
17169 26676.2 26684.3 5 1 0 0
17162 26751.8 26751.8 5 0 0 0
14959 26822.8 26822.8 5 0 0 0
402 26858.3 26858.3 5 0 0 0
403 26877.7 26885.8 6 1 0 0
17163 26931.7 26931.7 6 0 0 0
15848 26985.7 26993.8 7 1 0 0
406 27034.2 27042.3 7 1 1 0
14500 27096.7 27104.8 8 1 0 0
15852 27160.5 27160.5 8 0 0 0
409 27190.4 27196.6 7 0 1 0
18047 27290.3 27290.3 7 0 0 0
17841 27358.1 27358.1 7 0 0 0
412 27410.7 27410.7 7 0 0 0
413 27458.2 27458.2 7 0 0 0
14764 27520.7 27526.9 6 0 1 0
415 27577.8 27577.8 6 0 0 0
416 27618.0 27624.2 5 0 1 0
417 27692.3 27692.3 5 0 0 0
15185 27720.3 27720.3 5 0 0 0
16110 27766.5 27766.5 5 0 0 0
420 27817.5 27823.7 4 0 1 0
421 27847.8 27847.8 4 0 0 0
16088 27865.3 27865.3 4 0 0 0
423 27890.8 27890.8 4 0 0 0
15364 27993.1 28004.3 5 2 1 0
425 28089.9 28089.9 5 0 0 0
15384 28126.9 28126.9 5 0 0 0
427 28175.6 28183.7 6 1 0 0
428 28229.2 28229.2 6 0 0 0
429 28279.4 28279.4 6 0 0 0
430 28323.1 28323.1 6 0 0 0
431 28373.9 28373.9 6 0 0 0
4727 28408.2 28416.3 7 1 0 0
432 28513.0 28521.1 7 1 1 0
15279 28588.2 28588.2 7 0 0 0
16049 28626.8 28626.8 7 0 0 0
435 28675.3 28683.4 8 1 0 0
436 28738.5 28738.5 8 0 0 0
437 28807.6 28807.6 8 0 0 0
     }
- - - - - -
911298020 {
386 26536.4 26536.4 0 0 0 0
388 26583.7 26591.8 1 1 0 0
389 26623.6 26623.6 1 0 0 0
390 26649.6 26649.6 1 0 0 0
391 26675.4 26675.4 1 0 0 0
14956 26751.0 26762.2 3 2 0 0
393 26801.3 26801.3 3 0 0 0
394 26819.5 26819.5 3 0 0 0
395 26856.8 26856.8 3 0 0 0
396 26895.6 26895.6 3 0 0 0
397 26939.5 26939.5 3 0 0 0
17169 26986.1 26986.1 3 0 0 0
17162 27055.1 27063.2 4 1 0 0
14959 27132.3 27140.4 5 1 0 0
402 27184.3 27184.3 5 0 0 0
403 27215.8 27215.8 5 0 0 0
17163 27257.1 27257.1 5 0 0 0
15848 27342.8 27350.9 6 1 0 0
406 27394.3 27400.5 5 0 1 0
14500 27451.4 27459.5 6 1 0 0
15852 27525.1 27525.1 6 0 0 0
409 27559.0 27565.2 5 0 1 0
18047 27674.8 27674.8 5 0 0 0
17841 27726.7 27734.8 6 1 0 0
412 27795.9 27795.9 6 0 0 0
413 27831.7 27831.7 6 0 0 0
14764 27924.8 27932.9 6 1 1 0
415 27990.3 27990.3 6 0 0 0
416 28051.3 28062.5 7 2 1 0
417 28141.0 28149.1 8 1 0 0
15185 28187.4 28187.4 8 0 0 0
16110 28235.5 28235.5 8 0 0 0
420 28295.5 28306.7 9 2 1 0
421 28332.0 28332.0 9 0 0 0
16088 28349.7 28357.8 10 1 0 0
423 28386.2 28386.2 10 0 0 0
15364 28492.7 28507.0 11 3 2 0
425 28582.5 28593.7 13 2 0 0
15384 28626.7 28641.0 15 3 1 0
427 28685.8 28697.0 17 2 0 0
428 28740.7 28748.8 17 1 1 0
429 28801.8 28801.8 17 0 0 0
430 28834.7 28845.9 19 2 0 0
     }
- - - - - -
910955020 {
386 26700 26700 0 0 0 0
388 26754.1 26754.1 0 0 0 0
389 26792.9 26792.9 0 0 0 0
390 26819.3 26819.3 0 0 0 0
391 26847.2 26855.3 1 1 0 0
14956 26910.0 26918.1 2 1 0 0
393 26955.9 26955.9 2 0 0 0
394 26975.3 26975.3 2 0 0 0
395 27012.5 27012.5 2 0 0 0
396 27049.5 27049.5 2 0 0 0
397 27096.3 27104.4 3 1 0 0
17169 27162.8 27174.0 5 2 0 0
17162 27219.0 27219.0 5 0 0 0
14959 27300.5 27300.5 5 0 0 0
402 27346.3 27346.3 5 0 0 0
403 27371.2 27371.2 5 0 0 0
17163 27400.3 27400.3 5 0 0 0
15848 27468.1 27468.1 5 0 0 0
406 27505.0 27511.2 4 0 1 0
14500 27569.5 27569.5 4 0 0 0
15852 27633.1 27633.1 4 0 0 0
409 27668.7 27668.7 4 0 0 0
18047 27779.4 27779.4 4 0 0 0
17841 27862.0 27862.0 4 0 0 0
412 27903.0 27903.0 4 0 0 0
413 27933.6 27933.6 4 0 0 0
14764 27996.1 28002.3 3 0 1 0
415 28047.8 28047.8 3 0 0 0
416 28089.5 28097.6 3 1 1 0
417 28170.8 28170.8 3 0 0 0
15185 28206.5 28206.5 3 0 0 0
16110 28246.1 28246.1 3 0 0 0
420 28296.3 28306.7 3 0 0 0
421 28341.6 28341.6 3 0 0 0
16088 28367.7 28367.7 3 0 0 0
423 28402.8 28402.8 3 0 0 0
15364 28536.7 28542.9 2 0 1 0
425 28620.9 28620.9 2 0 0 0
15384 28653.3 28653.3 2 0 0 0
427 28705.6 28705.6 2 0 0 0
428 28744.1 28748.8 2 0 0 0
429 28801.8 28801.8 2 0 0 0
430 28835.4 28845.9 2 0 0 0
     }
- - - - - -
911004030 {
386 26982.5 26982.5 0 0 0 0
388 27044.6 27052.7 1 1 0 0
389 27073.4 27073.4 1 0 0 0
390 27094.9 27094.9 1 0 0 0
